"Gene Name"	"Accession-1"	"Object ID"
G7505	"b2886"	"G7505"
EG12022	"b2140"	"EG12022"
G7440	"b2774"	"G7440"
EG11254	"b0636"	"EG11254"
G7268	"b2433"	"G7268"
G7713	"b3344"	"G7713"
G7132	"b2100"	"G7132"
EG12876	"b0969"	"EG12876"
G6930	"b1725"	"G6930"
EG11888	"b3606"	"EG11888"
G6785	"b1491"	"G6785"
EG11171	"b3064"	"EG11171"
G6659	"b1321"	"G6659"
EG10376	"b3740"	"EG10376"
G6563	"b1085"	"G6563"
G7641	"b3146"	"G7641"
G6374	"b0689"	"G6374"
EG12401	"b2517"	"EG12401"
G6159	"b0288"	"G6159"
EG11768	"b0503"	"EG11768"
G0-16749	"b4755"	"G0-16749"
EG11023	"b2607"	"EG11023"
G0-16733	"b4738"	"G0-16733"
EG10136	"b3056"	"EG10136"
G0-10656	"b4684"	"G0-10656"
G7452	"b2794"	"G7452"
G0-10591	"b4596"	"G0-10591"
G6581	"b1135"	"G6581"
G0-10446	"b4525"	"G0-10446"
EG12233	"b3497"	"EG12233"
EG12404	"b1219"	"EG12404"
EG11507	"b3179"	"EG11507"
EG12213	"b3467"	"EG12213"
EG10996	"b0406"	"EG10996"
EG11984	"b2033"	"EG11984"
G7422	"b2745"	"G7422"
EG11664	"b3348"	"EG11664"
G6449	"b0859"	"G6449"
EG11209	"b4030"	"EG11209"
EG11362	"b0144"	"EG11362"
G7890	"b4263"	"G7890"
G7845	"b4180"	"G7845"
EG10047	"b0050"	"EG10047"
G7297	"b2474"	"G7297"
G7718	"b3353"	"G7718"
G6245	"b0444"	"G6245"
G7580	"b3033"	"G7580"
EG12044	"b2183"	"EG12044"
G7489	"b2870"	"G7489"
EG10690	"b0143"	"EG10690"
G7420	"b2739"	"G7420"
G7714	"b3345"	"G7714"
G7240	"b2377"	"G7240"
EG11921	"b4022"	"EG11921"
G7118	"b2081"	"G7118"
EG11177	"b3166"	"EG11177"
G7009	"b1836"	"G7009"
EG10454	"b2318"	"EG10454"
G6902	"b1674"	"G6902"
G7698	"b3282"	"G7698"
G6766	"b1455"	"G6766"
EG12433	"b1269"	"EG12433"
G6642	"b1295"	"G6642"
EG11779	"b2960"	"EG11779"
G6512	"b0991"	"G6512"
EG11085	"b0082"	"EG11085"
G6253	"b0458"	"G6253"
EG10343	"b3465"	"EG10343"
G6107	"b0223"	"G6107"
G7456	"b2812"	"G7456"
G0-16746	"b4752"	"G0-16746"
G6675	"b1344"	"G6675"
G0-16730	"b4735"	"G0-16730"
EG11538	"b2575"	"EG11538"
G0-10650	"b4683"	"G0-10650"
G0-10588	"b4592"	"G0-10588"
EG13217	"b0445"	"EG13217"
EG12333	"b0157"	"EG12333"
G7629	"b3130"	"G7629"
EG12138	"b0193"	"EG12138"
G7830	"b4128"	"G7830"
EG11875	"b3921"	"EG11875"
G7842	"b4162"	"G7842"
EG11525	"b3484"	"EG11525"
G7459	"b2830"	"G7459"
EG11152	"b2605"	"EG11152"
G0-10451	"b4532"	"G0-10451"
G7880	"b4249"	"G7880"
EG31117	"b2815"	"EG31117"
G7687	"b3242"	"G7687"
EG30096	"b0883"	"EG30096"
G7543	"b2977"	"G7543"
EG30056	"b2404"	"EG30056"
G7476	"b2856"	"G7476"
EG30040	"b4164"	"EG30040"
G7355	"b2611"	"G7355"
EG30022	"b1989"	"EG30022"
G7196	"b2304"	"G7196"
EG11268	"b3288"	"EG11268"
G7075	"b4582"	"G7075"
EG30112	"b1666"	"EG30112"
G6974	"b1788"	"G6974"
EG30093	"b0971"	"EG30093"
G6898	"b1670"	"G6898"
EG30053	"b4270"	"EG30053"
G6747	"b1436"	"G6747"
EG30037	"b2864"	"EG30037"
G6631	"b1228"	"G6631"
EG30019	"b2692"	"EG30019"
G6495	"b0960"	"G6495"
EG30109	"b0744"	"EG30109"
G6228	"b0379"	"G6228"
EG30067	"b2189"	"EG30067"
G6095	"b0187"	"G6095"
EG30050	"b3174"	"EG30050"
G0-16743	"b4749"	"G0-16743"
EG30034	"b4008"	"EG30034"
G0-16727	"b4732"	"G0-16727"
EG30016	"b2348"	"EG30016"
G0-10642	"b4670"	"G0-10642"
G7069	"b1984"	"G7069"
G0-10559	"b4534"	"G0-10559"
EG30106	"b1231"	"EG30106"
EG12707	"b2749"	"EG12707"
EG30064	"b4134"	"EG30064"
EG12295	"b3611"	"EG12295"
EG30047	"b4369"	"EG30047"
EG12049	"b2188"	"EG12049"
EG30031	"b0664"	"EG30031"
EG11820	"b1056"	"EG11820"
EG30013	"b2691"	"EG30013"
EG11770	"b0501"	"EG11770"
G6392	"b0749"	"G6392"
EG11520	"b3483"	"EG11520"
EG30103	"b3273"	"EG30103"
EG11119	"b1088"	"EG11119"
EG30060	"b2816"	"EG30060"
G7847	"b4182"	"G7847"
EG30044	"b3277"	"EG30044"
G7669	"b3211"	"G7669"
EG30028	"b0670"	"EG30028"
G7537	"b2970"	"G7537"
EG30010	"b0203"	"EG30010"
G7464	"b2844"	"G7464"
G6389	"b0746"	"G6389"
G7339	"b2545"	"G7339"
EG30097	"b1032"	"EG30097"
G7181	"b2274"	"G7181"
EG30057	"b0745"	"EG30057"
G7050	"b1957"	"G7050"
EG30041	"b4165"	"EG30041"
G6960	"b1773"	"G6960"
EG30023	"b3760"	"EG30023"
G6883	"b1643"	"G6883"
EG12167	"b0921"	"EG12167"
G6736	"b1420"	"G6736"
EG30113	"b2402"	"EG30113"
G6614	"b1177"	"G6614"
EG30094	"b1975"	"EG30094"
G6450	"b0865"	"G6450"
EG30054	"b1909"	"EG30054"
G6189	"b0324"	"G6189"
EG30038	"b4163"	"EG30038"
G0-16740	"b4746"	"G0-16740"
EG30020	"b1977"	"EG30020"
G0-16724	"b4729"	"G0-16724"
EG30110	"b2401"	"EG30110"
G0-10608	"b4622"	"G0-10608"
EG30068	"b3799"	"EG30068"
G0-10512	"b4522"	"G0-10512"
EG30051	"b4368"	"EG30051"
EG12689	"b1050"	"EG12689"
EG30035	"b2590"	"EG30035"
EG12271	"b3552"	"EG12271"
EG30017	"b3796"	"EG30017"
EG12028	"b2160"	"EG12028"
G7387	"b2652"	"G7387"
EG11760	"b1457"	"EG11760"
EG30107	"b3977"	"EG30107"
EG11462	"b4482"	"EG11462"
EG30065	"b2967"	"EG30065"
G7952	"b4378"	"G7952"
EG30048	"b4370"	"EG30048"
EG11089	"b0122"	"EG11089"
EG30032	"b3969"	"EG30032"
G7802	"b3808"	"G7802"
EG30014	"b0536"	"EG30014"
G7646	"b3152"	"G7646"
G7020	"b1870"	"G7020"
G7522	"b2940"	"G7522"
EG30104	"b0244"	"EG30104"
G7453	"b2809"	"G7453"
EG30061	"b3171"	"EG30061"
G7318	"b2510"	"G7318"
EG30045	"b0202"	"EG30045"
G7174	"b2267"	"G7174"
EG30029	"b0665"	"EG30029"
G7036	"b1906"	"G7036"
EG30011	"b2397"	"EG30011"
G6947	"b1752"	"G6947"
G6390	"b0747"	"G6390"
G6815	"b1541"	"G6815"
EG30101	"b3979"	"EG30101"
G6704	"b1382"	"G6704"
EG30058	"b0673"	"EG30058"
G6605	"b1165"	"G6605"
EG30042	"b3797"	"EG30042"
G6441	"b0843"	"G6441"
EG30024	"b0206"	"EG30024"
G6182	"b0317"	"G6182"
EG30008	"b3853"	"EG30008"
G0-8888	"b4606"	"G0-8888"
EG30114	"b2403"	"EG30114"
G0-16737	"b4742"	"G0-16737"
EG30095	"b2695"	"EG30095"
G0-16721	"b4726"	"G0-16721"
EG30055	"b0743"	"EG30055"
G0-10603	"b4612"	"G0-10603"
EG30039	"b1911"	"EG30039"
G0-10464	"b4548"	"G0-10464"
EG30021	"b1986"	"EG30021"
EG12557	"b4305"	"EG12557"
EG10997	"b3706"	"EG10997"
EG12254	"b3527"	"EG12254"
EG30111	"b1665"	"EG30111"
EG12004	"b2123"	"EG12004"
EG30092	"b3658"	"EG30092"
EG11697	"b3677"	"EG11697"
EG30052	"b0672"	"EG30052"
EG11342	"b1242"	"EG11342"
EG30036	"b3978"	"EG30036"
G7931	"b4334"	"G7931"
EG30018	"b2693"	"EG30018"
EG10712	"b4107"	"EG10712"
G7991	"b1910"	"G7991"
G7752	"b3427"	"G7752"
EG30108	"b1230"	"EG30108"
G7621	"b3107"	"G7621"
EG30066	"b3545"	"EG30066"
G7506	"b2887"	"G7506"
EG30049	"b3798"	"EG30049"
G7442	"b2776"	"G7442"
EG30033	"b3757"	"EG30033"
G7269	"b2434"	"G7269"
EG30015	"b2694"	"EG30015"
G7134	"b2102"	"G7134"
G7021	"b1871"	"G7021"
G6931	"b1726"	"G6931"
EG30105	"b3761"	"EG30105"
G6792	"b1502"	"G6792"
EG30062	"b2814"	"EG30062"
G6663	"b1327"	"G6663"
EG30046	"b3069"	"EG30046"
G6578	"b1121"	"G6578"
EG30030	"b0668"	"EG30030"
G6401	"b0771"	"G6401"
EG30012	"b2396"	"EG30012"
G6166	"b0295"	"G6166"
G6391	"b0748"	"G6391"
G0-16750	"b4756"	"G0-16750"
EG30102	"b3976"	"EG30102"
G0-16734	"b4739"	"G0-16734"
EG30059	"b0666"	"EG30059"
G0-16673	"b4672"	"G0-16673"
EG30043	"b3852"	"EG30043"
G0-10595	"b4604"	"G0-10595"
EG30025	"b0216"	"EG30025"
G0-10456	"b4538"	"G0-10456"
EG30009	"b3276"	"EG30009"
EG12405	"b1220"	"EG12405"
G6746	"b1435"	"G6746"
EG12214	"b3468"	"EG12214"
G7525	"b2949"	"G7525"
EG11985	"b2032"	"EG11985"
EG11677	"b0760"	"EG11677"
EG11219	"b1419"	"EG11219"
G7901	"b4280"	"G7901"
G0-10602	"b4611"	"G0-10602"
G7722	"b3369"	"G7722"
G0-8885	"b4437"	"G0-8885"
G7588	"b3050"	"G7588"
G0-8868	"b4444"	"G0-8868"
G7491	"b2872"	"G7491"
G0-8913	"b4447"	"G0-8913"
G7433	"b2767"	"G7433"
G0-8886	"b4446"	"G0-8886"
G7252	"b2390"	"G7252"
G0-8882	"b4445"	"G0-8882"
G7122	"b2085"	"G7122"
G0-8914	"b4452"	"G0-8914"
G7010	"b1837"	"G7010"
G0-10598	"b4608"	"G0-10598"
G6911	"b1685"	"G6911"
G0-8884	"b4436"	"G0-8884"
G6772	"b1471"	"G6772"
G7751	"b3421"	"G7751"
G6651	"b1313"	"G6651"
G0-9388	"b4691"	"G0-9388"
G6513	"b0992"	"G6513"
G0-9385	"b4761"	"G0-9385"
G6288	"b4572"	"G6288"
G0-9383	"b4763"	"G0-9383"
G6111	"b0227"	"G6111"
G0-9382	"b4585"	"G0-9382"
G0-16747	"b4753"	"G0-16747"
G0-9381	"b4762"	"G0-9381"
G0-16731	"b4736"	"G0-16731"
G0-8905	"b4435"	"G0-8905"
G0-10653	"b4663"	"G0-10653"
G0-8883	"b4433"	"G0-8883"
G0-10589	"b4593"	"G0-10589"
G0-8881	"b4416"	"G0-8881"
G0-10432	"b4504"	"G0-10432"
G0-8880	"b4417"	"G0-8880"
EG12372	"b2798"	"EG12372"
G0-8879	"b4440"	"G0-8879"
EG12182	"b0434"	"EG12182"
G0-8876	"b4430"	"G0-8876"
EG11928	"b4045"	"EG11928"
G0-8875	"b4459"	"G0-8875"
EG11580	"b0800"	"EG11580"
G0-8874	"b4457"	"G0-8874"
EG11154	"b2823"	"EG11154"
G0-8871	"b4450"	"G0-8871"
G7884	"b4253"	"G7884"
G0-8870	"b4449"	"G0-8870"
G7694	"b3263"	"G7694"
G0-8865	"b4432"	"G0-8865"
G7552	"b2986"	"G7552"
G0-8862	"b4418"	"G0-8862"
G7479	"b2859"	"G7479"
G0-8861		"G0-8861"
G7385	"b2650"	"G7385"
G0-10696	"b4690"	"G0-10696"
G7215	"b2345"	"G7215"
G0-10695	"b4701"	"G0-10695"
G7089	"b2016"	"G7089"
G0-10609	"b4624"	"G0-10609"
G6982	"b1796"	"G6982"
G0-10600	"b4609"	"G0-10600"
G6899	"b1671"	"G6899"
EG12879	"b0528"	"EG12879"
G6757	"b1446"	"G6757"
EG12330	"b0147"	"EG12330"
G6636	"b1268"	"G6636"
EG11235	"b0797"	"EG11235"
G6499	"b0965"	"G6499"
G6229	"b0380"	"G6229"
G6100	"b0213"	"G6100"
G0-16744	"b4750"	"G0-16744"
G0-16728	"b4733"	"G0-16728"
G0-10644	"b4677"	"G0-10644"
G0-10585	"b4589"	"G0-10585"
EG10552	"b2890"	"EG10552"
EG12861	"b1915"	"EG12861"
EG12454	"b0481"	"EG12454"
EG12303	"b1100"	"EG12303"
EG10453	"b2514"	"EG10453"
EG12120	"b1234"	"EG12120"
EG11043	"b1637"	"EG11043"
EG11833	"b3862"	"EG11833"
EG10407	"b2400"	"EG10407"
EG10947	"b0893"	"EG10947"
EG10097	"b1866"	"EG10097"
EG10710	"b1713"	"EG10710"
EG10553	"b4129"	"EG10553"
EG10492	"b0026"	"EG10492"
EG11067	"b4258"	"EG11067"
EG10409	"b3560"	"EG10409"
EG10196	"b0526"	"EG10196"
EG10770	"b0194"	"EG10770"
EG10071	"b1876"	"EG10071"
EG10586	"b2114"	"EG10586"
EG10532	"b0642"	"EG10532"
EG11272	"b1715"	"EG11272"
EG10410	"b3559"	"EG10410"
EG11030	"b3384"	"EG11030"
EG10390	"b0680"	"EG10390"
EG10943	"b1764"	"EG10943"
EG10094	"b0930"	"EG10094"
EG10709	"b1714"	"EG10709"
EG10360	"b3340"	"EG10360"
EG12223	"b3486"	"EG12223"
EG11033	"b0170"	"EG11033"
G0-10610	"b4625"	"G0-10610"
EG10762	"b2891"	"EG10762"
EG10506	"b1718"	"EG10506"
EG11128	"b1282"	"EG11128"
EG12343	"b4391"	"EG12343"
EG12099	"b4147"	"EG12099"
EG10941	"b3591"	"EG10941"
G6096	"b0188"	"G6096"
EG10785	"b1204"	"EG10785"
EG10504	"b0884"	"EG10504"
EG12354	"b0191"	"EG12354"
EG12114	"b4375"	"EG12114"
EG10942	"b3590"	"EG10942"
EG11681	"b3203"	"EG11681"
G6362	"b0659"	"G6362"
G0-10465	"b4550"	"G0-10465"
EG10761	"b1211"	"EG10761"
EG10505	"b3168"	"EG10505"
G7402	"b2674"	"G7402"
G6435	"b0835"	"G6435"
G7324	"b2529"	"G7324"
EG10570	"b0168"	"EG10570"
G7111	"b2072"	"G7111"
EG12424	"b1212"	"EG12424"
EG10852	"b0852"	"EG10852"
G6468	"b0905"	"G6468"
EG11430	"b1128"	"EG11430"
G7201	"b2326"	"G7201"
EG10488	"b2753"	"EG10488"
G7105	"b2060"	"G7105"
EG12449	"b2330"	"EG12449"
EG10853	"b1427"	"EG10853"
G6969	"b1783"	"G6969"
EG12360	"b2236"	"EG12360"
G6503	"b0982"	"G6503"
EG11440	"b3287"	"EG11440"
G6340	"b0614"	"G6340"
G7109	"b2070"	"G7109"
EG11602	"b3053"	"EG11602"
EG10851	"b1066"	"EG10851"
G7510	"b2897"	"G7510"
EG12147	"b3206"	"EG12147"
EG12132	"b2528"	"EG12132"
G6154	"b0283"	"G6154"
EG11663	"b3349"	"EG11663"
G7865	"b4207"	"G7865"
G6541	"b1035"	"G6541"
EG12397	"b0944"	"EG12397"
EG12055	"b2197"	"EG12055"
G7744	"b3401"	"G7744"
G6357	"b0650"	"G6357"
EG12311	"b2524"	"EG12311"
EG11989	"b2110"	"EG11989"
EG10090	"b3800"	"EG10090"
G6333	"b0604"	"G6333"
EG10461	"b0473"	"EG10461"
G6268	"b0492"	"G6268"
EG10757	"b3363"	"EG10757"
G6160	"b0289"	"G6160"
EG12130	"b2526"	"EG12130"
EG10243	"b0215"	"EG10243"
G7866	"b4209"	"G7866"
G7748	"b3414"	"G7748"
G6386	"b0717"	"G6386"
EG12352	"b3775"	"EG12352"
G7638	"b3143"	"G7638"
G6353	"b0646"	"G6353"
EG12195	"b0998"	"EG12195"
EG11070	"b2893"	"EG11070"
G7414	"b2717"	"G7414"
G6291	"b0531"	"G6291"
EG10758	"b0525"	"EG10758"
G7207	"b2336"	"G7207"
G6163	"b0292"	"G6163"
EG12131	"b2527"	"EG12131"
EG11803	"b2992"	"EG11803"
EG10689	"b2743"	"EG10689"
G6787	"b1497"	"G6787"
EG11570	"b0055"	"EG11570"
EG10240	"b0015"	"EG10240"
G6481	"b0939"	"G6481"
G7716	"b3347"	"G7716"
G6356	"b0649"	"G6356"
EG12200	"b2069"	"EG12200"
EG11973	"b0140"	"EG11973"
EG11080	"b0028"	"EG11080"
G7531	"b2955"	"G7531"
G6293	"b0533"	"G6293"
EG10985	"b0053"	"EG10985"
EG10455	"b0178"	"EG10455"
EG12143	"b2207"	"EG12143"
G7539	"b2972"	"G7539"
G7176	"b2269"	"G7176"
EG11481	"b4483"	"EG11481"
G6493	"b0955"	"G6493"
EG11782	"b2620"	"EG11782"
EG12048	"b2186"	"EG12048"
EG12193	"b1000"	"EG12193"
EG11016	"b1229"	"EG11016"
EG11497	"b3259"	"EG11497"
G7511	"b2898"	"G7511"
G6973	"b1787"	"G6973"
G6339	"b0613"	"G6339"
G6805	"b1518"	"G6805"
G6557	"b1060"	"G6557"
G6436	"b0836"	"G6436"
EG10668	"b1335"	"EG10668"
EG10458	"b4349"	"EG10458"
EG10460	"b4348"	"EG10460"
EG10204	"b3387"	"EG10204"
EG10612	"b4351"	"EG10612"
EG10211	"b1961"	"EG10211"
G7189	"b2295"	"G7189"
EG11111	"b0880"	"EG11111"
EG10510	"b2741"	"EG10510"
EG11707	"b3680"	"EG11707"
EG11140	"b1914"	"EG11140"
EG12243	"b3516"	"EG12243"
EG12031	"b2163"	"EG12031"
EG11913	"b3954"	"EG11913"
G7245	"b2382"	"G7245"
G6274	"b0504"	"G6274"
EG12246	"b3520"	"EG12246"
G6175	"b0305"	"G6175"
EG10839	"b3842"	"EG10839"
G6319	"b0571"	"G6319"
G7563	"b3010"	"G7563"
G6789	"b1499"	"G6789"
EG12105	"b2157"	"EG12105"
G7488	"b2869"	"G7488"
G6494	"b0959"	"G6494"
EG10441	"b0912"	"EG10441"
G7630	"b3131"	"G7630"
G6799	"b1512"	"G6799"
EG12162	"b4498"	"EG12162"
EG11649	"b0208"	"EG11649"
G7936	"b4340"	"G7936"
G7518	"b2921"	"G7518"
G6664	"b1328"	"G6664"
EG12094	"b0069"	"EG12094"
G7912	"b4299"	"G7912"
G7088	"b2015"	"G7088"
EG11838	"b3872"	"EG11838"
G6247	"b0447"	"G6247"
EG12247	"b3521"	"EG12247"
EG11785	"b2577"	"EG11785"
EG10442	"b1508"	"EG10442"
G6812	"b1526"	"G6812"
G6170	"b0300"	"G6170"
EG11711	"b3684"	"EG11711"
G6638	"b1284"	"G6638"
G7854	"b4191"	"G7854"
G7137	"b2105"	"G7137"
G6467	"b0900"	"G6467"
EG11394	"b3963"	"EG11394"
EG10317	"b3261"	"EG10317"
G7727	"b3375"	"G7727"
G6263	"b0487"	"G6263"
EG11212	"b4178"	"EG11212"
EG10457	"b1237"	"EG10457"
G6814	"b1540"	"G6814"
G6181	"b0316"	"G6181"
EG11721	"b3711"	"EG11721"
EG10440	"b1712"	"EG10440"
G7619	"b3105"	"G7619"
G6737	"b1422"	"G6737"
EG11594	"b0629"	"EG11594"
G7924	"b4327"	"G7924"
G7416	"b2735"	"G7416"
G6658	"b1320"	"G6658"
EG12694	"b3060"	"EG12694"
EG10845	"b3783"	"EG10845"
G7257	"b2409"	"G7257"
G6546	"b1040"	"G6546"
EG12386	"b2664"	"EG12386"
EG12289	"b3585"	"EG12289"
EG11811	"b4187"	"EG11811"
EG11320	"b0413"	"EG11320"
EG10034	"b2697"	"EG10034"
EG12242	"b3515"	"EG12242"
EG10715	"b4102"	"EG10715"
G6864	"b1608"	"G6864"
EG11285	"b2554"	"EG11285"
G7056	"b1968"	"G7056"
EG11615	"b4113"	"EG11615"
EG11609	"b2369"	"EG11609"
G6628	"b1201"	"G6628"
G7244	"b2381"	"G7244"
EG11618	"b2079"	"EG11618"
EG12712	"b2687"	"EG12712"
G6209	"b0357"	"G6209"
G7944	"b4357"	"G7944"
G7909	"b4295"	"G7909"
G7882	"b4251"	"G7882"
G7869	"b4212"	"G7869"
G7863	"b4205"	"G7863"
G7601	"b3082"	"G7601"
G7594	"b3071"	"G7594"
G7575	"b3025"	"G7575"
G7573	"b3023"	"G7573"
G7547	"b2981"	"G7547"
G7472	"b2852"	"G7472"
G7397	"b2667"	"G7397"
G7344	"b2550"	"G7344"
G7262	"b2427"	"G7262"
G7161	"b2248"	"G7161"
G6985	"b1799"	"G6985"
G6976	"b1790"	"G6976"
G6957	"b1770"	"G6957"
G6919	"b1696"	"G6919"
G6889	"b1649"	"G6889"
G6853	"b1595"	"G6853"
G6774	"b1477"	"G6774"
G6761	"b1450"	"G6761"
G6750	"b1439"	"G6750"
G6745	"b1434"	"G6745"
G6671	"b1339"	"G6671"
G6569	"b1111"	"G6569"
G6420	"b0817"	"G6420"
G6398	"b0768"	"G6398"
G6332	"b0603"	"G6332"
G6259	"b0483"	"G6259"
G6226	"b0375"	"G6226"
G6165	"b0294"	"G6165"
G6153	"b0282"	"G6153"
G6097	"b0189"	"G6097"
G0-10689	"b4702"	"G0-10689"
EG30099	"b2911"	"EG30099"
EG12860	"b1853"	"EG12860"
EG12624	"b3555"	"EG12624"
EG12431	"b1299"	"EG12431"
EG12406	"b0796"	"EG12406"
EG12308	"b2561"	"EG12308"
EG12179	"b0623"	"EG12179"
EG12176	"b4135"	"EG12176"
EG12140	"b1659"	"EG12140"
EG12008	"b2127"	"EG12008"
EG11854	"b3889"	"EG11854"
EG11578	"b3406"	"EG11578"
EG11450	"b3764"	"EG11450"
EG11432	"b2399"	"EG11432"
EG10665	"b3169"	"EG10665"
EG10467	"b0440"	"EG10467"
EG10466	"b4000"	"EG10466"
EG10415	"b3181"	"EG10415"
