This file contains columns C, BY, BZ, and CA from Supplementary Data 7 of Covert et al. 2004. “Integrating high-throughput and computational data elucidates bacterial networks”. Nature. May 2004.			
			
	WT -- aerobic		
			
Accession	ec_aer_wild_O_a	ec_aer_wild_O_b	ec_aer_wild_O_c
	11.8374	15.8021	7.8853
	83.9778	71.6285	70.8652
b2710	444.438	506.006	461.477
b2711	950.718	888.438	708.275
	63.7504	48.9732	51.8144
b2712	283.275	335.992	330.541
	923.624	831.301	879.88
b2713	114.237	105.436	87.6454
	82.4768	73.3764	80.8015
b2714	1173.62	1249.21	1214.67
	56.021	45.9795	49.7131
b2715	674.046	735.586	694.627
b2716	172.448	177.104	144.427
	60.0475	47.61	38.0245
b2717	1409.68	1584.13	1478.08
b2718	470.834	441.521	512.7
b2719	250.452	239.84	233.601
b2720	159.584	158.733	158.528
b2721	81.9479	101.258	96.075
b2722	728.528	816.399	818.402
b2723	117.692	113.613	109.906
b2724	202.739	205.568	195.152
	19.0632	23.8421	26.6806
b2725	5.14059	23.4906	21.6336
	290.231	273.724	268.965
b2726	392.612	398.311	375.825
b2727	1143.17	1100.36	1101.76
b2728	436.88	386.269	396.716
b2729	375.648	303.7	358.021
	1650.26	1607.42	1321.02
b2730	611.787	663.326	603.849
	139.012	106.722	85.1732
b2731	455.093	511.859	491.768
	269.923	210.794	209.341
b2732	217.867	175.25	135.978
	36.7707	40.1802	33.3335
b2733	1040.78	1097.74	821.896
	128.94	82.3171	84.7107
b2734	107.603	113.222	91.4727
	29.013	29.5004	33.1646
b2735	1207.32	1497.65	1032.57
	202.929	243.898	224
b2736	111.292	125.885	67.4994
b2737	51.5896	54.0611	41.5653
	65.604	60.2411	49.6122
b2738	312.612	336.217	215.734
b2739	137.107	145.498	131.406
	41.5161	27.8915	23.1728
b2740	275.396	337.235	216.575
	734.937	476.148	538.97
b2741	4000.99	3576.16	3793.02
	6639.89	5167.29	4875.99
b2742	6061.99	6359.56	6542.06
	1365.03	1043.45	928.095
b2743	1434.42	1415.96	1362.28
b2744	1131.2	1101.66	1060.02
b2745	1594.77	1539.98	1560.36
b2746	1564.29	1467.74	1406.98
b2747	985.343	911.558	883.387
b2748	1304.14	1188.26	1175.49
	1270.84	1223.01	1154.06
b2749	831.79	770.734	753.366
	1231.48	823.305	828.06
b2750	2004.28	1789.91	1949.12
b2751	2914.23	2797.86	2978.25
b2752	4853.47	4551.48	4967.56
	2081.61	1819.57	1977.53
b2753	323.648	300.365	312.194
	87.2951	72.0849	93.1167
b2754	282.348	254.343	304.242
b2755	348.084	313.938	314.621
b2756	560.718	580.438	650.752
b2757	187.85	173.559	179.111
b2758	61.0571	52.2225	61.3876
b2759	106.87	97.0382	96.0621
b2760	107.402	122.012	121.482
	25.6584	21.5455	27.5813
b2761	35.0982	56.828	68.5596
	80.2164	98.7731	125.402
b2762	2549.93	2518.48	2676.68
	4088.89	3382.06	4064.34
b2763	2913.25	2790.5	3019.87
b2764	3145.08	2963.13	3172.29
	80.5198	66.6253	70.6583
b2765	426.931	337.256	385.436
	623.955	810.358	765.955
b2766	73.6203	64.1278	60.4322
b2767	150.414	141.694	149.328
b2768	60.7826	70.0634	33.2905
	22.9101	29.0446	33.7141
b2769	428.945	450.235	328.343
b2770	521.782	615.84	406.987
b2771	103.338	96.6283	53.9147
b2772	271.745	335.402	171.878
b2773	484.676	586.895	305.292
	2.39123	9.30833	6.31344
b2774	848.922	850.603	476.917
	41.8779	44.7596	53.0802
b2775	307.898	344.627	215.321
b2776	140.082	163.725	128.436
	13.8811	22.1277	15.6499
b2777	770.961	805.382	653.716
	56.2643	52.9593	63.9318
b2778	23.92	29.2521	20.5668
	210.826	169.934	185.769
b2779	6058.87	5531.58	5848.39
	2415.98	1787.46	2230.3
b2780	2932.84	2777.2	2894.7
	1440.1	938.866	1271.39
b2781	1235.17	1315.17	1345.55
	1216.28	1071.42	1212.12
b2782	1099.84	1062.48	1022.72
b2783	1314.1	1324.95	1278.33
	820.751	670.728	761.747
b2784	936.981	954.885	871.326
	1497.33	1321.42	1473.38
b2785	1117.19	1094.07	1069.26
	256.017	173.748	232.613
b2786	387.545	344.744	355.417
	78.714	68.5476	64.1095
b2787	412.065	442.569	389.999
b2788	678.98	793.014	676.043
b2789	452.371	498.167	445.096
	82.8119	82.2328	83.542
b2790	758.256	754.305	738.278
b2791	584.86	558.647	555.989
b2792	1003.11	982.733	989.574
	7034.12	6970.2	7428.3
b2793	730.594	700.503	693.06
	78.8973	71.8785	73.7682
b2794	773.906	608.858	652.777
	422.898	294.419	333.837
b2795	918.658	662.427	724.663
	76.3404	59.2023	43.5494
b2796	485.086	365.742	430.221
	64.4285	38.0106	21.4153
b2797	1169.07	1386.69	1311.76
b2798	265.385	221.952	228.352
	289.323	214.58	254.954
b2799	147.759	154.251	151.18
b2800	42.5444	42.2565	31.5371
	262.495	297.386	311.693
b2801	107.675	87.2754	80.0542
	17.5554	14.637	20.7216
b2802	408.278	402.293	348.64
	169.736	141.974	151.094
b2803	1203.27	1205.11	1277.42
b2804	1355.63	1351.51	1451.89
	280.033	216.114	213.939
b2805	364.486	316.683	273.097
	227.474	244.981	279.002
b2806	816.446	862.458	656.953
b2807	920.739	871.965	440.734
b2808	369.147	349.751	251.408
	231.942	221.962	313.204
b2809	363.067	401.734	317.462
	189.318	165.036	174.291
b2810	1197.33	1563.81	1076.23
b2811	658.992	693.139	620.628
	208.59	186.464	169.179
b2812	1383.88	1654.78	1434.01
	644.941	418.615	466.799
b2813	925.322	972.581	758.914
	145.286	74.9072	97.5752
b2814	5357.05	4211.88	4631.66
	5374.6	5813.64	6497.31
b2815	4518.15	3805.26	4086.42
	6426.1	6287.23	6746.88
b2816	4490.17	3593.32	4201.43
	161.474	122.212	105.842
b2817	486.936	516.953	441.458
	594.43	453.498	477.642
b2818	1782.32	1652.65	1596.85
	484.382	359.943	389.14
b2819	404.014	444.45	429.504
b2820	660.866	646.591	610.305
b2821	818.722	930.25	930.167
	402.565	357.394	265.016
b2822	326.181	303.418	296.248
b2823	470.482	448.022	416.715
b2824	87.7619	99.571	106.364
	114.26	96.1242	124.887
b2825	635.147	719.986	650.297
b2826	163.133	216.484	240.507
	225.425	207.401	232.73
b2827	1633.57	1530.7	1493.54
b2828	1408.57	1238.92	1270.18
	338.002	245.17	258.644
b2829	1413.46	1351.48	1485.33
b2830	2260.5	2214.82	2308.57
	59.0577	47.4024	55.6402
b2831	241.992	227.472	247.219
	116.698	88.893	74.2747
b2832	118.968	79.9986	86.564
	144.744	130.421	122.678
b2833	314.071	288.49	334.754
	37.33	29.6653	27.9297
b2834	1227.23	1074.12	1087.11
	34.2781	47.445	44.7129
b2835	328.945	293.031	318.685
b2836	1091.2	1012.94	1068
	37.9642	46.3332	33.1204
b2837	640.216	565.905	565.473
	238.268	202.742	243.251
b2838	777.672	640.436	693.432
	19.0943	23.1491	20.0661
b2839	137.806	128.745	135.566
b2840	833.622	890.639	892.306
	61.6566	84.6997	86.4874
	487.493	433.991	398.815
b2841	248.323	230.805	226.547
	185.725	159.013	192.156
b2842	648.575	641.135	598.483
b2843	190.995	197.546	183.821
	32.208	27.519	30.6481
b2844	351.784	313.204	180.824
	12.7608	12.251	15.818
b2845	52.1446	36.4549	27.1422
	7.21485	16.4159	10.7098
b2846	70.2559	79.8336	62.711
	19.6878	22.6193	19.8205
b2847	65.9508	72.7549	56.299
b2848	74.8687	86.5461	57.5244
	8.25553	9.90759	10.5513
b2849	15.4372	24.4103	11.8413
	17.4288	18.543	19.5518
b2850	7.6535	12.4052	9.01869
	15.2382	22.2561	12.7767
b2851	17.0322	23.8889	13.6882
	7.49046	8.28833	7.26055
b2852	35.7274	55.8069	38.3811
	1.868	0.855216	2.90469
b2853	21.2725	31.1612	23.7698
	3.10305	2.83659	5.94127
b2854	25.0164	11.8785	21.2514
	33.0986	23.4923	26.3099
b2855	2122.92	2490.15	2405.12
	2.94634	12.7241	10.4613
b2856	71.2724	94.2109	72.553
	3.2099	3.32506	1.8496
b2857	23.8552	27.2138	18.2102
b2858	67.7318	63.2941	66.3043
b2859	70.2001	67.1899	71.4762
b2860	1016.82	892.588	919.911
b2862	62.4117	51.3901	32.0557
	132.697	115.274	135.576
b2863	168.069	168.461	197.396
	244.313	244.77	287.263
b2864	980.921	807.563	793.722
	96.4302	90.9975	107.872
b2865	819.232	759.459	795.204
	159.213	162.048	145.774
b2866	117.82	144.816	158.589
b2867	184.254	162.257	188.023
b2868	203.814	219.705	284.699
	59.9052	54.6366	43.6167
b2869	267.933	275.17	274.339
	54.0322	65.1616	74.5812
b2870	91.4019	82.3448	100.892
	530.998	463.451	487.896
b2871	448.763	542.272	433.987
	135.655	119.8	119.163
b2872	312.931	636.531	634.806
b2873	223.339	296.064	261.843
	19.3537	14.6429	16.2438
b2874	94.7227	108.016	108.479
	37.2119	32.0574	38.075
b2875	450.32	445.537	518.522
b2876	199.514	199.115	211.927
	68.8624	71.3111	76.4128
b2877	117.791	89.3065	127.271
	18.2876	20.4336	22.4192
b2878	315.667	355.014	346.079
b2879	128.468	125.174	135.945
b2880	234.719	260.975	215.962
b2881	111.229	113.031	111.713
	55.5999	47.0748	41.0274
b2882	141.763	142.702	102.175
b2883	94.4378	86.5132	60.2987
	67.3784	56.7525	58.2933
b2884	135.233	140.454	92.1975
b2885	97.922	102.361	73.0219
	10.9195	15.412	30.4774
b2886	1048.97	1291.9	896.036
b2887	166.328	184.951	119.818
	107.939	114.486	158.6
b2888	105.205	110.234	63.2842
	130.941	116.277	118.969
b2889	309.074	315.329	260.175
	332.469	276.254	300.519
b2890	1572.49	1565.19	1459.72
b2891	3109.62	3242.19	3100.74
	2008.78	1746.96	1024.62
b2892	699.109	670.682	584.505
b2893	1253.86	1220.84	1159.15
b2894	1438.31	1480.57	1161.95
	439.6	358.739	382.016
b2895	1011.9	1036.65	915.766
	54.4621	41.994	48.5738
b2896	884.53	893.569	947.244
b2897	1599.56	1673.67	1654.9
	254.062	184.184	197.023
b2898	1988	1829.57	1882.26
	351.953	246.261	264.57
b2899	933.427	1038.07	801.763
	390.041	315.859	297.034
b2900	1081.65	1001.93	947.376
	408.859	328.025	341.025
b2901	1055.7	893.349	941.567
	72.274	66.2403	77.8994
b2902	364.662	481.285	441.673
	297.821	227.922	229.326
b2903	915.903	803.368	867.386
	1572.87	1175.25	1184.34
b2904	3696.81	3796.65	3948.34
b2905	1753.39	1529.64	1556.37
	1757.15	1595.63	1527.08
b2906	650.331	522.578	574.086
b2907	793.423	688.262	632.748
b2908	1497.67	1252.55	1247.88
b2909	2590.9	2540.69	2355
	112.389	87.8241	106.05
b2910	1767.61	1584.27	1656.01
	959.501	681.566	843.95
b2911	2118.13	1787.16	3040.97
	1739.16	1789.29	1849.75
b2912	424.188	432.553	413.461
	71.8132	80.7318	74.9056
b2913	6669.67	4831.14	5802.93
	162.425	120.807	131.328
b2914	2205.78	1944.87	2126.3
	3081.81	3052.69	3940.52
b2915	676.407	733.887	750.722
	35.1668	26.9014	41.7074
b2916	461.76	320.524	383.848
	129.256	121.021	120.482
b2917	232.749	212.95	223.581
b2918	175.82	174.581	199.126
b2919	525.128	627.784	601.714
b2920	120.052	159.792	129.845
b2921	113.497	121.666	100.37
	89.3823	50.4845	57.4079
	201.13	140.689	201.764
b2922	1785.38	1427.92	1269.57
	2037.12	1729.99	2057.18
b2923	375.802	397.396	310.96
	147.77	139.954	166.012
b2924	2491.22	2609.55	2053.61
	112.217	101.358	116.409
b2925	2787.98	3045.47	2671.03
	4553.73	4193.24	4431.41
b2926	3881.46	3960.77	3206.47
	2807.48	2364.22	2273.36
b2927	2493.54	2332.4	2165.51
	608.314	529.571	546.71
b2928	273.719	280.646	208.101
b2929	597.728	597.251	359.219
b2930	209.958	274.823	218.955
b2931	153.505	161.255	112.106
b2932	32.6206	30.1229	26.0014
b2933	95.4815	126.328	87.4546
b2934	27.5017	37.9609	32.9295
	14.9223	15.8247	18.9484
b2935	2552.65	2162.02	2418.58
	1093.37	1253.87	1195.27
b2936	746.056	733.119	710.461
	95.1691	60.4856	68.6575
b2937	1924.67	2108.75	1988.27
	1230.65	1070.26	1018.26
b2938	1533.87	1352.53	1294.68
b2939	1399.98	1162.32	1110.45
	1880.41	1515.98	1453.2
b2940	279.079	330.565	285.55
b2941	31.3391	27.8586	30.3546
	3656.44	3026.34	2881.75
	125.606	122.461	121.922
b2942	3032.42	2805.62	3071.31
	70.2245	64.587	41.8986
b2943	491.23	345.661	381.625
	36.6388	40.7791	21.2853
b2944	273.443	228.127	240.849
	226.284	185.171	89.11
b2945	186.128	208.725	205.116
b2946	1279.39	1072.95	1013.04
b2947	1286.18	1049.25	1073.64
	164.58	107.663	107.729
b2948	1235.11	1058.45	1046.27
b2949	836.567	740.972	738.076
	432.501	364.859	369.826
b2950	341.309	381.84	378.692
b2951	1359.51	1183.04	1194.96
	45.7164	63.7043	54.019
b2952	1516.51	1231.45	1243.89
b2953	1551.48	1297.76	1314.39
b2954	1680.99	1495.6	1416.25
b2955	373.595	354.182	335.879
	160.345	126.843	121.82
b2956	225.54	250.856	173.929
	30.8587	25.7747	30.2133
b2957	149.323	130.212	85.6223
	19.6769	14.7069	14.2866
b2958	1068.07	1246.34	1089.45
	2153.48	1900.12	2144.89
b2959	2079.05	2380.2	1825.56
b2960	1981.15	2328.58	2181.26
	221.339	172.556	149.219
b2961	842.296	860.678	673.674
b2962	1539.14	1600.54	1501.89
	1437.53	1156.81	1210.53
b2963	812.483	832.677	791.378
	112.99	83.1889	91.4716
b2964	177.296	180.348	152.586
	105.777	115.656	92.9471
b2965	545.875	462.41	390.725
	78.4561	72.0305	78.5831
b2966	503.152	673.696	416.679
	197.455	198.757	205.079
b2967	350.319	283.717	455.328
	36.1435	34.9982	35.4306
b2968	301.921	343.427	286.617
b2969	595.193	704.935	571.996
	419.525	371.236	331.003
b2970	199.258	220.743	172.804
	113.459	80.9863	88.4411
b2971	210.359	191.041	184.943
	108.439	81.8567	78.7368
b2972	626.335	596.684	558.437
	304.092	245.226	308.794
b2973	216.58	198.369	250.237
b2974	659.106	631.826	601.443
	153.746	131.632	116.265
b2975	338.107	358.586	352.071
	382.16	316.326	358.86
b2976	537.479	387.036	435.896
b2977	2151.3	2352.74	2367.62
b2978	1103.37	1082.98	1056.36
b2979	327.237	394.424	365.643
	770.378	623.618	715.935
b2980	826.336	773.614	780.968
b2981	294.786	327.45	297.75
	16.401	20.7385	19.351
b2983	628.496	647.126	644.497
	172.418	119.621	159.278
b2984	274.501	309.966	271.306
	52.5207	66.7813	63.5384
b2985	78.1947	84.5292	89.5449
	106.113	98.7197	129.6
b2986	318.559	314.335	299.979
	2205.12	2392.58	2274.02
b2987	221.791	227.985	277.748
	25.5549	24.5432	28.1801
b2988	948.82	924.413	1005.79
	1070.44	1141.81	1144.6
b2989	1810.65	1600.82	1743.07
	156.668	152.095	173.09
b2990	364.814	349.96	362.348
b2991	200.15	189.602	195.635
b2992	315.185	270.678	282.484
b2993	1360.57	1451.08	1279.83
b2994	191.902	214.714	86.6631
b2995	110.473	77.507	31.3141
b2996	465.476	470.397	310.188
b2997	278.227	297.108	133.12
	84.788	108.718	95.1795
b2998	46.2326	47.6412	20.1799
	15.737	15.7038	14.03
b2999	1187.97	1431.39	1329.99
b3000	859.298	949.398	849.134
	307.838	325.269	353.365
b3001	419.377	482.669	375.745
	139.394	149.356	200.112
b3002	922.223	826.164	771.052
	72.9594	70.709	82.781
b3003	1248.41	1511.28	1344.23
	433.141	379.438	350.005
b3004	85.3941	49.7526	62.7734
b3005	1905.33	1828.48	1390.64
	265.91	188.548	174.52
b3006	1884.13	1837.5	1571.23
b3007	309.008	337.23	168.442
	112.14	75.0396	113.012
b3008	1194.15	1049.15	945.628
	675.861	434.667	459.212
b3009	1515.04	1830.14	1962.92
b3010	1732.65	1983.61	1937.67
b3011	815.671	777.758	704.99
	310.717	242.7	243.923
	1717.5	1530.79	1491.02
b3012	1162.35	1091.94	1125
	211.317	188.646	220.47
b3013	85.5269	78.168	76.405
b3014	145.785	157.151	191.227
	134.26	97.8034	98.0639
b3015	466.722	502.385	511.883
b3016	1293.25	1146.19	1231.05
	203.69	161.064	116.845
b3017	850.976	839.557	813.982
	873.82	721.123	639.125
b3018	864.761	762.673	763.399
	547.418	431.45	452.413
b3019	1177.3	1139.42	1100.6
	1519.13	1579.36	1574.42
b3020	230.123	219.844	229.319
	185.496	138.484	182.61
b3021	306.05	268.192	265.317
b3022	452.322	411.409	365.467
	9.35776	6.67601	13.8075
b3023	414.266	425.455	427.841
b3024	1345.94	1199.67	1337.46
	41.8078	35.4267	38.9541
b3025	430.609	432.962	458.222
b3026	582.51	550.179	607
	95.5707	83.8776	56.639
b3027	173.853	188.837	173.465
	206.327	238.783	240.81
b3028	1391.24	1181.09	1139.6
	1370.79	947.763	793.8
b3029	1284.9	1227.19	1084.14
	1578.31	1229.37	1043.86
b3030	541.909	529.226	406.431
b3031	740.589	654.162	395.86
b3032	1369.71	1307.77	847.148
b3033	1297.04	1260.23	1014.1
b3034	964.646	1010.05	743.161
	369.901	337.433	319.99
b3035	1673.59	1692.85	1401.97
b3036	509.507	433.863	399.953
b3037	1635.73	1748.57	1551.25
b3038	1154.76	1042.48	942.584
	523.046	347.302	387.123
b3039	74.8629	82.7892	66.1669
	20.2469	14.8344	13.6824
b3040	736.38	778.127	667.295
	137.959	115.051	123.523
b3041	882.162	692.063	640.5
	1357.93	1309.03	1378.61
b3042	1440.97	1585.97	1353.65
	33.914	30.5864	38.5675
b3043	117.601	132.407	126.657
	3.71685	1.49298	5.87436
b3044	2651.44	2477.48	2751.06
b3046	88.5199	76.4935	51.1472
b3047	51.1404	60.0292	56.7822
b3048	54.5124	99.1229	118.286
	50.4344	48.5887	57.6728
b3049	1471.6	1376.43	1551.84
	92.6824	82.6645	88.2455
b3050	120.678	141.717	110
b3051	158.818	154.838	146.41
	169.06	192.171	205.689
b3052	722.517	618.762	632.292
	811.328	629.043	689.166
b3053	1626.64	1779.79	1841.8
b3054	1464.8	1374.03	1464.26
	172.77	125.65	139.506
b3055	825.302	754.444	808.476
	488.025	341.245	242.309
b3056	818.542	880.668	889.488
	140.937	143.743	148.959
b3057	496.101	471.041	433.139
	1013.1	910.695	1161.22
b3058	993.591	1008.89	988.214
	287.442	246.303	356.123
b3059	346.924	286.589	293.881
	16.4483	15.6332	14.0475
b3060	216.116	257.406	260.24
	247.745	226.215	239.079
b3061	198.742	256.822	260.006
b3062	192.106	182.909	215.372
	59.1221	48.4443	71.9313
b3063	841.341	959.081	988.753
	1479.05	1384.9	1193.96
b3064	1748.43	1902.15	1804.46
	270.036	249.734	267.115
b3065	5236.36	4333.47	4752.19
	1373.56	1171.07	900.469
b3066	1581.07	1362.91	1366.47
	1611.19	1732.43	1702.7
b3067	1542.64	1214.94	1266.77
	251.094	198.679	184.264
b3068	899.741	903.5	601.791
	169.228	143.031	160.35
b3069	176.125	159.837	158.149
	444.026	375.109	365.35
b3070	711.887	699.569	463.422
	596.299	654.877	803.781
b3071	606.472	622.462	395.715
	328.033	289.415	264.025
b3072	559.088	618.087	424.331
	88.1073	101.394	104.558
b3073	964.553	809.282	778.61
	166.791	168.073	199.636
b3074	528.141	537.366	349.829
	168.629	153.679	165.684
b3075	971.173	1141.07	786.952
	29.6043	22.4064	19.9111
b3076	337.374	374.53	218.84
b3077	102.711	123.213	100.893
	453.007	236.799	272.226
b3078	372.692	470.264	309.243
	18.0811	19.5222	14.9341
b3079	234.755	282.685	226.167
b3080	1026.69	1223.89	1016.45
	112.589	89.7472	87.2394
b3081	300.435	348.109	291.952
	227.628	224.309	268.527
b3082	676.846	673.474	570.402
b3083	164.943	174.428	111.842
	173.548	191.117	147.361
b3084	293.129	267.056	249.057
	555.218	579.563	525.696
b3085	330.647	343.123	337.819
	44.4109	39.411	26.9494
b3086	148.423	164.715	176.456
	280.707	241.409	228.046
b3087	540.441	486.532	433.518
	226.842	191.123	194.241
b3088	239.287	231.974	210.412
	1298.52	1087.44	963.083
b3089	591.914	457.588	456.809
	16.8857	18.3636	18.8371
b3090	71.931	65.9697	68.9157
	143.373	151.238	150.664
b3091	517.694	478.23	441.613
b3092	810.447	1066.48	1018.45
	73.1954	68.6186	79.614
b3093	484.779	495.849	414.899
	45.128	36.7783	27.884
b3094	1084.72	1016.11	1026.11
	994.002	904.224	788.089
b3095	975.72	913.608	938.444
b3096	426.028	345.777	368.594
	1115.9	919.413	529.766
b3097	3324.22	3159.68	3422.15
	4370.71	4753.14	4791
b3098	3423.84	3223.26	3557.1
b3099	2127.89	2031.37	2057.77
b3100	1245.03	1171.81	1260.85
	188.637	135.034	136.979
b3101	149.637	139.019	132.894
	334.847	192.812	119.367
b3102	424.467	369.637	334.964
	35.2785	22.1402	19.4974
b3103	801.409	652.896	749.668
	90.2456	66.1653	56.6387
b3104	125.939	125.452	112.776
	26.6764	27.5373	28.8788
b3105	549.667	442.407	439.158
	241.576	185.681	166.608
b3106	90.5699	89.25	72.7451
b3107	742.964	730.095	429.287
	88.6825	109.672	117.048
b3108	414	455.869	243.294
	236.559	202.755	177.295
b3109	275.015	320.604	198.739
b3110	450.083	571.711	357.628
	26.3633	30.7773	21.4108
b3111	252.879	296.735	178.818
	120.421	113.37	146.54
b3112	109.572	129.79	95.7165
	253.683	181.813	229.116
b3113	182.544	192.834	141.576
b3114	908.386	1076.03	752.978
	8.91504	3.20405	3.25785
b3115	82.932	111.625	86.8979
b3116	192.863	245.769	194.299
b3117	74.299	81.0883	70.7758
	68.6508	56.3117	67.4755
b3118	307.175	369.961	362.75
	1836.2	2376.63	2136.97
b3119	7.57611	5.99113	9.97473
	122.541	165.346	227.633
b3120	263.333	315.242	285.526
b3121	43.562	59.3074	61.057
	2.76871	6.05881	5.08084
b3122	160.837	151.787	142.239
	108.503	115.197	95.6204
b3123	5694.12	5316.86	5617.24
	81.034	53.7652	82.8647
b3124	375.032	418.346	382.459
b3125	634.616	589.609	553.274
b3126	380.126	388.161	354.848
b3127	710.629	773.937	755.877
	76.7128	78.1233	74.3034
b3128	325.254	322.054	354.792
	58.0868	57.6005	68.2881
b3129	1309.88	1267.92	1337.88
b3130	725.36	628.486	646.52
	309.323	291.56	303.09
b3131	1313.45	1127.22	1135.79
	45.0883	47.4493	54.9153
b3132	424.914	402.62	367.085
b3133	501.614	543.115	526.296
b3134	323.876	344.974	302.035
b3135	140.597	124.719	114.388
	28.1004	27.2324	21.2234
b3136	576.591	605.531	570.328
b3137	1603.85	1657.22	1733.73
	27.2692	34.9406	27.4559
b3138	329.967	308.708	273.434
	4.81623	6.01045	4.03378
b3139	1032.69	961.962	1016.62
b3140	393.08	385.24	329.308
b3141	124.525	144.417	128.678
	8.99642	9.10405	10.0896
b3142	140.471	123.54	107.183
	14.4391	15.6489	19.9474
b3143	198.601	243.719	136.502
b3144	37.0016	56.9923	39.1547
b3145	50.9446	71.8358	65.7852
	95.0818	54.8867	54.7593
b3146	916.991	921.601	675.637
	421.589	364.728	395.363
b3147	1067.98	1071.3	684.728
b3148	884.56	833.421	738.253
b3149	1160.65	1165.85	808.841
b3150	983.57	1037.74	932.754
	971.271	752.698	745.837
b3151	537.581	560.236	465.435
	69.3678	52.6175	63.086
b3152	566.278	614.833	539.928
	61.3912	52.6023	60.0466
b3153	733.309	795.586	633.5
b3154	351.204	375.979	274.975
	209.432	214.547	210.935
	73.5392	66.2979	69.9639
b3155	2077.86	2331.66	1716.82
b3156	672.188	688.198	583.932
	9.82578	4.90711	6.25095
b3157	1201.96	1062.8	913.881
	119.038	103.282	113.53
b3158	476.768	512.702	355.522
b3159	315.894	269.24	305.045
	7.54378	9.5689	5.20625
b3160	1164.04	1007.24	1041.96
	200.59	139.113	161.1
b3161	408.653	404.579	376.224
	98.5196	91.7334	83.7516
b3162	1139.69	1101.57	1152.36
	1694.83	1447.04	1282.55
b3163	2730.81	2584.38	2825.96
	2264.86	1924.37	1981.55
b3164	3422.03	3227.92	3737.41
	685.017	539.495	539.559
b3165	3432.86	3368.64	3515.95
	4542.57	4362.35	4300.61
b3166	1671.06	1336.22	1380.94
b3167	1464.79	1176.45	1201.94
	1733.51	1515.95	1529.26
b3168	2535.55	2317.8	2138.64
b3169	3551.35	3429.23	3535.22
b3170	2809.19	2544.76	2347.81
	546.829	415.985	390.877
b3171	5063.11	4296.39	5030.72
	606.337	523.559	525.388
b3172	1898.74	1540.86	1485.26
	96.427	57.9059	53.4052
b3173	257.362	228.876	206.497
	29.6864	36.1647	23.2617
b3174	160.131	74.2949	39.4644
b3175	2481.39	2152	2329.08
	1735.53	1537.26	1392.94
b3176	1512.83	1356.54	1409.72
b3177	1229.47	1083.78	1063.86
	592.664	424.152	527.035
b3178	2315.03	2010.84	2115.5
	1071.12	693.929	674.099
b3179	2107.29	1843.47	1797.18
