# Generated by reconstruction/ecoli/scripts/rna_half_lives/convert_to_flat.py on Wed Apr 20 16:52:03 2022
"id"	"half_life (units.min)"
"G6565"	3.9
"G6566"	5.4
"G6567"	3.0
"G6568"	4.4
"G6569"	1.5
"G6570"	5.0
"G6571"	5.0
"G6572"	6.8
"G6573"	4.3
"G6574"	8.2
"G6575"	4.2
"G6576"	3.9
"G6577"	4.4
"G6579"	7.0
"G6581"	4.8
"G6582"	5.5
"G6583"	6.2
"G6586"	5.3
"G6587"	5.7
"G6588"	4.7
"G6591"	7.2
"G6592"	6.5
"G6593"	6.6
"G6594"	7.4
"G6595"	7.0
"G6600"	1.6
"G6601"	5.8
"G6602"	0.7
"G6603"	2.7
"G6604"	5.2
"G6605"	6.0
"G6606"	6.7
"G6607"	6.9
"G6614"	5.7
"G6615"	5.1
"G6616"	1.1
"G6617"	1.7
"G6618"	1.2
"G6620"	1.0
"G6622"	2.1
"G6623"	5.9
"G6624"	6.2
"G6625"	10.9
"G6632"	7.7
"G6634"	3.8
"G6635"	3.4
"G6637"	6.3
"G6639"	1.6
"G6640"	4.2
"G6641"	1.0
"G6642"	5.6
"G6643"	5.4
"G6644"	2.5
"G6645"	8.1
"G6646"	9.0
"G6647"	4.7
"G6649"	7.0
"G6651"	4.2
"G6653"	5.3
"G6655"	6.2
"G6656"	4.6
"G6657"	6.5
"G6658"	5.4
"G6659"	4.4
"G6660"	3.6
"G6661"	2.1
"G6662"	3.7
"G6665"	1.4
"G6668"	8.4
"G6670"	6.7
"G6672"	2.1
"G6675"	1.4
"G6677"	5.8
"G6680"	6.0
"G6682"	8.9
"G6683"	9.1
"G6685"	6.4
"G6689"	7.0
"G6696"	6.8
"G6698"	6.2
"G6699"	5.2
"G6701"	7.2
"G6702"	5.0
"G6703"	5.8
"G6704"	6.2
"G6705"	6.5
"G6706"	6.4
"G6708"	8.9
"G6709"	7.3
"G6710"	8.7
"G6711"	11.4
"G6714"	6.0
"G6730"	11.7
"G6731"	3.9
"G6732"	7.6
"G6737"	1.5
"G6742"	3.7
"G6745"	8.6
"G6746"	1.8
"G6760"	3.8
"G6762"	1.1
"G6763"	5.4
"G6764"	5.9
"G6774"	2.0
"G6775"	31.4
"G6786"	8.5
"G6798"	4.8
"G6799"	11.1
"G6801"	9.6
"G6802"	8.6
"G6804"	5.0
"G6807"	0.9
"G6810"	4.0
"G6812"	5.5
"G6814"	1.2
"G6816"	12.6
"G6818"	4.7
"G6820"	5.7
"G6822"	5.2
"G6825"	5.8
"G6833"	5.2
"G6838"	4.1
"G6839"	7.9
"G6840"	1.2
"G6842"	4.3
"G6843"	5.2
"G6852"	5.5
"G6854"	4.8
"G6855"	6.6
"G6860"	2.2
"G6862"	3.5
"G6863"	4.0
"G6864"	3.9
"G6865"	1.7
"G6866"	7.5
"G6867"	1.6
"G6868"	2.6
"G6874"	3.8
"G6876"	5.7
"G6877"	3.6
"G6878"	2.5
"G6879"	3.1
"G6881"	1.5
"G6882"	2.3
"G6886"	8.7
"G6887"	1.7
"G6890"	5.7
"G6891"	4.1
"G6892"	0.7
"G6894"	3.3
"G6895"	8.6
"G6898"	4.4
"G6904"	4.3
"G6905"	3.7
"G6907"	1.5
"G6908"	2.4
"G6909"	1.6
"G6914"	2.4
"G6920"	4.9
"G6921"	6.5
"G6922"	6.4
"G6923"	5.5
"G6924"	1.0
"G6928"	2.8
"G6931"	1.4
"G6932"	3.1
"G6933"	2.2
"G6934"	2.1
"G6939"	8.1
"G6940"	4.7
"G6944"	5.6
"G6945"	6.2
"G6946"	6.3
"G6947"	7.3
"G6948"	6.2
"G6961"	6.8
"G6966"	4.9
"G6967"	1.9
"G6968"	9.4
"G6969"	9.6
"G6970"	4.5
"G6971"	7.3
"G6973"	2.4
"G6975"	6.9
"G6976"	6.3
"G6977"	9.3
"G6978"	2.7
"G6979"	6.1
"G6980"	0.7
"G6982"	5.5
"G6983"	5.7
"G6984"	1.4
"G6985"	6.6
"G6986"	4.6
"G6987"	8.2
"G6988"	7.4
"G6989"	6.4
"G6991"	9.2
"G6992"	1.1
"G6993"	3.2
"G6994"	1.9
"G6997"	3.1
"G6998"	3.8
"G7003"	1.4
"G7005"	2.1
"G7008"	1.5
"G7011"	5.2
"G7017"	2.7
"G7018"	3.5
"G7019"	6.1
"G7020"	3.2
"G7021"	6.8
"G7023"	4.0
"G7024"	4.1
"G7025"	2.4
"G7026"	1.0
"G7027"	4.6
"G7028"	7.0
"G7031"	4.3
"G7033"	1.1
"G7035"	1.2
"G7036"	6.5
"G7037"	4.6
"G7038"	5.6
"G7039"	4.8
"G7040"	4.6
"G7043"	5.8
"G7045"	5.1
"G7055"	7.1
"G7056"	4.1
"G7057"	4.7
"G7062"	2.2
"G7067"	4.1
"G7068"	1.9
"G7070"	6.6
"G7071"	6.1
"G7072"	4.9
"G7073"	5.5
"G7079"	5.0
"G7080"	13.9
"G7082"	7.0
"G7084"	6.2
"G7086"	5.2
"G7087"	2.0
"G7088"	4.0
"G7089"	2.2
"G7090"	1.5
"G7091"	1.1
"G7093"	2.0
"G7094"	16.0
"G7095"	7.9
"G7097"	7.7
"G7098"	13.2
"G7099"	7.4
"G7100"	8.3
"G7101"	4.3
"G7102"	6.8
"G7103"	6.9
"G7104"	3.7
"G7107"	4.9
"G7108"	1.5
"G7114"	5.3
"G7115"	6.4
"G7118"	2.1
"G7119"	5.8
"G7128"	3.0
"G7130"	6.7
"G7133"	5.6
"G7134"	6.0
"G7135"	5.4
"G7137"	6.1
"G7138"	5.0
"G7148"	6.9
"G7162"	3.0
"G7163"	3.0
"G7164"	1.0
"G7165"	0.9
"G7172"	6.5
"G7173"	4.9
"G7174"	2.0
"G7175"	1.6
"G7176"	6.3
"G7177"	12.2
"G7178"	5.9
"G7179"	6.8
"G7180"	11.2
"G7187"	3.8
"G7189"	2.5
"G7190"	7.0
"G7191"	2.8
"G7192"	3.4
"G7193"	2.7
"G7194"	4.2
"G7195"	4.5
"G7197"	4.7
"G7202"	0.6
"G7207"	8.9
"G7209"	4.9
"G7211"	3.1
"G7216"	3.4
"G7218"	15.6
"G7224"	7.0
"G7225"	4.7
"G7226"	3.4
"G7227"	5.0
"G7233"	6.4
"G7241"	5.2
"G7242"	2.6
"G7254"	1.2
"G7256"	7.3
"G7257"	6.5
"G7258"	0.9
"G7259"	6.5
"G7260"	7.2
"G7262"	7.5
"G7263"	7.6
"G7282"	8.5
"G7284"	9.0
"G7286"	7.2
"G7287"	6.8
"G7293"	4.9
"G7296"	1.7
"G7297"	3.2
"G7301"	7.4
"G7302"	4.0
"G7303"	8.4
"G7304"	6.8
"G7305"	9.8
"G7306"	5.9
"G7308"	8.2
"G7310"	1.1
"G7313"	1.3
"G7321"	1.1
"G7322"	4.4
"G7325"	1.7
"G7327"	0.9
"G7329"	6.5
"G7330"	6.7
"G7331"	7.9
"G7334"	5.3
"G7335"	5.2
"G7336"	5.9
"G7337"	4.8
"G7338"	5.1
"G7339"	5.3
"G7340"	7.1
"G7342"	4.9
"G7343"	7.4
"G7344"	6.1
"G7346"	5.2
"G7347"	3.6
"G7348"	2.5
"G7349"	5.8
"G7350"	6.2
"G7352"	2.1
"G7355"	0.7
"G7359"	5.1
"G7361"	5.4
"G7363"	4.2
"G7365"	6.7
"G7367"	7.7
"G7368"	19.1
"G7372"	4.5
"G7377"	3.5
"G7378"	6.7
"G7379"	6.1
"G7380"	6.5
"G7381"	6.2
"G7395"	4.6
"G7398"	9.3
"G7401"	2.4
"G7402"	2.1
"G7406"	4.7
"G7408"	5.8
"G7410"	2.0
"G7414"	10.5
"G7415"	6.9
"G7416"	11.5
"G7419"	5.8
"G7420"	8.0
"G7422"	4.7
"G7423"	5.8
"G7424"	1.2
"G7429"	4.9
"G7431"	2.0
"G7433"	6.0
"G7434"	14.9
"G7435"	5.5
"G7436"	5.8
"G7437"	22.0
"G7439"	7.6
"G7440"	6.0
"G7442"	5.7
"G7443"	2.2
"G7444"	8.2
"G7445"	5.3
"G7446"	7.9
"G7451"	1.4
"G7452"	1.8
"G7455"	4.4
"G7456"	2.1
"G7457"	1.7
"G7458"	0.8
"G7459"	3.0
"G7460"	0.9
"G7462"	5.8
"G7463"	7.7
"G7464"	0.9
"G7465"	1.4
"G7466"	4.5
"G7467"	15.2
"G7468"	6.0
"G7469"	3.9
"G7470"	6.3
"G7471"	3.6
"G7472"	18.0
"G7475"	7.8
"G7484"	0.9
"G7486"	11.3
"G7488"	12.0
"G7489"	3.7
"G7490"	6.2
"G7491"	7.3
"G7493"	6.6
"G7496"	5.6
"G7502"	5.4
"G7503"	6.3
"G7505"	5.8
"G7507"	6.2
"G7508"	0.9
"G7510"	5.4
"G7511"	1.9
"G7512"	1.5
"G7513"	1.5
"G7514"	9.8
"G7515"	12.7
"G7516"	6.0
"G7517"	6.4
"G7520"	5.1
"G7521"	4.6
"G7522"	5.9
"G7523"	2.8
"G7524"	4.8
"G7526"	22.4
"G7527"	6.0
"G7528"	6.5
"G7529"	3.6
"G7530"	4.4
"G7531"	3.1
"G7532"	5.2
"G7533"	2.7
"G7534"	5.8
"G7535"	10.1
"G7536"	4.9
"G7542"	6.8
"G7545"	9.4
"G7546"	6.5
"G7549"	5.2
"G7551"	7.0
"G7552"	7.3
"G7559"	3.0
"G7563"	6.5
"G7564"	3.9
"G7565"	7.4
"G7566"	5.7
"G7567"	4.8
"G7568"	1.8
"G7573"	1.9
"G7574"	2.9
"G7575"	7.0
"G7578"	3.5
"G7579"	2.8
"G7580"	3.3
"G7585"	5.3
"G7586"	5.7
"G7587"	5.9
"G7590"	2.2
"G7593"	3.5
"G7594"	2.2
"G7595"	3.5
"G7597"	3.8
"G7598"	6.3
"G7599"	6.8
"G7601"	5.5
"G7602"	5.4
"G7603"	1.5
"G7604"	0.7
"G7605"	4.9
"G7606"	4.9
"G7607"	1.5
"G7608"	4.6
"G7609"	4.2
"G7610"	3.9
"G7611"	4.5
"G7612"	6.4
"G7613"	6.6
"G7615"	4.9
"G7616"	4.2
"G7617"	3.3
"G7618"	5.9
"G7619"	1.7
"G7620"	14.9
"G7621"	5.9
"G7622"	7.4
"G7624"	6.0
"G7626"	6.4
"G7627"	6.8
"G7629"	4.0
"G7630"	1.1
"G7631"	4.4
"G7632"	5.9
"G7633"	7.9
"G7634"	9.3
"G7635"	6.1
"G7636"	6.1
"G7637"	5.2
"G7638"	6.2
"G7639"	9.7
"G7640"	5.6
"G7641"	4.9
"G7642"	3.4
"G7643"	3.2
"G7644"	3.3
"G7645"	4.9
"G7646"	5.5
"G7647"	13.3
"G7648"	8.3
"G7649"	4.7
"G7650"	4.6
"G7651"	4.1
"G7652"	8.4
"G7653"	7.1
"G7654"	5.1
"G7655"	14.1
"G7656"	3.9
"G7657"	3.7
"G7658"	3.4
"G7659"	3.8
"G7662"	2.1
"G7663"	2.5
"G7664"	1.6
"G7665"	2.7
"G7667"	3.0
"G7668"	2.9
"G7669"	8.0
"G7670"	12.7
"G7671"	5.6
"G7673"	5.5
"G7674"	4.8
"G7675"	3.4
"G7676"	5.9
"G7677"	5.9
"G7678"	0.8
"G7679"	8.6
"G7680"	0.9
"G7681"	2.7
"G7682"	3.8
"G7683"	5.8
"G7684"	6.2
"G7685"	5.6
"G7686"	8.2
"G7687"	7.3
"G7688"	4.8
"G7689"	1.1
"G7690"	4.7
"G7693"	5.5
"G7694"	5.4
"G7695"	5.9
"G7696"	4.3
"G7697"	3.5
"G7698"	2.7
"G7699"	1.9
"G7701"	6.3
"G7702"	20.1
"G7703"	7.5
"G7704"	10.4
"G7705"	6.2
"G7706"	10.2
"G7707"	6.7
"G7708"	7.1
"G7711"	7.9
"G7712"	3.6
"G7713"	4.1
"G7714"	3.6
"G7715"	3.2
"G7716"	2.4
"G7717"	5.3
"G7718"	3.8
"G7719"	3.6
"G7721"	0.8
"G7722"	4.9
"G7723"	5.5
"G7724"	4.5
"G7726"	5.2
"G7727"	9.2
"G7728"	7.3
"G7729"	6.8
"G7731"	8.5
"G7732"	5.9
"G7734"	8.4
"G7735"	8.2
"G7736"	5.5
"G7737"	6.1
"G7738"	6.0
"G7739"	6.6
"G7740"	0.6
"G7741"	0.7
"G7742"	4.4
"G7743"	3.2
"G7744"	3.5
"G7745"	7.3
"G7746"	2.0
"G7747"	7.0
"G7748"	2.6
"G7750"	6.3
"G7751"	7.2
"G7752"	7.1
"G7753"	2.2
"G7756"	2.0
"G7757"	1.6
"G7758"	4.9
"G7759"	5.0
"G7760"	4.4
"G7763"	5.1
"G7767"	2.7
"G7776"	6.2
"G7777"	7.9
"G7789"	6.3
"G7804"	3.8
"G7814"	5.3
"G7816"	1.9
"G7823"	4.7
"G7825"	4.6
"G7826"	4.9
"G7827"	4.4
"G7828"	3.0
"G7829"	3.4
"G7830"	6.3
"G7832"	1.1
"G7833"	6.6
"G7834"	2.7
"G7835"	3.9
"G7836"	0.7
"G7838"	5.7
"G7839"	6.1
"G7840"	4.1
"G7841"	1.4
"G7842"	2.0
"G7843"	4.7
"G7844"	10.5
"G7845"	3.3
"G7846"	6.7
"G7848"	6.5
"G7849"	6.8
"G7850"	6.2
"G7851"	5.0
"G7853"	4.8
"G7854"	12.5
"G7855"	6.0
"G7856"	8.9
"G7858"	5.3
"G7859"	13.3
"G7860"	5.5
"G7862"	5.9
"G7863"	5.9
"G7864"	3.0
"G7865"	5.6
"G7866"	7.0
"G7867"	7.2
"G7868"	9.1
"G7869"	1.5
"G7870"	5.8
"G7871"	2.8
"G7872"	7.6
"G7873"	0.9
"G7874"	4.4
"G7875"	3.3
"G7876"	3.3
"G7877"	4.5
"G7879"	8.1
"G7880"	9.0
"G7882"	6.3
"G7883"	6.2
"G7884"	6.1
"G7885"	3.9
"G7886"	1.1
"G7887"	13.3
"G7888"	5.5
"G7889"	3.6
"G7890"	5.6
"G7891"	3.1
"G7892"	7.1
"G7893"	4.1
"G7896"	6.5
"G7898"	4.2
"G7899"	7.1
"G7900"	7.9
"G7901"	5.0
"G7902"	7.4
"G7903"	5.6
"G7904"	6.5
"G7909"	4.9
"G7910"	5.6
"G7911"	6.8
"G7912"	4.6
"G7913"	4.5
"G7914"	9.4
"G7915"	3.6
"G7916"	4.9
"G7917"	8.1
"G7918"	5.6
"G7919"	5.6
"G7920"	5.0
"G7921"	6.3
"G7922"	6.0
"G7923"	6.6
"G7924"	4.3
"G7925"	13.8
"G7926"	5.7
"G7927"	6.0
"G7929"	6.6
"G7930"	5.6
"G7931"	7.2
"G7933"	5.9
"G7934"	6.4
"G7937"	25.9
"G7938"	8.6
"G7940"	6.4
"G7941"	8.7
"G7944"	7.9
"G7945"	6.4
"G7946"	6.8
"G7947"	7.4
"G7949"	0.8
"G7950"	1.7
"G7951"	2.4
"G7952"	3.2
"G7953"	6.1
"G7954"	3.8
"G7961"	5.1
"G7990"	5.3
"G812"	6.3
"G8202"	6.1
"G8210"	6.3
"G85"	7.9
"M009"	5.3
"M010"	7.3
"M012"	8.1
"M013"	5.9
"M015"	4.0
"RUVA"	5.4
"RUVB"	4.6
"TU-8385"	1.3
"TU-8405"	1.0
"TU-8419"	1.8
"TU0-12815"	3.8
"TU0-12834"	3.3
"TU0-12840"	1.4
"TU0-12849"	1.3
"TU0-12881"	3.2
"TU0-12902"	12.4
"TU0-12918"	1.8
"TU0-12963"	1.9
"TU0-13059"	1.0
"TU0-13079"	1.1
"TU0-13088"	2.6
"TU0-13110"	5.5
"TU0-13116"	2.2
"TU0-13120"	3.6
"TU0-13136"	5.9
"TU0-13141"	0.9
"TU0-13196"	3.5
"TU0-13335"	1.5
"TU0-13417"	1.6
"TU0-13432"	1.7
"TU0-13443"	1.6
"TU0-13549"	2.0
"TU0-13558"	0.9
"TU0-13589"	2.7
"TU0-13710"	2.4
"TU0-13713"	1.2
"TU0-13715"	1.7
"TU0-13741"	1.3
"TU0-13746"	0.7
"TU0-13805"	2.9
"TU0-13806"	1.7
"TU0-13837"	2.0
"TU0-13839"	1.9
"TU0-13863"	9.1
"TU0-13872"	1.1
"TU0-13883"	2.1
"TU0-13898"	1.7
"TU0-13919"	1.2
"TU0-13942"	1.1
"TU0-13957"	1.7
"TU0-14042"	1.3
"TU0-14049"	4.3
"TU0-14056"	2.2
"TU0-14097"	1.1
"TU0-14099"	1.7
"TU0-14103"	3.0
"TU0-14122"	2.3
"TU0-14176"	1.0
"TU0-14216"	1.5
"TU0-14336"	1.3
"TU0-2001"	1.0
"TU0-2302"	1.3
"TU0-3422"	3.3
"TU0-3465"	3.4
"TU0-3741"	2.1
"TU0-4187"	1.6
"TU0-4205"	0.8
"TU0-42504"	0.6
"TU0-42674"	1.8
"TU0-4343"	2.6
"TU0-4444"	2.2
"TU0-45190"	30.7
"TU0-4604"	1.1
"TU0-6634"	2.7
"TU0-6653"	2.4
"TU0-6941"	2.2
"TU0-7002"	3.3
"TU0-7784"	0.5
"TU0-941"	0.9
"TU00004"	1.6
"TU00008"	3.1
"TU00021"	1.9
"TU00037"	1.5
"TU00054"	1.9
"TU00058"	2.7
"TU00082"	1.8
"TU00123"	3.6
"TU00178"	1.9
"TU00190"	1.5
"TU00196"	8.2
"TU00205"	2.0
"TU00213"	1.7
"TU00222"	4.1
"TU00225"	19.0
"TU00231"	7.6
"TU00237"	1.9
"TU00238"	2.0
"TU00240"	1.7
"TU00258"	1.6
"TU00273"	2.7
"TU00283"	1.3
"TU00287"	2.4
"TU00289"	1.5
"TU00297"	1.6
"TU00302"	1.7
"TU00314"	2.1
"TU00323"	1.4
"TU00325"	1.5
"TU00337"	2.1
"TU00344"	1.2
"TU00345"	7.5
"TU00346"	4.1
"TU00347"	8.0
"TU00349"	4.1
"TU00354"	1.7
"TU00358"	5.0
"TU00359"	27.1
"TU00361"	2.9
"TU00367"	0.9
"TU00369"	0.8
"TU00439"	3.0
"TU00454"	1.7
"TU00459"	3.2
"TU00492"	0.8
"TU00495"	2.1
"TU00503"	1.2
"TU163"	2.9
"TU164"	1.0
"TU21"	3.6
"TU261"	1.4
"TU358"	6.0
"TU462"	1.5
"TU521"	1.2
"TU704"	1.4
"TU743"	2.1
