"left"	"right"	"id"	"rho"	"name"
969847	963331	"TERM_WC-2664"	"0"	"TERM_WC_ycaI-msbA-lpxK-ycaQ"
949484	948770	"TERM_WC-2665"	"0"	"TERM_WC_ycaK"
949484	948866	"TERM_WC-2666"	"0"	"TERM_WC_ycaK"
949484	948797	"TERM_WC-2667"	"0"	"TERM_WC_ycaK"
960254	959478	"TERM_WC-2668"	"0"	"TERM_WC_ycaL"
960254	959461	"TERM_WC-2669"	"0"	"TERM_WC_ycaL"
1061770	1061771	"TERM_WC-267"	"0"	"TERM_WC_cbpAM"
960254	959366	"TERM_WC-2670"	"0"	"TERM_WC_ycaL"
960254	959355	"TERM_WC-2671"	"0"	"TERM_WC_ycaL"
947885	946350	"TERM_WC-2672"	"0"	"TERM_WC_ycaM"
947885	946368	"TERM_WC-2673"	"0"	"TERM_WC_ycaM"
947885	946367	"TERM_WC-2674"	"0"	"TERM_WC_ycaM"
947885	946343	"TERM_WC-2675"	"0"	"TERM_WC_ycaM"
947880	947881	"TERM_WC-2676"	"0"	"TERM_WC_ycaN"
954092	954093	"TERM_WC-2677"	"0"	"TERM_WC_ycaO"
956680	955985	"TERM_WC-2678"	"0"	"TERM_WC_ycaP"
970824	969865	"TERM_WC-2679"	"0"	"TERM_WC_ycaR-kdsB"
3868467	3867400	"TERM_WC-268"	"0"	"TERM_WC_cbrA"
982120	980154	"TERM_WC-2680"	"0"	"TERM_WC_ycbB"
971842	971843	"TERM_WC-2681"	"0"	"TERM_WC_ycbC"
971871	970895	"TERM_WC-2682"	"0"	"TERM_WC_ycbJ"
983523	982246	"TERM_WC-2683"	"0"	"TERM_WC_ycbKL"
1005711	1005712	"TERM_WC-2684"	"0"	"TERM_WC_ycbX"
1015759	1015760	"TERM_WC-2685"	"0"	"TERM_WC_ycbZ"
1029979	1029980	"TERM_WC-2686"	"0"	"TERM_WC_yccA"
1064518	1063259	"TERM_WC-2687"	"0"	"TERM_WC_yccE"
1020950	1020951	"TERM_WC-2688"	"0"	"TERM_WC_yccFS"
1051509	1051510	"TERM_WC-2689"	"0"	"TERM_WC_yccM"
3868467	3867337	"TERM_WC-269"	"0"	"TERM_WC_cbrA"
1020993	1020361	"TERM_WC-2690"	"0"	"TERM_WC_yccR"
1020950	1020951	"TERM_WC-2691"	"0"	"TERM_WC_yccS"
1020950	1020951	"TERM_WC-2692"	"0"	"TERM_WC_yccS"
1026331	1026332	"TERM_WC-2693"	"0"	"TERM_WC_yccT"
1026331	1026332	"TERM_WC-2694"	"0"	"TERM_WC_yccT"
1027585	1027169	"TERM_WC-2695"	"0"	"TERM_WC_yccU"
1029568	1029284	"TERM_WC-2696"	"0"	"TERM_WC_yccX"
1029568	1029217	"TERM_WC-2697"	"0"	"TERM_WC_yccX"
1029568	1029203	"TERM_WC-2698"	"0"	"TERM_WC_yccX"
1093460	1092064	"TERM_WC-2699"	"0"	"TERM_WC_ycdT"
2698637	2698638	"TERM_WC-27"	"0"	"TERM_WC_acpS"
3895999	3895529	"TERM_WC-270"	"0"	"TERM_WC_cbrB"
1096055	1094982	"TERM_WC-2700"	"0"	"TERM_WC_ycdU"
1096055	1094856	"TERM_WC-2701"	"0"	"TERM_WC_ycdU"
1096055	1094916	"TERM_WC-2702"	"0"	"TERM_WC_ycdU"
1099420	1098102	"TERM_WC-2703"	"0"	"TERM_WC_ycdXY"
1100013	1099475	"TERM_WC-2704"	"0"	"TERM_WC_ycdZ"
1117085	1115995	"TERM_WC-2705"	"0"	"TERM_WC_yceA"
1121933	1121934	"TERM_WC-2706"	"0"	"TERM_WC_yceB"
1146766	1146014	"TERM_WC-2707"	"0"	"TERM_WC_yceD-rpmF"
1146766	1145872	"TERM_WC-2708"	"0"	"TERM_WC_yceD-rpmF"
1145231	1145232	"TERM_WC-2709"	"0"	"TERM_WC_yceF"
3896635	3895502	"TERM_WC-271"	"0"	"TERM_WC_cbrBC"
1145231	1145232	"TERM_WC-2710"	"0"	"TERM_WC_yceF"
1145231	1145232	"TERM_WC-2711"	"0"	"TERM_WC_yceF"
1145231	1145232	"TERM_WC-2712"	"0"	"TERM_WC_yceF"
1126030	1125300	"TERM_WC-2713"	"0"	"TERM_WC_yceH"
1126030	1125304	"TERM_WC-2714"	"0"	"TERM_WC_yceH"
1117121	1117122	"TERM_WC-2715"	"0"	"TERM_WC_yceI"
1117121	1117122	"TERM_WC-2716"	"0"	"TERM_WC_yceJI"
1113032	1112802	"TERM_WC-2717"	"0"	"TERM_WC_yceK"
1118527	1118528	"TERM_WC-2718"	"0"	"TERM_WC_yceO"
1118527	1118528	"TERM_WC-2719"	"0"	"TERM_WC_yceO"
3896635	3896045	"TERM_WC-272"	"0"	"TERM_WC_cbrC"
1118527	1118528	"TERM_WC-2720"	"0"	"TERM_WC_yceO"
1144048	1143603	"TERM_WC-2721"	"0"	"TERM_WC_yceQ"
1186339	1186340	"TERM_WC-2722"	"0"	"TERM_WC_ycfD"
1186339	1186340	"TERM_WC-2723"	"0"	"TERM_WC_ycfD"
1167364	1166630	"TERM_WC-2724"	"0"	"TERM_WC_ycfJ"
1167420	1167421	"TERM_WC-2725"	"0"	"TERM_WC_ycfQ"
1168556	1168256	"TERM_WC-2726"	"0"	"TERM_WC_ycfR"
1168632	1168633	"TERM_WC-2727"	"0"	"TERM_WC_ycfS"
1173312	1173313	"TERM_WC-2728"	"0"	"TERM_WC_ycfT"
1173312	1173313	"TERM_WC-2729"	"0"	"TERM_WC_ycfT"
2289377	2289378	"TERM_WC-273"	"0"	"TERM_WC_ccmABCDEFGH"
1179699	1179700	"TERM_WC-2730"	"0"	"TERM_WC_ycfZ"
1179699	1179700	"TERM_WC-2731"	"0"	"TERM_WC_ycfZ"
1234929	1234930	"TERM_WC-2732"	"0"	"TERM_WC_ycgB"
1218077	1216530	"TERM_WC-2733"	"0"	"TERM_WC_ycgG"
1220347	1220024	"TERM_WC-2734"	"0"	"TERM_WC_ycgH_1"
1221448	1220429	"TERM_WC-2735"	"0"	"TERM_WC_ycgH_2"
1226194	1225701	"TERM_WC-2736"	"0"	"TERM_WC_ycgJ"
1227233	1226832	"TERM_WC-2737"	"0"	"TERM_WC_ycgL"
1227964	1227302	"TERM_WC-2738"	"0"	"TERM_WC_ycgM"
1228502	1227906	"TERM_WC-2739"	"0"	"TERM_WC_ycgN"
2289377	2289378	"TERM_WC-274"	"0"	"TERM_WC_ccmH"
1228502	1227973	"TERM_WC-2740"	"0"	"TERM_WC_ycgN"
1228502	1228031	"TERM_WC-2741"	"0"	"TERM_WC_ycgN"
1243013	1243014	"TERM_WC-2742"	"0"	"TERM_WC_ycgR"
1252305	1252306	"TERM_WC-2743"	"0"	"TERM_WC_ycgV"
1252305	1252306	"TERM_WC-2744"	"0"	"TERM_WC_ycgV"
1211923	1211924	"TERM_WC-2745"	"0"	"TERM_WC_ycgX"
1211923	1211924	"TERM_WC-2746"	"0"	"TERM_WC_ycgX"
1244826	1244324	"TERM_WC-2747"	"0"	"TERM_WC_ycgY"
1244826	1244306	"TERM_WC-2748"	"0"	"TERM_WC_ycgY"
1215251	1215012	"TERM_WC-2749"	"0"	"TERM_WC_ycgZ"
183623	182447	"TERM_WC-275"	"0"	"TERM_WC_cdaR"
1216222	1214975	"TERM_WC-2750"	"0"	"TERM_WC_ycgZ-ymgA-ariR-ymgC"
1298471	1297675	"TERM_WC-2751"	"0"	"TERM_WC_ychE"
3365667	3364948	"TERM_WC-2752"	"0"	"TERM_WC_ychE_2-yhcF"
1255941	1255942	"TERM_WC-2753"	"0"	"TERM_WC_ychF"
1293646	1293647	"TERM_WC-2754"	"0"	"TERM_WC_ychG_1G_2"
1258295	1257961	"TERM_WC-2755"	"0"	"TERM_WC_ychH"
1287894	1287895	"TERM_WC-2756"	"0"	"TERM_WC_ychJ"
1272466	1272467	"TERM_WC-2757"	"0"	"TERM_WC_ychN"
1274404	1272983	"TERM_WC-2758"	"0"	"TERM_WC_ychO"
1286210	1285932	"TERM_WC-2759"	"0"	"TERM_WC_ychS"
2230753	2229841	"TERM_WC-276"	"0"	"TERM_WC_cdd"
1309869	1309870	"TERM_WC-2760"	"0"	"TERM_WC_yciA"
1308590	1308591	"TERM_WC-2761"	"0"	"TERM_WC_yciI"
1325788	1325789	"TERM_WC-2762"	"0"	"TERM_WC_yciK-btuR"
1328438	1328439	"TERM_WC-2763"	"0"	"TERM_WC_yciN"
1328438	1328439	"TERM_WC-2764"	"0"	"TERM_WC_yciN"
1328438	1328439	"TERM_WC-2765"	"0"	"TERM_WC_yciN"
1328438	1328439	"TERM_WC-2766"	"0"	"TERM_WC_yciN"
1328438	1328439	"TERM_WC-2767"	"0"	"TERM_WC_yciN"
1339754	1338267	"TERM_WC-2768"	"0"	"TERM_WC_yciSM"
1341011	1338159	"TERM_WC-2769"	"0"	"TERM_WC_yciSM-pyrF-yciH"
196537	195555	"TERM_WC-277"	"0"	"TERM_WC_cdsA"
1341618	1341619	"TERM_WC-2770"	"0"	"TERM_WC_yciT"
1341618	1341619	"TERM_WC-2771"	"0"	"TERM_WC_yciT"
1304842	1304843	"TERM_WC-2772"	"0"	"TERM_WC_yciU"
1304842	1304843	"TERM_WC-2773"	"0"	"TERM_WC_yciU"
1304842	1304843	"TERM_WC-2774"	"0"	"TERM_WC_yciU"
1324668	1321212	"TERM_WC-2775"	"0"	"TERM_WC_yciVOQ"
1347001	1347002	"TERM_WC-2776"	"0"	"TERM_WC_yciW"
1306988	1306812	"TERM_WC-2777"	"0"	"TERM_WC_yciY"
1341618	1341619	"TERM_WC-2778"	"0"	"TERM_WC_yciZT"
1349428	1349429	"TERM_WC-2779"	"0"	"TERM_WC_ycjD"
196537	195561	"TERM_WC-278"	"0"	"TERM_WC_cdsA"
1349428	1349429	"TERM_WC-2780"	"0"	"TERM_WC_ycjD"
1387922	1386898	"TERM_WC-2781"	"0"	"TERM_WC_ycjG"
1379929	1368209	"TERM_WC-2782"	"0"	"TERM_WC_ycjMNOPQRSTUV-ymjB"
1379929	1368027	"TERM_WC-2783"	"0"	"TERM_WC_ycjMNOPQRSTUV-ymjB"
1380984	1380985	"TERM_WC-2784"	"0"	"TERM_WC_ycjW"
1384599	1382141	"TERM_WC-2785"	"0"	"TERM_WC_ycjXF"
1386288	1382093	"TERM_WC-2786"	"0"	"TERM_WC_ycjXF-tyrR"
1388954	1388955	"TERM_WC-2787"	"0"	"TERM_WC_ycjY"
1387891	1387892	"TERM_WC-2788"	"0"	"TERM_WC_ycjY-ymjDC-mpaA"
1415859	1415860	"TERM_WC-2789"	"0"	"TERM_WC_ydaE"
1811442	1811443	"TERM_WC-279"	"0"	"TERM_WC_cedA"
1417177	1417178	"TERM_WC-2790"	"0"	"TERM_WC_ydaGF"
1404569	1403960	"TERM_WC-2791"	"0"	"TERM_WC_ydaL"
1404584	1404585	"TERM_WC-2792"	"0"	"TERM_WC_ydaM"
1407060	1406048	"TERM_WC-2793"	"0"	"TERM_WC_ydaN"
1421671	1418367	"TERM_WC-2794"	"0"	"TERM_WC_ydaSTUVW-rzpR"
1421671	1418301	"TERM_WC-2795"	"0"	"TERM_WC_ydaSTUVW-rzpR"
1421671	1418284	"TERM_WC-2796"	"0"	"TERM_WC_ydaSTUVW-rzpR"
1421671	1418194	"TERM_WC-2797"	"0"	"TERM_WC_ydaSTUVW-rzpR"
1465977	1463416	"TERM_WC-2798"	"0"	"TERM_WC_ydbA_1"
1472040	1468714	"TERM_WC-2799"	"0"	"TERM_WC_ydbA_2"
3611582	3610992	"TERM_WC-28"	"0"	"TERM_WC_acpT"
1740588	1739225	"TERM_WC-280"	"0"	"TERM_WC_cfa"
1473108	1472212	"TERM_WC-2800"	"0"	"TERM_WC_ydbC"
1475477	1473090	"TERM_WC-2801"	"0"	"TERM_WC_ydbD"
1444233	1440924	"TERM_WC-2802"	"0"	"TERM_WC_ydbH-ynbE-ydbL"
1439351	1439053	"TERM_WC-2803"	"0"	"TERM_WC_ydbJ"
1439351	1438880	"TERM_WC-2804"	"0"	"TERM_WC_ydbJ"
1435281	1435282	"TERM_WC-2805"	"0"	"TERM_WC_ydbK"
1433781	1433782	"TERM_WC-2806"	"0"	"TERM_WC_ydbK-ompN"
1489877	1489677	"TERM_WC-2807"	"0"	"TERM_WC_ydcA"
1489877	1489671	"TERM_WC-2808"	"0"	"TERM_WC_ydcA"
1530979	1529840	"TERM_WC-2809"	"0"	"TERM_WC_ydcC"
1740588	1739403	"TERM_WC-281"	"0"	"TERM_WC_cfa"
1486062	1485255	"TERM_WC-2810"	"0"	"TERM_WC_ydcF"
1486062	1485226	"TERM_WC-2811"	"0"	"TERM_WC_ydcF"
1496902	1496675	"TERM_WC-2812"	"0"	"TERM_WC_ydcH"
1492169	1492170	"TERM_WC-2813"	"0"	"TERM_WC_ydcI"
1492169	1492170	"TERM_WC-2814"	"0"	"TERM_WC_ydcI"
1494658	1493157	"TERM_WC-2815"	"0"	"TERM_WC_ydcJ"
1494658	1493178	"TERM_WC-2816"	"0"	"TERM_WC_ydcJ"
1497490	1497491	"TERM_WC-2817"	"0"	"TERM_WC_ydcK"
1501152	1500469	"TERM_WC-2818"	"0"	"TERM_WC_ydcL"
1501152	1500369	"TERM_WC-2819"	"0"	"TERM_WC_ydcL"
1269969	1269970	"TERM_WC-282"	"0"	"TERM_WC_chaA"
1501152	1500470	"TERM_WC-2820"	"0"	"TERM_WC_ydcL"
1501152	1500393	"TERM_WC-2821"	"0"	"TERM_WC_ydcL"
1501152	1500347	"TERM_WC-2822"	"0"	"TERM_WC_ydcL"
1502892	1501681	"TERM_WC-2823"	"0"	"TERM_WC_ydcM"
1504735	1504178	"TERM_WC-2824"	"0"	"TERM_WC_ydcN"
1502926	1502927	"TERM_WC-2825"	"0"	"TERM_WC_ydcO"
1506769	1504778	"TERM_WC-2826"	"0"	"TERM_WC_ydcP"
1509436	1508002	"TERM_WC-2827"	"0"	"TERM_WC_ydcR"
1513583	1509539	"TERM_WC-2828"	"0"	"TERM_WC_ydcSTUV"
1513583	1509477	"TERM_WC-2829"	"0"	"TERM_WC_ydcSTUV"
1272428	1271342	"TERM_WC-283"	"0"	"TERM_WC_chaBC"
1515589	1515260	"TERM_WC-2830"	"0"	"TERM_WC_ydcX"
1515589	1515245	"TERM_WC-2831"	"0"	"TERM_WC_ydcX"
1515589	1515378	"TERM_WC-2832"	"0"	"TERM_WC_ydcX"
1515908	1515634	"TERM_WC-2833"	"0"	"TERM_WC_ydcY"
1515903	1515904	"TERM_WC-2834"	"0"	"TERM_WC_ydcZ"
1573268	1573269	"TERM_WC-2835"	"0"	"TERM_WC_yddAB"
1573268	1573269	"TERM_WC-2836"	"0"	"TERM_WC_yddB"
1532986	1532987	"TERM_WC-2837"	"0"	"TERM_WC_yddE"
1544309	1544310	"TERM_WC-2838"	"0"	"TERM_WC_yddG"
1531303	1531304	"TERM_WC-2839"	"0"	"TERM_WC_yddH"
1272428	1271645	"TERM_WC-284"	"0"	"TERM_WC_chaC"
1542405	1542406	"TERM_WC-2840"	"0"	"TERM_WC_yddJ"
1542405	1542406	"TERM_WC-2841"	"0"	"TERM_WC_yddJ"
1542405	1542406	"TERM_WC-2842"	"0"	"TERM_WC_yddJ"
1542405	1542406	"TERM_WC-2843"	"0"	"TERM_WC_yddJ"
1542405	1542406	"TERM_WC-2844"	"0"	"TERM_WC_yddJ"
1542405	1542406	"TERM_WC-2845"	"0"	"TERM_WC_yddLKJ"
1550419	1550420	"TERM_WC-2846"	"0"	"TERM_WC_yddM"
1565525	1565526	"TERM_WC-2847"	"0"	"TERM_WC_yddW"
1616245	1614979	"TERM_WC-2848"	"0"	"TERM_WC_ydeA"
1620546	1619288	"TERM_WC-2849"	"0"	"TERM_WC_ydeE"
1814407	1814408	"TERM_WC-285"	"0"	"TERM_WC_chbBCARFG"
1620546	1619328	"TERM_WC-2850"	"0"	"TERM_WC_ydeE"
1620981	1620982	"TERM_WC-2851"	"0"	"TERM_WC_ydeH"
1622126	1622127	"TERM_WC-2852"	"0"	"TERM_WC_ydeI"
1622126	1622127	"TERM_WC-2853"	"0"	"TERM_WC_ydeI"
1622126	1622127	"TERM_WC-2854"	"0"	"TERM_WC_ydeI"
1623318	1622712	"TERM_WC-2855"	"0"	"TERM_WC_ydeJ"
1592130	1592131	"TERM_WC-2856"	"0"	"TERM_WC_ydeK"
1577654	1577655	"TERM_WC-2857"	"0"	"TERM_WC_ydeM"
1578863	1578864	"TERM_WC-2858"	"0"	"TERM_WC_ydeN"
1578863	1578864	"TERM_WC-2859"	"0"	"TERM_WC_ydeN"
1814407	1814408	"TERM_WC-286"	"0"	"TERM_WC_chbG"
1580947	1580948	"TERM_WC-2860"	"0"	"TERM_WC_ydeO"
1582228	1582229	"TERM_WC-2861"	"0"	"TERM_WC_ydeP"
1584841	1584842	"TERM_WC-2862"	"0"	"TERM_WC_ydeQ"
1585814	1585815	"TERM_WC-2863"	"0"	"TERM_WC_ydeR"
1585814	1585815	"TERM_WC-2864"	"0"	"TERM_WC_ydeTSR"
1590686	1590687	"TERM_WC-2865"	"0"	"TERM_WC_ydeU"
1647068	1646481	"TERM_WC-2866"	"0"	"TERM_WC_ydfAB-rzpQ"
1647068	1646460	"TERM_WC-2867"	"0"	"TERM_WC_ydfAB-rzpQ"
1626290	1625515	"TERM_WC-2868"	"0"	"TERM_WC_ydfG"
1627065	1626350	"TERM_WC-2869"	"0"	"TERM_WC_ydfH"
1814407	1814408	"TERM_WC-287"	"0"	"TERM_WC_chbG"
1627474	1627475	"TERM_WC-2870"	"0"	"TERM_WC_ydfI"
1629023	1629024	"TERM_WC-2871"	"0"	"TERM_WC_ydfJ"
1631332	1631009	"TERM_WC-2872"	"0"	"TERM_WC_ydfK"
1631332	1630747	"TERM_WC-2873"	"0"	"TERM_WC_ydfK"
1640510	1640511	"TERM_WC-2874"	"0"	"TERM_WC_ydfUT"
1644229	1643921	"TERM_WC-2875"	"0"	"TERM_WC_ydfV"
1627445	1627239	"TERM_WC-2876"	"0"	"TERM_WC_ydfZ"
1689387	1687818	"TERM_WC-2877"	"0"	"TERM_WC_ydgA"
1679716	1679717	"TERM_WC-2878"	"0"	"TERM_WC_ydgC"
1670808	1669981	"TERM_WC-2879"	"0"	"TERM_WC_ydgD"
1970857	1970858	"TERM_WC-288"	"0"	"TERM_WC_cheW"
1670808	1669977	"TERM_WC-2880"	"0"	"TERM_WC_ydgD"
1677398	1676401	"TERM_WC-2881"	"0"	"TERM_WC_ydgH"
1679725	1677581	"TERM_WC-2882"	"0"	"TERM_WC_ydgI-folM"
1701289	1701290	"TERM_WC-2883"	"0"	"TERM_WC_ydgJ"
1710185	1703231	"TERM_WC-2884"	"0"	"TERM_WC_ydgK-rsxABCDGE-nth"
1736887	1736888	"TERM_WC-2885"	"0"	"TERM_WC_ydhB"
1739149	1737902	"TERM_WC-2886"	"0"	"TERM_WC_ydhC"
1739149	1737873	"TERM_WC-2887"	"0"	"TERM_WC_ydhC"
1739149	1737879	"TERM_WC-2888"	"0"	"TERM_WC_ydhC"
1722757	1722758	"TERM_WC-2889"	"0"	"TERM_WC_ydhF"
3465179	3465180	"TERM_WC-289"	"0"	"TERM_WC_chiA"
1722757	1722758	"TERM_WC-2890"	"0"	"TERM_WC_ydhF"
1722160	1719022	"TERM_WC-2891"	"0"	"TERM_WC_ydhIJK"
1723702	1723703	"TERM_WC-2892"	"0"	"TERM_WC_ydhL"
1724649	1724047	"TERM_WC-2893"	"0"	"TERM_WC_ydhM"
1733277	1732381	"TERM_WC-2894"	"0"	"TERM_WC_ydhO"
1734142	1734143	"TERM_WC-2895"	"0"	"TERM_WC_ydhP"
1742892	1742893	"TERM_WC-2896"	"0"	"TERM_WC_ydhQ"
1745032	1744724	"TERM_WC-2897"	"0"	"TERM_WC_ydhR"
1746762	1745106	"TERM_WC-2898"	"0"	"TERM_WC_ydhS"
1746762	1745092	"TERM_WC-2899"	"0"	"TERM_WC_ydhS"
480475	480476	"TERM_WC-29"	"0"	"TERM_WC_acrAB"
1822429	1821516	"TERM_WC-290"	"0"	"TERM_WC_cho"
1746762	1745137	"TERM_WC-2900"	"0"	"TERM_WC_ydhS"
1746768	1746769	"TERM_WC-2901"	"0"	"TERM_WC_ydhT"
1746768	1746769	"TERM_WC-2902"	"0"	"TERM_WC_ydhXUT"
1749098	1749099	"TERM_WC-2903"	"0"	"TERM_WC_ydhYVW"
1746768	1746769	"TERM_WC-2904"	"0"	"TERM_WC_ydhYVWXUT"
1752953	1752954	"TERM_WC-2905"	"0"	"TERM_WC_ydhZ"
1752953	1752954	"TERM_WC-2906"	"0"	"TERM_WC_ydhZ"
1787831	1787627	"TERM_WC-2907"	"0"	"TERM_WC_ydiE"
1776374	1773611	"TERM_WC-2908"	"0"	"TERM_WC_ydiFO"
1762955	1762956	"TERM_WC-2909"	"0"	"TERM_WC_ydiH"
4447068	4446425	"TERM_WC-291"	"0"	"TERM_WC_chpSB"
1762955	1762956	"TERM_WC-2910"	"0"	"TERM_WC_ydiH"
1762955	1762956	"TERM_WC-2911"	"0"	"TERM_WC_ydiJ-menI-ydiH"
1768213	1767098	"TERM_WC-2912"	"0"	"TERM_WC_ydiK"
1768998	1768639	"TERM_WC-2913"	"0"	"TERM_WC_ydiL"
1770312	1768950	"TERM_WC-2914"	"0"	"TERM_WC_ydiM"
1770312	1768954	"TERM_WC-2915"	"0"	"TERM_WC_ydiM"
1773471	1770433	"TERM_WC-2916"	"0"	"TERM_WC_ydiNB-aroD"
1776411	1776412	"TERM_WC-2917"	"0"	"TERM_WC_ydiP"
1782704	1777641	"TERM_WC-2918"	"0"	"TERM_WC_ydiQRST-fadK"
1787829	1787830	"TERM_WC-2919"	"0"	"TERM_WC_ydiU"
4447068	4446451	"TERM_WC-292"	"0"	"TERM_WC_chpSB"
1789328	1789329	"TERM_WC-2920"	"0"	"TERM_WC_ydiV"
1803346	1803347	"TERM_WC-2921"	"0"	"TERM_WC_ydiY"
1803346	1803347	"TERM_WC-2922"	"0"	"TERM_WC_ydiY"
1803346	1803347	"TERM_WC-2923"	"0"	"TERM_WC_ydiY"
1805717	1805424	"TERM_WC-2924"	"0"	"TERM_WC_ydiZ"
1850642	1850643	"TERM_WC-2925"	"0"	"TERM_WC_ydjE"
1850642	1850643	"TERM_WC-2926"	"0"	"TERM_WC_ydjE"
1852117	1852118	"TERM_WC-2927"	"0"	"TERM_WC_ydjF"
1852117	1852118	"TERM_WC-2928"	"0"	"TERM_WC_ydjF"
1853012	1853013	"TERM_WC-2929"	"0"	"TERM_WC_ydjLKJIHG"
2242797	2242798	"TERM_WC-293"	"0"	"TERM_WC_cirA"
1808828	1808194	"TERM_WC-2930"	"0"	"TERM_WC_ydjM"
1810352	1808958	"TERM_WC-2931"	"0"	"TERM_WC_ydjN"
1810350	1810351	"TERM_WC-2932"	"0"	"TERM_WC_ydjO"
1810350	1810351	"TERM_WC-2933"	"0"	"TERM_WC_ydjO"
1810350	1810351	"TERM_WC-2934"	"0"	"TERM_WC_ydjO"
1810350	1810351	"TERM_WC-2935"	"0"	"TERM_WC_ydjO"
1837427	1831332	"TERM_WC-2936"	"0"	"TERM_WC_ydjXYZ-ynjABCD"
1837427	1831241	"TERM_WC-2937"	"0"	"TERM_WC_ydjXYZ-ynjABCD"
1859723	1859724	"TERM_WC-2938"	"0"	"TERM_WC_yeaC"
1862761	1861874	"TERM_WC-2939"	"0"	"TERM_WC_yeaD"
2242797	2242798	"TERM_WC-294"	"0"	"TERM_WC_cirA"
1862803	1862804	"TERM_WC-2940"	"0"	"TERM_WC_yeaE"
1868265	1864789	"TERM_WC-2941"	"0"	"TERM_WC_yeaGH"
1868265	1864839	"TERM_WC-2942"	"0"	"TERM_WC_yeaGH"
1869887	1868388	"TERM_WC-2943"	"0"	"TERM_WC_yeaI"
1869887	1868267	"TERM_WC-2944"	"0"	"TERM_WC_yeaI"
1871558	1869961	"TERM_WC-2945"	"0"	"TERM_WC_yeaJ"
1872104	1871598	"TERM_WC-2946"	"0"	"TERM_WC_yeaK"
1872825	1872347	"TERM_WC-2947"	"0"	"TERM_WC_yeaL"
1872776	1872777	"TERM_WC-2948"	"0"	"TERM_WC_yeaM"
1872776	1872777	"TERM_WC-2949"	"0"	"TERM_WC_yeaM"
645851	645852	"TERM_WC-295"	"0"	"TERM_WC_citCDEFXG"
1874881	1873672	"TERM_WC-2950"	"0"	"TERM_WC_yeaN"
1874881	1873487	"TERM_WC-2951"	"0"	"TERM_WC_yeaN"
1875283	1874801	"TERM_WC-2952"	"0"	"TERM_WC_yeaO"
1875283	1874846	"TERM_WC-2953"	"0"	"TERM_WC_yeaO"
1876767	1875681	"TERM_WC-2954"	"0"	"TERM_WC_yeaP"
1876767	1875690	"TERM_WC-2955"	"0"	"TERM_WC_yeaP"
1877028	1877029	"TERM_WC-2956"	"0"	"TERM_WC_yeaQ"
1877028	1877029	"TERM_WC-2957"	"0"	"TERM_WC_yeaQ"
1877424	1877425	"TERM_WC-2958"	"0"	"TERM_WC_yeaR-yoaG"
1883816	1881212	"TERM_WC-2959"	"0"	"TERM_WC_yeaVW"
645851	645852	"TERM_WC-296"	"0"	"TERM_WC_citCDEFXG"
1884837	1883869	"TERM_WC-2960"	"0"	"TERM_WC_yeaX"
1887972	1887973	"TERM_WC-2961"	"0"	"TERM_WC_yeaY"
1938334	1938335	"TERM_WC-2962"	"0"	"TERM_WC_yebA"
1938334	1938335	"TERM_WC-2963"	"0"	"TERM_WC_yebA"
1938334	1938335	"TERM_WC-2964"	"0"	"TERM_WC_yebA"
1944880	1944168	"TERM_WC-2965"	"0"	"TERM_WC_yebB"
1944880	1944134	"TERM_WC-2966"	"0"	"TERM_WC_yebB"
1927069	1927070	"TERM_WC-2967"	"0"	"TERM_WC_yebE"
1928055	1928056	"TERM_WC-2968"	"0"	"TERM_WC_yebF"
1928478	1928479	"TERM_WC-2969"	"0"	"TERM_WC_yebG"
644337	644338	"TERM_WC-297"	"0"	"TERM_WC_citT"
1935548	1934614	"TERM_WC-2970"	"0"	"TERM_WC_yebK"
1906282	1906283	"TERM_WC-2971"	"0"	"TERM_WC_yebO"
1909676	1908183	"TERM_WC-2972"	"0"	"TERM_WC_yebQ"
1909676	1908181	"TERM_WC-2973"	"0"	"TERM_WC_yebQ"
1918170	1914143	"TERM_WC-2974"	"0"	"TERM_WC_yebST"
1918170	1914205	"TERM_WC-2975"	"0"	"TERM_WC_yebST"
1920043	1919769	"TERM_WC-2976"	"0"	"TERM_WC_yebV"
1920043	1919749	"TERM_WC-2977"	"0"	"TERM_WC_yebV"
1920043	1919777	"TERM_WC-2978"	"0"	"TERM_WC_yebV"
1920043	1919739	"TERM_WC-2979"	"0"	"TERM_WC_yebV"
644337	644338	"TERM_WC-298"	"0"	"TERM_WC_citT"
1920339	1919981	"TERM_WC-2980"	"0"	"TERM_WC_yebW"
1920339	1920108	"TERM_WC-2981"	"0"	"TERM_WC_yebW"
1988975	1988976	"TERM_WC-2982"	"0"	"TERM_WC_yecA"
1995083	1995084	"TERM_WC-2983"	"0"	"TERM_WC_yecC"
1950240	1948784	"TERM_WC-2984"	"0"	"TERM_WC_yecDE"
1950240	1948802	"TERM_WC-2985"	"0"	"TERM_WC_yecDE"
1950240	1948660	"TERM_WC-2986"	"0"	"TERM_WC_yecDE"
1994069	1993741	"TERM_WC-2987"	"0"	"TERM_WC_yecF"
1987272	1987273	"TERM_WC-2988"	"0"	"TERM_WC_yecH"
1987272	1987273	"TERM_WC-2989"	"0"	"TERM_WC_yecH"
176531	175052	"TERM_WC-299"	"0"	"TERM_WC_clcA"
1985528	1985529	"TERM_WC-2990"	"0"	"TERM_WC_yecJ"
1957301	1957302	"TERM_WC-2991"	"0"	"TERM_WC_yecM"
