# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 10, 2021, 12:55:13
"id"	"common_name"	"synonyms"	"type"	"modified_forms"	"gene_id"	"monomer_ids"	"anticodon"	"coding_segments"
"G6439_RNA"	"ybjG"	["ybjG", "b0841", "ECK0831"]	"mRNA"	[]	"G6439"	["G6439-MONOMER"]	null	[]
"G6440_RNA"	"mdfA"	["mdfA", "cmlA", "cmr", "b0842", "ECK0832"]	"mRNA"	[]	"G6440"	["CMR-MONOMER"]	null	[]
"G6441_RNA"	"ybjH"	["ybjH", "b0843", "ECK0833"]	"mRNA"	[]	"G6441"	["G6441-MONOMER"]	null	[]
"G6442_RNA"	"ybjI"	["ybjI", "b0844", "ECK0834"]	"mRNA"	[]	"G6442"	["G6442-MONOMER"]	null	[]
"G6443_RNA"	"ybjJ"	["ybjJ", "b0845", "ECK0835"]	"mRNA"	[]	"G6443"	["G6443-MONOMER"]	null	[]
"G6444_RNA"	"rcdA"	["rcdA", "ybjK", "b0846", "ECK0836"]	"mRNA"	[]	"G6444"	["G6444-MONOMER"]	null	[]
"G6445_RNA"	"ybjL"	["ybjL", "b0847", "ECK0838"]	"mRNA"	[]	"G6445"	["G6445-MONOMER"]	null	[]
"G6446_RNA"	"ybjM"	["ybjM", "b0848", "ECK0839"]	"mRNA"	[]	"G6446"	["G6446-MONOMER"]	null	[]
"G6447_RNA"	"ybjN"	["ybjN", "b0853", "ECK0844"]	"mRNA"	[]	"G6447"	["G6447-MONOMER"]	null	[]
"G6448_RNA"	"ybjO"	["ybjO", "b0858", "ECK0849"]	"mRNA"	[]	"G6448"	["G6448-MONOMER"]	null	[]
"G6449_RNA"	"rlmC"	["rlmC", "ybjF", "rumB", "b0859", "ECK0850"]	"mRNA"	[]	"G6449"	["G6449-MONOMER"]	null	[]
"G6450_RNA"	"ybjP"	["ybjP", "b0865", "ECK0856"]	"mRNA"	[]	"G6450"	["G6450-MONOMER"]	null	[]
"G6451_RNA"	"ybjQ"	["ybjQ", "b0866", "ECK0857"]	"mRNA"	[]	"G6451"	["G6451-MONOMER"]	null	[]
"G6452_RNA"	"amiD"	["amiD", "ybjR", "b0867", "ECK0858"]	"mRNA"	[]	"G6452"	["G6452-MONOMER"]	null	[]
"G6453_RNA"	"ybjS"	["ybjS", "b0868", "ECK0859"]	"mRNA"	[]	"G6453"	["G6453-MONOMER"]	null	[]
"G6454_RNA"	"ybjT"	["ybjT", "b0869", "ECK0860"]	"mRNA"	[]	"G6454"	["G6454-MONOMER"]	null	[]
"G6455_RNA"	"ltaE"	["ltaE", "ltaA", "ybjU", "b0870", "ECK0861"]	"mRNA"	[]	"G6455"	["LTAA-MONOMER"]	null	[]
"G6456_RNA"	"hcr"	["hcr", "ybjV", "b0872", "ECK0863"]	"mRNA"	[]	"G6456"	["G6456-MONOMER"]	null	[]
"G6457_RNA"	"hcp"	["hcp", "priS", "ybjW", "b0873", "ECK0864"]	"mRNA"	[]	"G6457"	["G6457-MONOMER"]	null	[]
"G6458_RNA"	"lysO"	["lysO", "ybjE", "b0874", "ECK0865"]	"mRNA"	[]	"G6458"	["G6458-MONOMER"]	null	[]
"G6459_RNA"	"ybjD"	["ybjD", "b0876", "ECK0867"]	"mRNA"	[]	"G6459"	["G6459-MONOMER"]	null	[]
"G6460_RNA"	"ybjX"	["ybjX", "b0877", "ECK0868"]	"mRNA"	[]	"G6460"	["G6460-MONOMER"]	null	[]
"G6461_RNA"	"macA"	["macA", "ybjY", "b0878", "ECK0869"]	"mRNA"	[]	"G6461"	["MACA"]	null	[]
"G6462_RNA"	"macB"	["macB", "ybjZ", "b0879", "ECK0870"]	"mRNA"	[]	"G6462"	["MACB"]	null	[]
"G6463_RNA"	"clpS"	["clpS", "yljA", "b0881", "ECK0872"]	"mRNA"	[]	"G6463"	["G6463-MONOMER"]	null	[]
"G6464_RNA"	"ftsK"	["ftsK", "dinH", "b0890", "ECK0881"]	"mRNA"	[]	"G6464"	["G6464-MONOMER"]	null	[]
"G6465_RNA"	"lolA"	["lolA", "yzzV", "lplA", "b0891", "ECK0882"]	"mRNA"	[]	"G6465"	["G6465-MONOMER"]	null	[]
"G6466_RNA"	"ycaM"	["ycaM", "b0899", "ECK0890"]	"mRNA"	[]	"G6466"	["YCAM"]	null	[]
"G6467_RNA"	"ycaN"	["ycaN", "b0900", "ECK0891"]	"mRNA"	[]	"G6467"	["G6467-MONOMER"]	null	[]
"G6468_RNA"	"ycaO"	["ycaO", "b0905", "ECK0896"]	"mRNA"	[]	"G6468"	["G6468-MONOMER"]	null	[]
"G6469_RNA"	"ycaP"	["ycaP", "b0906", "ECK0897"]	"mRNA"	[]	"G6469"	["G6469-MONOMER"]	null	[]
"G6470_RNA"	"ycaL"	["ycaL", "b0909", "ECK0900"]	"mRNA"	[]	"G6470"	["G6470-MONOMER"]	null	[]
"G6471_RNA"	"ycaQ"	["ycaQ", "alkZ", "b0916", "ECK0907"]	"mRNA"	[]	"G6471"	["G6471-MONOMER"]	null	[]
"G6472_RNA"	"ycaR"	["ycaR", "b0917", "ECK0908"]	"mRNA"	[]	"G6472"	["G6472-MONOMER"]	null	[]
"G6473_RNA"	"ycbJ"	["ycbJ", "b0919", "ECK0910"]	"mRNA"	[]	"G6473"	["G6473-MONOMER"]	null	[]
"G6474_RNA"	"mepK"	["mepK", "ycbK", "b0926", "ECK0917"]	"mRNA"	[]	"G6474"	["G6474-MONOMER"]	null	[]
"G6475_RNA"	"gloC"	["gloC", "ycbL", "b0927", "ECK0918"]	"mRNA"	[]	"G6475"	["G6475-MONOMER"]	null	[]
"G6476_RNA"	"ssuC"	["ssuC", "ycbM", "b0934", "ECK0925"]	"mRNA"	[]	"G6476"	["YCBM-MONOMER"]	null	[]
"G6477_RNA"	"ssuD"	["ssuD", "ssi6", "ycbN", "b0935", "ECK0926"]	"mRNA"	[]	"G6477"	["MONOMER-162"]	null	[]
"G6478_RNA"	"ssuA"	["ssuA", "ycbO", "b0936", "ECK0927"]	"mRNA"	[]	"G6478"	["G6478-MONOMER"]	null	[]
"G6479_RNA"	"ssuE"	["ssuE", "ssi4", "ycbP", "b0937", "ECK0928"]	"mRNA"	[]	"G6479"	["MONOMER0-146"]	null	[]
"G6480_RNA"	"elfA"	["elfA", "ycbQ", "b0938", "ECK0929"]	"mRNA"	[]	"G6480"	["G6480-MONOMER"]	null	[]
"G6481_RNA"	"elfD"	["elfD", "ycbR", "b0939", "ECK0930"]	"mRNA"	[]	"G6481"	["G6481-MONOMER"]	null	[]
"G6482_RNA"	"elfC"	["elfC", "ycbS", "b0940", "ECK0931"]	"mRNA"	[]	"G6482"	["G6482-MONOMER"]	null	[]
"G6483_RNA"	"elfG"	["elfG", "ycbT", "b0941", "ECK0932"]	"mRNA"	[]	"G6483"	["G6483-MONOMER"]	null	[]
"G6484_RNA"	"ycbU"	["ycbU", "b0942", "ECK0933"]	"mRNA"	[]	"G6484"	["G6484-MONOMER"]	null	[]
"G6485_RNA"	"ycbV"	["ycbV", "b0943", "ECK0934"]	"mRNA"	[]	"G6485"	["G6485-MONOMER"]	null	[]
"G6486_RNA"	"zapC"	["zapC", "ycbW", "b0946", "ECK0937"]	"mRNA"	[]	"G6486"	["G6486-MONOMER"]	null	[]
"G6487_RNA"	"ycbX"	["ycbX", "b0947", "ECK0938"]	"mRNA"	[]	"G6487"	["G6487-MONOMER"]	null	[]
"G6488_RNA"	"rlmL"	["rlmL", "ycbY", "rlmK", "rlmKL", "b0948", "ECK0939"]	"mRNA"	[]	"G6488"	["G6488-MONOMER"]	null	[]
"G6489_RNA"	"uup"	["uup", "ycbI", "ycbH", "b0949", "ECK0940"]	"mRNA"	[]	"G6489"	["UUP-MONOMER"]	null	[]
"G6490_RNA"	"pqiA"	["pqiA", "pqi5", "pqi5A", "b0950", "ECK0941"]	"mRNA"	[]	"G6490"	["G6490-MONOMER"]	null	[]
"G6491_RNA"	"pqiB"	["pqiB", "pqi5", "pqi5B", "b0951", "ECK0942"]	"mRNA"	[]	"G6491"	["G6491-MONOMER"]	null	[]
"G6492_RNA"	"pqiC"	["pqiC", "ymbA", "b0952", "ECK0943"]	"mRNA"	[]	"G6492"	["G6492-MONOMER"]	null	[]
"G6493_RNA"	"ycbZ"	["ycbZ", "b0955", "ECK0946"]	"mRNA"	[]	"G6493"	["G6493-MONOMER"]	null	[]
"G6494_RNA"	"sxy"	["sxy", "yccR", "b0959", "ECK0950"]	"mRNA"	[]	"G6494"	["G6494-MONOMER"]	null	[]
"G6495_RNA"	"yccS"	["yccS", "b0960", "ECK0951"]	"mRNA"	[]	"G6495"	["G6495-MONOMER"]	null	[]
"G6496_RNA"	"yccF"	["yccF", "b0961", "ECK0952"]	"mRNA"	[]	"G6496"	["G6496-MONOMER"]	null	[]
"G6497_RNA"	"mgsA"	["mgsA", "mgs", "yccG", "b0963", "ECK0954"]	"mRNA"	[]	"G6497"	["METHGLYSYN-MONOMER"]	null	[]
"G6498_RNA"	"yccT"	["yccT", "b0964", "ECK0955"]	"mRNA"	[]	"G6498"	["G6498-MONOMER"]	null	[]
"G6499_RNA"	"yccU"	["yccU", "b0965", "ECK0956"]	"mRNA"	[]	"G6499"	["G6499-MONOMER"]	null	[]
"G6500_RNA"	"hspQ"	["hspQ", "yccV", "b0966", "ECK0957"]	"mRNA"	[]	"G6500"	["G6500-MONOMER"]	null	[]
"G6501_RNA"	"rlmI"	["rlmI", "yccW", "b0967", "ECK0958"]	"mRNA"	[]	"G6501"	["G6501-MONOMER"]	null	[]
"G6502_RNA"	"yccX"	["yccX", "b0968", "ECK0959"]	"mRNA"	[]	"G6502"	["G6502-MONOMER"]	null	[]
"G6503_RNA"	"etp"	["etp", "yccY", "b0982", "ECK0973"]	"mRNA"	[]	"G6503"	["G6503-MONOMER"]	null	[]
"G6504_RNA"	"gfcE"	["gfcE", "yccZ", "b0983", "ECK0974"]	"mRNA"	[]	"G6504"	["G6504-MONOMER"]	null	[]
"G6505_RNA"	"gfcD"	["gfcD", "ymcA", "b0984", "ECK0975"]	"mRNA"	[]	"G6505"	["G6505-MONOMER"]	null	[]
"G6506_RNA"	"gfcC"	["gfcC", "ymcB", "b0985", "ECK0976"]	"mRNA"	[]	"G6506"	["G6506-MONOMER"]	null	[]
"G6507_RNA"	"gfcB"	["gfcB", "ymcC", "b0986", "ECK0977"]	"mRNA"	[]	"G6507"	["G6507-MONOMER"]	null	[]
"G6508_RNA"	"gfcA"	["gfcA", "ymcD", "b0987", "ECK0978"]	"mRNA"	[]	"G6508"	["G6508-MONOMER"]	null	[]
"G6509_RNA"	"insB4"	["insB4", "b0988", "ECK0022"]	"mRNA"	[]	"G6509"	["G6509-MONOMER"]	null	[]
"G6510_RNA"	"cspH"	["cspH", "cspK", "b0989", "ECK0979"]	"mRNA"	[]	"G6510"	["G6510-MONOMER"]	null	[]
"G6511_RNA"	"cspG"	["cspG", "b0990", "ECK0980"]	"mRNA"	[]	"G6511"	["G6511-MONOMER"]	null	[]
"G6512_RNA"	"ymcE"	["ymcE", "b0991", "ECK0981"]	"mRNA"	[]	"G6512"	["G6512-MONOMER"]	null	[]
"G6513_RNA"	"yccM"	["yccM", "b0992", "ECK0983"]	"mRNA"	[]	"G6513"	["G6513-MONOMER"]	null	[]
"G6514_RNA"	"torS"	["torS", "yccI", "b0993", "ECK0984"]	"mRNA"	[]	"G6514"	["TORS-MONOMER"]	null	[]
"G6515_RNA"	"torT"	["torT", "yccH", "b0994", "ECK0985"]	"mRNA"	[]	"G6515"	["TORT-MONOMER"]	null	[]
"G6516_RNA"	"ycdF"	["ycdF", "b1005"]	"phantom"	[]	"G6516"	[]	null	[]
"G6517_RNA"	"rutG"	["rutG", "ycdG", "b1006", "ECK0997"]	"mRNA"	[]	"G6517"	["B1006-MONOMER"]	null	[]
"G6518_RNA"	"rutF"	["rutF", "ycdH", "b1007", "ECK0998"]	"mRNA"	[]	"G6518"	["G6518-MONOMER"]	null	[]
"G6519_RNA"	"rutE"	["rutE", "ycdI", "b1008", "ECK0999"]	"mRNA"	[]	"G6519"	["G6519-MONOMER"]	null	[]
"G6520_RNA"	"rutD"	["rutD", "ycdJ", "b1009", "ECK1000"]	"mRNA"	[]	"G6520"	["G6520-MONOMER"]	null	[]
"G6521_RNA"	"rutC"	["rutC", "ycdK", "b1010", "ECK1001"]	"mRNA"	[]	"G6521"	["G6521-MONOMER"]	null	[]
"G6522_RNA"	"rutB"	["rutB", "ycdL", "b1011", "ECK1002"]	"mRNA"	[]	"G6522"	["G6522-MONOMER"]	null	[]
"G6523_RNA"	"rutA"	["rutA", "ycdM", "b1012", "ECK1003"]	"mRNA"	[]	"G6523"	["G6523-MONOMER"]	null	[]
"G6525_RNA"	"efeU"	["efeU", "ycdN", "b1016", "b1017", "b4490", "ECK1007"]	"pseudo"	[]	"G6525"	["MONOMER0-4386"]	null	[]
"G6527_RNA"	"efeO"	["efeO", "ycdO", "b1018", "ECK1008"]	"mRNA"	[]	"G6527"	["G6527-MONOMER"]	null	[]
"G6528_RNA"	"pgaD"	["pgaD", "hmsS", "ycdP", "b1021", "ECK1011"]	"mRNA"	[]	"G6528"	["G6528-MONOMER"]	null	[]
"G6529_RNA"	"pgaC"	["pgaC", "hmsR", "ycdQ", "b1022", "ECK1012"]	"mRNA"	[]	"G6529"	["G6529-MONOMER"]	null	[]
"G6530_RNA"	"pgaB"	["pgaB", "hmsF", "ycdR", "b1023", "ECK1013"]	"mRNA"	[]	"G6530"	["G6530-MONOMER"]	null	[]
"G6531_RNA"	"pgaA"	["pgaA", "hmsH", "ycdS", "b1024", "ECK1014"]	"mRNA"	[]	"G6531"	["G6531-MONOMER"]	null	[]
"G6532_RNA"	"dgcT"	["dgcT", "ycdT", "b1025", "ECK1015"]	"mRNA"	[]	"G6532"	["G6532-MONOMER"]	null	[]
"G6533_RNA"	"insF4"	["insF4", "tra5-3", "b1026", "ECK0299"]	"mRNA"	[]	"G6533"	["MONOMER0-4443"]	null	[]
"G6534_RNA"	"insE4"	["insE4", "b1027", "ECK0298"]	"mRNA"	[]	"G6534"	["MONOMER0-4244"]	null	[]
"G6535_RNA"	"ymdE"	["ymdE", "b1028", "ECK1016"]	"pseudo"	[]	"G6535"	["G6535-MONOMER"]	null	[]
"G6536_RNA"	"ycdU"	["ycdU", "b1029", "ECK1017"]	"mRNA"	[]	"G6536"	["G6536-MONOMER"]	null	[]
"G6539_RNA"	"ghrA"	["ghrA", "ycdW", "b1033", "ECK1019"]	"mRNA"	[]	"G6539"	["G6539-MONOMER"]	null	[]
"G6540_RNA"	"ycdX"	["ycdX", "b1034", "ECK1020"]	"mRNA"	[]	"G6540"	["G6540-MONOMER"]	null	[]
"G6541_RNA"	"ycdY"	["ycdY", "b1035", "ECK1021"]	"mRNA"	[]	"G6541"	["G6541-MONOMER"]	null	[]
"G6542_RNA"	"ycdZ"	["ycdZ", "nupT", "b1036", "ECK1022"]	"mRNA"	[]	"G6542"	["G6542-MONOMER"]	null	[]
"G6543_RNA"	"csgG"	["csgG", "b1037", "ECK1023"]	"mRNA"	[]	"G6543"	["G6543-MONOMER"]	null	[]
"G6544_RNA"	"csgF"	["csgF", "b1038", "ECK1024"]	"mRNA"	[]	"G6544"	["G6544-MONOMER"]	null	[]
"G6545_RNA"	"csgE"	["csgE", "b1039", "ECK1025"]	"mRNA"	[]	"G6545"	["G6545-MONOMER"]	null	[]
"G6546_RNA"	"csgD"	["csgD", "b1040", "ECK1026"]	"mRNA"	[]	"G6546"	["PD01379"]	null	[]
"G6547_RNA"	"csgB"	["csgB", "b1041", "ECK1027"]	"mRNA"	[]	"G6547"	["G6547-MONOMER"]	null	[]
"G6548_RNA"	"csgC"	["csgC", "ycdE", "b1043", "ECK1029"]	"mRNA"	[]	"G6548"	["G6548-MONOMER"]	null	[]
"G6549_RNA"	"ymdA"	["ymdA", "b1044", "ECK1030"]	"mRNA"	[]	"G6549"	["G6549-MONOMER"]	null	[]
"G6550_RNA"	"ymdB"	["ymdB", "b1045", "ECK1031"]	"mRNA"	[]	"G6550"	["G6550-MONOMER"]	null	[]
"G6551_RNA"	"clsC"	["clsC", "ymdC", "b1046", "ECK1032"]	"mRNA"	[]	"G6551"	["G6551-MONOMER"]	null	[]
"G6552_RNA"	"opgC"	["opgC", "ymdD", "mdoC", "b1047", "ECK1033"]	"mRNA"	[]	"G6552"	["G6552-MONOMER"]	null	[]
"G6553_RNA"	"b1052"	["b1052", "b1052"]	"phantom"	[]	"G6553"	[]	null	[]
"G6554_RNA"	"yceJ"	["yceJ", "b1057", "ECK1042"]	"mRNA"	[]	"G6554"	["G6554-MONOMER"]	null	[]
"G6555_RNA"	"yceO"	["yceO", "b1058", "ECK1043"]	"mRNA"	[]	"G6555"	["G6555-MONOMER"]	null	[]
"G6556_RNA"	"solA"	["solA", "b1059", "ECK1044"]	"mRNA"	[]	"G6556"	["SARCOX-MONOMER"]	null	[]
"G6557_RNA"	"bssS"	["bssS", "yceP", "b1060", "ECK1045"]	"mRNA"	[]	"G6557"	["G6557-MONOMER"]	null	[]
"G6558_RNA"	"dinI"	["dinI", "b1061", "ECK1046"]	"mRNA"	[]	"G6558"	["G6558-MONOMER"]	null	[]
"G6559_RNA"	"mdtH"	["mdtH", "yceL", "b1065", "ECK1050"]	"mRNA"	[]	"G6559"	["B1065-MONOMER"]	null	[]
"G6560_RNA"	"yceM"	["yceM", "mviM", "b1068", "ECK1053"]	"mRNA"	[]	"G6560"	["G6560-MONOMER"]	null	[]
"G6561_RNA"	"murJ"	["murJ", "mviN", "yceN", "b1069", "ECK1054"]	"mRNA"	[]	"G6561"	["G6561-MONOMER"]	null	[]
"G6562_RNA"	"flgN"	["flgN", "b1070", "ECK1055"]	"mRNA"	[]	"G6562"	["G6562-MONOMER"]	null	[]
"G6563_RNA"	"yceQ"	["yceQ", "b1085", "ECK1070"]	"mRNA"	[]	"G6563"	["G6563-MONOMER"]	null	[]
"G6564_RNA"	"ycfL"	["ycfL", "b1104", "ECK1090"]	"mRNA"	[]	"G6564"	["G6564-MONOMER"]	null	[]
"G6565_RNA"	"lpoB"	["lpoB", "ycfM", "b1105", "ECK1091"]	"mRNA"	[]	"G6565"	["G6565-MONOMER"]	null	[]
"G6566_RNA"	"thiK"	["thiK", "ycfN", "b1106", "ECK1092"]	"mRNA"	[]	"G6566"	["THIKIN-MONOMER"]	null	[]
"G6567_RNA"	"nagZ"	["nagZ", "ycfO", "b1107", "ECK1093"]	"mRNA"	[]	"G6567"	["G6567-MONOMER"]	null	[]
"G6568_RNA"	"ycfP"	["ycfP", "b1108", "ECK1094"]	"mRNA"	[]	"G6568"	["G6568-MONOMER"]	null	[]
"G6569_RNA"	"comR"	["comR", "ycfQ", "b1111", "ECK1097"]	"mRNA"	[]	"G6569"	["G6569-MONOMER"]	null	[]
"G6570_RNA"	"bhsA"	["bhsA", "ycfR", "comC", "b1112", "ECK1098"]	"mRNA"	[]	"G6570"	["G6570-MONOMER"]	null	[]
"G6571_RNA"	"ldtC"	["ldtC", "ycfS", "b1113", "ECK1099"]	"mRNA"	[]	"G6571"	["G6571-MONOMER"]	null	[]
"G6572_RNA"	"ycfT"	["ycfT", "b1115", "ECK1101"]	"mRNA"	[]	"G6572"	["G6572-MONOMER"]	null	[]
"G6573_RNA"	"lolC"	["lolC", "ycfU", "b1116", "ECK1102"]	"mRNA"	[]	"G6573"	["YCFU-MONOMER"]	null	[]
"G6574_RNA"	"lolD"	["lolD", "ycfV", "b1117", "ECK1103"]	"mRNA"	[]	"G6574"	["YCFV-MONOMER"]	null	[]
"G6575_RNA"	"lolE"	["lolE", "ycfW", "b1118", "ECK1104"]	"mRNA"	[]	"G6575"	["YCFW-MONOMER"]	null	[]
"G6576_RNA"	"nagK"	["nagK", "ycfX", "b1119", "ECK1105"]	"mRNA"	[]	"G6576"	["G6576-MONOMER"]	null	[]
"G6577_RNA"	"cobB"	["cobB", "ycfY", "b1120", "ECK1106"]	"mRNA"	[]	"G6577"	["MONOMER0-4534", "G6577-MONOMER"]	null	[[[112, 840]], []]
"G6578_RNA"	"ycfZ"	["ycfZ", "b1121", "ECK1107"]	"mRNA"	[]	"G6578"	["G6578-MONOMER"]	null	[]
"G6579_RNA"	"ymfA"	["ymfA", "b1122", "ECK1108"]	"mRNA"	[]	"G6579"	["G6579-MONOMER"]	null	[]
"G6580_RNA"	"nudJ"	["nudJ", "ymfB", "b1134", "ECK1120"]	"mRNA"	[]	"G6580"	["G6580-MONOMER"]	null	[]
"G6581_RNA"	"rluE"	["rluE", "ymfC", "b1135", "ECK1121"]	"mRNA"	[]	"G6581"	["G6581-MONOMER"]	null	[]
"G6582_RNA"	"ymfD"	["ymfD", "b1137", "ECK1123"]	"mRNA"	[]	"G6582"	["G6582-MONOMER"]	null	[]
"G6583_RNA"	"ymfE"	["ymfE", "b1138", "ECK1124"]	"mRNA"	[]	"G6583"	["G6583-MONOMER"]	null	[]
"G6585_RNA"	"xisE"	["xisE", "ymfG", "b1141", "ECK1127"]	"mRNA"	[]	"G6585"	["G6585-MONOMER"]	null	[]
"G6586_RNA"	"ymfH"	["ymfH", "b1142", "ECK1128"]	"mRNA"	[]	"G6586"	["G6586-MONOMER"]	null	[]
"G6587_RNA"	"ymfI"	["ymfI", "b1143", "ECK1129"]	"mRNA"	[]	"G6587"	["G6587-MONOMER"]	null	[]
"G6588_RNA"	"ymfJ"	["ymfJ", "b1144", "ECK1130"]	"mRNA"	[]	"G6588"	["G6588-MONOMER"]	null	[]
"G6589_RNA"	"ymfK"	["ymfK", "cohE", "b1145", "ECK1131"]	"mRNA"	[]	"G6589"	["G6589-MONOMER"]	null	[]
"G6590_RNA"	"ymfT"	["ymfT", "croE", "b1146", "ECK1132"]	"mRNA"	[]	"G6590"	["G6590-MONOMER"]	null	[]
"G6591_RNA"	"ymfL"	["ymfL", "b1147", "ECK1133"]	"mRNA"	[]	"G6591"	["G6591-MONOMER"]	null	[]
"G6592_RNA"	"ymfM"	["ymfM", "sfiC", "b1148", "ECK1134"]	"mRNA"	[]	"G6592"	["G6592-MONOMER"]	null	[]
"G6593_RNA"	"ymfN"	["ymfN", "b1149", "ECK1135"]	"mRNA"	[]	"G6593"	["G6593-MONOMER"]	null	[]
"G6594_RNA"	"ymfR"	["ymfR", "b1150", "ECK1136"]	"mRNA"	[]	"G6594"	["G6594-MONOMER"]	null	[]
"G6595_RNA"	"beeE"	["beeE", "ymfO", "b1151", "ECK1137"]	"mRNA"	[]	"G6595"	["G6595-MONOMER"]	null	[]
"G6596_RNA"	"jayE"	["jayE", "ymfP", "b1152", "ECK1138"]	"pseudo"	[]	"G6596"	["G6596-MONOMER"]	null	[]
"G6597_RNA"	"ymfQ"	["ymfQ", "b1153", "ECK1139"]	"mRNA"	[]	"G6597"	["G6597-MONOMER"]	null	[]
"G6598_RNA"	"tfaP"	["tfaP", "ymfS", "b1155", "ECK1141"]	"mRNA"	[]	"G6598"	["G6598-MONOMER"]	null	[]
"G6599_RNA"	"stfE"	["stfE", "ycfE", "b1157", "ECK1143"]	"pseudo"	[]	"G6599"	["G6599-MONOMER"]	null	[]
"G6600_RNA"	"iraM"	["iraM", "elb1", "ycgW", "elbA", "b1160", "ECK1147"]	"mRNA"	[]	"G6600"	["G6600-MONOMER"]	null	[]
"G6601_RNA"	"ycgX"	["ycgX", "b1161", "ECK1148"]	"mRNA"	[]	"G6601"	["G6601-MONOMER"]	null	[]
"G6602_RNA"	"bluR"	["bluR", "ycgE", "b1162", "ECK1149"]	"mRNA"	[]	"G6602"	["G6602-MONOMER"]	null	[]
"G6603_RNA"	"bluF"	["bluF", "ycgF", "b1163", "ECK1150"]	"mRNA"	[]	"G6603"	["G6603-MONOMER"]	null	[]
"G6604_RNA"	"ycgZ"	["ycgZ", "b1164", "ECK1151"]	"mRNA"	[]	"G6604"	["G6604-MONOMER"]	null	[]
"G6605_RNA"	"ymgA"	["ymgA", "b1165", "ECK1152"]	"mRNA"	[]	"G6605"	["G6605-MONOMER"]	null	[]
"G6606_RNA"	"ariR"	["ariR", "ymgB", "b1166", "ECK1153"]	"mRNA"	[]	"G6606"	["G6606-MONOMER"]	null	[]
"G6607_RNA"	"ymgC"	["ymgC", "b1167", "ECK1154"]	"mRNA"	[]	"G6607"	["G6607-MONOMER"]	null	[]
"G6608_RNA"	"pdeG"	["pdeG", "ycgG", "b1168", "ECK1155"]	"mRNA"	[]	"G6608"	["G6608-MONOMER"]	null	[]
"G6609_RNA"	"ycgH"	["ycgH", "b1169", "b1170", "b4491", "ECK1157"]	"pseudo"	[]	"G6609"	["G6609-MONOMER"]	null	[]
"G6611_RNA"	"ymgD"	["ymgD", "b1171", "ECK1158"]	"mRNA"	[]	"G6611"	["G6611-MONOMER"]	null	[]
"G6612_RNA"	"ymgG"	["ymgG", "b1172", "ECK1159"]	"mRNA"	[]	"G6612"	["G6612-MONOMER"]	null	[]
"G6614_RNA"	"ycgJ"	["ycgJ", "b1177", "ECK1165"]	"mRNA"	[]	"G6614"	["G6614-MONOMER"]	null	[]
"G6615_RNA"	"pliG"	["pliG", "ycgK", "b1178", "ECK1166"]	"mRNA"	[]	"G6615"	["G6615-MONOMER"]	null	[]
"G6616_RNA"	"ycgL"	["ycgL", "b1179", "ECK1167"]	"mRNA"	[]	"G6616"	["G6616-MONOMER"]	null	[]
"G6617_RNA"	"ycgM"	["ycgM", "b1180", "ECK1168"]	"mRNA"	[]	"G6617"	["G6617-MONOMER"]	null	[]
"G6618_RNA"	"ycgN"	["ycgN", "b1181", "ECK1169"]	"mRNA"	[]	"G6618"	["G6618-MONOMER"]	null	[]
"G6619_RNA"	"hlyE"	["hlyE", "ycgD", "clyA", "hpr", "sheA", "b1182", "ECK1170"]	"mRNA"	[]	"G6619"	["G6619-MONOMER"]	null	[]
"G6620_RNA"	"cvrA"	["cvrA", "ycgO", "b1191", "ECK1179"]	"mRNA"	[]	"G6620"	["YCGO-MONOMER"]	null	[]
"G6621_RNA"	"ldcA"	["ldcA", "ycgQ", "b1192", "ECK1180"]	"mRNA"	[]	"G6621"	["G6621-MONOMER"]	null	[]
"G6622_RNA"	"emtA"	["emtA", "ycgP", "mltE", "sltZ", "b1193", "ECK1181"]	"mRNA"	[]	"G6622"	["G6622-MONOMER"]	null	[]
"G6623_RNA"	"ycgR"	["ycgR", "b1194", "ECK1182"]	"mRNA"	[]	"G6623"	["G6623-MONOMER"]	null	[]
"G6624_RNA"	"ymgE"	["ymgE", "tag", "b1195", "ECK1183"]	"mRNA"	[]	"G6624"	["G6624-MONOMER"]	null	[]
"G6625_RNA"	"ycgY"	["ycgY", "b1196", "ECK1184"]	"mRNA"	[]	"G6625"	["G6625-MONOMER"]	null	[]
"G6626_RNA"	"dhaL"	["dhaL", "ysgS", "ycgS", "dhaK2", "b1199", "ECK1187"]	"mRNA"	[]	"G6626"	["MONOMER0-1261"]	null	[]
"G6627_RNA"	"dhaK"	["dhaK", "ycgT", "dhaK1", "b1200", "ECK1188"]	"mRNA"	[]	"G6627"	["G6627-MONOMER"]	null	[]
"G6628_RNA"	"dhaR"	["dhaR", "ycgU", "b1201", "ECK1189"]	"mRNA"	[]	"G6628"	["G6628-MONOMER"]	null	[]
"G6629_RNA"	"ycgV"	["ycgV", "b1202", "ECK1190"]	"mRNA"	[]	"G6629"	["G6629-MONOMER"]	null	[]
"G6630_RNA"	"ychQ"	["ychQ", "sirB2", "b1213", "ECK1201"]	"mRNA"	[]	"G6630"	["G6630-MONOMER"]	null	[]
"G6631_RNA"	"ychS"	["ychS", "b1228", "ECK1222"]	"mRNA"	[]	"G6631"	["G6631-MONOMER"]	null	[]
