# Generated by reconstruction/ecoli/scripts/nca/fold_changes.py on Wed Jan 13 11:59:38 2021
# Command: reconstruction/ecoli/scripts/nca/fold_changes.py --split -v -m robust_nca --robust-iterations 10
"TF"	"Target"	"log2 FC mean"	"log2 FC std"	"Regulation_direct"
"crp"	"hpt"	0.7
"crp"	"hupA"	0.33
"crp"	"hupB"	1.33
"crp"	"hyfA"	0.14
"crp"	"hyfB"	0.19
"crp"	"hyfC"	0.04
"crp"	"hyfD"	0.16
"crp"	"hyfE"	0.27
"crp"	"hyfF"	0.22
"crp"	"hyfG"	0.21
"crp"	"hyfH"	0.38
"crp"	"hyfI"	0.4
"crp"	"hyfJ"	0.21
"crp"	"hyfR"	0.16
"crp"	"idnD"	0.16
"crp"	"idnK"	0.73
"crp"	"idnO"	0.55
"crp"	"idnR"	0.57
"crp"	"idnT"	0.16
"crp"	"ilvB"	0.79
"crp"	"ilvN"	0.48
"crp"	"infB"	-0.28
"crp"	"ivbL"	0.91
"crp"	"kbaZ"	0.43
"crp"	"lacI"	0.72
"crp"	"lacZ"	-2.09
"crp"	"lamB"	0.01
"crp"	"lpd"	0.38
"crp"	"lsrA"	0.65
"crp"	"lsrB"	0.64
"crp"	"lsrC"	0.69
"crp"	"lsrD"	0.64
"crp"	"lsrF"	0.7
"crp"	"lsrG"	0.02
"crp"	"lsrK"	0.7
"crp"	"lsrR"	0.7
"crp"	"lyxK"	0.07
"crp"	"malF"	0.37
"crp"	"malG"	0.28
"crp"	"malM"	0.12
"crp"	"malT"	0.56
"crp"	"malX"	0.64
"crp"	"manY"	0.02
"crp"	"mazE"	0.02
"crp"	"mdh"	0.22
"crp"	"mdtE"	-0.65
"crp"	"mdtF"	-0.24
"crp"	"melA"	0.68
"crp"	"melB"	0.62
"crp"	"melR"	0.68
"crp"	"mglB"	0.86
"crp"	"mglC"	0.54
"crp"	"mhpA"	0.67
"crp"	"mhpB"	0.66
"crp"	"mhpC"	0.66
"crp"	"mhpD"	0.62
"crp"	"mhpE"	0.7
"crp"	"mhpF"	0.61
"crp"	"mhpR"	0.74
"crp"	"mlc"	0.69
"crp"	"modA"	0.17
"crp"	"modB"	0.64
"crp"	"modC"	0.62
"crp"	"mokB"	0.66
"crp"	"mpl"	0.3
"crp"	"mtlA"	0.59
"crp"	"mtlD"	0.35
"crp"	"mtlR"	0.35
"crp"	"murP"	0.58
"crp"	"murQ"	0.74
"crp"	"nadC"	0.09
"crp"	"nagA"	0.55
"crp"	"nagB"	0.5
"crp"	"nagC"	0.51
"crp"	"nagE"	1.6
"crp"	"nanA"	0.78
"crp"	"nanC"	0.01
"crp"	"nanE"	1.11
"crp"	"nanK"	0.99
"crp"	"nanT"	0.92
"crp"	"narQ"	-0.61
"crp"	"nfuA"	0.34
"crp"	"nirC"	-0.15
"crp"	"nirD"	-0.08
"crp"	"nlpE"	-0.06
"crp"	"nrdA"	0.19
"crp"	"nrdB"	0.18
"crp"	"nupC"	0.72
"crp"	"nupG"	0.44
"crp"	"nusA"	-0.64
"crp"	"ompA"	0.32
"crp"	"ompR"	0.2
"crp"	"osmY"	-0.12
"crp"	"oxyR"	0.7
"crp"	"paaA"	0.26
"crp"	"paaB"	0.21
"crp"	"paaE"	0.12
"crp"	"paaF"	0.19
"crp"	"paaG"	0.22
"crp"	"paaH"	0.43
"crp"	"paaI"	0.3
"crp"	"paaJ"	0.09
"crp"	"paaK"	0.43
"crp"	"paaZ"	0.32
"crp"	"pck"	0.85
"crp"	"pgk"	0.09
"crp"	"pnp"	-0.52
"crp"	"ppdD"	0.66
"crp"	"ppiA"	0.22
"crp"	"preA"	0.74
"crp"	"preT"	0.71
"crp"	"priB"	0.92
"crp"	"proP"	-0.43
"crp"	"prpB"	0.2
"crp"	"prpC"	0.14
"crp"	"prpD"	0.26
"crp"	"prpE"	0.24
"crp"	"prpR"	0.03
"crp"	"psiE"	-0.61
"crp"	"psuG"	0.63
"crp"	"psuK"	0.68
"crp"	"ptsI"	0.3
"crp"	"puuB"	-0.02
"crp"	"puuC"	-0.43
"crp"	"puuD"	-0.52
"crp"	"puuE"	-0.22
"crp"	"puuR"	-0.14
"crp"	"raiA"	0.97
"crp"	"rbsA"	0.23
"crp"	"rbsB"	0.38
"crp"	"rbsC"	0.26
"crp"	"rbsD"	0.09
"crp"	"rbsK"	0.47
"crp"	"rbsR"	0.6
"crp"	"relA"	0.26
"crp"	"rhaA"	0.67
"crp"	"rhaB"	0.66
"crp"	"rhaD"	0.63
"crp"	"rhaR"	0.65
"crp"	"rhaS"	0.55
