"geneId"	"name"	"translationEfficiency"
"EG12429"	"tomB"	0.02
"EG11012"	"tonB"	1.09
"EG11013"	"topA"	1.08
"EG11014"	"topB"	0.39
"EG11814"	"torA"	"NA"
"EG11815"	"torC"	"NA"
"EG12195"	"torD"	"NA"
"G0-9621"	"torI"	"NA"
"EG12615"	"torR"	1.11
"G6514"	"torS"	"NA"
"G6515"	"torT"	"NA"
"G7023"	"torY"	"NA"
"G7022"	"torZ"	"NA"
"EG11015"	"tpiA"	2.31
"EG11016"	"tpr"	"NA"
"G6660"	"tpx"	3.55
"G6859"	"tqsA"	"NA"
"EG11017"	"treA"	"NA"
"EG12127"	"treB"	"NA"
"EG11402"	"treC"	"NA"
"EG12245"	"treF"	0.27
"EG12202"	"treR"	1.33
"EG11018"	"trg"	"NA"
"EG11019"	"trkA"	0.54
"EG11020"	"trkG"	0.49
"EG11021"	"trkH"	0.28
"EG11022"	"trmA"	1.02
"EG11023"	"trmD"	0.03
"EG10967"	"trmH"	0.33
"EG11779"	"trmI"	1.34
"G7327"	"trmJ"	1.42
"EG11888"	"trmL"	1.65
"EG11024"	"trpA"	1.95
"EG11025"	"trpB"	1.81
"EG11026"	"trpC"	0.66
"EG11027"	"trpD"	0.76
"EG11028"	"trpE"	1.39
"EG11274"	"trpL"	"NA"
"EG11029"	"trpR"	1.21
"EG11030"	"trpS"	1.88
"EG10454"	"truA"	0.52
"EG11177"	"truB"	0.43
"G7449"	"truC"	0.67
"G7422"	"truD"	0.5
"EG11031"	"trxA"	2.66
"EG11032"	"trxB"	1.53
"EG11887"	"trxC"	2.08
"EG11033"	"tsf"	2.35
"EG11262"	"tsgA"	0.82
"EG11034"	"tsr"	"NA"
"EG11035"	"tsx"	2.32
"G6675"	"ttcA"	2.87
"EG11168"	"ttdA"	"NA"
"EG11169"	"ttdB"	"NA"
"EG12694"	"ttdR"	"NA"
"EG12393"	"ttdT"	"NA"
"EG11036"	"tufA+tufB"	2.29
"EG11037"	"tufB"	2.29
"EG11038"	"tus"	1.79
"EG13139"	"tynA"	"NA"
"EG11837"	"typA"	1.38
"EG11039"	"tyrA"	0.83
"EG11040"	"tyrB"	1.8
"EG11041"	"tyrP"	0.79
"EG11042"	"tyrR"	1.23
"EG11043"	"tyrS"	1.79
"EG11370"	"ubiA"	1.03
"EG11476"	"ubiB"	0.22
"EG11369"	"ubiC"	0.37
"EG11396"	"ubiD"	0.51
"EG11473"	"ubiE"	1.24
"G6365"	"ubiF"	1.3
"EG11143"	"ubiG"	2.29
"EG11324"	"ubiH"	0.24
"EG11044"	"ubiX"	0.56
"EG12133"	"ucpA"	0.98
"EG11701"	"udk"	1.6
"EG11045"	"udp"	2.48
"G7091"	"ugd"	0.18
"EG11046"	"ugpA"	"NA"
"EG11047"	"ugpB"	"NA"
"EG11048"	"ugpC"	0.44
"EG11049"	"ugpE"	"NA"
"EG11050"	"ugpQ"	1.45
"EG11051"	"uhpA"	0.26
"EG11052"	"uhpB"	0.15
"EG11053"	"uhpC"	0.25
"EG11054"	"uhpT"	"NA"
"EG11055"	"uidA"	"NA"
"EG11658"	"uidB"	"NA"
"G6866"	"uidC"	"NA"
"G6867"	"uidR"	0.94
"G7856"	"ulaA"	"NA"
"EG12494"	"ulaB"	"NA"
"EG12495"	"ulaC"	"NA"
"G7858"	"ulaD"	"NA"
"G7859"	"ulaE"	"NA"
"G7860"	"ulaF"	"NA"
"G7855"	"ulaG"	"NA"
"G7854"	"ulaR"	1.28
"EG11056"	"umuC"	"NA"
"EG11057"	"umuD"	"NA"
"EG11058"	"ung"	1.81
"G0-10580"	"uof"	0.06
"EG11332"	"upp"	2.68
"EG12129"	"uraA"	1.33
"EG11059"	"usg"	1.42
"EG11060"	"ushA"	1.19
"EG11390"	"uspA"	2.98
"EG12231"	"uspB"	"NA"
"G7031"	"uspC"	"NA"
"EG11877"	"uspD"	1.36
"EG11246"	"uspE"	1.09
"G6699"	"uspF"	"NA"
"G6334"	"uspG"	1.48
"G6489"	"uup"	0.94
"EG11061"	"uvrA"	1.11
"EG11062"	"uvrB"	0.58
"EG11063"	"uvrC"	0.36
"EG11064"	"uvrD"	0.56
"EG11140"	"uvrY"	0.44
"EG12734"	"uxaA"	0.55
"EG11065"	"uxaB"	"NA"
"G81"	"uxaC"	1.74
"EG11066"	"uxuA"	2.41
"EG20248"	"uxuB"	1.66
"EG20249"	"uxuR"	0.83
"EG11067"	"valS"	1.74
"G6938"	"ves"	"NA"
"EG11730"	"viaA"	0.24
"EG11333"	"visC"	0.77
"EG11068"	"vsr"	"NA"
"EG10520"	"waaA"	0.49
"EG11423"	"waaU"	0.68
"EG11983"	"wbbI"	1.03
"EG11984"	"wbbJ"	0.46
"EG11985"	"wbbK"	0.47
"G7104"	"wcaA"	"NA"
"G7103"	"wcaB"	"NA"
"G7102"	"wcaC"	"NA"
"G7101"	"wcaD"	"NA"
"G7100"	"wcaE"	"NA"
"G7099"	"wcaF"	"NA"
"EG11790"	"wcaI"	"NA"
"G7098"	"wcaJ"	"NA"
"G7096"	"wcaK"	"NA"
"G7095"	"wcaL"	"NA"
"G7094"	"wcaM"	"NA"
"EG12274"	"wecH"	"NA"
"EG11540"	"wrbA"	"NA"
"G7107"	"wza"	"NA"
"G7106"	"wzb"	"NA"
"G7105"	"wzc"	"NA"
"G7097"	"wzxC"	"NA"
"EG11486"	"wzxE"	0.14
"EG11457"	"wzyE"	0.27
"EG11295"	"wzzE"	0.4
"EG11194"	"xanP"	0.7
"G7501"	"xanQ"	"NA"
"G85"	"xapA"	"NA"
"EG13159"	"xapB"	"NA"
"EG11146"	"xapR"	"NA"
"G7485"	"xdhA"	"NA"
"G7486"	"xdhB"	"NA"
"G7487"	"xdhC"	"NA"
"G7500"	"xdhD"	0.27
"EG11069"	"xerC"	0.37
"EG11071"	"xerD"	0.24
"G6585"	"xisE"	"NA"
"EG11072"	"xseA"	0.57
"EG11098"	"xseB"	1.1
"EG11073"	"xthA"	2.86
"EG11074"	"xylA"	0.19
"EG11075"	"xylB"	0.62
"EG11076"	"xylE"	"NA"
"EG20252"	"xylF"	"NA"
"EG12275"	"xylG"	"NA"
"EG12276"	"xylH"	"NA"
"EG20253"	"xylR"	1.28
"EG10011"	"yaaA"	2.07
"EG11512"	"yaaH"	1.32
"G8202"	"yaaI"	"NA"
"EG11555"	"yaaJ"	"NA"
"EG11566"	"yaaU"	"NA"
"G6082"	"yaaW"	"NA"
"G6081"	"yaaX"	0.28
"G6087"	"yaaY"	"NA"
"EG11571"	"yabI"	0.22
"EG11089"	"yacC"	0.92
"EG12313"	"yacF"	1.35
"EG12314"	"yacG"	1.95
"EG12315"	"yacH"	"NA"
"EG12605"	"yacL"	1.41
"EG11362"	"yadB"	0.31
"EG11678"	"yadC"	"NA"
"EG11748"	"yadD"	0.15
"EG11749"	"yadE"	0.49
"EG12320"	"yadG"	1.33
"EG12321"	"yadH"	0.96
"EG12322"	"yadI"	"NA"
"EG12325"	"yadK"	"NA"
"EG12326"	"yadL"	"NA"
"EG12327"	"yadM"	"NA"
"EG12328"	"yadN"	"NA"
"EG12333"	"yadS"	0.39
"EG11503"	"yaeB"	0.49
"EG12138"	"yaeF"	"NA"
"EG12336"	"yaeH"	1.79
"EG12337"	"yaeI"	"NA"
"EG12354"	"yaeJ"	0.19
"G372"	"yaeP"	0.73
"G6098"	"yaeQ"	1.06
"G6095"	"yaeR"	"NA"
"EG11649"	"yafC"	1.73
"EG11650"	"yafD"	0.62
"EG11651"	"yafE"	0.02
"G6107"	"yafJ"	0.53
"G6108"	"yafK"	1.63
"G6111"	"yafL"	"NA"
"G6116"	"yafN"	"NA"
"G6117"	"yafO"	"NA"
"G6118"	"yafP"	"NA"
"G6109"	"yafQ"	"NA"
"G6100"	"yafS"	0.34
"G6101"	"yafT"	"NA"
"G6103"	"yafV"	0.54
"G6121"	"yafW"	"NA"
"G6123"	"yafX"	"NA"
"G6126"	"yafY"	"NA"
"G6127"	"yafZ"	"NA"
"EG12338"	"yagA"	"NA"
"G6140"	"yagE"	"NA"
"G6141"	"yagF"	0.69
"G6142"	"yagG"	"NA"
"G6143"	"yagH"	"NA"
"G6144"	"yagI"	0.2
"G6148"	"yagK"	"NA"
"G6149"	"yagL"	"NA"
"G6150"	"yagM"	"NA"
"G6151"	"yagN"	4.39
"G6158"	"yagU"	2.34
"EG11236"	"yahA"	0.72
"G6181"	"yahB"	"NA"
"G6182"	"yahC"	"NA"
"G6183"	"yahD"	"NA"
"G6184"	"yahE"	"NA"
"G6185"	"yahF"	"NA"
"G6186"	"yahG"	"NA"
"G6188"	"yahI"	"NA"
"G6189"	"yahJ"	0.98
"G6190"	"yahK"	"NA"
"G6191"	"yahL"	"NA"
"G6192"	"yahM"	"NA"
"G6193"	"yahN"	"NA"
"G6194"	"yahO"	"NA"
"EG11093"	"yaiA"	"NA"
"EG12159"	"yaiE"	2.56
"G6230"	"yaiI"	1.05
"G6207"	"yaiL"	1.93
"G6210"	"yaiO"	"NA"
"G6215"	"yaiP"	"NA"
"G6216"	"yaiS"	"NA"
"G6226"	"yaiV"	"NA"
"G6227"	"yaiW"	1.05
"G6228"	"yaiY"	"NA"
"G6229"	"yaiZ"	"NA"
"EG11096"	"yajC"	2
"EG11097"	"yajD"	1.78
"EG12182"	"yajG"	2.84
"EG12874"	"yajI"	"NA"
"G198"	"yajL"	1.78
"G6236"	"yajO"	1.08
"G6240"	"yajQ"	2.6
"G6241"	"yajR"	0.37
"EG11099"	"ybaA"	"NA"
"EG11100"	"ybaB"	3.28
"EG13217"	"ybaE"	"NA"
"EG12454"	"ybaK"	2.84
"EG12623"	"ybaL"	0.54
"EG12830"	"ybaM"	"NA"
"EG12843"	"ybaN"	0.54
"G6247"	"ybaO"	0.7
"G6258"	"ybaP"	0.32
"G6259"	"ybaQ"	1.28
"G6261"	"ybaS"	"NA"
"G6262"	"ybaT"	"NA"
"G6243"	"ybaV"	"NA"
"G6250"	"ybaY"	2.47
"EG11657"	"ybbA"	"NA"
"EG11769"	"ybbC"	"NA"
"G6264"	"ybbJ"	"NA"
"G6266"	"ybbL"	1.49
"G6267"	"ybbM"	0.65
"G6268"	"ybbN"	2.63
"G6269"	"ybbO"	0.81
"G6270"	"ybbP"	0.38
"G6280"	"ybbW"	"NA"
"G6282"	"ybbY"	"NA"
"EG12384"	"ybcF"	"NA"
"EG12448"	"ybcH"	"NA"
"EG12708"	"ybcI"	"NA"
"EG12879"	"ybcJ"	1.62
"G6300"	"ybcK"	"NA"
"G6301"	"ybcL"	"NA"
"G6302"	"ybcM"	"NA"
"G6303"	"ybcN"	"NA"
"G6305"	"ybcO"	"NA"
"G6313"	"ybcV"	"NA"
"G6314"	"ybcW"	"NA"
"G0-10438"	"ybdD"	"NA"
"G6324"	"ybdF"	"NA"
"EG12692"	"ybdH"	0.58
"G6325"	"ybdJ"	"NA"
"G6326"	"ybdK"	"NA"
"G6329"	"ybdL"	1.15
"G6330"	"ybdM"	"NA"
"G6331"	"ybdN"	"NA"
"G6332"	"ybdO"	"NA"
"G6335"	"ybdR"	"NA"
"G0-10437"	"ybdZ"	"NA"
"EG11255"	"ybeB"	1.35
"EG11592"	"ybeD"	2.78
"EG11594"	"ybeF"	"NA"
"EG12851"	"ybeL"	"NA"
"G6351"	"ybeQ"	"NA"
"G6352"	"ybeR"	"NA"
"G6354"	"ybeT"	"NA"
"G6355"	"ybeU"	"NA"
"G6361"	"ybeX"	0.63
"G6362"	"ybeY"	0.9
"G6363"	"ybeZ"	1.35
"EG11521"	"ybfA"	2.05
"EG11522"	"ybfB"	"NA"
"EG11523"	"ybfC"	"NA"
"EG11775"	"ybfE"	1.19
"EG11776"	"ybfF"	1.83
"G0-10586"	"ybfK"	"NA"
"G6374"	"ybfP"	"NA"
"EG11108"	"ybgA"	"NA"
"EG11110"	"ybgC"	0.33
"EG12359"	"ybgD"	"NA"
"EG12395"	"ybgE"	0.33
"EG12854"	"ybgF"	0.61
"G6379"	"ybgI"	1.9
"G6380"	"ybgJ"	0.33
"G6381"	"ybgK"	0.45
"G6382"	"ybgL"	0.29
"G6385"	"ybgO"	"NA"
"G6386"	"ybgP"	"NA"
"G6387"	"ybgQ"	"NA"
"G6394"	"ybgS"	"NA"
"G0-10441"	"ybgT"	2.11
"EG11239"	"ybhA"	2.56
"EG11238"	"ybhB"	0.5
"EG12875"	"ybhC"	1.57
"G6398"	"ybhD"	"NA"
"G6411"	"ybhF"	0.27
"G6412"	"ybhG"	0.55
"G6399"	"ybhH"	"NA"
"G6400"	"ybhI"	"NA"
"G6401"	"ybhJ"	"NA"
"G6402"	"ybhK"	0.47
"G6403"	"ybhL"	1.24
"G6404"	"ybhM"	"NA"
"G6405"	"ybhN"	"NA"
"G6407"	"ybhP"	"NA"
"G6408"	"ybhQ"	0.64
"G6409"	"ybhR"	"NA"
"G6410"	"ybhS"	0.32
"G6396"	"ybhT"	1.03
"EG11579"	"ybiA"	"NA"
"EG11580"	"ybiB"	1.87
"EG11581"	"ybiC"	2.35
"EG12406"	"ybiH"	0.29
"EG12421"	"ybiI"	"NA"
"EG12422"	"ybiJ"	"NA"
"G6417"	"ybiO"	"NA"
"G6418"	"ybiP"	0.75
"G6421"	"ybiR"	0.28
"G6422"	"ybiS"	1.71
"G6423"	"ybiT"	1.78
"G6424"	"ybiU"	1.72
"G6425"	"ybiV"	1.54
"G6426"	"ybiW"	"NA"
"G6413"	"ybiX"	"NA"
"G6427"	"ybiY"	"NA"
"EG12842"	"ybjC"	0.05
"G6459"	"ybjD"	0.86
"G6458"	"ybjE"	0.97
"G6439"	"ybjG"	0.77
"G6441"	"ybjH"	"NA"
"G6442"	"ybjI"	1.26
"G6443"	"ybjJ"	0.66
"G6445"	"ybjL"	0.79
"G6446"	"ybjM"	"NA"
"G6447"	"ybjN"	0.99
"G6448"	"ybjO"	0.17
"G6450"	"ybjP"	2.73
"G6451"	"ybjQ"	1.77
"G6453"	"ybjS"	0.78
"G6454"	"ybjT"	0.23
"G6460"	"ybjX"	2.01
"EG11241"	"ycaC"	"NA"
"EG11242"	"ycaD"	0.43
"EG12375"	"ycaI"	"NA"
"EG12702"	"ycaK"	"NA"
"G6470"	"ycaL"	"NA"
"G6466"	"ycaM"	"NA"
"G6467"	"ycaN"	"NA"
"G6468"	"ycaO"	2.07
"G6469"	"ycaP"	"NA"
"G6471"	"ycaQ"	0.04
"G6472"	"ycaR"	2.67
"EG11253"	"ycbB"	0.38
"EG12166"	"ycbC"	"NA"
"EG12397"	"ycbF"	"NA"
"G6473"	"ycbJ"	"NA"
"G6474"	"ycbK"	1.29
"G6475"	"ycbL"	0.96
"G6484"	"ycbU"	"NA"
"G6485"	"ycbV"	"NA"
"G6486"	"ycbW"	0.29
"G6487"	"ycbX"	1.76
"G6493"	"ycbZ"	0.66
"EG11113"	"yccA"	1.42
"G0-10588"	"yccB"	"NA"
"EG12196"	"yccE"	"NA"
"G6496"	"yccF"	0.9
"EG12703"	"yccJ"	"NA"
"EG12876"	"yccK"	1.44
"G6513"	"yccM"	"NA"
"G6495"	"yccS"	0.4
"G6498"	"yccT"	"NA"
"G6499"	"yccU"	3.69
"G6502"	"yccX"	"NA"
"G6532"	"ycdT"	"NA"
"G6536"	"ycdU"	"NA"
"G6540"	"ycdX"	1.04
"G6541"	"ycdY"	2.25
"G6542"	"ycdZ"	0.26
"EG11116"	"yceA"	1.79
"EG11117"	"yceB"	1.51
"EG11119"	"yceD"	0.12
"EG11438"	"yceF"	2.11
"EG11494"	"yceG"	0.55
"EG11537"	"yceH"	1.28
"EG11820"	"yceI"	"NA"
"G6554"	"yceJ"	"NA"
"EG12689"	"yceK"	"NA"
"G6560"	"yceM"	0.34
"G6555"	"yceO"	"NA"
"G6563"	"yceQ"	"NA"
"EG11430"	"ycfD"	1.65
"EG12303"	"ycfH"	1.66
"EG12444"	"ycfJ"	0.11
"G6564"	"ycfL"	0.09
"G6565"	"ycfM"	1.18
"G6568"	"ycfP"	1.92
"G6569"	"ycfQ"	0.71
"G6571"	"ycfS"	1.67
"G6572"	"ycfT"	"NA"
"G6578"	"ycfZ"	"NA"
"EG11516"	"ycgB"	"NA"
"G6602"	"ycgE"	0.76
"G6608"	"ycgG"	"NA"
"G6614"	"ycgJ"	1.56
"G6616"	"ycgL"	1.97
"G6617"	"ycgM"	0.47
"G6618"	"ycgN"	1.39
"G6623"	"ycgR"	"NA"
"G6629"	"ycgV"	0.04
"G6601"	"ycgX"	"NA"
"G6625"	"ycgY"	"NA"
"G6604"	"ycgZ"	"NA"
"EG11251"	"ychA"	0.3
"EG11342"	"ychE"	0.57
"EG11404"	"ychF"	2.74
"EG11533"	"ychH"	"NA"
"EG12119"	"ychJ"	0.63
"EG12392"	"ychM"	0.71
"EG12404"	"ychN"	2.65
"EG12405"	"ychO"	0.3
"G6630"	"ychQ"	0.07
"EG11121"	"yciA"	1.46
"EG11122"	"yciB"	1.17
"EG11123"	"yciC"	1.08
"EG11125"	"yciE"	"NA"
"EG11126"	"yciF"	"NA"
"EG11127"	"yciG"	"NA"
"EG11128"	"yciH"	1.03
"EG11607"	"yciI"	2.41
"EG11759"	"yciK"	1.51
"EG12691"	"yciM"	0.27
"EG12868"	"yciN"	2.14
"G6635"	"yciO"	1.93
"G6636"	"yciQ"	0.04
"G6637"	"yciS"	0.61
"G6638"	"yciT"	1.92
"G6633"	"yciU"	1.5
"G6634"	"yciV"	0.22
"G6640"	"yciW"	0.09
"G0-10513"	"yciX"	0.63
"G0-8891"	"yciY"	1.04
"G0-10591"	"yciZ"	"NA"
"G6641"	"ycjD"	"NA"
"EG12870"	"ycjF"	0.94
"G6661"	"ycjG"	0.72
"G6647"	"ycjM"	"NA"
"G6648"	"ycjN"	"NA"
"G6649"	"ycjO"	"NA"
"G6650"	"ycjP"	"NA"
"G6651"	"ycjQ"	"NA"
"G6652"	"ycjR"	"NA"
"G6653"	"ycjS"	"NA"
"G6654"	"ycjT"	"NA"
"G6655"	"ycjU"	"NA"
"G6658"	"ycjW"	"NA"
"G6659"	"ycjX"	0.82
"G6663"	"ycjY"	"NA"
"G6664"	"ycjZ"	0.69
"G0-9081"	"ydaE"	"NA"
"G0-10448"	"ydaF"	"NA"
"G6679"	"ydaG"	"NA"
"G6672"	"ydaL"	0.76
"G6673"	"ydaM"	"NA"
"G6674"	"ydaN"	0.81
"G6677"	"ydaQ"	"NA"
"G6681"	"ydaS"	"NA"
"G6682"	"ydaT"	"NA"
"G6683"	"ydaU"	"NA"
"G6684"	"ydaV"	"NA"
"EG11309"	"ydbC"	"NA"
"EG11310"	"ydbD"	"NA"
"G6703"	"ydbH"	0.43
"G0-10450"	"ydbJ"	2.2
"G6701"	"ydbK"	1.23
"G6705"	"ydbL"	"NA"
"EG11219"	"ydcA"	"NA"
"EG11526"	"ydcC"	"NA"
"EG11760"	"ydcD"	"NA"
"EG12110"	"ydcF"	1.22
"EG12865"	"ydcH"	"NA"
"G6737"	"ydcI"	1.19
"G6738"	"ydcJ"	"NA"
"G6741"	"ydcK"	"NA"
"G6742"	"ydcL"	1.37
"G6745"	"ydcN"	"NA"
"G6744"	"ydcO"	"NA"
"G6746"	"ydcP"	0.88
"G6750"	"ydcR"	0.93
"G6751"	"ydcS"	"NA"
"G6752"	"ydcT"	"NA"
"G6753"	"ydcU"	"NA"
"G6754"	"ydcV"	"NA"
"G6756"	"ydcX"	"NA"
"G6757"	"ydcY"	2.6
"G6758"	"ydcZ"	"NA"
"EG11742"	"yddA"	"NA"
"EG11743"	"yddB"	"NA"
"EG11825"	"yddE"	1.25
"EG12713"	"yddG"	0.93
"G6769"	"yddH"	"NA"
"G6771"	"yddJ"	"NA"
"G6774"	"yddM"	"NA"
"G6785"	"yddW"	1
"EG11636"	"ydeA"	0.84
"EG11640"	"ydeE"	"NA"
"EG11643"	"ydeH"	"NA"
"EG11644"	"ydeI"	"NA"
"EG11645"	"ydeJ"	"NA"
"G6787"	"ydeM"	"NA"
"G6788"	"ydeN"	"NA"
"G6789"	"ydeO"	"NA"
"G6791"	"ydeP"	"NA"
"G6792"	"ydeQ"	"NA"
"G6793"	"ydeR"	"NA"
"G6794"	"ydeS"	"NA"
"EG11300"	"ydfA"	"NA"
"EG11301"	"ydfB"	"NA"
"EG11303"	"ydfD"	"NA"
"EG12345"	"ydfG"	2.54
"G6814"	"ydfH"	1.04
"G6816"	"ydfI"	"NA"
"G6822"	"ydfO"	"NA"
"G6828"	"ydfR"	"NA"
"G6831"	"ydfU"	"NA"
"G6832"	"ydfV"	"NA"
"G6815"	"ydfZ"	"NA"
"G6865"	"ydgA"	1.57
"G6863"	"ydgC"	"NA"
"G6856"	"ydgD"	0.46
"G6860"	"ydgH"	2.52
"G6861"	"ydgI"	0.42
"G6868"	"ydgJ"	0.87
"G6870"	"ydgK"	0.4
"G0-10593"	"ydgU"	"NA"
"EG12140"	"ydhB"	0.82
"EG12141"	"ydhC"	1
"G6887"	"ydhF"	2.27
"G6883"	"ydhI"	"NA"
"G6884"	"ydhJ"	0.77
"G6885"	"ydhK"	0.26
"G6888"	"ydhL"	"NA"
"G6892"	"ydhO"	1.12
"G6893"	"ydhP"	0.99
"G6894"	"ydhQ"	1.63
"G6895"	"ydhR"	2.19
"G6896"	"ydhS"	"NA"
"G6897"	"ydhT"	"NA"
"G6898"	"ydhU"	"NA"
"G6901"	"ydhV"	"NA"
"G6900"	"ydhW"	"NA"
"G6899"	"ydhX"	"NA"
"G6902"	"ydhY"	"NA"
"G6903"	"ydhZ"	1.86
"EG11234"	"ydiB"	"NA"
"EG12391"	"ydiE"	"NA"
"EG12432"	"ydiF"	"NA"
"G6911"	"ydiH"	"NA"
"G6912"	"ydiI"	1.14
"G6913"	"ydiJ"	1.35
"G6914"	"ydiK"	1.07
"G6915"	"ydiL"	"NA"
"G6916"	"ydiM"	"NA"
"G6917"	"ydiN"	"NA"
"G6918"	"ydiO"	"NA"
"G6919"	"ydiP"	"NA"
"G6920"	"ydiQ"	"NA"
"G6921"	"ydiR"	"NA"
"G6922"	"ydiS"	"NA"
"G6923"	"ydiT"	"NA"
"G6924"	"ydiU"	0.43
"G6925"	"ydiV"	0.14
"G6928"	"ydiY"	1.68
"G6929"	"ydiZ"	"NA"
"EG11134"	"ydjA"	2.27
"EG12369"	"ydjE"	"NA"
"G6957"	"ydjF"	1.2
"G6958"	"ydjG"	"NA"
"G6959"	"ydjH"	"NA"
"G6960"	"ydjI"	"NA"
"G6961"	"ydjJ"	"NA"
"G6962"	"ydjK"	"NA"
"G6963"	"ydjL"	"NA"
"G6933"	"ydjM"	"NA"
"G6934"	"ydjN"	0.88
"G6935"	"ydjO"	"NA"
"G6945"	"ydjX"	"NA"
"G6946"	"ydjY"	"NA"
"G6947"	"ydjZ"	"NA"
"G6964"	"yeaC"	1.76
"G6966"	"yeaD"	2.53
"G6967"	"yeaE"	0.9
"G6969"	"yeaG"	"NA"
"G6970"	"yeaH"	"NA"
"G6971"	"yeaI"	"NA"
"G6972"	"yeaJ"	0.33
"G6973"	"yeaK"	1.81
"G6975"	"yeaL"	"NA"
"G6976"	"yeaM"	"NA"
"G6977"	"yeaN"	"NA"
"G6978"	"yeaO"	"NA"
"G6980"	"yeaP"	0.6
"G6981"	"yeaQ"	1.84
"G6983"	"yeaR"	"NA"
"G6987"	"yeaV"	"NA"
"G6988"	"yeaW"	"NA"
"G6989"	"yeaX"	"NA"
"G6990"	"yeaY"	0.53
"G6991"	"yeaZ"	1.25
"EG10013"	"yebA"	0.7
"EG11136"	"yebB"	"NA"
"EG11137"	"yebC"	2.29
"EG11806"	"yebE"	"NA"
"EG11807"	"yebF"	0.29
"EG11808"	"yebG"	2.81
"EG12860"	"yebK"	0.85
"G6999"	"yebN"	0.6
"G7001"	"yebO"	0.79
"G7004"	"yebQ"	"NA"
"G7005"	"yebR"	1
"G7006"	"yebS"	0.26
"G7007"	"yebT"	0.63
"G7009"	"yebV"	"NA"
"G7010"	"yebW"	"NA"
"G7012"	"yebY"	1.98
"G7013"	"yebZ"	0.21
"EG11139"	"yecA"	1.17
"EG12347"	"yecC"	0.94
"EG12378"	"yecD"	1.2
"EG12379"	"yecE"	0.41
"EG12861"	"yecF"	3.26
"G7036"	"yecH"	"NA"
"G0-10455"	"yecJ"	3.44
"G7025"	"yecM"	1.11
"G7019"	"yecN"	0.14
"G7035"	"yecR"	"NA"
"G7037"	"yecS"	0.83
"G7026"	"yecT"	"NA"
"EG11141"	"yedA"	"NA"
"EG11659"	"yedD"	2.5
"EG11660"	"yedE"	1.38
"EG11661"	"yedF"	1.65
"EG12709"	"yedI"	0.89
"EG12710"	"yedJ"	0.23
"EG11662"	"yedK"	"NA"
"G7040"	"yedL"	"NA"
"G7048"	"yedP"	"NA"
"G7049"	"yedQ"	0.38
"G7051"	"yedR"	1.14
"G7056"	"yedV"	0.54
"G7057"	"yedW"	0.59
"G7059"	"yedY"	"NA"
"G7060"	"yedZ"	"NA"
"EG11891"	"yeeA"	0.44
"EG11894"	"yeeD"	"NA"
"EG11895"	"yeeE"	"NA"
"EG11896"	"yeeF"	1.08
"G7064"	"yeeJ"	0.11
"G7068"	"yeeN"	2.1
"G7070"	"yeeO"	"NA"
"G7081"	"yeeR"	"NA"
"G7082"	"yeeS"	"NA"
"G7083"	"yeeT"	"NA"
"G7087"	"yeeX"	3.45
"G7088"	"yeeY"	0.03
"G7089"	"yeeZ"	1.31
"EG12844"	"yefM"	"NA"
"EG12200"	"yegD"	0.77
"EG12396"	"yegE"	0.23
"G7108"	"yegH"	0.88
"G7109"	"yegI"	"NA"
"G7110"	"yegJ"	"NA"
"G7111"	"yegK"	"NA"
"G7112"	"yegL"	"NA"
"G7117"	"yegP"	"NA"
"G7118"	"yegQ"	1.77
"G7122"	"yegR"	"NA"
"G7123"	"yegS"	"NA"
"G7130"	"yegT"	"NA"
"G7131"	"yegU"	1.28
"G7132"	"yegV"	"NA"
"G7133"	"yegW"	0.79
"G7134"	"yegX"	"NA"
"EG11987"	"yehA"	"NA"
"EG11988"	"yehB"	"NA"
"EG11989"	"yehC"	"NA"
"EG11990"	"yehD"	"NA"
"EG11991"	"yehE"	"NA"
"EG11995"	"yehI"	"NA"
"G0-10458"	"yehK"	"NA"
"EG11998"	"yehL"	"NA"
"EG11999"	"yehM"	"NA"
"EG12002"	"yehP"	"NA"
"EG12004"	"yehR"	"NA"
"EG12005"	"yehS"	1.47
"EG12006"	"yehT"	0.73
"EG12007"	"yehU"	0.32
"EG12009"	"yehW"	"NA"
"EG12010"	"yehX"	"NA"
"EG12011"	"yehY"	"NA"
"EG11290"	"yeiB"	0.09
"EG12105"	"yeiE"	0.67
"EG12026"	"yeiG"	1.95
"EG12027"	"yeiH"	0.72
"EG12028"	"yeiI"	0.15
"EG12031"	"yeiL"	"NA"
"EG12035"	"yeiP"	3.35
"EG12036"	"yeiQ"	1.14
"EG12104"	"yeiR"	1.27
"G7144"	"yeiS"	"NA"
"G0-10511"	"yeiW"	"NA"
"EG12037"	"yejA"	0.59
"EG12038"	"yejB"	"NA"
"EG12040"	"yejE"	0.32
"EG12041"	"yejF"	0.28
"EG12042"	"yejG"	1.26
"EG12045"	"yejH"	1.01
"EG12048"	"yejK"	1.72
"EG12043"	"yejL"	2.43
"EG12049"	"yejM"	0.2
"EG11142"	"yfaA"	"NA"
"EG12323"	"yfaD"	"NA"
"EG12360"	"yfaE"	0.29
"EG12850"	"yfaL"	0.07
"G7152"	"yfaP"	"NA"
"G7153"	"yfaQ"	"NA"
"G7156"	"yfaT"	"NA"
"G7162"	"yfaY"	1.46
"G7163"	"yfaZ"	2.29
"G7177"	"yfbK"	"NA"
"G7178"	"yfbL"	"NA"
"G7179"	"yfbM"	"NA"
