Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators
TU0-41792	gadC	1566928	1568551	-	"[""G6786""]"	PM0-44959	"[""TERM102""]"
TU0-41793	gadC	1566928	1568601	-	"[""G6786""]"	PM0-44960	"[""TERM102""]"
TU0-41794	yddB	1573269	1575690	-	"[""EG11743""]"	PM0-44961	"[""TERM_WC-2836""]"
TU0-41795	ydeN	1578864	1580579	-	"[""G6788""]"	PM0-44963	"[""TERM_WC-2859""]"
TU0-41796	ydeR	1585815	1586322	-	"[""G6793""]"	PM0-44964	"[""TERM_WC-2863""]"
TU0-41797	yneE	1606130	1607164	-	"[""G6807""]"	PM0-44966	"[""TERM_WC-3836""]"
TU0-41798	yneJ	1612812	1613711	+	"[""G6812""]"	PM0-44970	"[""TERM_WC-3840""]"
TU0-41799	yneK	1613574	1614904	+	"[""G6813""]"	PM0-44972	"[""TERM_WC-3842""]"
TU0-41800	ydeE	1619288	1620545	+	"[""EG11640""]"	PM0-44974	"[""TERM_WC-2849""]"
TU0-41801	ydeI	1622127	1622583	-	"[""EG11644""]"	PM0-44976	"[""TERM_WC-2852""]"
TU0-41802	ydeI	1622127	1622567	-	"[""EG11644""]"	PM0-44977	"[""TERM_WC-2854""]"
TU0-41803	ydfK	1631009	1631331	+	"[""G6818""]"	PM0-44979	"[""TERM_WC-2872""]"
TU0-41804	tfaQ	1632332	1632980	-	"[""G6820""]"	PM0-44981	"[""TERM_WC-2166""]"
TU0-41805	ynfN	1635976	1636323	-	"[""G6824""]"	PM0-44984	"[""TERM_WC-3859""]"
TU0-41806	cspF	1639714	1640093	+	"[""EG12205""]"	PM0-44986	"[""TERM_WC-356""]"
TU0-41807	cspF	1639870	1640093	+	"[""EG12205""]"	PM0-44987	"[""TERM_WC-358""]"
TU0-41808	rem	1642673	1642999	-	"[""EG11129""]"	PM0-44989	"[""TERM_WC-1810""]"
TU0-41809	ydfAB-rzpQ	1646460	1647067	+	"[""EG11301"", ""EG11302"", ""EG11300""]"	PM0-44991	"[""TERM_WC-2867""]"
TU0-4181	rfaDFCL	3791962	3796232	+	"[""EG11424"", ""EG11189"", ""EG12210"", ""EG10838""]"	PM0-4421	"[""TERM_WC-1816""]"
TU0-41810	ynfA	1653369	1653714	-	"[""G6840""]"	PM0-44993	"[""TERM_WC-3847""]"
TU0-41811	ynfA	1653369	1653703	-	"[""G6840""]"	PM0-44994	"[""TERM_WC-3845""]"
TU0-41812	ynfK	1664546	1665359	-	"[""G6851""]"	PM0-44998	"[""TERM_WC-3853""]"
TU0-41813	ynfM	1667654	1668978	+	"[""G6854""]"	PM0-45000	"[""TERM_WC-3856""]"
TU0-41814	ynfM	1667657	1668978	+	"[""G6854""]"	PM0-45001	"[""TERM_WC-3855""]"
TU0-41815	ydgD	1669981	1670807	+	"[""G6856""]"	PM0-45003	"[""TERM_WC-2879""]"
TU0-41816	pntB	1672994	1674572	-	"[""EG10745""]"	PM0-45004	"[""TERM_WC-1640""]"
TU0-41817	uidC	1689608	1691012	-	"[""G6866""]"	PM0-45008	"[""TERM_WC-2289""]"
TU0-41818	uidC	1689608	1691030	-	"[""G6866""]"	PM0-45009	"[""TERM_WC-2288""]"
TU0-41819	cnu	1702888	1703190	+	"[""G6869""]"	PM0-45013	"[""TERM_WC-313""]"
TU0-4182	rfaDFCL	3791919	3796232	+	"[""EG11424"", ""EG11189"", ""EG12210"", ""EG10838""]"	PM0-4422	"[""TERM_WC-1817""]"
TU0-41820	cnu	1702785	1703190	+	"[""G6869""]"	PM0-45014	"[""TERM_WC-314""]"
TU0-41821	cnu	1702836	1703190	+	"[""G6869""]"	PM0-45015	"[""TERM_WC-315""]"
TU0-41822	slyA	1718412	1718873	-	"[""G6882""]"	PM0-45018	"[""TERM_WC-2066""]"
TU0-41823	slyA	1718412	1718889	-	"[""G6882""]"	PM0-45019	"[""TERM_WC-2068""]"
TU0-41824	ydhF	1722758	1723679	-	"[""G6887""]"	PM0-45021	"[""TERM_WC-2890""]"
TU0-41825	ydhC	1737873	1739148	+	"[""EG12141""]"	PM0-45025	"[""TERM_WC-2887""]"
TU0-41826	ydhC	1737902	1739148	+	"[""EG12141""]"	PM0-45026	"[""TERM_WC-2886""]"
TU0-41827	mdtK	1741293	1742856	+	"[""EG12400""]"	PM0-45029	"[""TERM_WC-1250""]"
TU0-41828	ydhS	1745137	1746761	+	"[""G6896""]"	PM0-45031	"[""TERM_WC-2900""]"
TU0-41829	ydhS	1745106	1746761	+	"[""G6896""]"	PM0-45032	"[""TERM_WC-2898""]"
TU0-4183	rfaDFCL	3791993	3796232	+	"[""EG11424"", ""EG11189"", ""EG12210"", ""EG10838""]"	PM0-4423	"[""TERM_WC-1814""]"
TU0-41830	ydhT	1746769	1747593	-	"[""G6897""]"	PM0-45033	"[""TERM_WC-2901""]"
TU0-41831	ydhZ	1752954	1753233	-	"[""G6903""]"	PM0-45035	"[""TERM_WC-2905""]"
TU0-41832	ynhG	1755743	1756968	-	"[""G6904""]"	PM0-45037	"[""TERM_WC-3862""]"
TU0-41833	sufE	1756896	1757505	-	"[""G6905""]"	PM0-45038	"[""TERM_WC-2126""]"
TU0-41834	rydB	1762735	1762948	-	"[""G0-8876""]"	PM0-45040	"[""TERM_WC-1988""]"
TU0-41835	ydiH	1762956	1763315	-	"[""G6911""]"	PM0-45041	"[""TERM_WC-2909""]"
TU0-41836	ydiH	1762956	1763171	-	"[""G6911""]"	PM0-45042	"[""TERM_WC-2910""]"
TU0-41837	ydiM	1768950	1770311	+	"[""G6916""]"	PM0-45044	"[""TERM_WC-2914""]"
TU0-41838	ppsR	1785407	1786304	+	"[""EG11132""]"	PM0-45047	"[""TERM_WC-1672""]"
TU0-41839	ppsR	1785375	1786304	+	"[""EG11132""]"	PM0-45048	"[""TERM_WC-1671""]"
TU0-4184	lpxD	200960	201998	+	"[""EG10316""]"	PM0-4424	"[""TERM_WC-1179""]"
TU0-41840	nlpC	1790289	1790784	-	"[""EG11133""]"	PM0-45051	"[""TERM_WC-1466""]"
TU0-41841	ydiY	1803347	1804274	-	"[""G6928""]"	PM0-45054	"[""TERM_WC-2923""]"
TU0-41842	ydiY	1803347	1804194	-	"[""G6928""]"	PM0-45055	"[""TERM_WC-2922""]"
TU0-41843	yniA	1805799	1806682	+	"[""G6930""]"	PM0-45057	"[""TERM_WC-3865""]"
TU0-41844	yniA	1805603	1806682	+	"[""G6930""]"	PM0-45058	"[""TERM_WC-3864""]"
TU0-41845	ydjO	1810351	1811212	-	"[""G6935""]"	PM0-45060	"[""TERM_WC-2932""]"
TU0-41846	ydjO	1810351	1811177	-	"[""G6935""]"	PM0-45061	"[""TERM_WC-2934""]"
TU0-41847	ydjO	1810351	1811279	-	"[""G6935""]"	PM0-45062	"[""TERM_WC-2933""]"
TU0-41848	chbG	1814408	1815266	-	"[""EG12198""]"	PM0-45063	"[""TERM_WC-286""]"
TU0-41849	chbG	1814408	1815336	-	"[""EG12198""]"	PM0-45064	"[""TERM_WC-287""]"
TU0-41850	astE	1823977	1825093	-	"[""G6940""]"	PM0-45065	"[""TERM_WC-177""]"
TU0-41851	ydjXYZ-ynjABCD	1831241	1837426	+	"[""G6946"", ""G6947"", ""G6948"", ""G6949"", ""G6950"", ""G6951"", ""G6945""]"	PM0-45067	"[""TERM_WC-2937""]"
TU0-41852	ynjF	1838805	1839635	-	"[""G6953""]"	PM0-45068	"[""TERM_WC-3871""]"
TU0-41853	ynjI	1841853	1842926	-	"[""G6956""]"	PM0-45071	"[""TERM_WC-3877""]"
TU0-41854	ynjI	1841853	1842910	-	"[""G6956""]"	PM0-45072	"[""TERM_WC-3876""]"
TU0-41855	ydjE	1850643	1852065	-	"[""EG12369""]"	PM0-45075	"[""TERM_WC-2926""]"
TU0-41856	ydjF	1852118	1852910	-	"[""G6957""]"	PM0-45077	"[""TERM_WC-2927""]"
TU0-41857	msrB	1860038	1860490	-	"[""EG12394""]"	PM0-45079	"[""TERM_WC-1385""]"
TU0-41858	yeaI	1868267	1869886	+	"[""G6971""]"	PM0-45081	"[""TERM_WC-2944""]"
TU0-41859	yeaM	1872777	1873622	-	"[""G6976""]"	PM0-45084	"[""TERM_WC-2948""]"
TU0-41860	yeaN	1873672	1874880	+	"[""G6977""]"	PM0-45086	"[""TERM_WC-2950""]"
TU0-41861	yeaO	1874801	1875282	+	"[""G6978""]"	PM0-45088	"[""TERM_WC-2952""]"
TU0-41862	yeaP	1875690	1876766	+	"[""G6980""]"	PM0-45090	"[""TERM_WC-2955""]"
TU0-41863	yeaQ	1877029	1877384	-	"[""G6981""]"	PM0-45092	"[""TERM_WC-2957""]"
TU0-41864	yoaB	1891383	1891737	+	"[""G6993""]"	PM0-45097	"[""TERM_WC-3879""]"
TU0-41865	yoaC	1892124	1892458	+	"[""G6994""]"	PM0-45099	"[""TERM_WC-3883""]"
TU0-41866	yoaC	1892136	1892458	+	"[""G6994""]"	PM0-45100	"[""TERM_WC-3882""]"
TU0-41867	pabB-nudL	1892652	1894774	+	"[""EG12693"", ""EG10683""]"	PM0-45103	"[""TERM_WC-1535""]"
TU0-41868	cspC	1905248	1905533	-	"[""EG12204""]"	PM0-45105	"[""TERM_WC-352""]"
TU0-41869	kdgR	1907330	1908149	-	"[""G7003""]"	PM0-45108	"[""TERM_WC-1101""]"
TU0-4187	fadD-sroD	1886041	1887831	-	"[""G0-9384"", ""EG11530""]"	PM0-4428	"[""TERM0-1130""]"
TU0-41870	kdgR	1907330	1908164	-	"[""G7003""]"	PM0-45109	"[""TERM_WC-1100""]"
TU0-41871	yebQ	1908183	1909675	+	"[""G7004""]"	PM0-45111	"[""TERM_WC-2972""]"
TU0-41872	prc	1910790	1913051	-	"[""EG10760""]"	PM0-45112	"[""TERM_WC-1678""]"
TU0-41873	yebST	1914205	1918169	+	"[""G7007"", ""G7006""]"	PM0-45114	"[""TERM_WC-2975""]"
TU0-41874	yebV	1919739	1920042	+	"[""G7009""]"	PM0-45116	"[""TERM_WC-2979""]"
TU0-41875	yebV	1919777	1920042	+	"[""G7009""]"	PM0-45117	"[""TERM_WC-2978""]"
TU0-41876	yebV	1919749	1920042	+	"[""G7009""]"	PM0-45118	"[""TERM_WC-2977""]"
TU0-41877	yebW	1920108	1920338	+	"[""G7010""]"	PM0-45120	"[""TERM_WC-2981""]"
TU0-41878	holE	1923044	1923364	+	"[""EG11505""]"	PM0-45122	"[""TERM_WC-937""]"
TU0-41879	holE	1923110	1923364	+	"[""EG11505""]"	PM0-45123	"[""TERM_WC-938""]"
TU0-41880	yobB-exoX	1923233	1924808	+	"[""G7016"", ""G7015""]"	PM0-45125	"[""TERM_WC-3890""]"
TU0-41881	purT	1928743	1930085	+	"[""EG11809""]"	PM0-45127	"[""TERM_WC-1732""]"
TU0-41882	yebA	1938335	1939857	-	"[""EG10013""]"	PM0-45131	"[""TERM_WC-2963""]"
TU0-41883	yebA	1938335	1939745	-	"[""EG10013""]"	PM0-45132	"[""TERM_WC-2962""]"
TU0-41884	ruvB	1942243	1943390	-	"[""RUVB""]"	PM0-45133	"[""TERM0921"", ""TERM0923""]"
TU0-41885	ruvB	1942243	1943476	-	"[""RUVB""]"	PM0-45134	"[""TERM0923"", ""TERM0921""]"
TU0-41886	ruvB	1942243	1943568	-	"[""RUVB""]"	PM0-45135	"[""TERM0921"", ""TERM0923""]"
TU0-41887	yecDE	1948784	1950239	+	"[""EG12379"", ""EG12378""]"	PM0-45137	"[""TERM_WC-2984""]"
TU0-41888	yecDE	1948660	1950239	+	"[""EG12379"", ""EG12378""]"	PM0-45138	"[""TERM_WC-2986""]"
TU0-41889	cutC	1956471	1957291	-	"[""G7024""]"	PM0-45139	"[""TERM49""]"
TU0-4189	yggN	3098924	3099820	-	"[""EG12705""]"	PM0-4430	"[""TERM_WC-3307""]"
TU0-41890	yecM	1957302	1957896	-	"[""G7025""]"	PM0-45141	"[""TERM_WC-2991""]"
TU0-41891	cheW	1970858	1971486	-	"[""EG10149""]"	PM0-45144	"[""TERM_WC-288""]"
TU0-41892	flhC	1975288	1975956	-	"[""EG10319""]"	PM0-45145	"[""TERM_WC-659""]"
TU0-41893	uspC	1977692	1978207	+	"[""G7031""]"	PM0-45147	"[""TERM_WC-2302""]"
TU0-41894	uspC	1977682	1978207	+	"[""G7031""]"	PM0-45148	"[""TERM_WC-2303""]"
TU0-41895	uspC	1977643	1978207	+	"[""G7031""]"	PM0-45149	"[""TERM_WC-2300""]"
TU0-41896	uspC	1977610	1978207	+	"[""G7031""]"	PM0-45150	"[""TERM_WC-2304""]"
TU0-41897	uspC	1977615	1978207	+	"[""G7031""]"	PM0-45151	"[""TERM_WC-2305""]"
TU0-41898	araH	1980576	1981584	-	"[""EG10059""]"	PM0-45152	"[""TERM_WC-124""]"
TU0-41899	yecH	1987273	1987676	-	"[""G7036""]"	PM0-45155	"[""TERM_WC-2989""]"
TU0-41900	cysT-leuZ	1989837	1990074	-	"[""G7991"", ""EG30054""]"	PM0-45156	"[""TERM_WC-409""]"
TU0-41901	sdiA	1994132	1994921	-	"[""EG10935""]"	PM0-45158	"[""TERM_WC-2016""]"
TU0-41902	sdiA	1994132	1994934	-	"[""EG10935""]"	PM0-45159	"[""TERM_WC-2014""]"
TU0-41903	yecC	1995084	1995847	-	"[""EG12347""]"	PM0-45160	"[""TERM_WC-2983""]"
TU0-41904	yodC	2026210	2026434	-	"[""G7050""]"	PM0-45165	"[""TERM_WC-3901""]"
TU0-41905	yedI	2026471	2027394	-	"[""EG12709""]"	PM0-45167	"[""TERM_WC-3000""]"
TU0-41906	yedJ	2030406	2031227	-	"[""EG12710""]"	PM0-45168	"[""TERM_WC-3002""]"
TU0-41907	yedJ	2030406	2031247	-	"[""EG12710""]"	PM0-45169	"[""TERM_WC-3001""]"
TU0-41908	yedV	2034816	2036226	-	"[""G7056""]"	PM0-45170	"[""TERM_WC-3012""]"
TU0-41909	yodB	2040285	2040924	+	"[""G7062""]"	PM0-45174	"[""TERM_WC-3897""]"
TU0-4191	yggN	3098924	3099766	-	"[""EG12705""]"	PM0-4432	"[""TERM_WC-3306""]"
TU0-41910	yodB	2040200	2040924	+	"[""G7062""]"	PM0-45175	"[""TERM_WC-3896""]"
TU0-41911	yodB	2040318	2040924	+	"[""G7062""]"	PM0-45176	"[""TERM_WC-3898""]"
TU0-41912	yeeN	2054778	2055600	+	"[""G7068""]"	PM0-45181	"[""TERM_WC-3020""]"
TU0-41913	yeeO	2056225	2057899	-	"[""G7070""]"	PM0-45183	"[""TERM_WC-3023""]"
TU0-41914	yeeO	2056225	2057746	-	"[""G7070""]"	PM0-45184	"[""TERM_WC-3022""]"
TU0-41915	cobT	2061410	2062625	-	"[""EG12151""]"	PM0-45186	"[""TERM_WC-320""]"
TU0-41916	insH-6	2064327	2065535	-	"[""G7074""]"	PM0-45188	"[""TERM_WC-1042""]"
TU0-41917	yeeZ	2086326	2087200	-	"[""G7089""]"	PM0-45193	"[""TERM_WC-3029""]"
TU0-41918	wzzB	2095343	2096437	-	"[""G7090""]"	PM0-45195	"[""TERM_WC-2350""]"
TU0-41919	wzzB	2095343	2096334	-	"[""G7090""]"	PM0-45196	"[""TERM_WC-2349""]"
TU0-4192	htrG	3199126	3199851	+	"[""EG12434""]"	PM0-4433	"[""TERM_WC-959""]"
TU0-41920	wzzB	2095343	2096499	-	"[""G7090""]"	PM0-45197	"[""TERM_WC-2347""]"
TU0-41921	insH-7	2099917	2101114	-	"[""G7092""]"	PM0-45200	"[""TERM_WC-1043""]"
TU0-41922	insH-7	2099917	2101073	-	"[""G7092""]"	PM0-45201	"[""TERM_WC-1045""]"
TU0-41923	wbbK	2101413	2102630	-	"[""EG11985""]"	PM0-45202	"[""TERM_WC-2338""]"
TU0-41924	wbbH	2104082	2105418	-	"[""EG11982""]"	PM0-45203	"[""TERM_WC-2334""]"
TU0-41925	wbbH	2104082	2105258	-	"[""EG11982""]"	PM0-45204	"[""TERM_WC-2333""]"
TU0-41926	wbbH	2104082	2105307	-	"[""EG11982""]"	PM0-45205	"[""TERM_WC-2335""]"
TU0-41927	wbbH	2104082	2105468	-	"[""EG11982""]"	PM0-45206	"[""TERM_WC-2336""]"
TU0-41928	rfbX	2106359	2107700	-	"[""EG11980""]"	PM0-45207	"[""TERM_WC-1828""]"
TU0-41929	rfbX	2106359	2107610	-	"[""EG11980""]"	PM0-45208	"[""TERM_WC-1827""]"
TU0-41930	rfbX	2106359	2107742	-	"[""EG11980""]"	PM0-45209	"[""TERM_WC-1830""]"
TU0-41931	rfbX	2106359	2107740	-	"[""EG11980""]"	PM0-45210	"[""TERM_WC-1829""]"
TU0-41932	wcaM	2112524	2113958	-	"[""G7094""]"	PM0-45211	"[""TERM_WC-2341""]"
TU0-41933	wzxC	2116702	2118361	-	"[""G7097""]"	PM0-45212	"[""TERM_WC-2346""]"
TU0-41934	yegI	2147061	2149023	-	"[""G7109""]"	PM0-45215	"[""TERM_WC-3037""]"
TU0-41935	yegI	2147061	2149100	-	"[""G7109""]"	PM0-45216	"[""TERM_WC-3036""]"
TU0-41936	yegJ	2149075	2149672	+	"[""G7110""]"	PM0-45218	"[""TERM_WC-3038""]"
TU0-41937	yegS	2166567	2167637	+	"[""G7123""]"	PM0-45222	"[""TERM_WC-3044""]"
TU0-41938	yegS	2166589	2167637	+	"[""G7123""]"	PM0-45223	"[""TERM_WC-3046""]"
TU0-41939	yegS	2166707	2167637	+	"[""G7123""]"	PM0-45224	"[""TERM_WC-3045""]"
TU0-41940	yegX	2180853	2181842	-	"[""G7134""]"	PM0-45226	"[""TERM_WC-3051""]"
TU0-41941	thiD	2181736	2182695	-	"[""G7135""]"	PM0-45227	"[""TERM_WC-2170""]"
TU0-41942	yehA	2185400	2186494	-	"[""EG11987""]"	PM0-45229	"[""TERM_WC-3052""]"
TU0-41943	yehE	2190535	2190902	-	"[""EG11991""]"	PM0-45231	"[""TERM_WC-3056""]"
TU0-41944	yehE	2190535	2190923	-	"[""EG11991""]"	PM0-45232	"[""TERM_WC-3055""]"
TU0-41945	mrp	2191079	2192202	-	"[""EG10611""]"	PM0-45234	"[""TERM_WC-1377""]"
TU0-41946	mlrA	2212771	2213621	+	"[""EG12008""]"	PM0-45237	"[""TERM_WC-1313""]"
TU0-41947	mlrA	2212807	2213621	+	"[""EG12008""]"	PM0-45238	"[""TERM_WC-1312""]"
TU0-41948	dld	2220104	2221924	+	"[""EG10231""]"	PM0-45241	"[""TERM_WC-480""]"
TU0-41949	pbpG	2221958	2222963	-	"[""EG12015""]"	PM0-45243	"[""TERM_WC-1555""]"
TU0-41950	yohC	2223064	2223691	-	"[""EG12016""]"	PM0-45245	"[""TERM_WC-3907""]"
TU0-41951	yohJK	2228515	2229738	+	"[""EG12024"", ""EG12023""]"	PM0-45247	"[""TERM_WC-3911""]"
TU0-41952	mglC	2234763	2235880	-	"[""EG10594""]"	PM0-45249	"[""TERM_WC-1287""]"
TU0-41953	mglC	2234763	2235981	-	"[""EG10594""]"	PM0-45250	"[""TERM_WC-1286""]"
TU0-41954	mglC	2234763	2235945	-	"[""EG10594""]"	PM0-45251	"[""TERM_WC-1285""]"
TU0-41955	yeiB	2239830	2241095	-	"[""EG11290""]"	PM0-45252	"[""TERM_WC-3062""]"
TU0-41956	yeiE	2246757	2247678	-	"[""EG12105""]"	PM0-45255	"[""TERM_WC-3063""]"
TU0-41957	yeiE	2246757	2247660	-	"[""EG12105""]"	PM0-45256	"[""TERM_WC-3065""]"
TU0-41958	psuG	2255449	2256579	-	"[""EG12033""]"	PM0-45260	"[""TERM_WC-1712""]"
TU0-41959	setB	2261858	2263068	+	"[""EG12034""]"	PM0-45262	"[""TERM_WC-2038""]"
TU0-41960	yeiW	2263061	2263442	-	"[""G0-10511""]"	PM0-45263	"[""TERM_WC-3076""]"
TU0-41961	yeiW	2263061	2263435	-	"[""G0-10511""]"	PM0-45264	"[""TERM_WC-3078""]"
TU0-41962	yeiQ	2264236	2265735	+	"[""EG12036""]"	PM0-45266	"[""TERM_WC-3073""]"
TU0-41963	yejG	2275913	2276468	-	"[""EG12042""]"	PM0-45270	"[""TERM_WC-3080""]"
TU0-41964	rsuA	2277808	2278570	-	"[""EG12044""]"	PM0-45272	"[""TERM_WC-1971""]"
TU0-41965	rplY	2280459	2280825	+	"[""EG10885""]"	PM0-45274	"[""TERM_WC-1908""]"
TU0-41966	rplY	2280460	2280825	+	"[""EG10885""]"	PM0-45275	"[""TERM_WC-1907""]"
TU0-41967	ccmH	2289378	2290643	-	"[""EG12052""]"	PM0-45277	"[""TERM_WC-274""]"
TU0-41968	eco	2301873	2302417	+	"[""EG10255""]"	PM0-45279	"[""TERM_WC-532""]"
TU0-41969	mqo	2303128	2304880	-	"[""EG12069""]"	PM0-45281	"[""TERM_WC-1363""]"
TU0-41970	mqo	2303128	2304868	-	"[""EG12069""]"	PM0-45282	"[""TERM_WC-1362""]"
TU0-41971	rcsC	2315047	2318001	-	"[""EG10822""]"	PM0-45285	"[""TERM_WC-1787""]"
TU0-41972	yfaP	2325387	2326221	-	"[""G7152""]"	PM0-45286	"[""TERM_WC-3095""]"
TU0-41973	yfaL	2338437	2342287	-	"[""EG12850""]"	PM0-45288	"[""TERM_WC-3094""]"
TU0-41974	yfaL	2338437	2342306	-	"[""EG12850""]"	PM0-45289	"[""TERM_WC-3091""]"
TU0-41975	yfaL	2338437	2342229	-	"[""EG12850""]"	PM0-45290	"[""TERM_WC-3092""]"
TU0-41976	yfaE	2346360	2346792	+	"[""EG12360""]"	PM0-45292	"[""TERM_WC-3088""]"
TU0-41977	yfaU	2356062	2356968	-	"[""G7158""]"	PM0-45294	"[""TERM_WC-3096""]"
TU0-41978	yfaZ	2361753	2362339	-	"[""G7163""]"	PM0-45296	"[""TERM_WC-3102""]"
TU0-41979	ais	2363038	2363776	-	"[""G7165""]"	PM0-45299	"[""TERM_WC-62""]"
TU0-41980	ais	2363038	2363720	-	"[""G7165""]"	PM0-45300	"[""TERM_WC-61""]"
TU0-41981	pmrD	2371292	2371588	-	"[""G7172""]"	PM0-45302	"[""TERM_WC-1636""]"
TU0-41982	elaA	2379102	2379708	-	"[""G7174""]"	PM0-45304	"[""TERM_WC-546""]"
TU0-41983	yfbK	2382015	2383927	-	"[""G7177""]"	PM0-45308	"[""TERM_WC-3104""]"
TU0-41984	yfbL	2383772	2384855	+	"[""G7178""]"	PM0-45310	"[""TERM_WC-3109""]"
TU0-41985	yfbL	2383850	2384855	+	"[""G7178""]"	PM0-45311	"[""TERM_WC-3108""]"
TU0-41986	yfbL	2383791	2384855	+	"[""G7178""]"	PM0-45312	"[""TERM_WC-3107""]"
TU0-41987	yfbL	2383827	2384855	+	"[""G7178""]"	PM0-45313	"[""TERM_WC-3105""]"
TU0-41988	yfbN	2385730	2386576	-	"[""G7180""]"	PM0-45315	"[""TERM_WC-3112""]"
TU0-41989	yfbO	2386480	2387081	+	"[""G7181""]"	PM0-45317	"[""TERM_WC-3114""]"
TU0-41990	yfbO	2386561	2387081	+	"[""G7181""]"	PM0-45318	"[""TERM_WC-3113""]"
TU0-41991	nuoN	2388027	2389739	-	"[""EG12093""]"	PM0-45320	"[""TERM52""]"
TU0-41992	yfbR	2406857	2407485	+	"[""G7185""]"	PM0-45324	"[""TERM_WC-3118""]"
TU0-41993	yfcI	2420669	2421636	-	"[""G7197""]"	PM0-45326	"[""TERM_WC-3128""]"
TU0-41994	dedD	2429042	2429890	-	"[""EG10218""]"	PM0-45327	"[""TERM_WC-448""]"
TU0-41995	dedD	2429042	2429897	-	"[""EG10218""]"	PM0-45328	"[""TERM_WC-447""]"
TU0-41996	dedA	2432102	2432962	-	"[""EG10216""]"	PM0-45329	"[""TERM_WC-446""]"
TU0-41997	yfcL	2441911	2442273	-	"[""G7200""]"	PM0-45331	"[""TERM_WC-3130""]"
TU0-41998	smrB	2446458	2447181	+	"[""G7202""]"	PM0-45333	"[""TERM_WC-2079""]"
TU0-41999	yfcV	2453103	2453690	-	"[""G7210""]"	PM0-45335	"[""TERM_WC-3133""]"
TU0-42000	yfcV	2453103	2453710	-	"[""G7210""]"	PM0-45336	"[""TERM_WC-3136""]"
TU0-42001	yfcV	2453103	2453676	-	"[""G7210""]"	PM0-45337	"[""TERM_WC-3135""]"
TU0-42002	yfdF	2461006	2462094	+	"[""G7215""]"	PM0-45339	"[""TERM_WC-3142""]"
TU0-42003	yfdF	2461007	2462094	+	"[""G7215""]"	PM0-45340	"[""TERM_WC-3140""]"
TU0-42004	yfdF	2461004	2462094	+	"[""G7215""]"	PM0-45341	"[""TERM_WC-3141""]"
TU0-42005	intS	2464535	2465726	+	"[""G7218""]"	PM0-45342	"[""TERM_WC-1067""]"
TU0-42006	yfdPQ	2471558	2472880	+	"[""G7229"", ""G7228""]"	PM0-45345	"[""TERM_WC-3147""]"
TU0-42007	yfdPQ	2471594	2472880	+	"[""G7229"", ""G7228""]"	PM0-45346	"[""TERM_WC-3148""]"
TU0-42008	emrY	2478658	2480356	-	"[""EG13283""]"	PM0-45347	"[""TERM_WC-558""]"
TU0-42009	oxc	2488276	2490166	-	"[""G7236""]"	PM0-45349	"[""TERM_WC-1526""]"
TU0-4201	hemA-prfA-prmC	1262899	1266152	+	"[""EG12424"", ""EG10761"", ""EG10427""]"	PM00367	"[""TERM_WC-896""]"
TU0-42010	yfdY	2493070	2493358	-	"[""G7240""]"	PM0-45352	"[""TERM_WC-3152""]"
TU0-42011	fryA	2500010	2502515	-	"[""G7246""]"	PM0-45353	"[""TERM_WC-699""]"
TU0-42012	yfeA	2513663	2515914	-	"[""EG11145""]"	PM0-45357	"[""TERM_WC-3154""]"
TU0-42013	alaWX	2516061	2516301	-	"[""EG30011"", ""EG30012""]"	PM0-45358	"[""TERM_WC-72""]"
TU0-42014	alaWX	2516061	2516328	-	"[""EG30011"", ""EG30012""]"	PM0-45359	"[""TERM_WC-71""]"
TU0-42015	alaWX	2516061	2516281	-	"[""EG30011"", ""EG30012""]"	PM0-45360	"[""TERM_WC-70""]"
TU0-42016	yfeCD	2516397	2517229	+	"[""EG11432"", ""EG11431""]"	PM0-45362	"[""TERM_WC-3159""]"
TU0-42017	yfeCD	2516356	2517229	+	"[""EG11432"", ""EG11431""]"	PM0-45363	"[""TERM_WC-3157""]"
TU0-42018	yfeH	2524931	2525968	+	"[""EG12376""]"	PM0-45366	"[""TERM_WC-3160""]"
TU0-42019	yfeX	2547666	2548576	-	"[""G7266""]"	PM0-45369	"[""TERM_WC-3166""]"
TU0-4202	hemA	1262806	1264195	+	"[""EG10427""]"	PM00366	"[""TERM_WC-895""]"
TU0-42020	yfeX	2547666	2548700	-	"[""G7266""]"	PM0-45370	"[""TERM_WC-3167""]"
TU0-42021	yfeZ	2549297	2549943	-	"[""G7268""]"	PM0-45371	"[""TERM_WC-3169""]"
TU0-42022	yffOP	2560015	2561141	+	"[""G7277"", ""G7276""]"	PM0-45374	"[""TERM_WC-3174""]"
TU0-42023	yffOP	2559924	2561141	+	"[""G7277"", ""G7276""]"	PM0-45375	"[""TERM_WC-3176""]"
TU0-42024	yffQR	2561431	2562396	+	"[""G7279"", ""G7278""]"	PM0-45377	"[""TERM_WC-3178""]"
TU0-42025	ypfG	2579754	2580902	-	"[""G7295""]"	PM0-45380	"[""TERM_WC-3921""]"
TU0-42026	ypfM	2588827	2589092	-	"[""G0-8888""]"	PM0-45381	"[""TERM_WC-3924""]"
TU0-42027	tmcA	2591864	2593960	-	"[""G7297""]"	PM0-45382	"[""TERM_WC-2189""]"
TU0-42028	ppk-ppx	2621012	2624680	+	"[""EG11403"", ""EG11510""]"	PM0-45384	"[""TERM_WC-1666""]"
TU0-42029	yfgG	2627274	2627505	+	"[""G7315""]"	PM0-45385	"[""TERM_WC-3185""]"
