Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators
TU0-13989	rhsA-yibA	3760206	3765204	+	"[""EG11187"", ""EG10846""]"	PM_WC-239	"[""TERM_WC-1840""]"
TU0-13990	yibJ	3765244	3765947	+	"[""EG11766""]"	PM_WC-536	"[""TERM_WC-3522""]"
TU0-13991	yibG	3766087	3766663	+	"[""EG11763""]"	PM0-45857	"[""TERM_WC-3520""]"
TU0-13992	yibIH	3768264	3769767	-	"[""EG11765"", ""EG11764""]"	PM_WC-535	"[""TERM_WC-3521""]"
TU0-13993	yibL	3774620	3775052	+	"[""EG11964""]"	PM0-45860	"[""TERM_WC-3523""]"
TU0-13994	trmL	3779238	3779713	+	"[""EG11888""]"	PM_WC-289	"[""TERM_WC-2231""]"
TU0-13995	secB-gpsA	3780663	3782151	-	"[""EG10937"", ""EG20091""]"	PM_WC-259	"[""TERM_WC-2019""]"
TU0-13996	grxC	3782212	3782599	-	"[""EG12294""]"	PM0-45863	"[""TERM_WC-859""]"
TU0-13997	yibN	3782605	3783079	-	"[""EG12295""]"	PM0-45864	"[""TERM_WC-3524""]"
TU0-13998	gpmM-envC-yibQ	3783258	3787085	+	"[""EG12298"", ""EG12297"", ""EG12296""]"	PM0-10151	"[""TERM_WC-842""]"
TU0-13999	yibD	3787068	3788172	-	"[""EG11266""]"	PM0-9640	"[""TERM_WC-3518""]"
TU0-14	gor	3644135	3645676	+	"[""EG10412""]"	PM0-15	"[""TERM_WC-838""]"
TU0-14000	htrL	3790847	3791857	-	"[""EG11188""]"	PM0-45865	"[""TERM_WC-961""]"
TU0-14001	yicC	3814668	3815626	+	"[""EG11192""]"	PM0-10241	"[""TERM0-1096""]"
TU0-14002	dinD	3815722	3816609	+	"[""EG11193""]"	PM0-10242	"[""TERM_WC-469""]"
TU0-14003	yicG	3816897	3817516	+	"[""EG11683""]"	PM_WC-537	"[""TERM_WC-3527""]"
TU0-14004	gmk	3819411	3820076	+	"[""EG10965""]"	PM0-10342	"[""TERM_WC-830""]"
TU0-14005	xanP	3826942	3828361	+	"[""EG11194""]"	PM0-45876	"[""TERM_WC-2352""]"
TU0-14006	yicH	3828454	3830191	+	"[""EG11684""]"	PM0-10153	"[""TERM_WC-3528""]"
TU0-14007	selC	3834245	3834341	+	"[""EG30092""]"	PM0-10514	"[""TERM_WC-2024""]"
TU0-14008	setC	3834791	3836162	+	"[""EG11687""]"	PM0-45878	"[""TERM_WC-2039""]"
TU0-14009	yicL	3836271	3837196	+	"[""EG11688""]"	PM_WC-538	"[""TERM_WC-3530""]"
TU0-14010	nepI	3838570	3839794	-	"[""EG11689""]"	PM0-9602	"[""TERM_WC-1450""]"
TU0-14011	yicN	3839971	3840532	-	"[""EG11690""]"	PM0-45882	"[""TERM_WC-3531""]"
TU0-14012	yicO	3840476	3841980	-	"[""EG11691""]"	PM0-45883	"[""TERM_WC-3533""]"
TU0-14013	emrD	3851868	3853131	+	"[""EG11693""]"	PM0-10467	"[""TERM_WC-554""]"
TU0-14014	yidHGF	3853135	3854330	-	"[""EG11696"", ""EG11695"", ""EG11694""]"	PM_WC-541	"[""TERM_WC-3542""]"
TU0-14015	yidKJ	3854932	3858139	-	"[""EG11706"", ""EG11705""]"	PM_WC-543	"[""TERM_WC-3544""]"
TU0-14016	glvCBG-ysdC	3859370	3861626	-	"[""EG11710"", ""EG11709"", ""EG11708""]"	PM_WC-98	"[""TERM_WC-823""]"
TU0-14017	yidE	3862633	3864413	-	"[""EG11536""]"	PM0-45890	"[""TERM_WC-3540""]"
TU0-14018	dgoRKADT	3868459	3873183	-	"[""G7789"", ""EG20051"", ""EG20049"", ""GB4478"", ""EG20053""]"	PM_WC-54	"[""TERM_WC-457""]"
TU0-14019	yidA	3874161	3874975	-	"[""EG11195""]"	PM_WC-540	"[""TERM_WC-3538""]"
TU0-1402	yihG	4043691	4044675	-	"[""EG11833""]"	PM0-1562	"[""TERM_WC-3576""]"
TU0-14020	yidB	3875088	3875638	-	"[""EG11196""]"	PM0-45893	"[""TERM_WC-3539""]"
TU0-14021	mnmE	3884851	3886217	+	"[""EG10997""]"	PM_WC-181	"[""TERM_WC-1328""]"
TU0-14022	mdtL	3889638	3890815	+	"[""EG11720""]"	PM_WC-170	"[""TERM_WC-1251""]"
TU0-14023	yidZ	3890788	3891749	+	"[""EG11721""]"	PM_WC-547	"[""TERM_WC-3550""]"
TU0-14025	yieH	3894680	3895464	+	"[""EG11725""]"	PM0-45894	"[""TERM_WC-3554""]"
TU0-14026	cbrB	3895529	3895998	+	"[""EG11726""]"	PM_WC-39	"[""TERM_WC-270""]"
TU0-14027	cbrC	3896045	3896634	+	"[""EG11727""]"	PM_WC-40	"[""TERM_WC-272""]"
TU0-14028	bglH-yieLK	3896692	3900243	-	"[""EG11364"", ""EG11729"", ""EG11728""]"	PM_WC-26	"[""TERM_WC-215""]"
TU0-14029	mnmG-rsmG	3921078	3923697	-	"[""EG10375"", ""EG10376""]"	PM0-46184	"[""TERM_WC-1329""]"
TU0-14030	mioC	3924033	3924498	-	"[""EG11199""]"	PM0-10155	"[""TERM_WC-1304""]"
TU0-14031	ravA-viaA	3926173	3929151	-	"[""EG11731"", ""EG11730""]"	PM0-10156	"[""TERM_WC-1776""]"
TU0-14032	kup	3929126	3931209	+	"[""EG11541""]"	PM0-10157	"[""TERM_WC-1119""]"
TU0-14033	yieP-hsrA	3937206	3939350	-	"[""EG11733"", ""EG11732""]"	PM_WC-549	"[""TERM_WC-3557""]"
TU0-14034	ppiC	3957553	3957864	-	"[""EG12352""]"	PM0-10160	"[""TERM_WC-1662""]"
TU0-14035	yifNO	3958033	3958483	-	"[""G7798"", ""G7797""]"	PM_WC-552	"[""TERM_WC-3564""]"
TU0-14036	gpp	3960766	3962252	-	"[""EG10413""]"	PM_WC-101	"[""TERM_WC-844""]"
TU0-14037	rhlB	3962386	3963653	-	"[""EG10844""]"	PM_WC-238	"[""TERM_WC-1837""]"
TU0-14039	rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	3965823	3978721	+	"[""EG11458"", ""EG11457"", ""G7800"", ""EG11486"", ""EG11456"", ""EG11455"", ""EG11454"", ""EG11453"", ""EG11452"", ""EG11451"", ""EG11295"", ""EG10840""]"	PM0-10437	"[""TERM_WC-1831""]"
TU0-14040	yifK	3978910	3980297	+	"[""EG11459""]"	PM_WC-551	"[""TERM_WC-3562""]"
TU0-14041	yzcX	3991873	3992360	+	"[""G7802""]"	PM_WC-668	"[""TERM_WC-4052""]"
TU0-14042	yifL-dapF-yigA-xerC-yigB	3992515	3995924	+	"[""EG11202"", ""EG11069"", ""EG11201"", ""EG10209"", ""G0-10471""]"	PM0-10344	"[""TERM_WC-3563""]"
TU0-14043	yigGF	4000440	4001216	-	"[""EG11465"", ""EG11464""]"	PM_WC-554	"[""TERM_WC-3568""]"
TU0-14044	rarD	4001309	4002250	-	"[""EG11466""]"	PM0-45913	"[""TERM_WC-1772""]"
TU0-14045	yigI	4002251	4002747	-	"[""EG11467""]"	PM0-10162	"[""TERM_WC-3569""]"
TU0-14046	pldA	4002837	4003859	+	"[""EG10738""]"	PM0-10360	"[""TERM0-1113""]"
TU0-14047	recQ	4003881	4005718	+	"[""EG10833""]"	PM0-45918	"[""TERM_WC-1805""]"
TU0-14048	rhtC	4005762	4006402	+	"[""EG11468""]"	PM0-45920	"[""TERM_WC-1852""]"
TU0-14049	pldB-yigL	4007046	4009025	+	"[""EG11470"", ""EG10739""]"	PM0-45921	"[""TERM_WC-1627""]"
TU0-14050	yigM	4009073	4010000	+	"[""EG11471""]"	PM0-45923	"[""TERM_WC-3570""]"
TU0-14051	rmuC	4015356	4016785	+	"[""EG11472""]"	PM_WC-249	"[""TERM_WC-1884""]"
TU0-14052	tatABC	4019932	4022361	+	"[""EG11481"", ""EG11479"", ""G7808"", ""G7806""]"	PM0-45926	"[""TERM_WC-2145""]"
TU0-14053	tatD	4021577	4022361	+	"[""EG11481""]"	PM_WC-274	"[""TERM_WC-2146""]"
TU0-14054	ubiD	4022832	4024506	+	"[""EG11396""]"	PM0-45929	"[""TERM_WC-2272""]"
TU0-14055	fre	4024466	4025253	+	"[""EG10334""]"	PM0-10163	"[""TERM_WC-686""]"
TU0-14056	pepQ-yigZ-trkH-hemG	4029170	4033178	+	"[""EG11485"", ""EG11021"", ""EG11484"", ""EG10698""]"	PM0-10166	"[""TERM_WC-1578""]"
TU0-14057	yihD	4040072	4040363	+	"[""EG11830""]"	PM0-10168	"[""TERM_WC-3572""]"
TU0-14058	yihF	4042198	4043654	+	"[""EG11832""]"	PM0-45931	"[""TERM_WC-3575""]"
TU0-14060	yihI	4049331	4049881	+	"[""EG11835""]"	PM0-36134	"[""TERM_WC-3577""]"
TU0-14061	typA	4056253	4058255	+	"[""EG11837""]"	PM0-45935	"[""TERM_WC-2262""]"
TU0-14062	yihLM	4058395	4060170	+	"[""EG11839"", ""EG11838""]"	PM0-45937	"[""TERM_WC-3578""]"
TU0-14063	yihN	4060189	4061537	+	"[""EG11840""]"	PM0-45941	"[""TERM_WC-3582""]"
TU0-14064	ompL	4061624	4062502	-	"[""G7814""]"	PM0-45942	"[""TERM_WC-1505""]"
TU0-14065	yihPO	4062384	4065238	-	"[""EG11842"", ""EG11841""]"	PM_WC-555	"[""TERM_WC-3584""]"
TU0-14066	yihQ	4065261	4067469	-	"[""EG11843""]"	PM0-45944	"[""TERM_WC-3585""]"
TU0-14067	yihR	4067496	4068424	-	"[""EG11844""]"	PM_WC-556	"[""TERM_WC-3588""]"
TU0-14068	yihUTS	4068536	4071594	-	"[""EG11847"", ""EG11846"", ""EG11845""]"	PM_WC-557	"[""TERM_WC-3589""]"
TU0-14069	yihVW	4071684	4073479	+	"[""EG11849"", ""EG11848""]"	PM0-45947	"[""TERM_WC-3592""]"
TU0-14070	yihXY-dtd-yiiD	4073571	4076463	+	"[""EG11853"", ""EG11852"", ""EG11851"", ""EG11850""]"	PM0-10169	"[""TERM_WC-3593""]"
TU0-14071	yiiE	4077203	4077534	+	"[""EG11854""]"	PM0-45950	"[""TERM_WC-3595""]"
TU0-14072	yiiF	4077620	4077994	+	"[""EG11855""]"	PM0-45952	"[""TERM_WC-3597""]"
TU0-14073	fdhD	4084039	4084874	+	"[""EG11859""]"	PM_WC-80	"[""TERM_WC-615""]"
TU0-14074	yiiG	4084909	4086082	+	"[""EG11860""]"	PM0-45955	"[""TERM_WC-3598""]"
TU0-14075	frvABXR	4086128	4090846	-	"[""EG11864"", ""EG11863"", ""EG11862"", ""EG11861""]"	PM_WC-86	"[""TERM_WC-695""]"
TU0-14076	kdgT	4099713	4100698	+	"[""EG11869""]"	PM_WC-145	"[""TERM_WC-1102""]"
TU0-14077	yiiM	4100807	4101521	+	"[""EG11870""]"	PM0-45958	"[""TERM_WC-3601""]"
TU0-14078	fieF	4104455	4105396	+	"[""EG11873""]"	PM0-45961	"[""TERM_WC-641""]"
TU0-14080	sbp	4106857	4107848	+	"[""EG10929""]"	PM_WC-257	"[""TERM_WC-2009""]"
TU0-14081	yiiQ	4109636	4110335	-	"[""EG11874""]"	PM0-45963	"[""TERM_WC-3602""]"
TU0-14082	yiiR	4110338	4110780	+	"[""EG11875""]"	PM_WC-558	"[""TERM_WC-3603""]"
TU0-14087	priA	4122633	4124833	-	"[""EG10763""]"	PM_WC-218	"[""TERM_WC-1682""]"
TU0-14088	yiiX	4125307	4125917	-	"[""EG11882""]"	PM_WC-559	"[""TERM_WC-3606""]"
TU0-14089	yijE	4134112	4135038	+	"[""EG11902""]"	PM0-45966	"[""TERM_WC-3607""]"
TU0-14090	yijF	4135061	4135887	-	"[""EG11903""]"	PM0-45967	"[""TERM_WC-3608""]"
TU0-14091	ptsA-fsaB-gldA	4135953	4140244	-	"[""EG11906"", ""EG11905"", ""EG11904""]"	PM_WC-225	"[""TERM_WC-1720""]"
TU0-14092	frwCB	4140553	4141969	+	"[""EG11909"", ""EG11908""]"	PM_WC-87	"[""TERM_WC-697""]"
TU0-14093	yijO	4145487	4146452	-	"[""EG11913""]"	PM0-45972	"[""TERM_WC-3609""]"
TU0-14094	eptC	4146553	4148334	-	"[""EG11914""]"	PM0-45973	"[""TERM_WC-584""]"
TU0-14097	fabR-yijD	4159090	4160155	+	"[""EG11395"", ""EG11394""]"	PM_WC-77	"[""TERM_WC-605""]"
TU0-14099	murB-birA	4170080	4172072	+	"[""EG10123"", ""EG11205""]"	PM_WC-190	"[""TERM_WC-1395""]"
TU0-14101	sroH	4188348	4188510	-	"[""G0-9388""]"	PM0-9634	"[""TERM_WC-2106""]"
TU0-14103	nudC-hemE-nfi	4194742	4197486	+	"[""EG11915"", ""EG11543"", ""EG11702""]"	PM0-45974	"[""TERM_WC-1484""]"
TU0-14104	yjaG	4197396	4198119	+	"[""EG11916""]"	PM0-45976	"[""TERM_WC-3613""]"
TU0-14105	yjaA	4211247	4211642	+	"[""EG11206""]"	PM0-45979	"[""TERM_WC-3611""]"
TU0-14106	arpA	4218322	4220652	-	"[""EG11208""]"	PM0-45981	"[""TERM_WC-150""]"
TU0-14107	yjbB	4225625	4227387	+	"[""EG11919""]"	PM0-10174	"[""TERM_WC-3615""]"
TU0-14108	pagB	4229380	4229654	-	"[""EG11922""]"	PM_WC-202	"[""TERM_WC-1539""]"
TU0-14111	yjbE	4233881	4234232	+	"[""EG11923""]"	PM0-9414	"[""TERM0-1029""]"
TU0-14112	yjbFGH	4234285	4237755	+	"[""EG11926"", ""EG11925"", ""EG11924""]"	PM_WC-560	"[""TERM_WC-3618""]"
TU0-14113	xylE	4238800	4240293	-	"[""EG11076""]"	PM0-45986	"[""TERM_WC-2363""]"
TU0-14114	yjbI	4248978	4250308	+	"[""EG11927""]"	PM_WC-561	"[""TERM_WC-3619""]"
TU0-14115	dgkA	4254631	4255030	+	"[""EG10224""]"	PM0-10175	"[""TERM_WC-455""]"
TU0-14116	yjbJ	4257260	4257471	+	"[""EG11928""]"	PM_WC-562	"[""TERM_WC-3620""]"
TU0-14117	yjbLM	4258182	4259331	+	"[""EG11931"", ""EG11930""]"	PM0-45990	"[""TERM_WC-3621""]"
TU0-14118	dusA	4259681	4260731	+	"[""EG11932""]"	PM0-45991	"[""TERM_WC-518""]"
TU0-14119	dnaB	4262306	4263754	+	"[""EG10236""]"	PM0-10177	"[""TERM_WC-488""]"
TU0-14120	alr	4263612	4264886	+	"[""EG10001""]"	PM0-10178	"[""TERM_WC-83""]"
TU0-14121	aphA	4267437	4268152	+	"[""EG11934""]"	PM_WC-10	"[""TERM_WC-112""]"
TU0-14122	yjbQR	4268237	4269039	+	"[""EG11936"", ""EG11935""]"	PM0-10180	"[""TERM_WC-3622""]"
TU0-14123	yjcD	4276344	4277853	+	"[""EG11939""]"	PM0-36257	"[""TERM_WC-3627""]"
TU0-14124	yjcE	4277858	4279654	+	"[""EG11940""]"	PM0-45996	"[""TERM_WC-3629""]"
TU0-14125	yjcF	4279804	4281129	-	"[""EG11941""]"	PM0-45998	"[""TERM_WC-3631""]"
TU0-14126	gltP	4292401	4293819	+	"[""EG10405""]"	PM0-45999	"[""TERM_WC-817""]"
TU0-14127	yjcO	4294457	4295174	-	"[""EG11951""]"	PM0-46002	"[""TERM_WC-3633""]"
TU0-14128	mdtNOP	4297585	4302132	-	"[""EG11954"", ""EG11953"", ""EG11952""]"	PM_WC-172	"[""TERM_WC-1253""]"
TU0-14129	yjcS	4302633	4304620	-	"[""EG11955""]"	PM0-9379	"[""TERM_WC-3636""]"
TU0-14130	yjdP	4311891	4312222	+	"[""G0-9541""]"	PM_WC-566	"[""TERM_WC-3649""]"
TU0-14131	yjdN	4323319	4323764	-	"[""EG10712""]"	PM_WC-565	"[""TERM_WC-3648""]"
TU0-14132	yjdM	4324420	4324859	-	"[""EG10711""]"	PM0-46010	"[""TERM_WC-3647""]"
TU0-14133	yjdA-yjcZ	4325087	4328263	+	"[""G7823"", ""EG11210""]"	PM0-10518	"[""TERM_WC-3638""]"
TU0-14134	adiC	4333715	4335225	-	"[""EG12462""]"	PM0-46012	"[""TERM_WC-46""]"
TU0-14136	yjdF	4342950	4343581	-	"[""G7825""]"	PM_WC-563	"[""TERM_WC-3640""]"
TU0-14137	yjdIJ	4349866	4350382	+	"[""G7829"", ""G7828""]"	PM_WC-564	"[""TERM_WC-3641""]"
TU0-14138	yjdKO	4350413	4351106	+	"[""G0-10472"", ""G7830""]"	PM0-46013	"[""TERM_WC-3642""]"
TU0-14139	yjdL	4352975	4354485	-	"[""EG12469""]"	PM0-46014	"[""TERM_WC-3645""]"
TU0-14140	dipZ-yjdC	4360754	4363065	-	"[""EG12178"", ""EG12176""]"	PM_WC-58	"[""TERM_WC-473""]"
TU0-14141	yjeI	4370784	4371187	+	"[""G7834""]"	PM0-10185	"[""TERM_WC-3654""]"
TU0-14142	yjeJ	4371386	4372426	-	"[""G7835""]"	PM0-46018	"[""TERM_WC-3656""]"
TU0-14143	epmB	4372650	4373726	-	"[""G7836""]"	PM0-46020	"[""TERM_WC-581""]"
TU0-14145	ecnAB	4374340	4374724	+	"[""G0-9562"", ""G0-41""]"	PM_WC-64	"[""TERM_WC-530""]"
TU0-14146	epmA	4380641	4381645	+	"[""EG11211""]"	PM0-10186	"[""TERM_WC-580""]"
TU0-14147	yjeM	4381862	4383366	+	"[""EG12475""]"	PM_WC-568	"[""TERM_WC-3657""]"
TU0-14148	yjeNO	4383416	4384043	+	"[""G7839"", ""G7838""]"	PM_WC-569	"[""TERM_WC-3658""]"
TU0-14150	rsgA	4388478	4389589	-	"[""G7841""]"	PM0-46024	"[""TERM_WC-1954""]"
TU0-14151	orn	4389607	4390174	+	"[""G7842""]"	PM0-46025	"[""TERM_WC-1518""]"
TU0-14152	yjeT	4402409	4402608	+	"[""G7844""]"	PM_WC-570	"[""TERM_WC-3659""]"
TU0-14153	yjfIJ	4408156	4409276	+	"[""G7847"", ""G7846""]"	PM_WC-571	"[""TERM_WC-3661""]"
TU0-14154	yjfKLMC	4409325	4412216	+	"[""EG11812"", ""G7850"", ""G7849"", ""G7848""]"	PM0-9801	"[""TERM_WC-3662""]"
TU0-14155	yjfN	4414038	4414315	-	"[""G7851""]"	PM_WC-572	"[""TERM_WC-3663""]"
TU0-14156	bsmA	4414462	4414793	-	"[""G7852""]"	PM_WC-27	"[""TERM_WC-232""]"
TU0-14157	ulaR	4415719	4416585	-	"[""G7854""]"	PM0-46028	"[""TERM_WC-2293""]"
TU0-14158	fklB	4426958	4427580	+	"[""G7865""]"	PM_WC-82	"[""TERM_WC-649""]"
TU0-14159	cycA	4427803	4429301	+	"[""EG12504""]"	PM0-10190	"[""TERM_WC-390""]"
TU0-14160	ytfF	4430112	4431171	-	"[""G7867""]"	PM0-46032	"[""TERM_WC-4037""]"
TU0-14161	ytfG	4431185	4432047	-	"[""G7868""]"	PM_WC-665	"[""TERM_WC-4038""]"
TU0-14162	cysQ	4434778	4435520	+	"[""EG10043""]"	PM_WC-48	"[""TERM_WC-407""]"
TU0-14163	ytfI	4435696	4436670	+	"[""G7870""]"	PM0-46036	"[""TERM_WC-4041""]"
TU0-14164	ytfL	4437893	4439344	-	"[""G7873""]"	PM0-46040	"[""TERM_WC-4047""]"
TU0-14165	tamAB-ytfP	4440293	4446260	+	"[""G7876"", ""G7875"", ""G7874""]"	PM0-46041	"[""TERM_WC-2142""]"
TU0-14166	ytfQRT-yjfF	4447840	4452603	+	"[""EG12439"", ""EG12520"", ""EG12518"", ""EG12517""]"	PM0-46042	"[""TERM_WC-4048""]"
TU0-14167	pmbA	4455968	4457336	+	"[""EG10741""]"	PM0-10192	"[""TERM_WC-1634""]"
TU0-14168	cybC	4457576	4457880	+	"[""EG50008""]"	PM_WC-47	"[""TERM_WC-389""]"
TU0-14169	ridA	4468548	4468969	-	"[""G7877""]"	PM0-10193	"[""TERM_WC-1855""]"
TU0-14170	yjgH	4470835	4471232	-	"[""G7879""]"	PM_WC-573	"[""TERM_WC-3675""]"
TU0-14171	bdcA	4471361	4472087	-	"[""G7880""]"	PM0-10435	"[""TERM_WC-205""]"
TU0-14172	bdcR	4472119	4472742	+	"[""G7882""]"	PM0-46047	"[""TERM_WC-206""]"
TU0-14173	tabA	4472857	4473339	+	"[""G7883""]"	PM0-46048	"[""TERM_WC-2136""]"
TU0-14174	yjgL	4473424	4475276	+	"[""G7884""]"	PM0-46050	"[""TERM_WC-3676""]"
TU0-14175	pepA	4482461	4484162	-	"[""EG10694""]"	PM0-10361	"[""TERM_WC-1569""]"
TU0-14176	lptFG	4484211	4486425	+	"[""G7889"", ""G7888""]"	PM0-46055	"[""TERM_WC-1177""]"
TU0-14177	yjgR	4486582	4488108	-	"[""G7890""]"	PM0-46057	"[""TERM_WC-3681""]"
TU0-14178	intB	4494773	4495965	+	"[""EG12364""]"	PM_WC-135	"[""TERM_WC-1061""]"
TU0-14179	insC-6D-6-insCD-6	4496250	4497525	+	"[""G7894"", ""G0-10546""]"	PM_WC-124	"[""TERM_WC-1021""]"
TU0-14180	yjgW	4497622	4497959	+	"[""G7896""]"	PM_WC-574	"[""TERM_WC-3682""]"
TU0-14182	yjgX_1X_2	4498064	4498814	-	"[""G7898"", ""G7897""]"	PM_WC-575	"[""TERM_WC-3683""]"
TU0-14183	yjhBC	4502043	4504430	+	"[""G7901"", ""EG12544""]"	PM0-46064	"[""TERM_WC-3688""]"
TU0-14184	yjhE	4504884	4505134	+	"[""G7903""]"	PM_WC-578	"[""TERM_WC-3691""]"
TU0-14185	insN-2	4505220	4505488	+	"[""G7904""]"	PM0-9774	"[""TERM_WC-1058""]"
TU0-14186	insMI-3	4505487	4506640	-	"[""G7905""]"	PM_WC-132	"[""TERM_WC-1056""]"
TU0-14188	insO-2-yjhWV	4506981	4508158	+	"[""G7907"", ""G7906""]"	PM_WC-133	"[""TERM_WC-1059""]"
TU0-14190	yjhU	4517359	4518404	-	"[""G7909""]"	PM0-46074	"[""TERM_WC-3699""]"
TU0-14191	yjhF	4518692	4520043	-	"[""EG12548""]"	PM_WC-579	"[""TERM_WC-3692""]"
TU0-14192	yjhIHG	4520148	4523826	-	"[""G7912"", ""G7911"", ""G7910""]"	PM0-9850	"[""TERM_WC-3695""]"
TU0-14193	sgcXBCQAER	4524127	4529674	-	"[""EG12557"", ""G0-10241"", ""EG12556"", ""G7915"", ""EG12554"", ""G7914"", ""G7913""]"	PM_WC-264	"[""TERM_WC-2051""]"
TU0-14194	yjhP	4530458	4531206	-	"[""G7916""]"	PM_WC-580	"[""TERM_WC-3696""]"
TU0-14195	yjhXQ	4531260	4532076	-	"[""G0-10473"", ""G7917""]"	PM_WC-582	"[""TERM_WC-3701""]"
TU0-14196	nanS	4534635	4535726	-	"[""G7919""]"	PM0-46079	"[""TERM_WC-1431""]"
TU0-14198	hypT	4555399	4556340	-	"[""G7924""]"	PM0-46080	"[""TERM_WC-972""]"
TU0-14199	yjiHG-iadA	4556375	4558703	-	"[""G7927"", ""G7926"", ""G7925""]"	PM_WC-584	"[""TERM_WC-3705""]"
TU0-14200	yjiJ	4559518	4560705	-	"[""G7929""]"	PM0-46082	"[""TERM_WC-3706""]"
TU0-14201	yjiK	4560764	4561658	-	"[""G7930""]"	PM0-46083	"[""TERM_WC-3709""]"
TU0-14202	yjiML	4561943	4563873	-	"[""G7932"", ""G7931""]"	PM_WC-585	"[""TERM_WC-3712""]"
TU0-14203	mdtM-yjiN	4563987	4566542	-	"[""EG12576"", ""G7933""]"	PM_WC-171	"[""TERM_WC-1252""]"
TU0-14204	yjiPQ	4567021	4567943	+	"[""G7935"", ""G7934""]"	PM_WC-586	"[""TERM_WC-3713""]"
TU0-14205	yjiS	4569728	4569940	+	"[""G7937""]"	PM0-46088	"[""TERM_WC-3715""]"
TU0-14206	yjiT	4570437	4571956	+	"[""G7938""]"	PM0-9836	"[""TERM_WC-3717""]"
TU0-14207	yjiV	4572158	4574880	+	"[""EG11386""]"	PM_WC-588	"[""TERM_WC-3718""]"
TU0-14208	yjiXA	4585930	4587102	-	"[""G7941"", ""EG10021""]"	PM0-9803	"[""TERM_WC-3719""]"
TU0-14209	yjiY	4587150	4589370	-	"[""G7942""]"	PM0-46094	"[""TERM_WC-3720""]"
TU0-1421	ydeA	1614979	1616244	+	"[""EG11636""]"	PM0-1581	"[""TERM_WC-2848""]"
TU0-14210	yjjL	4591382	4592760	-	"[""EG12587""]"	PM0-46095	"[""TERM_WC-3728""]"
TU0-14211	yjjM	4592958	4593970	-	"[""G7944""]"	PM0-46099	"[""TERM_WC-3730""]"
TU0-14212	mdoB	4595171	4597517	-	"[""EG12591""]"	PM0-46100	"[""TERM_WC-1236""]"
TU0-14213	yjjP	4600109	4601057	-	"[""G7946""]"	PM0-9879	"[""TERM_WC-3732""]"
TU0-14215	rsmC	4604690	4605891	-	"[""G7950""]"	PM0-46104	"[""TERM_WC-1957""]"
TU0-14216	holD-rimI-yjjG	4605804	4607348	+	"[""EG12115"", ""EG10850"", ""EG11414""]"	PM0-10195	"[""TERM_WC-935""]"
TU0-14217	prfC	4607367	4609028	+	"[""EG12114""]"	PM0-46106	"[""TERM_WC-1680""]"
TU0-14218	ytjA	4610133	4610314	+	"[""G0-10475""]"	PM_WC-666	"[""TERM_WC-4049""]"
TU0-14219	yjjUV	4610434	4612285	+	"[""G7952"", ""G7951""]"	PM_WC-591	"[""TERM_WC-3734""]"
TU0-1422	ftsAZ	103561	106458	+	"[""EG10347"", ""EG10339""]"	PM0-1582	"[""TERM_WC-709""]"
TU0-14220	yjjW	4612701	4613566	-	"[""G7953""]"	PM_WC-592	"[""TERM_WC-3735""]"
TU0-14221	yjjI	4613536	4615088	-	"[""EG12171""]"	PM_WC-589	"[""TERM_WC-3722""]"
TU0-14222	yjjJ	4619680	4621125	+	"[""EG12342""]"	PM0-46108	"[""TERM_WC-3723""]"
TU0-14224	serB	4622918	4623888	+	"[""EG10945""]"	PM_WC-262	"[""TERM_WC-2027""]"
TU0-14225	radA-nadR	4623935	4626572	+	"[""EG11335"", ""EG11296""]"	PM_WC-228	"[""TERM_WC-1768""]"
TU0-14226	slt	4628723	4630695	+	"[""EG10950""]"	PM0-46112	"[""TERM_WC-2065""]"
TU0-14227	qor	4261269	4262327	-	"[""EG11492""]"	PM0-10176	"[""TERM_WC-1755""]"
TU0-14228	coaA	4172097	4173130	-	"[""EG10922""]"	PM0-10224	"[""TERM_WC-316""]"
TU0-14229	cyaY	3991760	3992106	-	"[""EG11653""]"	PM0-45910	"[""TERM_WC-385""]"
TU0-1423	ftsZ	105045	106458	+	"[""EG10347""]"	PM00608	"[""TERM_WC-724""]"
TU0-14231	bax	3734374	3735244	-	"[""EG11360""]"	PM0-45844	"[""TERM_WC-196""]"
TU0-14232	yghA	3147505	3148570	+	"[""EG11292""]"	PM0-45578	"[""TERM_WC-3314""]"
TU0-14233	yghO	3127063	3128237	-	"[""G7547""]"	PM_WC-508	"[""TERM_WC-3325""]"
TU0-14234	C0719	3119380	3119603	+	"[""G0-8912""]"	PM_WC-36	"[""TERM_WC-246""]"
TU0-14235	yggG	3079914	3080695	+	"[""EG11291""]"	PM0-9690	"[""TERM_WC-3296""]"
TU0-14236	C0614	2651472	2651560	-	"[""G0-8907""]"	PM_WC-34	"[""TERM_WC-244""]"
TU0-14237	ypfM	2588827	2588992	-	"[""G0-8888""]"	PM0-36248	"[""TERM_WC-3925""]"
TU0-14238	yeiW	2263061	2263352	-	"[""G0-10511""]"	PM0-36245	"[""TERM_WC-3077""]"
TU0-14239	setB	2261735	2263068	+	"[""EG12034""]"	PM0-45261	"[""TERM_WC-2037""]"
TU0-1424	ftsZ	104693	106458	+	"[""EG10347""]"	PM00609	"[""TERM_WC-723""]"
