EG10641	2.2321	3.1408	2.9017
EG10642	1.1944	0.8153	0.5973
EG10643	68.4924	60.7321	68.0646
EG10644	1.8866	1.5589	1.2208
EG10645	0.7601	0.9994	2.1236
EG10646	27.252	22.3274	24.4864
EG10647	1.8099	2.1562	1.7339
EG10648	2.5454	2.2898	2.0824
EG10649	86.9244	49.4558	54.2699
EG10650	243.8655	560.5594	508.7848
EG10651	76.4546	53.6319	54.4068
EG10652	25.3208	19.2294	18.2854
EG10653	1.8121	2.1153	1.7187
EG10654	5.7125	3.4476	4.7696
EG10655	1.1556	1.6793	1.695
EG10656	31.4214	40.0195	37.4142
EG10657	149.3944	182.7269	121.7027
EG10658	206.8605	242.0724	281.4739
EG10659	363.0798	506.3416	458.1932
EG10660	117.6584	97.4131	111.9889
EG10661	94.6176	99.7575	110.4818
EG10662	16.9922	23.4268	24.8856
EG10663	256.8414	130.3827	130.9414
EG10664	12.6858	10.5426	12.6403
EG10665	214.7353	256.7478	239.2607
EG10666	303.015	341.0642	323.9784
EG10667	298.2812	442.715	442.2579
EG10668	23.2873	17.5945	18.4992
EG10669	8663.2556	9057.4994	7944.3994
EG10670	2100.459	2422.3264	1715.831
EG10671	8511.873	8486.1226	7148.4948
EG10672	107.2728	89.842	107.0886
EG10673	6406.0288	2843.9092	2250.0611
EG10674	2454.8984	2006.0581	1786.2333
EG10675	246.3329	215.8717	181.1427
EG10676	142.9168	192.665	187.6328
EG10677	161.2092	203.185	214.6651
EG10678	173.6318	243.1424	239.0152
EG10679	44.171	40.1183	30.511
EG10680	395.0131	260.0691	201.2901
EG10681	123.075	103.922	121.8273
EG10682	16.3475	13.9552	12.1749
EG10683	30.5735	25.2923	19.5334
EG10684	1258.9843	1335.6998	1253.5747
EG10685	14.1571	17.7493	17.6228
EG10686	46.0669	52.2786	55.546
EG10687	63.3175	62.6764	67.3103
EG10688	54.1542	61.2614	68.8889
EG10689	77.5023	56.9263	55.3475
EG10690	144.4984	190.9742	185.0178
EG10691	102.2155	108.8625	100.4325
EG10693	87.963	86.6188	101.9678
EG10694	172.2903	155.2933	169.5203
EG10695	256.8369	194.439	185.8095
EG10696	110.9168	56.8383	62.9868
EG10697	146.5881	137.2108	147.7842
EG10698	157.6156	110.3461	140.9
EG10699	338.2379	306.1688	298.2659
EG10700	16.1712	15.1549	13.7737
EG10701	677.0195	648.3602	557.2007
EG10702	297.5776	282.7022	267.0154
EG10703	823.4558	588.1176	671.5567
EG10704	52.5668	65.7392	69.5347
EG10705	32.6005	26.7501	22.42
EG10706	61.9457	54.1451	63.6037
EG10707	348.3816	177.9948	192.1532
EG10708	15.2575	28.1804	28.7573
EG10709	304.1385	202.2739	212.5103
EG10710	297.3582	214.0064	228.4274
EG10711	53.5314	64.4997	49.9458
EG10712	22.2977	13.6868	10.3334
