Frame ID	Name	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Feist formula	Media Concentration (mM)	Biomass information	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
pppi	Inorganic triphosphate	H2O10P3	-3	254.9278000000	HO10P3		"{""core"": [], ""wildtype"": []}"			[]	
pppn	Phenylpropanoate	C9H9O2	-1	149.1681000000	C9H9O2		"{""core"": [], ""wildtype"": []}"			[]	
ppt	Phosphonate	H2O3P	-1	80.9868000000	HO3P		"{""core"": [], ""wildtype"": []}"			[]	
pram	5-Phospho-beta-D-ribosylamine	C5H12NO7P	0	229.1238000000	C5H11NO7P		"{""core"": [], ""wildtype"": []}"			[]	
pran	N-(5-Phospho-D-ribosyl)anthranilate	C12H14NO9P	-2	347.2146000000	C12H13NO9P		"{""core"": [], ""wildtype"": []}"			[]	
prbamp	1-(5-Phosphoribosyl)-AMP	C15H22N5O14P2	-1	558.3078000000	C15H19N5O14P2		"{""core"": [], ""wildtype"": []}"			[]	
prbatp	1-(5-Phosphoribosyl)-ATP	C15H22N5O20P4	-3	716.2498000000	C15H19N5O20P4		"{""core"": [], ""wildtype"": []}"			[]	
precursor-z		C10H11N5O7P	-1	344.1989000000	C10H11N5O7P		"{""core"": [], ""wildtype"": []}"			[]	
prfp	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	C15H23N5O15P2	-2	575.3147000000	C15H21N5O15P2		"{""core"": [], ""wildtype"": []}"			[]	
prlp	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide	C15H23N5O15P2	-2	575.3147000000	C15H21N5O15P2		"{""core"": [], ""wildtype"": []}"			[]	
pro-L	L-Proline	C5H9NO2	0	115.1311000000	C5H9NO2		"{""core"": [{""mmol/gDCW"": 0.2211, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2211, ""location"": ""c""}]}"			[]	
progly	L-Prolinylglycine	C7H12N2O3	0	172.1828000000	C7H12N2O3		"{""core"": [], ""wildtype"": []}"			[]	
prpp	5-Phospho-alpha-D-ribose 1-diphosphate	C5H10O14P3	-3	387.0420000000	C5H8O14P3		"{""core"": [], ""wildtype"": []}"			[]	
ps120	phosphatidylserine (didodecanoyl, n-C12:0)	C30H56NO10P	-2	621.7434000000	C30H57N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
ps140	phosphatidylserine (ditetradecanoyl, n-C14:0)	C34H64NO10P	-2	677.8506000000	C34H65N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
ps141	phosphatidylserine (ditetradec-7-enoyl, n-C14:1)	C34H60NO10P	-2	673.8190000000	C34H61N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
ps160	phosphatidylserine (dihexadecanoyl, n-C16:0)	C38H72NO10P	-2	733.9578000000	C38H73N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
ps161	phosphatidylserine (dihexadec-9-enoyl, n-C16:1)	C38H68NO10P	-2	729.9262000000	C38H69N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
ps180	phosphatidylserine (dioctadecanoyl, n-C18:0)	C42H80NO10P	-2	790.0650000000	C42H81N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
ps181	phosphatidylserine (dioctadec-11-enoyl, n-C18:1)	C42H76NO10P	-2	786.0334000000	C42H77N1O10P1		"{""core"": [], ""wildtype"": []}"			[]	
psclys	psicoselysine	C12H25N2O7	1	309.3365000000	C12H25N2O7		"{""core"": [], ""wildtype"": []}"			[]	
pser-L	O-Phospho-L-serine	C3H7NO6P	-1	184.0633000000	C3H6NO6P		"{""core"": [], ""wildtype"": []}"			[]	
ptrc	Putrescine	C4H14N2	2	90.1686000000	C4H14N2		"{""core"": [], ""wildtype"": []}"			[]	
pyam5p	Pyridoxamine 5'-phosphate	C8H13N2O5P	0	248.1737000000	C8H12N2O5P		"{""core"": [], ""wildtype"": []}"			[]	
pydam	Pyridoxamine	C8H13N2O2	1	169.2027000000	C8H13N2O2		"{""core"": [], ""wildtype"": []}"			[]	
pydx	Pyridoxal	C8H9NO3	0	167.1631000000	C8H9NO3		"{""core"": [], ""wildtype"": []}"			[]	
pydx5p	Pyridoxal 5'-phosphate	C8H9NO6P	-1	246.1341000000	C8H8NO6P		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
pydxn	Pyridoxine	C8H11NO3	0	169.1789000000	C8H11NO3		"{""core"": [], ""wildtype"": []}"			[]	
pyr	Pyruvate	C3H3O3	-1	87.0537000000	C3H3O3		"{""core"": [], ""wildtype"": []}"			[]	
q8	Ubiquinone-8	C49H74O4	0	727.1196000000	C49H74O4		"{""core"": [], ""wildtype"": []}"			[]	
q8h2	Ubiquinol-8	C49H76O4	0	729.1354000000	C49H76O4		"{""core"": [], ""wildtype"": []}"			[]	
quln	Quinolinate	C7H3NO4	-2	165.1037000000	C7H3NO4		"{""core"": [], ""wildtype"": []}"			[]	
r15bp	D-Ribose 1,5-bisphosphate	C5H10O11P2	-2	308.0710000000	C5H8O11P2		"{""core"": [], ""wildtype"": []}"			[]	
r1p	alpha-D-Ribose 1-phosphate	C5H10O8P	-1	229.1000000000	C5H9O8P		"{""core"": [], ""wildtype"": []}"			[]	
r5p	alpha-D-Ribose 5-phosphate	C5H10O8P	-1	229.1000000000	C5H9O8P		"{""core"": [], ""wildtype"": []}"			[]	
ragund	rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C69H113NO16P2	-2	1274.5907000000	C69H113N1O16P2		"{""core"": [], ""wildtype"": []}"			[]	
rbflvrd	Reduced riboflavin	C17H22N4O6	0	378.3828000000	C17H22N4O6		"{""core"": [], ""wildtype"": []}"			[]	
rbl-L	L-Ribulose	C5H10O5	0	150.1290000000	C5H10O5		"{""core"": [], ""wildtype"": []}"			[]	
rdmbzi	N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole	C14H18N2O4	0	278.3062000000	C14H18N2O4		"{""core"": [], ""wildtype"": []}"			[]	
rhcys	S-Ribosyl-L-homocysteine	C9H17NO6S	0	267.2943000000	C9H17NO6S		"{""core"": [], ""wildtype"": []}"			[]	
rib-D	D-Ribose	C5H10O5	0	150.1290000000	C5H10O5		"{""core"": [], ""wildtype"": []}"			[]	
ribflv	Riboflavin	C17H20N4O6	0	376.3670000000	C17H20N4O6		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
rml	L-Rhamnulose	C6H12O5	0	164.1558000000	C6H12O5		"{""core"": [], ""wildtype"": []}"			[]	
rml1p	L-Rhamnulose 1-phosphate	C6H12O8P	-1	243.1268000000	C6H11O8P		"{""core"": [], ""wildtype"": []}"			[]	
rmn	L-Rhamnose	C6H12O5	0	164.1558000000	C6H12O5		"{""core"": [], ""wildtype"": []}"			[]	
ru5p-D	D-Ribulose 5-phosphate	C5H10O8P	-1	229.1000000000	C5H9O8P		"{""core"": [], ""wildtype"": []}"			[]	
ru5p-L	L-Ribulose 5-phosphate	C5H10O8P	-1	229.1000000000	C5H9O8P		"{""core"": [], ""wildtype"": []}"			[]	
s	Sulfur	S	0	32.0600000000	S		"{""core"": [], ""wildtype"": []}"			[]	
s7p	Sedoheptulose 7-phosphate	C7H14O10P	-1	289.1516000000	C7H13O10P		"{""core"": [], ""wildtype"": []}"			[]	
sarcs	Sarcosine	C3H7NO2	0	89.0933000000	C3H7NO2		"{""core"": [], ""wildtype"": []}"			[]	
sbt-D	D-Sorbitol	C6H14O6	0	182.1706000000	C6H14O6		"{""core"": [], ""wildtype"": []}"			[]	
sbt6p	D-Sorbitol 6-phosphate	C6H14O9P	-1	261.1416000000	C6H13O9P		"{""core"": [], ""wildtype"": []}"			[]	
sbzcoa	O-Succinylbenzoyl-CoA	C32H40N7O20P3S	-4	967.6790000000	C32H39N7O20P3S		"{""core"": [], ""wildtype"": []}"			[]	
scl	sirohydrochlorin	C42H39N4O16	-7	855.7821000000	C42H39N4O16		"{""core"": [], ""wildtype"": []}"			[]	
seln	Selenide	HSe	-1	79.9679000000	HSe		"{""core"": [], ""wildtype"": []}"			[]	
selnp	Selenophosphate	H2O3PSe	-1	159.9468000000	H2O3PSe		"{""core"": [], ""wildtype"": []}"			[]	
ser-D	D-Serine	C3H7NO3	0	105.0923000000	C3H7NO3		"{""core"": [], ""wildtype"": []}"			[]	
ser-L	L-Serine	C3H7NO3	0	105.0923000000	C3H7NO3		"{""core"": [{""mmol/gDCW"": 0.2158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2158, ""location"": ""c""}]}"			[]	
seramp	L-seryl-AMP	C13H20N6O9P	1	435.3080000000	C13H19N6O9P		"{""core"": [], ""wildtype"": []}"			[]	
sheme	Siroheme	C42H36FeN4O16	-8	908.6054000000	C42H36FeN4O16		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
skm	Shikimate	C7H9O5	-1	173.1431000000	C7H9O5		"{""core"": [], ""wildtype"": []}"			[]	
skm5p	Shikimate 5-phosphate	C7H9O8P	-2	252.1141000000	C7H8O8P		"{""core"": [], ""wildtype"": []}"			[]	
sl26da	N-Succinyl-LL-2,6-diaminoheptanedioate	C11H16N2O7	-2	288.2544000000	C11H16N2O7		"{""core"": [], ""wildtype"": []}"			[]	
sl2a6o	N-Succinyl-2-L-amino-6-oxoheptanedioate	C11H12NO8	-3	286.2148000000	C11H12NO8		"{""core"": [], ""wildtype"": []}"			[]	
so2	sulfur dioxide	O2S	0	64.0580000000	O2S		"{""core"": [], ""wildtype"": []}"			[]	
so3	Sulfite	HO3S	-1	81.0649000000	O3S		"{""core"": [], ""wildtype"": []}"			[]	
so4	Sulfate	O4S	-2	96.0560000000	O4S		"{""core"": [{""mmol/gDCW"": 0.003948, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.003948, ""location"": ""c""}]}"			[]	
spmd	Spermidine	C7H22N3	3	148.2718000000	C7H22N3		"{""core"": [], ""wildtype"": []}"			[]	
ssaltpp	Succinate semialdehyde-thiamin diphosphate anion	C16H22N4O10P2S	-2	524.3758000000	C16H21N4O10P2S		"{""core"": [], ""wildtype"": []}"			[]	
stcoa	Stearoyl-CoA (n-C18:0CoA)	C39H67N7O17P3S	-3	1030.9723000000	C39H66N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
suc6p	Sucrose 6-phosphate	C12H22O14P	-1	421.2658000000	C12H21O14P		"{""core"": [], ""wildtype"": []}"			[]	
sucarg	N2-Succinyl-L-arginine	C10H17N4O5	-1	273.2673000000	C10H17N4O5		"{""core"": [], ""wildtype"": []}"			[]	
sucbz	o-Succinylbenzoate	C11H8O5	-2	220.1792000000	C11H8O5		"{""core"": [], ""wildtype"": []}"			[]	
succ	Succinate	C4H4O4	-2	116.0716000000	C4H4O4		"{""core"": [], ""wildtype"": []}"			[]	
succoa	Succinyl-CoA	C25H36N7O19P3S	-4	863.5714000000	C25H35N7O19P3S		"{""core"": [], ""wildtype"": []}"			[]	
sucglu	N2-Succinyl-L-glutamate	C9H10NO7	-3	244.1780000000	C9H10NO7		"{""core"": [], ""wildtype"": []}"			[]	
sucgsa	N2-Succinyl-L-glutamate 5-semialdehyde	C9H11NO6	-2	229.1869000000	C9H11NO6		"{""core"": [], ""wildtype"": []}"			[]	
suchms	O-Succinyl-L-homoserine	C8H12NO6	-1	218.1838000000	C8H12NO6		"{""core"": [], ""wildtype"": []}"			[]	
sucorn	N2-Succinyl-L-ornithine	C9H15N2O5	-1	231.2265000000	C9H15N2O5		"{""core"": [], ""wildtype"": []}"			[]	
sucr	Sucrose	C12H22O11	0	342.2948000000	C12H22O11		"{""core"": [], ""wildtype"": []}"			[]	
sucsal	Succinic semialdehyde	C4H5O3	-1	101.0805000000	C4H5O3		"{""core"": [], ""wildtype"": []}"			[]	
sulfac	sulfoacetate	C2H2O5S	-2	138.0928000000	C2H2O5S		"{""core"": [], ""wildtype"": []}"			[]	
t3c11vaceACP	trans-3-cis-11-vacceoyl-[acyl-carrier protein]	C29H51N2O8PRS	-1	618.7619000000	C29H51N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
t3c5ddeceACP	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	C23H39N2O8PRS	-1	534.6011000000	C23H39N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
t3c7mrseACP	trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	C25H43N2O8PRS	-1	562.6547000000	C25H43N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
t3c9palmeACP	trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]	C27H47N2O8PRS	-1	590.7083000000	C27H47N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
tag6p-D	D-Tagatose 6-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
tagdp-D	D-Tagatose 1,6-biphosphate	C6H12O12P2	-2	338.0968000000	C6H10O12P2		"{""core"": [], ""wildtype"": []}"			[]	
tagur	D-Tagaturonate	C6H9O7	-1	193.1301000000	C6H9O7		"{""core"": [], ""wildtype"": []}"			[]	
tartr-L	L-tartrate	C4H4O6	-2	148.0696000000	C4H4O6		"{""core"": [], ""wildtype"": []}"			[]	
taur	Taurine	C2H7NO3S	0	125.1413000000	C2H7NO3S		"{""core"": [], ""wildtype"": []}"			[]	
tcynt	Thiocyanate	CNS	-1	58.0780000000	CNS		"{""core"": [], ""wildtype"": []}"			[]	
td2coa	trans-Tetradec-2-enoyl-CoA	C35H57N7O17P3S	-3	972.8493000000	C35H56N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
tdcoa	Tetradecanoyl-CoA (n-C14:0CoA)	C35H59N7O17P3S	-3	974.8651000000	C35H58N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
tddec2eACP	trans-Dodec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	-1	536.6169000000	C23H41N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
tdeACP	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	C25H45N2O8PRS	-1	564.6705000000	C25H45N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
tdec2eACP	trans-Dec-2-enoyl-[acyl-carrier protein]	C21H37N2O8PRS	-1	508.5633000000	C21H37N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
tdecoa	Tetradecenoyl-CoA (n-C14:1CoA)	C35H57N7O17P3S	-3	972.8493000000	C35H56N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
tdp		C10H13N2O11P2	-3	399.1637000000	C10H13N2O11P2		"{""core"": [], ""wildtype"": []}"			[]	
thdp	2,3,4,5-Tetrahydrodipicolinate	C7H7NO4	-2	169.1353000000	C7H7NO4		"{""core"": [], ""wildtype"": []}"			[]	
thex2eACP	trans-Hex-2-enoyl-[acyl-carrier protein]	C17H29N2O8PRS	-1	452.4561000000	C17H29N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
thf	5,6,7,8-Tetrahydrofolate	C19H21N7O6	-2	443.4179000000	C19H21N7O6		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
thm	Thiamin	C12H17N4OS	1	265.3533000000	C12H17N4OS		"{""core"": [], ""wildtype"": []}"			[]	
thmmp	Thiamin monophosphate	C12H17N4O4PS	0	344.3243000000	C12H16N4O4PS		"{""core"": [], ""wildtype"": []}"			[]	
thmpp	Thiamine diphosphate	C12H17N4O7P2S	-1	423.2953000000	C12H16N4O7P2S		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
thr-L	L-Threonine	C4H9NO3	0	119.1191000000	C4H9NO3		"{""core"": [{""mmol/gDCW"": 0.2537, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2537, ""location"": ""c""}]}"			[]	
thrp	L-Threonine O-3-phosphate	C4H9NO6P	-1	198.0901000000	C4H8NO6P		"{""core"": [], ""wildtype"": []}"			[]	
thym	Thymine	C5H6N2O2	0	126.1144000000	C5H6N2O2		"{""core"": [], ""wildtype"": []}"			[]	
thymd	Thymidine	C10H14N2O5	0	242.2296000000	C10H14N2O5		"{""core"": [], ""wildtype"": []}"			[]	
tma	trimethylamine	C3H10N	1	60.1190000000	C3H10N		"{""core"": [], ""wildtype"": []}"			[]	
tmao	Trimethylamine N-oxide	C3H10NO	1	76.1180000000	C3H9NO		"{""core"": [], ""wildtype"": []}"			[]	
tmrs2eACP	trans-Tetradec-2-enoyl-[acyl-carrier protein]	C25H45N2O8PRS	-1	564.6705000000	C25H45N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
toct2eACP	trans-Oct-2-enoyl-[acyl-carrier protein]	C19H33N2O8PRS	-1	480.5097000000	C19H33N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
toctd2eACP	trans-octadec-2-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	-1	620.7777000000	C29H53N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
tpalm2eACP	trans-Hexadec-2-enoyl-[acyl-carrier protein]	C27H49N2O8PRS	-1	592.7241000000	C27H49N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
trdox	Oxidized thioredoxin	C6H7NO2R2S2	0	189.2463000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""OX-THIOREDOXIN-MONOMER[c]"", ""OX-THIOREDOXIN2-MONOMER[i]""]"	"Non-element in formula. Weight calculated for known elements.
"
trdrd	Reduced thioredoxin	C6H9NO2R2S2	0	191.2621000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""RED-THIOREDOXIN-MONOMER[c]"", ""RED-THIOREDOXIN2-MONOMER[i]""]"	"Non-element in formula. Weight calculated for known elements.
"
tre	Trehalose	C12H22O11	0	342.2948000000	C12H22O11		"{""core"": [], ""wildtype"": []}"			[]	
tre6p	alpha,alpha'-Trehalose 6-phosphate	C12H22O14P	-1	421.2658000000	C12H21O14P		"{""core"": [], ""wildtype"": []}"			[]	
trnaglu	tRNA (Glu)	C10H12N5O3R	0	250.2368000000	R		"{""core"": [], ""wildtype"": []}"		True	"[""gltT-tRNA[c]"", ""gltU-tRNA[c]"", ""gltV-tRNA[c]"", ""gltW-tRNA[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
trp-L	L-Tryptophan	C11H12N2O2	0	204.2278000000	C11H12N2O2		"{""core"": [{""mmol/gDCW"": 0.05684, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.05684, ""location"": ""c""}]}"			[]	
tsul	Thiosulfate	HO3S2	-1	113.1249000000	O3S2		"{""core"": [], ""wildtype"": []}"			[]	
ttdca	tetradecanoate (n-C14:0)	C14H27O2	-1	227.3653000000	C14H27O2		"{""core"": [], ""wildtype"": []}"			[]	
ttdcea	tetradecenoate (n-C14:1)	C14H25O2	-1	225.3495000000	C14H25O2		"{""core"": [], ""wildtype"": []}"			[]	
tungs	tungstate	O4W1	-2	247.8360000000	O4W1		"{""core"": [], ""wildtype"": []}"			[]	
tym	Tyramine	C8H12NO	1	138.1888000000	C8H12NO		"{""core"": [], ""wildtype"": []}"			[]	
tyr-L	L-Tyrosine	C9H11NO3	0	181.1899000000	C9H11NO3		"{""core"": [{""mmol/gDCW"": 0.1379, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.1379, ""location"": ""c""}]}"			[]	
tyrp	Phosphotyrosine	C9H11NO6P	-1	260.1609000000	C9H10NO6P		"{""core"": [], ""wildtype"": []}"			[]	
u23ga	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	C43H75N3O20P2	-2	1016.0145000000	C43H75N3O20P2		"{""core"": [], ""wildtype"": []}"			[]	
u3aga	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	C31H51N3O19P2	-2	831.6939000000	C31H51N3O19P2		"{""core"": [], ""wildtype"": []}"			[]	
u3hga	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	C29H50N3O18P2	-1	790.6650000000	C29H50N3O18P2		"{""core"": [], ""wildtype"": []}"			[]	
uLa4fn	undecaprenyl phosphate-4-amino-4-formyl-L-arabinose	C61H99NO8P	-1	1005.4261000000	C61H99N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
uLa4n	undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose	C60H100NO7P	0	978.4240000000	C60H100N1O7P1		"{""core"": [], ""wildtype"": []}"			[]	
uaagmda	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala	C95H152N8O28P2	-4	1916.2218000000	C95H152N8O28P2		"{""core"": [], ""wildtype"": []}"			[]	
uaccg	UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine	C20H26N3O19P2	-3	674.3754000000	C20H26N3O19P2		"{""core"": [], ""wildtype"": []}"			[]	
uacgam	UDP-N-acetyl-D-glucosamine	C17H25N3O17P2	-2	605.3365000000	C17H25N3O17P2		"{""core"": [], ""wildtype"": []}"			[]	
uacmam	UDP-N-acetyl-D-mannosamine	C17H25N3O17P2	-2	605.3365000000	C17H25N3O17P2		"{""core"": [], ""wildtype"": []}"			[]	
uacmamu	UDP-N-acetyl-D-mannosaminouronate	C17H22N3O18P2	-3	618.3118000000	C17H22N3O18P2		"{""core"": [], ""wildtype"": []}"			[]	
uagmda	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	C87H139N7O23P2	-4	1713.0291000000	C87H139N7O23P2		"{""core"": [], ""wildtype"": []}"			[]	
uama	UDP-N-acetylmuramoyl-L-alanine	C23H33N4O20P2	-3	747.4697000000	C23H33N4O20P2		"{""core"": [], ""wildtype"": []}"			[]	
uamag	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H39N5O23P2	-4	875.5761000000	C28H39N5O23P2		"{""core"": [], ""wildtype"": []}"			[]	
uamr	UDP-N-acetylmuramate	C20H28N3O19P2	-3	676.3912000000	C20H28N3O19P2		"{""core"": [], ""wildtype"": []}"			[]	
udcpdp	Undecaprenyl diphosphate	C55H90O7P2	-2	925.2570000000	C55H89O7P2		"{""core"": [{""mmol/gDCW"": 5.5e-05, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 5.5e-05, ""location"": ""c""}]}"			[]	
udcpp	Undecaprenyl phosphate	C55H90O4P	-1	846.2860000000	C55H89O4P		"{""core"": [], ""wildtype"": []}"			[]	
udp	UDP	C9H12N2O12P2	-2	402.1438000000	C9H11N2O12P2		"{""core"": [], ""wildtype"": []}"			[]	
udpLa4fn	uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose	C15H22N3O16P2	-1	562.2918000000	C15H21N3O16P2		"{""core"": [], ""wildtype"": []}"			[]	
udpLa4n	uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose	C14H22N3O15P2	-1	534.2818000000	C14H22N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
udpLa4o	UDP-4-keto-pyranose	C14H18N2O16P2	-2	532.2422000000	C14H18N2O16P2		"{""core"": [], ""wildtype"": []}"			[]	
udpacgal	UDP-N-acetyl-D-galactosamine	C17H25N3O17P2	-2	605.3365000000	C17H25N3O17P2		"{""core"": [], ""wildtype"": []}"			[]	
udpg	UDPglucose	C15H22N2O17P2	-2	564.2838000000	C15H22N2O17P2		"{""core"": [], ""wildtype"": []}"			[]	
udpgal	UDPgalactose	C15H22N2O17P2	-2	564.2838000000	C15H22N2O17P2		"{""core"": [], ""wildtype"": []}"			[]	
udpgalfur	UDP-D-galacto-1,4-furanose	C15H22N2O17P2	-2	564.2838000000	C15H22N2O17P2		"{""core"": [], ""wildtype"": []}"			[]	
udpglcur	UDP-D-glucuronate	C15H19N2O18P2	-3	577.2591000000	C15H19N2O18P2		"{""core"": [], ""wildtype"": []}"			[]	
ugmd	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	C35H51N7O26P2	-4	1047.7589000000	C35H51N7O26P2		"{""core"": [], ""wildtype"": []}"			[]	
ugmda	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	C41H61N9O28P2	-4	1189.9159000000	C41H61N9O28P2		"{""core"": [], ""wildtype"": []}"			[]	
um4p	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine	C38H56N8O27P2	-4	1118.8374000000	C38H56N8O27P2		"{""core"": [], ""wildtype"": []}"			[]	
ump	UMP	C9H12N2O9P	-1	323.1728000000	C9H11N2O9P		"{""core"": [], ""wildtype"": []}"			[]	
unaga	Undecaprenyl diphospho N-acetyl-glucosamine	C63H103NO12P2	-2	1128.4497000000	C63H103NO12P2		"{""core"": [], ""wildtype"": []}"			[]	
unagamu	Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate	C71H113N2O18P2	-3	1344.6177000000	C71H113N2O18P2		"{""core"": [], ""wildtype"": []}"			[]	
unagamuf	Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose	C79H126N3O22P2	-3	1531.8114000000	C79H126N3O22P2		"{""core"": [], ""wildtype"": []}"			[]	
uppg3	Uroporphyrinogen III	C40H36N4O16	-8	828.7364000000	C40H36N4O16		"{""core"": [], ""wildtype"": []}"			[]	
ura	Uracil	C4H4N2O2	0	112.0876000000	C4H4N2O2		"{""core"": [], ""wildtype"": []}"			[]	
urate	Urate	C5H4N4O3	0	168.1116000000	C5H4N4O3		"{""core"": [], ""wildtype"": []}"			[]	
urdglyc	(-)-Ureidoglycolate	C3H5N2O4	-1	133.0825000000	C3H5N2O4		"{""core"": [], ""wildtype"": []}"			[]	
urea	Urea	CH4N2O	0	60.0556000000	CH4N2O		"{""core"": [], ""wildtype"": []}"			[]	
uri	Uridine	C9H12N2O6	0	244.2018000000	C9H12N2O6		"{""core"": [], ""wildtype"": []}"			[]	
