Frame ID	Name	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Feist formula	Media Concentration (mM)	Biomass information	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
atp	ATP	C10H13N5O13P3	-3	504.1567000000	C10H12N5O13P3		"{""core"": [{""mmol/gDCW"": 59.984, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 59.984, ""location"": ""c""}]}"			[]	
b2coa	Crotonoyl-CoA	C25H37N7O17P3S	-3	832.5813000000	C25H36N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
bbtcoa	gamma-butyrobetainyl-CoA	C28H47N8O17P3S	-2	892.7003000000	C28H46N8O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
betald	Betaine aldehyde	C5H12NO	1	102.1558000000	C5H12NO		"{""core"": [], ""wildtype"": []}"			[]	
bglycogen	branching glycogen	C6H10O5	0	162.1400000000	C6H10O5		"{""core"": [], ""wildtype"": []}"			[]	
bio-5-amp		C20H27N7O9PS	-1	572.5073000000	C20H27N7O9PS		"{""core"": [], ""wildtype"": []}"			[]	
btal	Butanal	C4H8O	0	72.1062000000	C4H8O		"{""core"": [], ""wildtype"": []}"			[]	
btcoa	Butanoyl-CoA	C25H39N7O17P3S	-3	834.5971000000	C25H38N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
btn	Biotin	C10H15N2O3S	-1	243.2995000000	C10H15N2O3S		"{""core"": [], ""wildtype"": []}"			[]	
btnso	d-biotin d-sulfoxide	C10H15N2O4S	-1	259.2985000000	C10H15N2O4S		"{""core"": [], ""wildtype"": []}"			[]	
but	Butyrate (n-C4:0)	C4H7O2	-1	87.0973000000	C4H7O2		"{""core"": [], ""wildtype"": []}"			[]	
but2eACP	But-2-enoyl-[acyl-carrier protein]	C15H25N2O8PRS	-1	424.4025000000	C15H25N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
butACP	Butyryl-ACP (n-C4:0ACP)	C15H27N2O8PRS	-1	426.4183000000	C15H27N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
butso3	butanesulfonate	C4H9O3S	-1	137.1721000000	C4H9O3S		"{""core"": [], ""wildtype"": []}"			[]	
ca2	Calcium	Ca	2	40.0800000000	Ca		"{""core"": [{""mmol/gDCW"": 0.004737, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.004737, ""location"": ""c""}]}"			[]	
camp	cAMP	C10H11N5O6P	-1	328.1999000000	C10H11N5O6P		"{""core"": [], ""wildtype"": []}"			[]	
carbamoyl-p		CH2NO5P	-2	139.0028000000	CH2NO5P		"{""core"": [], ""wildtype"": []}"			[]	
cbasp	N-Carbamoyl-L-aspartate	C5H6N2O5	-2	174.1114000000	C5H6N2O5		"{""core"": [], ""wildtype"": []}"			[]	
cbi	Cobinamide	C48H72CoN11O8	0	990.0988000000	C48H72CoN11O8		"{""core"": [], ""wildtype"": []}"			[]	
cbl1	Cob(I)alamin	C62H88CoN13O14P	-1	1329.3612000000	C62H88CoN13O14P		"{""core"": [], ""wildtype"": []}"			[]	
cbp	Carbamoyl phosphate	CH2NO5P	-2	139.0028000000	CH2NO5P		"{""core"": [], ""wildtype"": []}"			[]	
cd2	Cadmium	Cd	2	112.4100000000	Cd		"{""core"": [], ""wildtype"": []}"			[]	
cddec5eACP	cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	C23H41N2O8PRS	-1	536.6169000000	C23H41N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
cdec3eACP	cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)	C21H37N2O8PRS	-1	508.5633000000	C21H37N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
cdp	CDP	C9H13N3O11P2	-2	401.1597000000	C9H12N3O11P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdddecg	CDP-1,2-didodecanoylglycerol	C36H63N3O15P2	-2	839.8477000000	C36H63N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdhdec9eg	CDP-1,2-dihexadec-9-enoylglycerol	C44H75N3O15P2	-2	948.0305000000	C44H75N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdhdecg	CDP-1,2-dihexadecanoylglycerol	C44H79N3O15P2	-2	952.0621000000	C44H79N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdodec11eg	CDP-1,2-dioctadec-11-enoylglycerol	C48H83N3O15P2	-2	1004.1377000000	C48H83N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdodecg	CDP-1,2-dioctadecanoylglycerol	C48H87N3O15P2	-2	1008.1693000000	C48H87N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdtdec7eg	CDP-1,2-ditetradec-7-enoylglycerol	C40H67N3O15P2	-2	891.9233000000	C40H67N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cdpdtdecg	CDP-1,2-ditetradecanoylglycerol	C40H71N3O15P2	-2	895.9549000000	C40H71N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
cechddd	cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol	C9H11O4	-1	183.1819000000	C9H11O4		"{""core"": [], ""wildtype"": []}"			[]	
cenchddd	cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol	C9H9O4	-1	181.1661000000	C9H9O4		"{""core"": [], ""wildtype"": []}"			[]	
cgly	Cys-Gly	C5H10N2O3S	0	178.2050000000	C5H10N2O3S		"{""core"": [], ""wildtype"": []}"			[]	
chol	Choline	C5H14NO	1	104.1716000000	C5H14NO		"{""core"": [], ""wildtype"": []}"			[]	
chor	chorismate	C10H8O6	-2	224.1672000000	C10H8O6		"{""core"": [], ""wildtype"": []}"			[]	
cinnm	trans-Cinnamate	C9H7O2	-1	147.1523000000	C9H7O2		"{""core"": [], ""wildtype"": []}"			[]	
cit	Citrate	C6H5O7	-3	189.0985000000	C6H5O7		"{""core"": [], ""wildtype"": []}"			[]	
citr-L	L-Citrulline	C6H13N3O3	0	175.1867000000	C6H13N3O3		"{""core"": [], ""wildtype"": []}"			[]	
ckdo	CMP-3-deoxy-D-manno-octulosonate	C17H24N3O15P	-2	541.3566000000	C17H24N3O15P		"{""core"": [], ""wildtype"": []}"			[]	
cl	Chloride	Cl	-1	35.4530000000	Cl		"{""core"": [{""mmol/gDCW"": 0.004737, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.004737, ""location"": ""c""}]}"			[]	
clpn120	cardiolipin (tetradodecanoyl, n-C12:0)	C57H108O17P2	-2	1127.4112000000	C57H108O17P2		"{""core"": [], ""wildtype"": []}"			[]	
clpn140	cardiolipin (tetratetradecanoyl, n-C14:0)	C65H124O17P2	-2	1239.6256000000	C65H124O17P2		"{""core"": [], ""wildtype"": []}"			[]	
clpn141	cardiolipin (tetratetradec-7-enoyl, n-C14:1)	C65H116O17P2	-2	1231.5624000000	C65H116O17P2		"{""core"": [], ""wildtype"": []}"			[]	
clpn160	cardiolipin (tetrahexadecanoyl, n-C16:0)	C73H140O17P2	-2	1351.8400000000	C73H140O17P2		"{""core"": [], ""wildtype"": []}"			[]	
clpn161	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	C73H132O17P2	-2	1343.7768000000	C73H132O17P2		"{""core"": [], ""wildtype"": []}"			[]	
clpn180	cardiolipin (tetraoctadecanoyl, n-C18:0)	C81H156O17P2	-2	1464.0544000000	C81H156O17P2		"{""core"": [], ""wildtype"": []}"			[]	
clpn181	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	C81H148O17P2	-2	1455.9912000000	C81H148O17P2		"{""core"": [], ""wildtype"": []}"			[]	
cmp	CMP	C9H13N3O8P	-1	322.1887000000	C9H12N3O8P		"{""core"": [], ""wildtype"": []}"			[]	
co2	CO2	CO2	0	44.0090000000	CO2		"{""core"": [], ""wildtype"": []}"			[]	
coa	Coenzyme A	C21H33N7O16P3S	-3	764.5067000000	C21H32N7O16P3S		"{""core"": [{""mmol/gDCW"": 0.000576, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000576, ""location"": ""c""}]}"			[]	
cobalt2	Co2+	Co	2	58.9330000000	Co		"{""core"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}]}"			[]	
colipa	core oligosaccharide lipid A	C176H307N2O100P4	-7	4175.1713000000	C176H303N2O100P4		"{""core"": [], ""wildtype"": []}"			[]	
cpd-10551		C5H7O7P	-2	210.0773000000	C5H7O7P		"{""core"": [], ""wildtype"": []}"			[]	
cpd-110		C7H5O3	-1	137.1135000000	C7H5O3		"{""core"": [], ""wildtype"": []}"			[]	
cpd-12800		OCl	-1	51.4520000000	OCl		"{""core"": [], ""wildtype"": []}"			[]	
cpd-4		C10H11N5O6PS2	-2	392.3199000000	C10H11N5O6PS2		"{""core"": [], ""wildtype"": []}"			[]	
cpd-6		S2Fe2	0	175.8140000000	S2Fe2		"{""core"": [], ""wildtype"": []}"			[]	
cpd-7970		C9H5N4Cl	0	204.6195000000	C9H5N4Cl		"{""core"": [], ""wildtype"": []}"			[]	
cpd-8179		C6H3N2O5	-1	183.0987000000	C6H3N2O5		"{""core"": [], ""wildtype"": []}"			[]	
cpd0-1032		C6H15N2O2	1	147.1965000000	C6H15N2O2		"{""core"": [], ""wildtype"": []}"			[]	
cpd0-1564		C6H12N2O4S2	0	240.2908000000	C6H12N2O4S2		"{""core"": [], ""wildtype"": []}"			[]	
cpd0-1938		C21H20N3	1	314.4100000000	C21H20N3		"{""core"": [], ""wildtype"": []}"			[]	
cpd0-2342		C6H12O6R	0	180.1548000000	C6H12O6R		"{""core"": [], ""wildtype"": []}"		True	[]	"Non-element in formula. Weight calculated for known elements.
"
cpe160	cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C39H73NO8P	-1	714.9787000000	C39H74N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
cpe180	cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C43H81NO8P	-1	771.0859000000	C43H82N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
cpg160	cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C40H74O10P	-1	745.9886000000	C40H74O10P1		"{""core"": [], ""wildtype"": []}"			[]	
cpg180	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C44H82O10P	-1	802.0958000000	C44H82O10P1		"{""core"": [], ""wildtype"": []}"			[]	
cpgn	coprogen	C35H52N6O13Fe	-1	820.6718000000	C35H52N6O13Fe		"{""core"": [], ""wildtype"": []}"			[]	
cpgn-un	coprogen unloaded (no Fe(III))	C35H56N6O13	0	768.8564000000	C35H52N6O13		"{""core"": [], ""wildtype"": []}"			[]	
cpppg3	Coproporphyrinogen III	C36H40N4O8	-4	656.7320000000	C36H40N4O8		"{""core"": [], ""wildtype"": []}"			[]	
crn	L-Carnitine	C7H15NO3	0	161.1995000000	C7H15NO3		"{""core"": [], ""wildtype"": []}"			[]	
crn-D	D-Carnitine	C7H15NO3	0	161.1995000000	C7H15NO3		"{""core"": [], ""wildtype"": []}"			[]	
crnDcoa	D-carnitinyl-CoA	C28H47N8O18P3S	-2	908.6993000000	C28H46N8O18P3S		"{""core"": [], ""wildtype"": []}"			[]	
crncoa	L-Carnitinyl-CoA	C28H47N8O18P3S	-2	908.6993000000	C28H46N8O18P3S		"{""core"": [], ""wildtype"": []}"			[]	
csn	Cytosine	C4H5N3O	0	111.1035000000	C4H5N3O		"{""core"": [], ""wildtype"": []}"			[]	
ctbt	crotonobetaine	C7H13NO2	0	143.1847000000	C7H13NO2		"{""core"": [], ""wildtype"": []}"			[]	
ctbtcoa	crotonobetainyl-CoA	C28H45N8O17P3S	-2	890.6845000000	C28H44N8O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
ctp	CTP	C9H12N3O14P3	-4	479.1228000000	C9H12N3O14P3		"{""core"": [{""mmol/gDCW"": 0.1335, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.1335, ""location"": ""c""}]}"			[]	
cu	Cu+	Cu	1	63.5460000000	Cu		"{""core"": [], ""wildtype"": []}"			[]	
cu2	Cu2+	Cu	2	63.5460000000	Cu		"{""core"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}]}"			[]	
cyan	Hydrogen cyanide	CHN	0	27.0259000000	CHN		"{""core"": [], ""wildtype"": []}"			[]	
cynt	Cyanate	CNO	-1	42.0170000000	CNO		"{""core"": [], ""wildtype"": []}"			[]	
cys-D	D-Cysteine	C3H7NO2S	0	121.1533000000	C3H7NO2S		"{""core"": [], ""wildtype"": []}"			[]	
cys-L	L-Cysteine	C3H7NO2S	0	121.1533000000	C3H7NO2S		"{""core"": [{""mmol/gDCW"": 0.09158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.09158, ""location"": ""c""}]}"			[]	
cyst-L	L-Cystathionine	C7H14N2O4S	0	222.2576000000	C7H14N2O4S		"{""core"": [], ""wildtype"": []}"			[]	
cytd	Cytidine	C9H13N3O5	0	243.2177000000	C9H13N3O5		"{""core"": [], ""wildtype"": []}"			[]	
dad-2	Deoxyadenosine	C10H13N5O3	0	251.2447000000	C10H13N5O3		"{""core"": [], ""wildtype"": []}"			[]	
dad-5	5'-Deoxyadenosine	C10H13N5O3	0	251.2447000000	C10H13N5O3		"{""core"": [], ""wildtype"": []}"			[]	
dadp	dADP	C10H13N5O9P2	-2	409.1867000000	C10H12N5O9P2		"{""core"": [], ""wildtype"": []}"			[]	
damp	dAMP	C10H13N5O6P	-1	330.2157000000	C10H12N5O6P		"{""core"": [], ""wildtype"": []}"			[]	
dann	7,8-Diaminononanoate	C9H21N2O2	1	189.2769000000	C9H21N2O2		"{""core"": [], ""wildtype"": []}"			[]	
datp	dATP	C10H13N5O12P3	-3	488.1577000000	C10H12N5O12P3		"{""core"": [{""mmol/gDCW"": 0.02617, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.02617, ""location"": ""c""}]}"			[]	
db4p	3,4-dihydroxy-2-butanone 4-phosphate	C4H8O6P	-1	183.0752000000	C4H7O6P		"{""core"": [], ""wildtype"": []}"			[]	
dc2coa	trans-Dec-2-enoyl-CoA	C31H49N7O17P3S	-3	916.7421000000	C31H48N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
dca	Decanoate (n-C10:0)	C10H19O2	-1	171.2581000000	C10H19O2		"{""core"": [], ""wildtype"": []}"			[]	
dcaACP	Decanoyl-ACP (n-C10:0ACP)	C21H39N2O8PRS	-1	510.5791000000	C21H39N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
dcacoa	Decanoyl-CoA (n-C10:0CoA)	C31H51N7O17P3S	-3	918.7579000000	C31H50N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
dcamp	N6-(1,2-Dicarboxyethyl)-AMP	C14H15N5O11P	-3	460.2705000000	C14H14N5O11P		"{""core"": [], ""wildtype"": []}"			[]	
dcdp	dCDP	C9H13N3O10P2	-2	385.1607000000	C9H12N3O10P2		"{""core"": [], ""wildtype"": []}"			[]	
dcmp	dCMP	C9H13N3O7P	-1	306.1897000000	C9H12N3O7P		"{""core"": [], ""wildtype"": []}"			[]	
dctp	dCTP	C9H13N3O13P3	-3	464.1317000000	C9H12N3O13P3		"{""core"": [{""mmol/gDCW"": 0.02702, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.02702, ""location"": ""c""}]}"			[]	
dcyt	Deoxycytidine	C9H13N3O4	0	227.2187000000	C9H13N3O4		"{""core"": [], ""wildtype"": []}"			[]	
dd2coa	trans-Dodec-2-enoyl-CoA	C33H53N7O17P3S	-3	944.7957000000	C33H52N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
ddca	Dodecanoate (n-C12:0)	C12H23O2	-1	199.3117000000	C12H23O2		"{""core"": [], ""wildtype"": []}"			[]	
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	C23H43N2O8PRS	-1	538.6327000000	C23H43N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)	C33H55N7O17P3S	-3	946.8115000000	C33H54N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
dgdp	dGDP	C10H13N5O10P2	-2	425.1857000000	C10H12N5O10P2		"{""core"": [], ""wildtype"": []}"			[]	
dgmp	dGMP	C10H13N5O7P	-1	346.2147000000	C10H12N5O7P		"{""core"": [], ""wildtype"": []}"			[]	
dgsn	Deoxyguanosine	C10H13N5O4	0	267.2437000000	C10H13N5O4		"{""core"": [], ""wildtype"": []}"			[]	
dgtp	dGTP	C10H12N5O13P3	-4	503.1488000000	C10H12N5O13P3		"{""core"": [{""mmol/gDCW"": 0.02702, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.02702, ""location"": ""c""}]}"			[]	
dha	Dihydroxyacetone	C3H6O3	0	90.0774000000	C3H6O3		"{""core"": [], ""wildtype"": []}"			[]	
dhap	Dihydroxyacetone phosphate	C3H6O6P	-1	169.0484000000	C3H5O6P		"{""core"": [], ""wildtype"": []}"			[]	
dhcinnm	2,3-dihydroxicinnamic acid	C9H7O4	-1	179.1503000000	C9H7O4		"{""core"": [], ""wildtype"": []}"			[]	
dhf	7,8-Dihydrofolate	C19H19N7O6	-2	441.4021000000	C19H19N7O6		"{""core"": [], ""wildtype"": []}"			[]	
dhmptp	dihydromonapterin-triphosphate	C9H12N5O13P3	-4	491.1378000000	C9H12N5O13P3		"{""core"": [], ""wildtype"": []}"			[]	
dhna	1,4-Dihydroxy-2-naphthoate	C11H7O4	-1	203.1723000000	C11H7O4		"{""core"": [], ""wildtype"": []}"			[]	
dhnpt	Dihydroneopterin	C9H13N5O4	0	255.2327000000	C9H13N5O4		"{""core"": [], ""wildtype"": []}"			[]	
dhor-S	(S)-Dihydroorotate	C5H5N2O4	-1	157.1045000000	C5H5N2O4		"{""core"": [], ""wildtype"": []}"			[]	
dhpmp	Dihydroneopterin monophosphate	C9H13N5O7P	-1	334.2037000000	C9H12N5O7P		"{""core"": [], ""wildtype"": []}"			[]	
dhpppn	3-(2,3-Dihydroxyphenyl)propanoate	C9H9O4	-1	181.1661000000	C9H9O4		"{""core"": [], ""wildtype"": []}"			[]	
dhpt	Dihydropteroate	C14H13N6O3	-1	313.2957000000	C14H13N6O3		"{""core"": [], ""wildtype"": []}"			[]	
dhptd	4,5-dihydroxy-2,3-pentanedione	C5H8O4	0	132.1142000000	C5H8O4		"{""core"": [], ""wildtype"": []}"			[]	
diacetylchitobiose-6-phosphate		C16H27N2O14P	-2	502.3633000000	C16H27N2O14P		"{""core"": [], ""wildtype"": []}"			[]	
didp	dIDP	C10H12N4O10P2	-2	410.1708000000	C10H11N4O10P2		"{""core"": [], ""wildtype"": []}"			[]	
dimp	dIMP	C10H13N4O7P	0	332.2077000000	C10H11N4O7P		"{""core"": [], ""wildtype"": []}"			[]	
din	Deoxyinosine	C10H12N4O4	0	252.2288000000	C10H12N4O4		"{""core"": [], ""wildtype"": []}"			[]	
ditp	dITP	C10H12N4O13P3	-3	489.1418000000	C10H11N4O13P3		"{""core"": [], ""wildtype"": []}"			[]	
dkmpp	2,3-diketo-5-methylthio-1-phosphopentane	C6H10O6PS	-1	241.1730000000	C6H9O6PS		"{""core"": [], ""wildtype"": []}"			[]	
dmbzid	5,6-Dimethylbenzimidazole	C9H10N2	0	146.1920000000	C9H10N2		"{""core"": [], ""wildtype"": []}"			[]	
dmlz	6,7-Dimethyl-8-(1-D-ribityl)lumazine	C13H18N4O6	0	326.3072000000	C13H18N4O6		"{""core"": [], ""wildtype"": []}"			[]	
dmpp	Dimethylallyl diphosphate	C5H10O7P2	-2	244.0750000000	C5H9O7P2		"{""core"": [], ""wildtype"": []}"			[]	
dms	Dimethyl sulfide	C2H6S	0	62.1294000000	C2H6S		"{""core"": [], ""wildtype"": []}"			[]	
dmso	Dimethyl sulfoxide	C2H6OS	0	78.1284000000	C2H6OS		"{""core"": [], ""wildtype"": []}"			[]	
dnad	Deamino-NAD+	C21H24N6O15P2	-2	662.3956000000	C21H24N6O15P2		"{""core"": [], ""wildtype"": []}"			[]	
dopa	Dopamine	C8H12NO2	1	154.1878000000	C8H12NO2		"{""core"": [], ""wildtype"": []}"			[]	
dpcoa	Dephospho-CoA	C21H33N7O13P2S	-2	685.5357000000	C21H33N7O13P2S		"{""core"": [], ""wildtype"": []}"			[]	
dsbaox	periplasmic protein disulfide isomerase I (oxidized)	X	0	0.0000000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""MONOMER0-4152[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbard	periplasmic protein disulfide isomerase I (reduced)	XH2	0	2.0158000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""DISULFOXRED-MONOMER[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbcox	protein disulfide isomerase II (oxidized)	X	0	0.0000000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""CPLX0-8002[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbcrd	protein disulfide isomerase II (reduced)	XH2	0	2.0158000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""DSBC-CPLX[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbdox	fused thiol:disulfide interchange protein (oxidized)	X	0	0.0000000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""DSBDOXI-MONOMER[i]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbdrd	fused thiol:disulfide interchange protein (reduced)	XH2	0	2.0158000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""DSBD-MONOMER[i]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbgox	periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)	X	0	0.0000000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""CPLX0-8004[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbgrd	periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)	XH2	0	2.0158000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""DSBG-CPLX[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dscl	dihydrosirohydrochlorin	C42H41N4O16	-7	857.7979000000	C42H41N4O16		"{""core"": [], ""wildtype"": []}"			[]	
dtbt	Dethiobiotin	C10H17N2O3	-1	213.2553000000	C10H17N2O3		"{""core"": [], ""wildtype"": []}"			[]	
dtdp	dTDP	C10H14N2O11P2	-2	400.1716000000	C10H13N2O11P2		"{""core"": [], ""wildtype"": []}"			[]	
dtdp4aaddg	dTDP-4-acetamido-4,6-dideoxy-D-galactose	C18H27N3O15P2	-2	587.3653000000	C18H27N3O15P2		"{""core"": [], ""wildtype"": []}"			[]	
dtdp4addg	dTDP-4-amino-4,6-dideoxy-D-galactose	C16H26N3O14P2	-1	546.3364000000	C16H26N3O14P2		"{""core"": [], ""wildtype"": []}"			[]	
dtdp4d6dg	dTDP-4-dehydro-6-deoxy-D-glucose	C16H22N2O15P2	-2	544.2968000000	C16H22N2O15P2		"{""core"": [], ""wildtype"": []}"			[]	
dtdp4d6dm	dTDP-4-dehydro-6-deoxy-L-mannose	C16H22N2O15P2	-2	544.2968000000	C16H22N2O15P2		"{""core"": [], ""wildtype"": []}"			[]	
dtdpglu	dTDPglucose	C16H24N2O16P2	-2	562.3116000000	C16H24N2O16P2		"{""core"": [], ""wildtype"": []}"			[]	
dtdprmn	dTDP-L-rhamnose	C16H24N2O15P2	-2	546.3126000000	C16H24N2O15P2		"{""core"": [], ""wildtype"": []}"			[]	
dtmp	dTMP	C10H14N2O8P	-1	321.2006000000	C10H13N2O8P		"{""core"": [], ""wildtype"": []}"			[]	
dttp	dTTP	C10H14N2O14P3	-3	479.1426000000	C10H13N2O14P3		"{""core"": [{""mmol/gDCW"": 0.02617, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.02617, ""location"": ""c""}]}"			[]	
dudp	dUDP	C9H12N2O11P2	-2	386.1448000000	C9H11N2O11P2		"{""core"": [], ""wildtype"": []}"			[]	
dump	dUMP	C9H12N2O8P	-1	307.1738000000	C9H11N2O8P		"{""core"": [], ""wildtype"": []}"			[]	
duri	Deoxyuridine	C9H12N2O5	0	228.2028000000	C9H12N2O5		"{""core"": [], ""wildtype"": []}"			[]	
dutp	dUTP	C9H12N2O14P3	-3	465.1158000000	C9H11N2O14P3		"{""core"": [], ""wildtype"": []}"			[]	
dxyl	1-deoxy-D-xylulose	C5H10O4	0	134.1300000000	C5H10O4		"{""core"": [], ""wildtype"": []}"			[]	
dxyl5p	1-deoxy-D-xylulose 5-phosphate	C5H10O7P	-1	213.1010000000	C5H9O7P		"{""core"": [], ""wildtype"": []}"			[]	
e4p	D-Erythrose 4-phosphate	C4H8O7P	-1	199.0742000000	C4H7O7P		"{""core"": [], ""wildtype"": []}"			[]	
eca2und	(enterobacterial common antigen)x2 undecaprenyl-diphosphate	C103H162N6O37P2	-4	2138.3658000000	C103H162N6O37P2		"{""core"": [], ""wildtype"": []}"			[]	
eca3und	(enterobacterial common antigen)x3 undecaprenyl-diphosphate	C127H198N9O52P2	-5	2744.9202000000	C127H198N9O52P2		"{""core"": [], ""wildtype"": []}"			[]	
eca4colipa	(enterobacterial common antigen)x4 core oligosaccharide lipid A	C272H451N14O160P4	-11	6601.3889000000	C272H447N14O160P4		"{""core"": [], ""wildtype"": []}"			[]	
eca4und	(enterobacterial common antigen)x4 undecaprenyl-diphosphate	C151H234N12O67P2	-6	3351.4746000000	C151H234N12O67P2		"{""core"": [], ""wildtype"": []}"			[]	
eig3p	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	C6H10N2O6P	-1	237.1270000000	C6H9N2O6P		"{""core"": [], ""wildtype"": []}"			[]	
enlipa	phosphoethanolamine KDO(2)-lipid (A)	C112H204N3O42P3	-4	2357.7446000000	C112H202N3O42P3		"{""core"": [], ""wildtype"": []}"			[]	
enter	Enterochelin	C30H27N3O15	0	669.5493000000	C30H27N3O15		"{""core"": [], ""wildtype"": []}"			[]	
etha	Ethanolamine	C2H8NO	1	62.0912000000	C2H8NO		"{""core"": [], ""wildtype"": []}"			[]	
ethso3	ethanesulfonate	C2H5O3S	-1	109.1185000000	C2H5O3S		"{""core"": [], ""wildtype"": []}"			[]	
etoh	Ethanol	C2H6O	0	46.0684000000	C2H6O		"{""core"": [], ""wildtype"": []}"			[]	
f1p	D-Fructose 1-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
f6p	D-Fructose 6-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
