"Gene"	"M9 Glucose minus AAs"	"N-limited Glucose minus AAs"	"M9 Glucose minus AAs"	"M9 Glycerol plus AAs"	"P-limited Glucose plus AAs"
"EG10819"	20.2959333333	11.9133666667	20.2959333333	13.9299333333	10.1872
"EG10820"	20.1405333333	37.7787333333	20.1405333333	30.4922333333	13.4258333333
"EG10821"	281.911766667	307.8954	281.911766667	289.148266667	317.363266667
"EG10822"	21.0025666667	28.1366333333	21.0025666667	18.8790666667	15.9245333333
"EG10823"	222.644633333	187.2961	222.644633333	187.669766667	199.8102
"EG10824"	26.7214666667	32.4616333333	26.7214666667	19.4300333333	22.1239333333
"EG10825"	33.8193	27.7210333333	33.8193	30.3823	31.155
"EG10826"	16.4082666667	23.9191666667	16.4082666667	15.0857666667	18.4932
"EG10827"	2.19203333333	2.3728	2.19203333333	3.3526	5.12133333333
"EG10828"	26.9807	38.9778333333	26.9807	18.2870333333	12.0371666667
"EG10829"	31.2725666667	35.3554333333	31.2725666667	21.9720666667	24.1419
"EG10830"	49.2538333333	48.6653	49.2538333333	45.9304666667	47.9839666667
"EG10831"	22.8086666667	18.2981333333	22.8086666667	20.0704	17.9694333333
"EG10832"	39.9960666667	54.4617666667	39.9960666667	33.0872666667	38.4603666667
"EG10833"	19.3151666667	40.0464	19.3151666667	21.1033333333	12.4741
"EG10834"	189.373533333	208.440366667	189.373533333	185.058233333	165.913933333
"EG10835"	68.6039666667	73.6294	68.6039666667	71.6404333333	85.8037
"EG10836"	91.7530666667	116.838366667	91.7530666667	126.577633333	1232.37706667
"EG10837"	19.3175666667	28.6362666667	19.3175666667	25.1283	16.7728333333
"EG10838"	317.547766667	202.8059	317.547766667	203.252366667	387.499433333
"EG10839"	25.8489666667	41.3366	25.8489666667	27.3921	40.4736333333
"EG10840"	109.253233333	99.3122	109.253233333	69.5882	51.9239
"EG10841"	622.115333333	523.3699	622.115333333	867.729733333	171.495833333
"EG10842"	3.12543333333	3.05696666667	3.12543333333	5.45036666667	5.01823333333
"EG10843"	2.2738	2.16566666667	2.2738	3.5157	3.03126666667
"EG10844"	342.438166667	333.212733333	342.438166667	226.5051	274.7606
"EG10845"	513.969933333	618.729766667	513.969933333	341.7726	372.6176
"EG10846"	2.8653	2.7675	2.8653	2.56993333333	4.46373333333
"EG10847"	3.46013333333	2.70346666667	3.46013333333	2.66276666667	2.70226666667
"EG10848"	4.12366666667	3.6789	4.12366666667	2.08696666667	3.61716666667
"EG10849"	4.02106666667	4.3211	4.02106666667	3.80103333333	6.52193333333
"EG10850"	31.1331666667	69.4851666667	31.1331666667	35.5360666667	57.4694666667
"EG10851"	95.3051	85.9653333333	95.3051	108.990633333	140.6339
"EG10852"	24.7995	23.8949333333	24.7995	18.9573666667	18.4088666667
"EG10853"	26.3423333333	34.9834333333	26.3423333333	32.8808333333	71.9219
"EG10854"	158.223566667	147.693533333	158.223566667	130.473233333	154.123233333
"EG10855"	193.4369	189.319866667	193.4369	169.535233333	235.216033333
"EG10856"	141.1108	94.1615333333	141.1108	72.7156333333	130.709266667
"EG10857"	94.4551666667	203.376033333	94.4551666667	101.767033333	132.0802
"EG10858"	30.865	37.6230666667	30.865	19.362	26.7690666667
"EG10859"	205.052133333	202.809633333	205.052133333	153.512866667	166.464066667
"EG10860"	49.1909666667	50.7400333333	49.1909666667	43.8685666667	50.8943666667
"EG10861"	44.9459333333	69.8901333333	44.9459333333	44.1782333333	43.1494666667
"EG10862"	257.9249	585.11	257.9249	192.456066667	85.0120333333
"EG10863"	35.2809333333	72.8050666667	35.2809333333	30.3250333333	11.9400666667
"EG10864"	3804.70496667	2737.9332	3804.70496667	1476.44036667	808.056033333
"EG10865"	4083.55526667	2617.16673333	4083.55526667	1900.27073333	985.8579
"EG10866"	4508.44513333	3676.2313	4508.44513333	2255.09216667	1180.44193333
"EG10867"	2961.59253333	2093.88536667	2961.59253333	1341.77083333	812.403333333
"EG10868"	4478.76303333	3908.3554	4478.76303333	2285.7608	1586.57766667
"EG10869"	3959.81743333	2893.31906667	3959.81743333	1838.49726667	1067.73246667
"EG10870"	1800.5255	1361.4917	1800.5255	884.7541	386.2665
"EG10871"	6242.789	4564.91926667	6242.789	2941.47383333	1702.15926667
"EG10872"	3702.16256667	2773.68886667	3702.16256667	1463.60663333	759.262533333
"EG10873"	5072.5156	3777.25753333	5072.5156	2339.04636667	1392.1287
"EG10874"	4190.17216667	3770.93516667	4190.17216667	2123.06433333	876.108666667
"EG10875"	4440.37093333	3765.25936667	4440.37093333	2136.80506667	1232.07623333
"EG10876"	4488.04903333	2757.25386667	4488.04903333	1717.06576667	1149.53426667
"EG10877"	4505.77266667	2570.79223333	4505.77266667	2184.58843333	1142.2226
"EG10878"	3813.7376	2434.0238	3813.7376	1672.63316667	903.669
"EG10879"	3777.70713333	2506.8278	3777.70713333	1563.43066667	1073.99493333
"EG10880"	1932.1662	1332.76016667	1932.1662	739.123166667	396.367633333
"EG10881"	2911.2944	2760.66343333	2911.2944	1652.8033	1996.61643333
"EG10882"	6750.09893333	3902.10126667	6750.09893333	3077.48666667	1354.36216667
"EG10883"	7234.2223	4878.9752	7234.2223	3501.28453333	1354.9565
"EG10884"	3283.5434	3110.76783333	3283.5434	1674.8394	1121.73243333
"EG10885"	1744.66616667	1475.7874	1744.66616667	796.2017	385.385166667
"EG10886"	3798.37236667	4416.7991	3798.37236667	2230.7786	1099.8405
"EG10887"	4263.73673333	2492.93813333	4263.73673333	2122.16253333	1052.82763333
"EG10888"	2905.2151	1923.25306667	2905.2151	1287.7946	778.206366667
"EG10889"	3472.30963333	2710.88993333	3472.30963333	1512.08953333	1116.5938
"EG10890"	3708.2957	3356.6985	3708.2957	2298.9298	1847.21116667
"EG10891"	1721.00516667	2179.03993333	1721.00516667	1139.07363333	500.5532
"EG10892"	987.688866667	1637.84183333	987.688866667	735.074333333	379.8755
"EG10893"	4875.8638	3428.99596667	4875.8638	2355.20403333	1513.3549
"EG10894"	549.511966667	539.9478	549.511966667	428.095133333	516.216333333
"EG10895"	593.6284	494.4123	593.6284	470.298033333	510.4553
"EG10896"	206.522366667	218.297866667	206.522366667	204.738533333	364.253533333
"EG10897"	156.6327	125.894266667	156.6327	182.6241	214.080033333
"EG10898"	242.5724	238.451533333	242.5724	231.9446	359.171866667
"EG10899"	476.7246	575.416166667	476.7246	414.668133333	554.297666667
"EG10900"	2695.11223333	2266.6407	2695.11223333	1348.26896667	1061.6316
"EG10901"	3377.60333333	2525.4944	3377.60333333	1703.5707	917.892366667
"EG10902"	4589.19693333	2666.819	4589.19693333	2278.2836	1072.8937
"EG10903"	8129.59203333	5489.48443333	8129.59203333	3782.08846667	2257.00423333
"EG10904"	3727.92953333	2464.5054	3727.92953333	1629.78883333	1067.51326667
"EG10905"	4796.08396667	3905.12026667	4796.08396667	2394.2784	735.874933333
"EG10906"	3785.06596667	3624.299	3785.06596667	2424.24906667	1293.37013333
"EG10907"	4368.11933333	3203.75843333	4368.11933333	1888.63286667	921.351166667
"EG10908"	2317.99083333	2100.54216667	2317.99083333	1245.0512	678.294633333
"EG10909"	5949.82543333	5055.83073333	5949.82543333	3059.4844	1429.556
"EG10910"	3901.44986667	3060.4814	3901.44986667	2089.8742	1684.56343333
"EG10911"	3820.4554	3642.10393333	3820.4554	2316.18733333	1520.18543333
"EG10912"	8155.80806667	6290.63556667	8155.80806667	4320.4018	2583.37136667
"EG10913"	8886.54133333	6744.53796667	8886.54133333	4128.60316667	2285.97853333
"EG10914"	3137.8939	2402.44586667	3137.8939	1470.00713333	644.741933333
"EG10915"	2595.23153333	2155.79083333	2595.23153333	1082.87293333	683.527933333
"EG10916"	4914.17186667	2977.94636667	4914.17186667	2545.6216	1198.28983333
"EG10917"	4731.98086667	3412.0281	4731.98086667	2282.5685	784.132733333
"EG10918"	5561.40756667	3317.75903333	5561.40756667	2539.25106667	1087.15343333
"EG10919"	1519.6261	2364.7338	1519.6261	965.620466667	689.654166667
"EG10920"	1371.10676667	3251.51896667	1371.10676667	1271.49233333	734.3453
"EG10921"	125.252833333	90.7957	125.252833333	195.150166667	19.1600333333
"EG10922"	51.5245333333	70.1974333333	51.5245333333	60.1146666667	30.936
"EG10925"	76.3393666667	85.3772666667	76.3393666667	60.9595666667	70.4274333333
"EG10926"	47.8994666667	34.8956666667	47.8994666667	39.6554666667	47.5780666667
"EG10927"	17.1991	16.1528	17.1991	15.0779333333	11.6118333333
"EG10928"	20.7255333333	22.4964666667	20.7255333333	27.328	21.8317666667
"EG10929"	7.01176666667	45.8451333333	7.01176666667	463.917133333	795.997233333
"EG10930"	27.7978333333	15.7409666667	27.7978333333	106.286566667	108.1422
"EG10931"	79.2325	324.1304	79.2325	215.406666667	49.0331666667
"EG10932"	118.8581	327.660966667	118.8581	257.955766667	51.868
"EG10933"	65.7097666667	558.8338	65.7097666667	275.403466667	88.3206333333
"EG10934"	54.6909333333	342.631166667	54.6909333333	183.554466667	45.2503333333
"EG10935"	45.3466	33.7098	45.3466	47.1629333333	79.5304333333
"EG10936"	168.110466667	134.5673	168.110466667	99.6246666667	153.337633333
"EG10937"	532.1049	395.023566667	532.1049	568.739833333	409.6309
"EG10938"	151.915566667	192.3999	151.915566667	150.9216	99.8675
"EG10939"	440.367966667	628.687233333	440.367966667	358.355766667	352.1932
"EG10940"	134.0331	132.6527	134.0331	95.8987666667	100.2815
"EG10941"	79.0746666667	39.7167	79.0746666667	37.3017	35.4285666667
"EG10942"	53.7373	42.1755666667	53.7373	47.8355333333	42.9278333333
"EG10943"	161.552333333	118.566866667	161.552333333	166.8599	209.653466667
"EG10944"	398.3981	1045.40566667	398.3981	380.110333333	946.690766667
"EG10945"	31.8015666667	63.182	31.8015666667	46.2731	20.1899
"EG10946"	302.693233333	978.051333333	302.693233333	406.657866667	688.179066667
"EG10947"	514.327933333	289.090033333	514.327933333	421.961133333	541.540866667
"EG10948"	118.186766667	123.3604	118.186766667	126.084466667	66.89
"EG10949"	59.1321666667	61.7621	59.1321666667	78.0932	179.5994
"EG10950"	29.1822333333	24.5262333333	29.1822333333	34.6409	49.6466
"EG10951"	29.8246	23.0661333333	29.8246	31.8846	34.0815666667
"EG10952"	757.703966667	568.807466667	757.703966667	430.060033333	400.2747
"EG10953"	2910.76886667	2628.7053	2910.76886667	2393.4937	2299.9351
"EG10954"	125.0154	130.546766667	125.0154	35.0179333333	18.8340333333
"EG10955"	49.1557	59.6916666667	49.1557	70.6936666667	104.379333333
"EG10956"	71.9266	72.7264	71.9266	58.8744333333	133.148833333
"EG10957"	7.21813333333	5.56176666667	7.21813333333	6.55223333333	43.4597
"EG10958"	32.279	32.9727333333	32.279	33.6831	112.0022
"EG10959"	138.666	170.009133333	138.666	249.4214	158.067333333
"EG10960"	97.1801	43.9878	97.1801	80.3902	119.291133333
"EG10961"	14.3679333333	23.5620666667	14.3679333333	26.2489	13.9408333333
"EG10962"	282.375333333	311.910366667	282.375333333	138.687233333	66.98
"EG10963"	265.3503	295.130466667	265.3503	123.554566667	87.8949333333
"EG10964"	1.54156666667	1.48876666667	1.54156666667	1.57773333333	2.258
"EG10965"	317.4884	288.6229	317.4884	177.6518	318.671033333
"EG10966"	137.333033333	176.345433333	137.333033333	112.079166667	123.780133333
"EG10967"	43.3103666667	55.7232	43.3103666667	34.356	36.5147666667
"EG10968"	51.5652666667	59.1378333333	51.5652666667	44.3662666667	62.5757666667
"EG10969"	2.63933333333	4.705	2.63933333333	22.2467	2.69566666667
"EG10970"	1.54603333333	4.35703333333	1.54603333333	22.6585333333	2.8329
"EG10971"	5.47273333333	11.8328333333	5.47273333333	50.0141333333	8.55813333333
"EG10972"	6.1817	5.64986666667	6.1817	7.55413333333	8.2759
"EG10973"	20.2696	12.7150333333	20.2696	18.1817333333	17.2713
"EG10974"	69.4433333333	34.7038666667	69.4433333333	44.5976666667	31.3568666667
"EG10975"	44.7053	74.8031333333	44.7053	62.9024333333	46.0537333333
"EG10976"	94.6144666667	121.2054	94.6144666667	149.061266667	140.659733333
"EG10977"	345.2019	347.5631	345.2019	301.216233333	491.6721
"EG10978"	169.182866667	167.530966667	169.182866667	146.200633333	233.094666667
"EG10979"	217.2273	339.445833333	217.2273	499.7415	138.984966667
"EG10980"	365.702733333	537.937133333	365.702733333	718.765666667	228.563266667
"EG10981"	299.6744	556.451866667	299.6744	1015.1401	178.7953
"EG10982"	337.474433333	615.916933333	337.474433333	1201.66116667	206.661533333
"EG10983"	72.272	216.869033333	72.272	28.5826333333	15.1594
"EG10984"	60.5634	52.4115333333	60.5634	71.8349333333	98.6313
"EG10985"	226.514733333	247.2349	226.514733333	187.0181	270.614066667
"EG10986"	41.7224333333	36.3875333333	41.7224333333	42.1220666667	69.9069
"EG10987"	272.9941	312.270666667	272.9941	397.705833333	219.5882
"EG10988"	516.026166667	518.321966667	516.026166667	815.7125	418.1352
"EG10989"	2.5627	0.903233333333	2.5627	3.60756666667	0.4105
"EG10990"	0.520133333333	0.432066666667	0.520133333333	1.61466666667	0.402
"EG10991"	5.3092	4.7634	5.3092	7.16266666667	6.55663333333
"EG10992"	0.124033333333	0.0	0.124033333333	0.525133333333	0.0954333333333
"EG10993"	137.4927	22.2499666667	137.4927	238.4574	214.0855
"EG10994"	28.6604666667	45.6210666667	28.6604666667	38.4688	25.0412
"EG10995"	35.0097333333	28.3106333333	35.0097333333	31.6833	55.5915
"EG10996"	132.3409	143.212366667	132.3409	93.7840666667	22.6895
"EG10997"	53.3703666667	48.9705	53.3703666667	35.7510666667	45.0323333333
"EG10998"	449.9899	588.8436	449.9899	241.3461	89.1463
"EG10999"	427.287433333	558.1161	427.287433333	210.725466667	85.2100666667
"EG11000"	358.503666667	523.193266667	358.503666667	189.848833333	70.8449666667
"EG11001"	837.504833333	750.468566667	837.504833333	587.655633333	473.581066667
"EG11002"	94.4974666667	136.317033333	94.4974666667	111.912133333	115.505833333
"EG11003"	1200.96856667	932.925066667	1200.96856667	696.920333333	224.374533333
"EG11004"	13.9987666667	20.6313333333	13.9987666667	17.1547333333	46.1022
"EG11005"	6.7412	7.9926	6.7412	5175.05906667	1.52366666667
"EG11006"	2.2111	1.86206666667	2.2111	185.2152	1.37586666667
"EG11007"	50.8562666667	71.7799333333	50.8562666667	36.632	59.7079
"EG11008"	310.7237	375.3576	310.7237	339.998033333	367.278166667
"EG11009"	345.669166667	319.105466667	345.669166667	366.6221	514.614333333
"EG11010"	63.1570666667	130.817866667	63.1570666667	60.3305333333	67.0955333333
"EG11011"	51.5767333333	93.4108	51.5767333333	49.9095	55.0732666667
"EG11012"	210.8503	260.646666667	210.8503	228.2766	307.530433333
"EG11013"	103.453866667	143.7526	103.453866667	121.1646	97.7639333333
"EG11014"	55.1615	49.3961	55.1615	48.9064333333	51.6256333333
"EG11015"	746.761333333	596.951533333	746.761333333	468.2421	891.599666667
"EG11016"	0.0	0.0	0.0	0.0	0.0
"EG11017"	3.69243333333	10.9085666667	3.69243333333	15.1511	40.7160666667
"EG11018"	22.1674	46.5850333333	22.1674	132.2483	22.9826666667
"EG11019"	34.7903666667	41.1833666667	34.7903666667	29.4099333333	67.0479
"EG11020"	12.9440333333	14.9412666667	12.9440333333	8.48613333333	10.3172333333
"EG11021"	30.8428	33.8287666667	30.8428	26.5041666667	36.0838666667
"EG11022"	43.7453333333	60.9514666667	43.7453333333	37.7004333333	50.6995666667
"EG11023"	3572.571	2482.37473333	3572.571	1289.52023333	566.649
"EG11024"	43.8784333333	306.130133333	43.8784333333	1569.2751	100.525033333
"EG11025"	42.0043	317.5041	42.0043	1396.02373333	88.6876
"EG11026"	23.6611	169.386666667	23.6611	901.4653	48.5652333333
"EG11027"	9.12216666667	138.3932	9.12216666667	1097.68746667	16.9250666667
"EG11028"	6.14516666667	174.092466667	6.14516666667	1443.1686	7.49966666667
"EG11029"	41.5683	67.8304666667	41.5683	85.7221333333	44.5517666667
"EG11030"	153.7971	156.138166667	153.7971	176.489266667	164.943533333
"EG11031"	1137.88543333	931.143	1137.88543333	1045.1078	1285.1492
"EG11032"	233.8629	242.130866667	233.8629	225.693833333	203.851933333
"EG11033"	1395.77656667	882.608533333	1395.77656667	675.0453	349.5842
"EG11034"	587.138566667	434.575033333	587.138566667	409.174366667	112.542166667
"EG11035"	279.037766667	196.633433333	279.037766667	194.318133333	34.2508
"EG11036"	6359.8502	4479.77476667	6359.8502	3629.26383333	3030.79756667
"EG11037"	3922.2288	2887.08863333	3922.2288	2546.6127	1689.09803333
"EG11038"	15.9386666667	16.577	15.9386666667	19.3452666667	23.9232333333
"EG11039"	23.4707666667	331.734366667	23.4707666667	24.1163	29.7909333333
"EG11040"	96.0148666667	188.028433333	96.0148666667	102.492666667	125.101866667
"EG11041"	9.89613333333	13.0703666667	9.89613333333	6.74303333333	7.52966666667
"EG11042"	81.8455333333	55.6602	81.8455333333	57.4513666667	76.9071666667
"EG11043"	161.960566667	221.807466667	161.960566667	216.274066667	201.495533333
"EG11044"	18.4270333333	30.3706666667	18.4270333333	13.4994666667	12.9764666667
"EG11045"	196.8413	84.0976333333	196.8413	264.6537	245.3435
"EG11046"	1.3721	6.0	1.3721	4.4405	14.2514
"EG11047"	5.2819	39.4468	5.2819	34.6781	103.053666667
"EG11048"	16.5851666667	23.0974666667	16.5851666667	14.363	43.4528666667
"EG11049"	3.27626666667	10.7173666667	3.27626666667	5.86556666667	18.3136333333
"EG11050"	26.8229	33.1274666667	26.8229	27.4015666667	91.8174666667
"EG11051"	19.1825333333	64.9663333333	19.1825333333	44.5862666667	24.6839666667
"EG11052"	4.8742	12.0716	4.8742	6.2719	3.00756666667
"EG11053"	5.40733333333	7.01276666667	5.40733333333	4.26416666667	2.4579
"EG11054"	32.918	42.0302	32.918	69.5019333333	57.3016666667
"EG11055"	1.34713333333	1.32003333333	1.34713333333	5.53413333333	1.96753333333
"EG11056"	6.0002	5.62806666667	6.0002	4.03743333333	10.3748666667
"EG11057"	7.27876666667	5.53676666667	7.27876666667	5.41036666667	13.8672
"EG11058"	118.413833333	66.1835333333	118.413833333	80.2854666667	71.5203
"EG11059"	49.3522	58.3601333333	49.3522	52.1138333333	89.6451
"EG11060"	41.6539666667	42.9049	41.6539666667	67.3055	77.2713333333
"EG11061"	31.0851666667	37.1896	31.0851666667	27.3899666667	85.4665
"EG11062"	48.6406333333	39.5933666667	48.6406333333	45.9664666667	109.800333333
"EG11063"	65.8102666667	62.4381333333	65.8102666667	52.7860666667	98.3443333333
"EG11064"	45.9504	44.7809333333	45.9504	45.1019666667	45.5744666667
"EG11065"	3.0729	2.57426666667	3.0729	7.88873333333	5.87073333333
"EG11066"	9.42306666667	14.331	9.42306666667	46.5082333333	16.2009
"EG11067"	173.734333333	203.235033333	173.734333333	177.1171	161.553566667
"EG11068"	10.8074666667	19.3680666667	10.8074666667	11.5720333333	14.6330333333
"EG11069"	101.479133333	114.489333333	101.479133333	83.9526333333	100.503066667
"EG11070"	118.975066667	109.4994	118.975066667	107.008266667	92.8634
"EG11071"	68.5349	56.7767	68.5349	53.7274333333	49.0384666667
"EG11072"	66.5945	107.9513	66.5945	35.1736	75.7207333333
"EG11073"	52.6305	59.0467666667	52.6305	55.5455333333	47.9376666667
"EG11074"	3.8966	4.09933333333	3.8966	7.924	18.0875666667
"EG11075"	4.94323333333	4.02233333333	4.94323333333	5.857	18.7409333333
"EG11076"	4.58623333333	6.877	4.58623333333	6.76353333333	24.1312
"EG11078"	28.0358666667	30.2041666667	28.0358666667	20.3151	49.3983
"EG11079"	157.6599	176.229266667	157.6599	135.678366667	153.6848
"EG11080"	119.688933333	144.652833333	119.688933333	123.470966667	125.268
"EG11081"	66.116	97.8989666667	66.116	71.2051333333	66.2488
"EG11082"	16.7790666667	12.9597333333	16.7790666667	79.6842333333	5.1807
"EG11083"	30.7142333333	30.8426	30.7142333333	22.5639333333	29.8170666667
"EG11084"	190.400833333	164.308833333	190.400833333	174.419466667	159.8278
"EG11085"	107.195666667	91.7274333333	107.195666667	111.3231	126.034233333
"EG11086"	67.1360333333	57.3445	67.1360333333	77.2531	83.4222333333
"EG11087"	261.377266667	228.201966667	261.377266667	167.0515	182.6527
"EG11088"	151.575133333	121.551166667	151.575133333	15.6339333333	156.4315
"EG11089"	188.977533333	152.994066667	188.977533333	98.5268333333	90.9050333333
"EG11090"	203.143066667	172.010433333	203.143066667	150.493133333	272.706433333
"EG11091"	49.3722666667	33.0418666667	49.3722666667	36.4339333333	76.4839666667
"EG11092"	92.6275	134.093	92.6275	99.2614666667	175.065933333
"EG11093"	162.627633333	445.810833333	162.627633333	152.135966667	532.0813
"EG11094"	15.7323	21.2276	15.7323	18.2078666667	16.9367666667
"EG11095"	11.4453666667	20.4314333333	11.4453666667	16.3457	32.2989666667
"EG11096"	491.6608	572.9823	491.6608	569.164633333	311.994433333
"EG11097"	122.767833333	108.1615	122.767833333	140.834166667	54.1381333333
"EG11098"	193.802666667	256.878333333	193.802666667	174.321	132.266866667
"EG11099"	5.3989	5.86343333333	5.3989	4.43583333333	40.1769666667
"EG11100"	385.8142	414.251866667	385.8142	399.878266667	408.771
"EG11101"	5.38053333333	4.40826666667	5.38053333333	10.3876333333	7.6281
"EG11102"	26.7520333333	49.0172666667	26.7520333333	32.6276666667	21.9878333333
"EG11103"	0.689	1.8682	0.689	1.15246666667	1.61296666667
"EG11104"	54.1394666667	66.8652333333	54.1394666667	52.7046666667	29.0705333333
"EG11105"	437.069733333	334.7523	437.069733333	198.312533333	144.977566667
"EG11108"	9.2219	40.2538666667	9.2219	16.4989	169.932733333
"EG11109"	17.8435666667	14.7023	17.8435666667	13.8832	10.9739333333
"EG11110"	53.6556666667	117.057033333	53.6556666667	61.3287666667	68.2259333333
"EG11111"	182.031433333	432.393933333	182.031433333	1893.95193333	1392.6407
"EG11112"	25.9324	34.6439666667	25.9324	32.1675666667	39.7044666667
"EG11113"	320.802666667	340.4929	320.802666667	496.911066667	334.5615
"EG11116"	21.5913333333	95.1288333333	21.5913333333	39.0406666667	41.2216666667
"EG11117"	65.615	52.3095333333	65.615	41.6159333333	74.2915666667
"EG11118"	29.3213666667	58.1681	29.3213666667	24.9167666667	23.1124666667
"EG11119"	1889.7557	2331.57733333	1889.7557	1576.63093333	799.079766667
"EG11120"	0.838066666667	1.5691	0.838066666667	2.44226666667	3.3666
"EG11121"	42.9697333333	62.2782	42.9697333333	27.1014	35.1713666667
"EG11122"	35.3846333333	45.2023666667	35.3846333333	38.3024	48.9418333333
"EG11123"	34.5773	43.8519	34.5773	36.8881	33.4846333333
"EG11124"	25.9040333333	4.01093333333	25.9040333333	11.1791333333	4.134
"EG11125"	4.78826666667	9.24106666667	4.78826666667	14.0933	76.9310666667
"EG11126"	2.2618	10.6252333333	2.2618	11.0400333333	87.3466333333
"EG11127"	0.526633333333	14.3377666667	0.526633333333	10.0169	246.171366667
"EG11128"	58.1594333333	104.666066667	58.1594333333	21.8306666667	17.9666666667
"EG11129"	8.23883333333	9.32213333333	8.23883333333	6.28276666667	16.9972
"EG11130"	114.906566667	159.8889	114.906566667	208.8929	2171.52086667
"EG11131"	56.4777666667	74.5595	56.4777666667	90.9812666667	1093.8217
"EG11132"	53.1975	44.3918666667	53.1975	94.2522666667	115.073533333
"EG11133"	50.0161333333	64.889	50.0161333333	108.040566667	98.8036333333
"EG11134"	128.2939	127.0389	128.2939	157.528466667	228.868533333
"EG11135"	55.7850666667	70.9918666667	55.7850666667	73.8689333333	48.4083666667
"EG11136"	2.7509	3.39676666667	2.7509	2.48636666667	3.7235
"EG11137"	196.317633333	207.0135	196.317633333	179.744666667	213.856333333
"EG11138"	174.3411	208.186233333	174.3411	176.9742	190.0726
"EG11139"	102.4588	75.3448666667	102.4588	131.017366667	203.3078
"EG11140"	182.478066667	164.694233333	182.478066667	161.079	216.015566667
"EG11141"	4.21376666667	5.13683333333	4.21376666667	3.74933333333	4.42023333333
"EG11142"	1.96896666667	2.02876666667	1.96896666667	2.50073333333	2.2583
"EG11143"	47.7203333333	86.4629	47.7203333333	86.0296333333	71.4636
"EG11144"	57.7926	74.0161	57.7926	26.9981	38.9202333333
"EG11145"	9.91266666667	13.0944666667	9.91266666667	9.78093333333	8.03203333333
"EG11146"	6.88523333333	6.9592	6.88523333333	6.96576666667	10.7040666667
"EG11147"	106.602533333	66.0826333333	106.602533333	96.8583333333	71.5902333333
"EG11149"	192.573466667	149.172	192.573466667	152.169766667	164.269233333
"EG11150"	1.05983333333	0.8621	1.05983333333	0.704666666667	1.06083333333
"EG11151"	3845.92383333	432.564033333	3845.92383333	4974.16693333	771.3133
"EG11152"	57.1597666667	49.8123	57.1597666667	25.8154666667	29.8350666667
"EG11153"	3790.22126667	3198.38376667	3790.22126667	1610.0144	734.868133333
"EG11154"	9.1513	11.8358	9.1513	14.1533	11.6004666667
"EG11155"	4.5396	6.01263333333	4.5396	8.03676666667	6.22266666667
"EG11156"	3.80213333333	3.6212	3.80213333333	4.37133333333	4.29026666667
"EG11157"	23.4302333333	42.6727666667	23.4302333333	38.9366	39.9102666667
"EG11158"	59.0293	41.4696666667	59.0293	27.9113333333	51.1816666667
"EG11159"	22.9449	23.3040666667	22.9449	44.3159	74.0746666667
"EG11160"	147.604766667	101.7905	147.604766667	136.879833333	473.505666667
"EG11161"	25.1081	23.2624	25.1081	20.5048	33.2927333333
"EG11162"	48.9658	37.9639666667	48.9658	35.1947666667	45.2972666667
"EG11163"	121.280933333	119.621733333	121.280933333	126.761933333	100.343133333
"EG11164"	191.487833333	183.8496	191.487833333	238.971166667	156.891
"EG11165"	106.971933333	106.278766667	106.971933333	130.162266667	80.5642333333
"EG11166"	16.8667333333	11.0586	16.8667333333	14.4890666667	21.2188666667
"EG11167"	80.3251333333	51.3349	80.3251333333	63.8255666667	134.207
"EG11168"	1.10703333333	1.21983333333	1.10703333333	1.58996666667	1.24223333333
"EG11169"	1.16346666667	0.7416	1.16346666667	1.38973333333	1.3588
"EG11171"	34.3181	50.2174333333	34.3181	32.1445	33.8301333333
"EG11172"	1.33103333333	1.161	1.33103333333	2.03723333333	1.24746666667
"EG11173"	0.600566666667	0.213066666667	0.600566666667	0.820033333333	0.5391
"EG11174"	0.325433333333	0.475566666667	0.325433333333	0.3963	0.427333333333
"EG11175"	7.24196666667	5.8528	7.24196666667	7.9865	13.0558666667
"EG11176"	4.5738	3.81443333333	4.5738	14.605	12.2246
"EG11177"	136.522566667	94.9548333333	136.522566667	64.3083666667	53.8257
"EG11178"	132.288066667	91.0344	132.288066667	63.3949333333	74.3229
"EG11179"	208.9194	271.482766667	208.9194	133.849466667	115.603533333
"EG11180"	191.436133333	192.055466667	191.436133333	171.5765	630.092233333
"EG11181"	270.5957	244.550366667	270.5957	151.832233333	462.299633333
"EG11182"	98.5636666667	83.5630333333	98.5636666667	88.3121333333	124.663233333
"EG11183"	228.0896	256.461966667	228.0896	192.754166667	266.919233333
"EG11184"	29.4621666667	23.2831333333	29.4621666667	31.5195666667	297.1075
"EG11186"	2.25156666667	2.00456666667	2.25156666667	1.7912	2.14143333333
"EG11187"	6.16513333333	6.44706666667	6.16513333333	4.5996	6.26256666667
"EG11188"	61.8577	45.4602666667	61.8577	34.2608666667	39.3640333333
"EG11189"	59.5121333333	53.0037333333	59.5121333333	31.0587666667	53.0552
"EG11190"	17.7182	27.5072333333	17.7182	19.1059	21.6911
"EG11191"	74.4307333333	108.1822	74.4307333333	88.4147666667	43.3602666667
"EG11192"	105.737866667	104.279766667	105.737866667	92.0282666667	100.118266667
"EG11193"	9.92196666667	6.46823333333	9.92196666667	6.27376666667	4.58766666667
"EG11194"	33.3244	158.275233333	33.3244	67.4809666667	27.4802333333
"EG11195"	155.2063	105.9417	155.2063	65.361	80.3598
"EG11196"	19.7986333333	31.8094	19.7986333333	39.982	81.7214666667
