"Gene"	"M9 Glucose minus AAs"	"N limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P limited Glucose plus AAs"
"G0-9962"	0.0	0.0	0.0	0.0	0.0
"G0-9981"	0.0	0.0	0.0	0.0	0.0
"G1"	1666.25	1926.03666667	2087.13333333	1629.53666667	2900.97
"G198"	66.8166666667	69.6433333333	85.8466666667	65.2133333333	98.0166666667
"G2000"	18.4466666667	20.1766666667	15.9766666667	15.26	24.19
"G2001"	30.2033333333	27.3733333333	23.0766666667	27.23	36.0
"G2002"	48.54	47.1233333333	35.0133333333	46.2766666667	53.75
"G357"	378.993333333	386.406666667	579.69	887.693333333	22.1366666667
"G358"	2087.00666667	2095.76666667	3201.75	4484.03333333	70.4033333333
"G359"	1261.81666667	1268.62	1671.33	2659.10666667	50.0633333333
"G36"	4.44666666667	4.91	2.26	6.96666666667	2.15
"G360"	1680.5	1727.54333333	2135.73	3531.62666667	73.18
"G361"	1795.03666667	1959.95666667	2073.57	3492.53666667	78.11
"G362"	621.653333333	615.936666667	620.76	1021.67	32.5
"G363"	968.603333333	1011.68	941.59	1644.02	53.53
"G364"	328.02	367.726666667	297.163333333	497.713333333	21.38
"G365"	248.923333333	294.263333333	215.336666667	341.826666667	12.1433333333
"G366"	226.15	262.22	198.09	291.326666667	11.0366666667
"G369"	809.673333333	708.46	735.343333333	1154.11666667	345.82
"G370"	81.59	99.31	72.5666666667	153.646666667	9.63666666667
"G372"	344.38	332.433333333	457.536666667	601.983333333	984.806666667
"G377"	178.24	194.05	156.606666667	220.753333333	6.39333333333
"G378"	165.926666667	184.953333333	167.633333333	242.856666667	6.03666666667
"G379"	221.366666667	262.043333333	239.806666667	329.4	9.85
"G436"	2.61666666667	2.69333333333	1.53333333333	15.5866666667	3.68
"G495"	93.93	91.3366666667	113.506666667	113.076666667	124.573333333
"G58"	52.4933333333	55.4166666667	42.17	51.1733333333	61.0
"G592"	17.15	12.6033333333	41.26	20.03	271.613333333
"G6081"	88.9033333333	108.81	89.2833333333	33.3066666667	39.1866666667
"G6082"	2.8	1.97666666667	4.21333333333	2.62333333333	6.31333333333
"G6083"	47.02	48.0333333333	38.6966666667	42.1233333333	47.4766666667
"G6084"	0.0	0.0	0.0	0.0	0.0
"G6085"	42.2233333333	52.9166666667	25.8233333333	30.5233333333	51.6433333333
"G6086"	15.66	30.5233333333	45.65	27.88	16.19
"G6087"	7.10333333333	3.84666666667	9.12	6.46333333333	24.01
"G6088"	28.3066666667	36.3333333333	79.62	3.78333333333	3.93
"G6089"	29.01	49.1966666667	28.0466666667	29.6133333333	41.0533333333
"G6090"	36.0	15.8833333333	33.1766666667	47.3933333333	16.78
"G6091"	16.5233333333	29.7233333333	16.8633333333	11.96	23.5133333333
"G6092"	209.016666667	250.523333333	120.836666667	150.15	93.0733333333
"G6093"	419.6	451.776666667	416.876666667	429.513333333	321.14
"G6094"	19.5766666667	20.88	10.6933333333	18.58	102.49
"G6095"	34.45	26.6	19.8533333333	31.6033333333	95.1
"G6096"	38.2966666667	34.4833333333	24.23	32.4133333333	40.57
"G6097"	127.913333333	112.856666667	163.776666667	197.02	380.833333333
"G6098"	58.4066666667	57.95	70.67	57.3166666667	58.3933333333
"G6099"	88.32	98.3566666667	70.1966666667	112.366666667	102.723333333
"G6100"	49.99	51.2133333333	65.9333333333	51.5766666667	49.4366666667
"G6101"	3.72	4.10333333333	3.52	3.58333333333	2.10666666667
"G6102"	0.74	1.17	0.983333333333	1.33666666667	0.55
"G6103"	30.0066666667	30.03	41.7	35.7066666667	63.7366666667
"G6104"	184.6	179.14	97.7	140.486666667	497.08
"G6105"	22.52	22.0333333333	5.57666666667	34.3733333333	31.3466666667
"G6106"	218.493333333	221.756666667	253.16	331.723333333	329.776666667
"G6107"	114.333333333	117.136666667	125.953333333	118.4	157.67
"G6108"	196.91	228.133333333	98.7	184.79	149.016666667
"G6109"	111.99	152.093333333	131.903333333	79.2966666667	117.37
"G6110"	164.686666667	181.993333333	140.743333333	131.673333333	301.0
"G6111"	4.25	5.49666666667	4.66	3.97333333333	10.3566666667
"G6112"	17.77	18.0066666667	18.3233333333	22.26	19.7433333333
"G6113"	2.55666666667	2.84	2.34333333333	3.13666666667	3.91666666667
"G6114"	1.63	2.15	1.96333333333	1.95666666667	2.96333333333
"G6115"	17.64	17.9333333333	21.66	15.88	25.8833333333
"G6116"	16.0933333333	17.95	21.77	14.2366666667	39.33
"G6117"	15.6566666667	18.1633333333	23.64	14.0033333333	23.1833333333
"G6118"	11.53	9.14666666667	8.3	6.91	7.63333333333
"G6119"	0.866666666667	1.29	0.756666666667	0.436666666667	1.33666666667
"G6120"	11.5833333333	10.8266666667	12.2133333333	9.45666666667	8.84
"G6121"	9.26333333333	9.67666666667	7.22666666667	7.81666666667	6.9
"G6122"	4.81	5.08	4.70666666667	4.20333333333	5.48333333333
"G6123"	50.0533333333	50.97	44.4066666667	39.28	39.5966666667
"G6124"	11.5866666667	8.31333333333	5.11666666667	8.05	14.4666666667
"G6125"	127.196666667	109.193333333	112.26	293.943333333	99.05
"G6126"	11.4166666667	10.0066666667	17.4566666667	22.1366666667	11.0866666667
"G6127"	6.76	6.69333333333	6.63333333333	7.62666666667	8.67666666667
"G6128"	13.4233333333	13.03	9.54333333333	17.3566666667	19.7833333333
"G6129"	10.3066666667	11.63	9.64333333333	9.66333333333	11.1566666667
"G6130"	20.1133333333	21.7966666667	33.8933333333	22.2366666667	29.24
"G6131"	53.4033333333	68.2566666667	84.1333333333	51.5	49.7833333333
"G6132"	33.8233333333	28.32	23.4166666667	24.96	43.8533333333
"G6133"	17.3966666667	17.4	10.6733333333	17.7466666667	27.6
"G6134"	233.15	248.69	209.64	325.696666667	286.756666667
"G6135"	13.4066666667	8.01666666667	3.4	4.26333333333	8.33333333333
"G6136"	33.3566666667	20.0333333333	17.62	23.7166666667	19.9366666667
"G6137"	1.59333333333	2.70333333333	2.03666666667	1.75333333333	2.49333333333
"G6138"	0.0233333333333	0.0	0.976666666667	0.00666666666667	0.02
"G6139"	14.1833333333	20.0166666667	52.4266666667	21.0566666667	17.42
"G6140"	3.40666666667	2.66	4.18	27.94	2.89333333333
"G6141"	4.01	3.46	3.60666666667	22.0533333333	3.44333333333
"G6142"	2.84333333333	2.32666666667	1.48666666667	4.87	7.12333333333
"G6143"	6.55333333333	6.00666666667	3.36666666667	9.89	9.51666666667
"G6144"	57.7466666667	55.9733333333	19.7766666667	37.2666666667	21.94
"G6145"	0.0233333333333	0.0	0.976666666667	0.00666666666667	0.02
"G6146"	14.1833333333	20.0166666667	52.4266666667	21.0566666667	17.42
"G6147"	11.9766666667	12.7033333333	17.0833333333	14.5266666667	17.47
"G6148"	14.1633333333	12.9533333333	13.8566666667	12.6966666667	16.8566666667
"G6149"	4.36	4.83	8.16	5.32666666667	4.03666666667
"G6150"	1.68	1.44666666667	1.38	1.84666666667	1.91
"G6151"	261.593333333	263.373333333	243.923333333	318.986666667	151.863333333
"G6152"	66.5	50.4	57.1733333333	64.6366666667	49.7933333333
"G6153"	10.4833333333	12.94	10.52	9.58333333333	15.3266666667
"G6154"	3.30333333333	4.02666666667	2.99333333333	3.62	11.8733333333
"G6155"	3.33666666667	3.41333333333	2.43666666667	4.11333333333	9.23666666667
"G6156"	3.24	2.87	3.09333333333	3.44	7.47333333333
"G6157"	3.81666666667	4.50333333333	2.54333333333	2.94333333333	8.07
"G6158"	350.863333333	288.773333333	175.946666667	151.133333333	938.683333333
"G6159"	25.88	27.91	17.3833333333	13.51	22.86
"G6160"	9.93	7.89333333333	8.72666666667	9.36666666667	13.8666666667
"G6161"	8.11666666667	8.86	9.75333333333	9.67333333333	14.6966666667
"G6162"	3.56	3.56333333333	3.51	3.93333333333	6.28333333333
"G6163"	2.39333333333	1.77666666667	2.02	3.30666666667	2.52666666667
"G6164"	26.9233333333	20.5566666667	23.8833333333	27.3066666667	21.0566666667
"G6165"	1.45	2.28	0.54	0.876666666667	0.363333333333
"G6166"	18.05	23.3833333333	31.8166666667	40.4733333333	45.1333333333
"G6167"	14.5233333333	16.4466666667	20.2333333333	16.0233333333	9.04666666667
"G6168"	32.1066666667	32.8566666667	36.8266666667	36.9366666667	52.36
"G6169"	5.15	6.31333333333	6.14	6.39666666667	5.61666666667
"G6170"	13.3066666667	10.85	12.1766666667	13.5033333333	20.3266666667
"G6171"	4.21333333333	4.32	2.21333333333	6.38	2.71333333333
"G6173"	2.10333333333	3.70666666667	1.0	2.18	3.89666666667
"G6174"	4.9	5.60333333333	1.39	4.91666666667	39.6533333333
"G6175"	4.47	3.10333333333	1.85666666667	7.36333333333	5.27
"G6176"	2.44666666667	2.36	4.45	4.97666666667	3.7
"G6177"	7.21666666667	6.74333333333	4.07666666667	9.82666666667	9.46666666667
"G6178"	6.91333333333	8.71333333333	4.5	7.46333333333	7.60333333333
"G6179"	1.51666666667	1.69	1.35333333333	2.74	2.85
"G6180"	1.43	1.73333333333	1.65333333333	0.933333333333	0.53
"G6181"	15.5666666667	16.5066666667	23.76	15.26	12.0666666667
"G6182"	0.983333333333	0.823333333333	0.89	1.52	1.55666666667
"G6183"	4.61666666667	6.12666666667	7.03	9.49666666667	6.93333333333
"G6184"	0.623333333333	0.73	0.463333333333	0.76	0.76
"G6185"	1.31333333333	1.74	1.42	1.38666666667	2.6
"G6186"	1.93333333333	1.53333333333	1.04666666667	2.63	5.48666666667
"G6188"	2.62	1.94	2.21666666667	2.98333333333	2.87
"G6189"	24.8433333333	22.29	21.9133333333	29.32	33.17
"G6190"	78.4233333333	77.86	17.5166666667	69.5333333333	372.28
"G6191"	0.726666666667	1.18666666667	0.28	0.696666666667	0.836666666667
"G6192"	2.54	4.22	8.97333333333	9.54	1.85666666667
"G6193"	2.12333333333	1.8	3.01666666667	12.7866666667	1.88333333333
"G6194"	526.983333333	649.286666667	80.9066666667	543.836666667	3053.23666667
"G6195"	4.01666666667	4.02	1.11666666667	5.57666666667	14.98
"G6196"	1.36666666667	0.936666666667	0.746666666667	1.1	1.46
"G6198"	1.19	1.15333333333	1.20333333333	1.31333333333	2.32666666667
"G6199"	1.26333333333	1.13666666667	0.726666666667	1.87333333333	1.15666666667
"G6200"	1.30666666667	1.21666666667	1.26	1.77333333333	2.51666666667
"G6201"	43.0166666667	46.29	8.40333333333	56.11	99.1766666667
"G6205"	3.28666666667	2.58333333333	1.99666666667	3.74333333333	5.58666666667
"G6206"	4.84666666667	4.84333333333	3.87	5.47	6.27666666667
"G6207"	49.3766666667	54.14	52.9066666667	45.5766666667	48.47
"G6208"	33.0766666667	32.8233333333	45.7266666667	31.6366666667	18.8633333333
"G6209"	70.7433333333	59.9	56.5466666667	74.26	74.42
"G6210"	4.26666666667	4.01	3.76	6.03333333333	10.3033333333
"G6211"	0.92	1.02666666667	0.133333333333	1.27333333333	1.39
"G6212"	9.51	10.0833333333	7.56333333333	12.4666666667	27.2733333333
"G6213"	0.0133333333333	0.00333333333333	1.24666666667	0.0233333333333	0.0
"G6214"	5.90333333333	5.07333333333	2.90333333333	6.78	8.02333333333
"G6215"	4.70666666667	4.35333333333	3.77	4.90333333333	8.09
"G6216"	1.37	1.74333333333	0.323333333333	0.846666666667	0.816666666667
"G6217"	3.07	2.75333333333	0.456666666667	15.9	173.283333333
"G6218"	3.57666666667	4.07	1.05666666667	14.2066666667	174.996666667
"G6219"	1.66333333333	1.6	0.876666666667	5.88333333333	71.6966666667
"G6221"	0.0	0.0	0.0	0.49	0.0
"G6222"	12.8266666667	11.8633333333	7.06666666667	10.17	11.0
"G6223"	5.15	6.31333333333	6.14	6.39666666667	5.61666666667
"G6224"	32.1066666667	32.8566666667	36.8266666667	36.9366666667	52.36
"G6225"	12.0833333333	11.44	12.4866666667	13.9966666667	25.0066666667
"G6226"	1.19333333333	1.53	3.82333333333	1.08666666667	0.943333333333
"G6227"	34.9733333333	39.6266666667	31.27	44.7966666667	44.6666666667
"G6228"	11.3133333333	14.3266666667	11.7966666667	11.0433333333	44.6066666667
"G6229"	21.23	24.6	22.0233333333	52.2266666667	22.6866666667
"G6230"	39.83	43.1733333333	42.7966666667	44.6566666667	48.6866666667
"G6231"	20.1766666667	17.8366666667	17.8466666667	27.72	34.5033333333
"G6233"	36.5466666667	36.6533333333	41.34	28.7333333333	42.7266666667
"G6234"	72.2433333333	74.3633333333	58.0466666667	74.4666666667	92.3633333333
"G6236"	71.66	83.33	50.3466666667	85.64	348.42
"G6237"	105.373333333	112.22	79.78	81.4066666667	50.92
"G6238"	88.4666666667	101.646666667	73.7233333333	49.8733333333	37.4666666667
"G6239"	72.4433333333	68.6266666667	113.72	61.0666666667	106.816666667
"G6240"	685.363333333	618.536666667	814.363333333	755.556666667	558.153333333
"G6241"	18.4766666667	19.2233333333	17.1366666667	14.3733333333	13.1566666667
"G6242"	241.7	236.076666667	234.21	281.583333333	222.376666667
"G6243"	15.0533333333	17.33	12.1866666667	23.48	9.76666666667
"G6244"	9.3	13.08	6.85333333333	13.8633333333	12.1833333333
"G6245"	58.82	62.4666666667	59.1033333333	64.4033333333	92.82
"G6246"	22.26	21.9266666667	17.11	21.2433333333	32.93
"G6247"	26.6666666667	28.5033333333	36.07	24.5833333333	52.91
"G6248"	12.0433333333	11.9166666667	12.88	9.10333333333	16.65
"G6250"	119.94	107.433333333	52.82	143.96	1094.58
"G6251"	65.6333333333	63.6466666667	74.3466666667	82.1433333333	128.653333333
"G6252"	18.25	18.0266666667	18.4033333333	17.4166666667	35.3
"G6253"	77.7233333333	77.3	31.67	71.2066666667	57.9
"G6255"	42.5	43.04	30.1733333333	37.4133333333	37.73
"G6256"	28.7866666667	29.1166666667	27.13	39.98	31.99
"G6258"	46.67	49.1233333333	80.0066666667	29.2666666667	64.5066666667
"G6259"	186.603333333	227.646666667	244.54	98.25	263.47
"G6260"	104.14	70.92	32.2266666667	38.2	76.45
"G6261"	3.68	4.07333333333	2.63333333333	2.24333333333	75.8266666667
"G6262"	4.62333333333	4.69	4.64666666667	4.82333333333	41.67
"G6263"	66.3266666667	54.0766666667	77.12	75.53	159.86
"G6264"	45.44	40.54	54.3266666667	59.52	94.3733333333
"G6265"	54.6266666667	41.74	61.9166666667	67.66	114.15
"G6266"	42.5033333333	41.28	83.1266666667	55.8366666667	40.46
"G6267"	18.0066666667	15.2566666667	31.5333333333	19.93	15.7766666667
"G6268"	226.233333333	181.963333333	172.736666667	266.626666667	318.07
"G6269"	100.81	90.7166666667	79.39	129.843333333	86.9633333333
"G6270"	12.7	13.04	9.50666666667	17.5633333333	16.0066666667
"G6271"	4.73	5.82333333333	6.94	4.19333333333	7.46333333333
"G6272"	0.433333333333	3.81666666667	5.53666666667	0.486666666667	1.73666666667
"G6273"	23.5133333333	22.9533333333	21.8833333333	27.2133333333	38.35
"G6274"	1.83333333333	1.19666666667	1.65666666667	2.1	2.46333333333
"G6275"	4.56333333333	4.47	5.54	7.08	6.54666666667
"G6276"	161.473333333	144.2	128.696666667	164.563333333	394.016666667
"G6277"	0.963333333333	1.29333333333	0.373333333333	1.04	2.42
"G6278"	1.41666666667	1.50666666667	2.06	2.3	2.68
"G6280"	0.25	0.246666666667	0.16	0.876666666667	0.33
"G6281"	2.4	1.94666666667	1.6	7.60666666667	3.80333333333
"G6282"	1.94	2.47	2.36	2.04	5.44
"G6283"	2.5	2.43666666667	1.86	2.99	6.16666666667
"G6284"	29.0133333333	26.5433333333	16.0033333333	51.0266666667	35.47
"G6285"	9.55333333333	8.82666666667	9.12333333333	13.43	9.71333333333
"G6286"	0.74	0.886666666667	0.796666666667	1.86333333333	1.33333333333
"G6287"	0.683333333333	0.396666666667	0.396666666667	0.91	0.94
"G6288"	1.70333333333	1.66333333333	1.81	2.24333333333	2.65333333333
"G6289"	2.26666666667	1.84333333333	2.34	2.61333333333	2.72333333333
"G6290"	0.616666666667	1.16666666667	0.406666666667	1.68333333333	3.17
"G6291"	0.603333333333	0.946666666667	0.643333333333	1.16	0.766666666667
"G6292"	1.62666666667	2.12666666667	1.28333333333	1.7	1.68
"G6293"	0.53	0.483333333333	0.57	0.676666666667	0.603333333333
"G6294"	3.96666666667	3.66666666667	3.34333333333	5.62666666667	3.29666666667
"G6295"	7.38666666667	7.39666666667	8.17	5.44666666667	5.13666666667
"G6296"	32.1066666667	32.8566666667	36.8266666667	36.9366666667	52.36
"G6297"	5.15	6.31333333333	6.14	6.39666666667	5.61666666667
"G6298"	55.02	54.13	51.65	40.5733333333	39.7533333333
"G6300"	1.23666666667	1.85	0.6	1.94666666667	0.843333333333
"G6301"	8.71	10.8033333333	5.34333333333	7.75	20.7366666667
"G6302"	16.73	16.54	12.01	17.0233333333	27.6033333333
"G6303"	0.96	1.57	4.06333333333	1.06666666667	2.22
"G6304"	3.26333333333	0.0	0.866666666667	0.26	0.846666666667
"G6305"	0.723333333333	0.773333333333	0.64	1.05333333333	0.936666666667
"G6306"	1.05666666667	0.703333333333	0.76	1.64333333333	1.85
"G6307"	2.14666666667	2.24333333333	1.24333333333	2.65	2.94
"G6308"	233.15	248.69	209.64	325.696666667	286.756666667
"G6309"	6.26666666667	11.8233333333	18.6433333333	8.69333333333	7.31333333333
"G6310"	12.4866666667	16.33	17.1366666667	12.8133333333	10.4666666667
"G6311"	28.67	23.5833333333	15.3433333333	9.21	6.58666666667
"G6312"	331.216666667	210.913333333	449.666666667	186.703333333	3.28333333333
"G6313"	0.243333333333	0.573333333333	1.62666666667	0.34	0.26
"G6314"	5.45666666667	6.61	23.1033333333	6.98	4.56333333333
"G6315"	2.57333333333	2.48	1.51333333333	2.5	2.78
"G6316"	5.97	4.74	3.3	5.73	5.96666666667
"G6317"	8.18	11.26	4.59	7.83333333333	7.88
"G6318"	33.9866666667	21.0966666667	7.38	10.15	9.16333333333
"G6319"	62.0533333333	32.2966666667	12.3866666667	16.06	16.7066666667
"G6320"	128.91	34.2333333333	1.30333333333	1.28	1.07666666667
"G6321"	419.66	129.113333333	2.73666666667	5.91666666667	6.92666666667
"G6322"	99.0366666667	34.6533333333	1.44	2.90333333333	2.88666666667
"G6323"	31.8033333333	31.2633333333	27.86	27.4166666667	29.7166666667
"G6324"	35.7933333333	38.3033333333	42.65	47.35	47.0066666667
"G6325"	44.82	42.3066666667	34.2166666667	36.86	58.4533333333
"G6326"	19.5766666667	20.53	5.96333333333	23.3033333333	150.583333333
"G6327"	47.02	48.0333333333	38.6966666667	42.1233333333	47.4766666667
"G6329"	27.6133333333	18.1166666667	9.35	15.7633333333	21.56
"G6330"	14.8066666667	11.96	10.7266666667	13.6133333333	13.1366666667
"G6331"	3.29666666667	3.61333333333	3.03333333333	3.48333333333	3.93
"G6332"	2.6	3.96666666667	3.38666666667	3.00333333333	2.31
"G6333"	62.0833333333	69.6	56.98	55.4233333333	56.6466666667
"G6334"	71.1966666667	54.88	139.123333333	128.263333333	192.276666667
"G6335"	9.16333333333	10.03	7.89666666667	8.88333333333	33.4733333333
"G6336"	28.6433333333	24.15	26.9333333333	69.66	32.0833333333
"G6337"	86.78	71.9866666667	82.67	323.356666667	56.2366666667
"G6338"	3.02333333333	2.8	3.21333333333	3.50666666667	2.99666666667
"G6339"	2.41666666667	2.32333333333	2.47333333333	2.19666666667	2.29666666667
"G6340"	1.63333333333	1.38	2.25666666667	2.02333333333	1.59666666667
"G6341"	0.696666666667	0.553333333333	0.483333333333	0.846666666667	0.87
"G6342"	2.36666666667	2.14333333333	2.89333333333	2.66333333333	3.69
"G6343"	0.4	1.05	0.666666666667	1.62333333333	1.15666666667
"G6344"	1.44333333333	2.43666666667	3.11333333333	1.48	3.01
"G6345"	13.85	12.9866666667	10.14	12.9466666667	12.95
"G6346"	22.39	18.22	20.4433333333	20.3233333333	17.6633333333
"G6347"	3.37	3.62333333333	57.5966666667	3.51	5.85666666667
"G6348"	15.2566666667	11.4833333333	13.3066666667	27.7466666667	76.0766666667
"G6349"	20.5566666667	25.0466666667	14.2033333333	17.0566666667	21.34
"G6350"	98.8933333333	107.616666667	59.16	82.8	93.2833333333
"G6351"	7.63666666667	7.74	4.88666666667	6.21333333333	19.98
"G6352"	1.1	0.873333333333	0.236666666667	0.546666666667	1.00666666667
"G6353"	1.99333333333	2.48666666667	1.63333333333	1.9	2.35666666667
"G6354"	0.506666666667	0.363333333333	0.886666666667	0.763333333333	0.776666666667
"G6355"	1.84333333333	1.73	2.29333333333	2.62	3.33333333333
"G6356"	5.84	5.33333333333	5.72333333333	5.12	7.14
"G6357"	2.9	3.59	3.35666666667	5.01333333333	3.97
"G6358"	33.23	41.1233333333	37.03	110.276666667	12.4866666667
"G6359"	383.496666667	473.97	173.6	237.36	289.35
"G6360"	233.15	248.69	209.64	325.696666667	286.756666667
"G6361"	409.33	423.2	273.033333333	333.073333333	478.783333333
"G6362"	197.006666667	181.713333333	193.45	190.62	367.563333333
"G6363"	332.436666667	311.81	330.066666667	336.803333333	672.186666667
"G6364"	92.3566666667	101.01	59.03	66.4	44.1333333333
"G6365"	56.89	47.9133333333	68.3033333333	67.83	138.473333333
"G6370"	2.30333333333	2.25666666667	2.95333333333	6.44666666667	1.45
"G6371"	13.26	12.3033333333	15.1766666667	15.2733333333	18.8833333333
"G6374"	7.97333333333	9.86333333333	7.19666666667	6.73333333333	8.42
"G6376"	3.12	3.36666666667	2.22666666667	2.30666666667	4.43333333333
"G6377"	0.713333333333	0.866666666667	1.33333333333	0.943333333333	0.663333333333
"G6378"	10.45	12.17	4.74666666667	3.55666666667	6.93
"G6379"	190.68	173.263333333	168.496666667	269.813333333	362.113333333
"G6380"	151.713333333	142.87	126.623333333	216.756666667	258.326666667
"G6381"	167.97	157.236666667	133.93	235.27	225.436666667
"G6382"	80.7966666667	71.2966666667	58.5233333333	101.296666667	105.22
"G6383"	41.3566666667	44.8466666667	36.3	35.46	45.19
"G6384"	12.83	15.9066666667	39.7233333333	9.50666666667	14.1133333333
"G6385"	10.2333333333	11.1233333333	10.62	9.27	12.1266666667
"G6386"	2.91	4.78333333333	4.16333333333	3.15666666667	4.18
"G6387"	1.37	1.58333333333	1.65333333333	1.52	1.57333333333
"G6388"	475.213333333	509.486666667	329.293333333	673.316666667	110.403333333
"G6389"	0.0	0.0	0.0	0.0	0.0
"G6390"	0.0	0.0	0.0	0.0	0.0
"G6391"	0.0	0.0	0.0	0.0	0.0
"G6392"	0.0	0.0	0.0	0.0	0.0
"G6393"	44.9066666667	45.4233333333	79.94	47.19	68.38
"G6394"	25.1733333333	23.4933333333	9.95	39.0866666667	416.006666667
"G6395"	61.2733333333	63.68	79.0933333333	68.8833333333	74.06
"G6396"	741.29	770.386666667	862.596666667	675.956666667	891.833333333
"G6397"	151.1	138.643333333	148.33	244.623333333	415.336666667
"G6398"	3.51666666667	3.41666666667	4.21666666667	4.51333333333	5.72333333333
"G6399"	0.483333333333	0.626666666667	0.15	0.443333333333	0.313333333333
"G6400"	0.766666666667	0.593333333333	0.643333333333	1.03333333333	0.873333333333
"G6401"	4.28666666667	4.52333333333	5.65333333333	4.49	4.62333333333
"G6402"	49.8666666667	46.4633333333	32.2333333333	39.58	31.8466666667
"G6403"	151.063333333	127.883333333	182.943333333	190.506666667	356.446666667
"G6404"	5.41666666667	5.74666666667	4.26333333333	4.17	7.79
"G6405"	7.91666666667	6.56	2.16666666667	5.00333333333	32.1466666667
"G6406"	14.5966666667	14.39	2.99	11.2066666667	93.1133333333
"G6407"	21.1666666667	22.9266666667	3.24	18.7	119.376666667
"G6408"	34.0666666667	33.0433333333	36.4	59.28	31.4766666667
"G6409"	14.3266666667	15.8033333333	11.1666666667	13.8766666667	23.5233333333
"G6410"	15.6166666667	14.5533333333	14.77	14.3333333333	26.1333333333
"G6411"	28.7533333333	26.3	30.8566666667	28.8833333333	51.7833333333
"G6412"	42.06	37.23	67.2766666667	48.4333333333	94.8633333333
"G6413"	436.043333333	341.846666667	538.176666667	344.683333333	114.463333333
"G6414"	1548.89	1222.7	1522.09	1351.76333333	148.916666667
"G6415"	17.6066666667	20.4733333333	13.3066666667	22.82	94.3333333333
"G6416"	52.89	59.1533333333	32.7133333333	23.27	14.4366666667
"G6417"	9.04333333333	8.74	4.98666666667	6.05	28.12
"G6418"	13.5666666667	18.4066666667	11.83	7.61333333333	10.0266666667
"G6419"	0.166666666667	0.233333333333	0.0733333333333	0.0966666666667	0.0866666666667
"G6420"	100.7	118.276666667	68.7733333333	81.5133333333	131.896666667
"G6421"	15.62	20.18	12.0733333333	11.2833333333	16.9066666667
"G6422"	289.48	298.543333333	140.396666667	253.616666667	300.886666667
"G6423"	150.756666667	152.546666667	102.546666667	114.59	81.1166666667
"G6424"	20.71	17.1266666667	13.4733333333	19.2433333333	30.2633333333
"G6425"	67.1733333333	67.7266666667	36.0533333333	44.27	62.06
"G6426"	3.93666666667	3.54666666667	3.50333333333	4.35666666667	6.46
"G6427"	3.24	2.54	2.16333333333	2.94	4.08
"G6428"	10.6966666667	9.41333333333	17.2233333333	12.58	16.29
"G6429"	143.816666667	118.05	44.7333333333	308.29	420.436666667
"G6430"	123.546666667	124.9	29.55	244.903333333	585.576666667
"G6431"	61.3633333333	66.87	15.2833333333	85.08	213.306666667
"G6432"	37.64	39.8966666667	8.82333333333	30.5433333333	121.413333333
"G6433"	18.1933333333	21.6333333333	9.64333333333	5.80333333333	9.27666666667
"G6434"	16.8033333333	19.8633333333	12.4466666667	4.33666666667	5.88
"G6435"	67.7566666667	84.1933333333	34.5766666667	37.2266666667	15.2233333333
"G6436"	22.2266666667	17.4633333333	165.09	19.8733333333	284.863333333
"G6437"	7.91333333333	8.94	6.17333333333	8.71666666667	18.0133333333
"G6438"	176.603333333	156.74	80.0766666667	254.273333333	321.09
"G6439"	48.12	41.55	22.3	58.37	22.53
"G6440"	14.5866666667	17.6466666667	10.0266666667	10.2	22.8233333333
"G6441"	51.7833333333	42.7933333333	33.6933333333	45.7966666667	49.1
"G6442"	56.1433333333	53.6666666667	47.8866666667	67.9233333333	49.7766666667
"G6443"	20.7466666667	20.4266666667	16.5633333333	23.2966666667	16.0266666667
"G6444"	12.28	13.9266666667	15.8766666667	17.4966666667	13.1866666667
"G6445"	38.4266666667	40.7066666667	30.1	26.1433333333	33.7333333333
"G6446"	11.2533333333	10.8366666667	26.9633333333	11.12	16.4266666667
"G6447"	151.16	140.303333333	189.896666667	182.383333333	115.19
"G6448"	18.34	20.46	12.9966666667	14.6033333333	20.26
"G6449"	26.4133333333	28.6833333333	7.56666666667	10.8166666667	8.81666666667
"G6450"	156.29	129.453333333	70.4733333333	197.59	644.606666667
"G6451"	119.11	126.163333333	147.936666667	150.11	248.75
"G6452"	56.6066666667	59.6666666667	70.9733333333	74.4166666667	156.6
"G6453"	58.69	59.6966666667	45.56	53.7566666667	56.7866666667
"G6454"	47.1033333333	46.0633333333	27.9533333333	51.0433333333	56.29
"G6455"	100.393333333	85.5066666667	64.3866666667	115.546666667	197.166666667
"G6456"	1.43333333333	1.43	6.58333333333	2.34666666667	4.65
"G6457"	1.2	1.34333333333	5.33	1.18666666667	2.03
"G6458"	44.1966666667	50.2966666667	15.9833333333	16.6	8.02333333333
"G6459"	40.0466666667	34.4666666667	48.1433333333	68.02	58.7866666667
