"Gene"	"M9 Glucose minus AAs"	"N limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P limited Glucose plus AAs"
"EG11138"	161.516666667	162.443333333	148.786666667	150.986666667	162.036666667
"EG11139"	106.903333333	115.05	153.033333333	204.106666667	286.353333333
"EG11140"	222.52	246.853333333	255.936666667	242.79	289.476666667
"EG11141"	5.53666666667	6.17	4.81666666667	4.94666666667	4.87
"EG11142"	3.21666666667	3.04	3.12333333333	4.07333333333	3.36333333333
"EG11143"	143.233333333	133.816666667	69.7733333333	138.866666667	99.2366666667
"EG11144"	75.9733333333	88.8666666667	63.5066666667	33.3	44.5633333333
"EG11145"	17.13	18.5133333333	12.15	14.0366666667	10.1033333333
"EG11146"	8.48666666667	10.24	10.7033333333	11.0333333333	16.2533333333
"EG11147"	134.356666667	131.186666667	184.453333333	187.323333333	123.646666667
"EG11149"	258.11	239.95	310.84	244.746666667	237.436666667
"EG11150"	1.28333333333	1.24	1.21	1.06	1.50666666667
"EG11151"	758.916666667	644.713333333	5366.04	7396.93	1005.35333333
"EG11152"	59.38	78.5733333333	83.63	42.48	43.32
"EG11153"	3526.75666667	4474.88666667	4939.4	2299.25333333	934.96
"EG11154"	16.4333333333	19.2466666667	15.13	19.0766666667	14.55
"EG11155"	9.01	7.64666666667	6.35	11.2866666667	8.53333333333
"EG11156"	4.39666666667	5.55333333333	5.47333333333	7.29666666667	6.67666666667
"EG11157"	55.95	66.0066666667	33.92	53.67	51.97
"EG11158"	47.2466666667	54.19	75.25	42.0633333333	67.15
"EG11159"	35.6433333333	36.2966666667	33.49	67.4833333333	100.71
"EG11160"	213.733333333	169.523333333	231.58	233.633333333	741.186666667
"EG11161"	37.21	37.0733333333	39.3333333333	32.6066666667	42.2333333333
"EG11162"	53.46	50.2333333333	71.6	50.2133333333	62.1033333333
"EG11163"	86.6533333333	106.466666667	117.906666667	87.1533333333	80.6933333333
"EG11164"	230.59	229.336666667	235.21	307.523333333	199.306666667
"EG11165"	159.843333333	159.073333333	152.89	201.84	110.476666667
"EG11166"	16.9933333333	14.66	24.56	22.67	31.5433333333
"EG11167"	78.8933333333	74.22	109.0	100.173333333	189.323333333
"EG11168"	2.48666666667	1.79	1.58666666667	2.51666666667	1.81
"EG11169"	2.26333333333	1.24333333333	1.82333333333	2.18333333333	1.99
"EG11171"	62.1866666667	63.11	34.6433333333	44.3433333333	46.2066666667
"EG11172"	2.32	1.66666666667	1.85333333333	3.04	1.45666666667
"EG11173"	0.34	0.376666666667	1.14	1.67666666667	0.896666666667
"EG11174"	0.59	0.74	0.483333333333	0.47	0.543333333333
"EG11175"	8.79	8.24333333333	10.21	11.5833333333	16.02
"EG11176"	8.5	5.62	6.68666666667	24.5066666667	18.05
"EG11177"	133.68	139.313333333	193.3	94.0866666667	71.8766666667
"EG11178"	159.19	165.82	231.253333333	121.61	127.473333333
"EG11179"	345.403333333	415.82	317.943333333	223.696666667	172.093333333
"EG11180"	305.853333333	290.006666667	258.44	255.873333333	863.44
"EG11181"	650.693333333	792.383333333	833.28	506.386666667	1367.12666667
"EG11182"	93.7633333333	90.44	100.17	86.8166666667	129.87
"EG11183"	404.903333333	418.573333333	367.506666667	325.956666667	388.953333333
"EG11184"	35.52	33.5	37.1133333333	42.3133333333	380.683333333
"EG11186"	3.83333333333	3.73666666667	4.88	3.52	3.46
"EG11187"	5.28	7.44666666667	7.49	6.22666666667	7.86
"EG11188"	63.0966666667	81.12	106.623333333	58.5933333333	59.9166666667
"EG11189"	76.24	83.9233333333	91.12	49.7166666667	75.5133333333
"EG11190"	41.4866666667	40.5233333333	24.0433333333	30.6266666667	27.5533333333
"EG11191"	214.66	180.526666667	121.87	156.153333333	67.4233333333
"EG11192"	146.466666667	148.793333333	140.78	137.396666667	131.593333333
"EG11193"	6.01666666667	8.11666666667	12.4833333333	7.99	5.50333333333
"EG11194"	209.453333333	233.73	48.3833333333	105.843333333	36.64
"EG11195"	157.503333333	178.973333333	256.883333333	111.69	121.043333333
"EG11196"	63.2933333333	52.0033333333	25.17	72.4033333333	133.69
"EG11197"	432.216666667	486.546666667	317.55	312.99	140.12
"EG11198"	256.123333333	265.306666667	316.446666667	241.493333333	188.766666667
"EG11199"	585.08	655.746666667	316.973333333	432.36	338.346666667
"EG11201"	112.826666667	113.693333333	129.27	102.396666667	136.283333333
"EG11202"	111.35	108.086666667	82.95	85.9066666667	84.1133333333
"EG11203"	121.793333333	132.846666667	179.026666667	120.063333333	107.55
"EG11204"	69.64	74.1333333333	109.556666667	53.43	70.6766666667
"EG11205"	87.0166666667	97.9433333333	80.7633333333	72.41	92.56
"EG11206"	5.6	5.59333333333	6.76666666667	5.50333333333	9.22666666667
"EG11207"	9.59333333333	8.87333333333	10.2066666667	11.1333333333	20.56
"EG11208"	7.32333333333	12.4533333333	2.53666666667	5.65	1.37666666667
"EG11209"	50.4766666667	47.88	30.46	46.29	164.823333333
"EG11210"	133.433333333	122.876666667	179.986666667	195.14	57.8433333333
"EG11211"	18.1233333333	20.5333333333	13.42	13.8433333333	12.9033333333
"EG11212"	51.02	58.63	83.2233333333	59.85	84.7966666667
"EG11213"	154.556666667	149.196666667	132.81	115.976666667	115.723333333
"EG11214"	117.743333333	126.97	96.9266666667	118.343333333	92.5733333333
"EG11215"	7.78	6.99	14.1533333333	7.61	12.0833333333
"EG11217"	86.8566666667	88.74	69.4266666667	85.0133333333	50.9066666667
"EG11218"	50.5433333333	41.39	46.17	50.2033333333	38.14
"EG11219"	17.82	11.54	10.47	28.8033333333	15.5566666667
"EG11221"	345.976666667	331.733333333	294.266666667	345.286666667	453.103333333
"EG11222"	10.0733333333	10.5133333333	10.8733333333	11.3966666667	25.3166666667
"EG11223"	190.64	188.426666667	18.38	57.6266666667	49.8333333333
"EG11224"	147.913333333	161.45	132.786666667	194.936666667	7.06
"EG11225"	223.123333333	201.943333333	265.866666667	227.003333333	182.656666667
"EG11226"	584.43	441.666666667	94.9966666667	138.07	40.53
"EG11227"	1.4	1.03333333333	2.42333333333	1.5	3.16333333333
"EG11228"	2.09666666667	2.09	1.65	2.43	2.93
"EG11229"	3.85	3.30666666667	2.10333333333	4.35666666667	6.36666666667
"EG11230"	15.9133333333	16.03	22.58	42.0066666667	25.0166666667
"EG11231"	5867.78	5676.95666667	6343.34333333	3873.55333333	4069.13333333
"EG11232"	7472.45	8108.54	11354.84	5799.47333333	3965.43666667
"EG11233"	50.3233333333	48.1933333333	40.87	79.4733333333	40.4233333333
"EG11234"	2.07666666667	1.90666666667	0.723333333333	2.86333333333	2.33
"EG11235"	40.9866666667	55.7	48.0566666667	11.3366666667	19.93
"EG11236"	13.4533333333	15.11	10.4433333333	39.3466666667	6.44333333333
"EG11237"	8.87	8.84666666667	10.6366666667	8.39	15.3533333333
"EG11238"	92.3466666667	87.74	68.45	124.206666667	392.036666667
"EG11239"	48.3533333333	50.4733333333	43.1366666667	47.7766666667	33.6866666667
"EG11241"	48.72	42.9466666667	7.68333333333	67.1066666667	485.05
"EG11242"	23.8266666667	26.6366666667	13.5233333333	22.1266666667	32.8866666667
"EG11244"	157.793333333	134.666666667	143.64	223.736666667	525.583333333
"EG11245"	1.79	1.91	1.43666666667	1.94	4.16333333333
"EG11246"	248.76	239.24	353.993333333	416.413333333	606.466666667
"EG11247"	21.7533333333	27.5166666667	21.9066666667	18.95	29.6866666667
"EG11249"	48.9166666667	58.7033333333	54.8333333333	47.49	70.3033333333
"EG11250"	14.57	11.3733333333	13.6133333333	11.97	37.05
"EG11251"	120.223333333	132.713333333	108.41	92.5366666667	133.23
"EG11252"	137.47	135.156666667	132.856666667	154.74	111.02
"EG11253"	58.3566666667	56.8233333333	55.69	64.2433333333	190.143333333
"EG11254"	135.796666667	128.323333333	69.56	77.2	55.2633333333
"EG11255"	188.51	205.226666667	109.943333333	125.703333333	99.4333333333
"EG11256"	187.096666667	213.096666667	171.476666667	370.963333333	244.52
"EG11257"	4.12333333333	4.52333333333	3.12666666667	3.37666666667	4.83
"EG11258"	64.87	65.07	760.3	85.74	138.546666667
"EG11259"	115.896666667	110.54	123.443333333	150.896666667	200.583333333
"EG11260"	15.32	17.8633333333	16.7566666667	8.39333333333	6.14333333333
"EG11261"	65.9266666667	57.9733333333	63.45	60.38	49.1233333333
"EG11262"	41.71	41.6566666667	28.17	11.8133333333	35.3166666667
"EG11263"	11.0	12.3966666667	11.95	11.1066666667	18.4433333333
"EG11265"	107.94	111.213333333	73.91	59.4233333333	59.0233333333
"EG11266"	2.71333333333	4.05333333333	2.05333333333	2.04333333333	5.34666666667
"EG11267"	3.01666666667	2.96333333333	0.796666666667	1.52666666667	1.54333333333
"EG11268"	211.746666667	215.01	221.793333333	227.58	316.15
"EG11269"	0.0	0.0	0.0	0.0	0.0
"EG11270"	166.513333333	110.426666667	544.846666667	810.266666667	389.793333333
"EG11271"	0.0	0.0	0.0	0.0	0.0
"EG11272"	0.0	0.0	0.0	0.0	0.0
"EG11273"	0.0	0.0	0.0	0.0	0.0
"EG11274"	0.0	0.0	0.0	0.0	0.0
"EG11275"	27.7533333333	0.0	28.9366666667	69.9533333333	0.0
"EG11276"	0.0	0.0	0.0	0.0	0.0
"EG11277"	0.0	0.0	0.0	0.0	0.0
"EG11279"	469.11	418.816666667	104.39	25.1566666667	39.3433333333
"EG11280"	0.0	0.0	0.0	0.0	0.0
"EG11281"	56.3566666667	60.06	68.8466666667	48.9933333333	63.81
"EG11282"	2.03333333333	2.01	1.67666666667	1.91	2.26666666667
"EG11283"	1.66666666667	1.23333333333	1.42666666667	1.70666666667	1.46333333333
"EG11284"	790.706666667	894.813333333	752.023333333	760.496666667	452.673333333
"EG11285"	34.45	33.5	22.9733333333	31.1766666667	35.2433333333
"EG11286"	159.86	139.716666667	69.6433333333	117.706666667	119.953333333
"EG11287"	10.1366666667	6.28666666667	8.04333333333	18.2133333333	51.7333333333
"EG11288"	16.61	12.84	21.33	21.9133333333	31.45
"EG11289"	4.39666666667	4.22	3.77666666667	6.48	3.56666666667
"EG11290"	70.4433333333	92.64	22.1333333333	26.4333333333	54.77
"EG11291"	49.1266666667	57.76	65.4866666667	59.5833333333	75.86
"EG11292"	16.7966666667	12.1733333333	4.50666666667	14.1833333333	111.456666667
"EG11293"	144.126666667	161.003333333	113.576666667	143.51	175.206666667
"EG11294"	102.873333333	100.026666667	84.5766666667	96.5166666667	116.07
"EG11295"	89.92	87.54	90.1633333333	71.8066666667	57.49
"EG11296"	75.72	73.0266666667	49.7233333333	62.16	28.7333333333
"EG11297"	250.69	252.203333333	250.0	282.55	151.203333333
"EG11298"	134.613333333	162.14	141.093333333	88.6766666667	93.0566666667
"EG11299"	121.36	130.043333333	111.536666667	88.3733333333	85.2433333333
"EG11300"	1.88333333333	4.79333333333	2.9	11.2	5.42
"EG11301"	5.68666666667	12.5833333333	5.67666666667	40.2966666667	36.6333333333
"EG11302"	16.0466666667	17.96	11.3133333333	27.0566666667	37.4333333333
"EG11303"	1.69333333333	0.286666666667	0.933333333333	2.74333333333	3.21
"EG11304"	3.32333333333	3.71	2.9	4.19333333333	10.2966666667
"EG11305"	109.856666667	129.233333333	84.9666666667	88.97	305.713333333
"EG11306"	131.256666667	140.316666667	456.043333333	150.183333333	489.283333333
"EG11309"	13.6666666667	14.2466666667	9.56666666667	32.66	41.0733333333
"EG11310"	1.79	2.31666666667	1.44	2.33333333333	1.82333333333
"EG11311"	589.056666667	706.503333333	313.436666667	209.303333333	71.27
"EG11312"	6.99666666667	7.34666666667	8.12	9.94666666667	5.31666666667
"EG11313"	3.33	3.41333333333	3.28	4.53666666667	5.25
"EG11314"	410.25	415.816666667	294.353333333	309.97	129.916666667
"EG11315"	29.0133333333	24.5266666667	36.33	40.0	89.2433333333
"EG11316"	10.7666666667	12.3366666667	8.58	9.42666666667	7.58666666667
"EG11317"	488.546666667	461.22	589.003333333	531.396666667	415.826666667
"EG11318"	1183.45333333	1169.47	1283.78	1078.40666667	837.78
"EG11319"	218.2	202.296666667	216.123333333	268.64	323.166666667
"EG11320"	118.52	115.486666667	124.023333333	131.58	161.873333333
"EG11321"	90.1866666667	88.2066666667	103.886666667	96.7566666667	130.306666667
"EG11322"	275.97	293.683333333	258.883333333	253.506666667	231.78
"EG11323"	352.253333333	353.16	487.976666667	311.84	317.98
"EG11324"	94.83	86.5666666667	89.2666666667	108.556666667	109.65
"EG11325"	77.06	89.5666666667	39.4266666667	56.3433333333	166.22
"EG11326"	282.106666667	318.126666667	589.26	51.7366666667	53.9866666667
"EG11327"	163.28	200.113333333	221.45	11.7	9.81333333333
"EG11328"	379.49	427.54	466.24	245.316666667	215.673333333
"EG11329"	23.31	26.3166666667	5.09	75.95	162.8
"EG11330"	7.66666666667	7.58	1.6	16.86	35.0933333333
"EG11331"	188.196666667	209.296666667	254.113333333	142.476666667	193.42
"EG11332"	511.433333333	620.58	645.366666667	80.9	40.4366666667
"EG11333"	80.3966666667	77.4233333333	63.11	82.4466666667	73.4566666667
"EG11334"	5.82	5.62333333333	6.13666666667	6.13	5.81
"EG11335"	67.53	71.51	59.2966666667	62.5633333333	79.9733333333
"EG11336"	4.62333333333	5.36333333333	6.97666666667	3.22333333333	3.53666666667
"EG11337"	285.893333333	317.1	47.5233333333	48.5633333333	38.11
"EG11338"	254.076666667	284.633333333	63.1166666667	310.966666667	1307.94
"EG11339"	66.62	78.72	67.77	81.8966666667	73.6433333333
"EG11340"	57.0933333333	67.05	72.98	74.4566666667	53.8833333333
"EG11341"	64.6466666667	71.6833333333	60.3466666667	77.6966666667	80.18
"EG11342"	18.44	18.69	29.3733333333	23.6933333333	28.88
"EG11343"	6.42666666667	7.75333333333	8.74666666667	5.89666666667	8.27333333333
"EG11344"	199.04	238.55	103.796666667	120.046666667	97.2466666667
"EG11345"	223.196666667	246.99	119.04	144.543333333	84.44
"EG11346"	308.526666667	275.75	170.796666667	302.32	8.45666666667
"EG11347"	274.253333333	306.766666667	252.273333333	392.09	8.57333333333
"EG11350"	18.7333333333	26.6633333333	26.0566666667	25.0366666667	8.95666666667
"EG11351"	49.2833333333	53.0933333333	47.2166666667	63.42	43.5833333333
"EG11352"	40.5	47.1066666667	44.3033333333	53.13	36.2233333333
"EG11353"	34.5066666667	36.4266666667	33.6833333333	42.3933333333	26.0733333333
"EG11354"	58.4466666667	59.38	42.3333333333	42.5	16.5066666667
"EG11355"	1257.05333333	1187.83333333	1415.16666667	2177.76666667	304.046666667
"EG11356"	930.796666667	941.403333333	1035.20333333	1373.88666667	228.023333333
"EG11357"	16.3033333333	19.19	27.8566666667	12.3166666667	16.18
"EG11358"	249.183333333	251.263333333	166.353333333	203.756666667	99.2166666667
"EG11359"	12.3633333333	16.8066666667	26.4333333333	9.01333333333	19.78
"EG11360"	364.16	336.79	127.76	230.86	87.1566666667
"EG11361"	73.3466666667	70.7933333333	62.4833333333	71.5666666667	54.07
"EG11362"	25.95	29.3433333333	15.9866666667	22.89	21.9166666667
"EG11363"	46.8266666667	43.6866666667	43.83	39.5233333333	60.11
"EG11364"	1.44333333333	1.36333333333	1.27666666667	2.09	0.956666666667
"EG11366"	259.253333333	277.016666667	392.306666667	298.936666667	461.67
"EG11367"	27.63	30.78	26.98	19.9233333333	17.95
"EG11368"	77.2433333333	66.85	77.7166666667	72.7733333333	135.553333333
"EG11369"	94.1466666667	117.696666667	136.783333333	107.626666667	106.566666667
"EG11370"	46.0433333333	45.0833333333	55.0433333333	58.7966666667	68.7566666667
"EG11371"	40.8466666667	40.2133333333	70.2466666667	55.4	105.54
"EG11372"	44.5933333333	44.18	37.4666666667	25.9566666667	38.75
"EG11373"	12.32	13.6766666667	8.21666666667	8.22333333333	6.84666666667
"EG11374"	93.3633333333	105.5	50.1433333333	67.5266666667	32.48
"EG11375"	1221.24333333	1393.99666667	369.633333333	476.933333333	1065.45666667
"EG11376"	75.4866666667	77.9566666667	75.51	72.23	67.2466666667
"EG11377"	81.13	83.64	72.6566666667	71.0433333333	62.4733333333
"EG11378"	347.673333333	230.806666667	177.683333333	523.576666667	710.893333333
"EG11379"	6.37	7.04666666667	6.12333333333	6.6	107.003333333
"EG11380"	5.03	5.26666666667	4.78333333333	5.21666666667	128.053333333
"EG11381"	131.87	106.863333333	113.426666667	234.566666667	588.173333333
"EG11383"	61.49	39.0033333333	67.4466666667	106.37	102.126666667
"EG11384"	4992.05	4453.09333333	3955.24333333	7022.84333333	3898.36666667
"EG11385"	190.243333333	148.66	182.433333333	278.826666667	178.456666667
"EG11386"	9.95333333333	10.94	9.30333333333	9.08666666667	19.16
"EG11387"	107.613333333	113.52	65.9066666667	118.81	266.693333333
"EG11388"	806.29	656.506666667	708.436666667	1176.71	265.87
"EG11389"	473.376666667	390.106666667	401.553333333	632.83	144.233333333
"EG11390"	2136.68	1839.71666667	2695.50333333	3255.88333333	2661.47333333
"EG11391"	272.42	244.61	51.6633333333	254.273333333	3723.85333333
"EG11392"	95.18	86.99	87.2666666667	79.4133333333	51.5866666667
"EG11393"	167.906666667	159.553333333	81.55	146.216666667	97.16
"EG11394"	178.13	198.733333333	254.15	270.706666667	130.123333333
"EG11395"	177.003333333	184.0	213.88	257.573333333	150.243333333
"EG11396"	116.806666667	123.703333333	143.186666667	132.303333333	127.836666667
"EG11398"	266.71	407.106666667	214.616666667	157.48	4183.59666667
"EG11399"	138.85	202.556666667	121.543333333	78.4066666667	2944.46333333
"EG11400"	4.06	5.81666666667	2.78333333333	1.74333333333	67.6033333333
"EG11401"	66.5866666667	61.35	28.8833333333	68.9533333333	328.816666667
"EG11402"	4.24666666667	4.08666666667	3.81333333333	9.08666666667	2.41666666667
"EG11403"	100.066666667	102.193333333	76.8166666667	109.036666667	130.733333333
"EG11404"	190.996666667	187.656666667	162.793333333	146.296666667	84.28
"EG11405"	37.1466666667	35.6233333333	40.5833333333	38.6033333333	26.9033333333
"EG11406"	186.403333333	171.43	202.913333333	228.026666667	198.426666667
"EG11407"	34.4966666667	26.8333333333	113.123333333	751.216666667	666.726666667
"EG11408"	27.2766666667	21.7566666667	83.02	536.26	382.54
"EG11409"	50.84	56.3333333333	32.7	35.6166666667	30.1233333333
"EG11410"	189.196666667	218.83	198.083333333	221.4	333.39
"EG11411"	62.0333333333	65.8533333333	60.96	73.07	71.51
"EG11412"	132.156666667	147.243333333	85.85	110.34	101.983333333
"EG11413"	164.56	139.84	148.546666667	131.36	86.03
"EG11414"	131.586666667	127.383333333	73.1266666667	64.4	44.9533333333
"EG11415"	1148.33666667	993.653333333	321.493333333	983.29	12827.4866667
"EG11417"	14.1233333333	12.6266666667	31.6766666667	18.27	131.856666667
"EG11418"	125.176666667	107.946666667	102.02	135.596666667	112.686666667
"EG11419"	65.8066666667	73.1	63.96	53.5166666667	57.4166666667
"EG11421"	17.4833333333	16.2333333333	14.31	18.8666666667	13.1766666667
"EG11422"	34.05	40.7133333333	37.2833333333	21.1266666667	35.3366666667
"EG11423"	36.3066666667	44.7433333333	42.88	50.6466666667	22.9533333333
"EG11424"	74.0633333333	102.343333333	99.1566666667	60.0933333333	37.8
"EG11425"	33.22	35.7833333333	34.8866666667	42.4166666667	24.27
"EG11426"	18.78	19.63	20.94	21.72	15.67
"EG11427"	421.993333333	389.31	386.633333333	463.51	246.276666667
"EG11428"	239.503333333	278.76	261.793333333	381.543333333	282.05
"EG11429"	32.24	31.1233333333	34.0066666667	22.0	18.4866666667
"EG11430"	119.303333333	127.28	115.786666667	133.73	191.53
"EG11431"	60.8166666667	59.65	104.86	88.9933333333	47.62
"EG11432"	55.39	59.99	85.7533333333	67.7	36.7033333333
"EG11433"	151.75	130.693333333	120.796666667	226.946666667	288.35
"EG11434"	65.6433333333	66.52	46.42	46.6166666667	37.66
"EG11435"	26.6566666667	31.87	13.6466666667	14.6466666667	14.4633333333
"EG11436"	20.0	17.2566666667	7.28333333333	23.0	119.92
"EG11437"	207.726666667	224.506666667	111.473333333	133.833333333	99.66
"EG11438"	165.57	170.06	94.01	162.52	219.81
"EG11439"	27.7066666667	29.8533333333	27.7433333333	19.1933333333	15.3833333333
"EG11440"	437.08	512.273333333	587.56	433.73	630.45
"EG11441"	120.246666667	99.4433333333	108.08	160.613333333	320.716666667
"EG11442"	115.096666667	109.58	123.693333333	1518.93333333	1091.81666667
"EG11443"	285.546666667	262.163333333	331.91	259.42	391.733333333
"EG11444"	3.27333333333	3.29333333333	4.61333333333	3.80333333333	4.08333333333
"EG11445"	3.67666666667	3.21333333333	2.25666666667	2.91	3.60666666667
"EG11447"	2660.81333333	2692.25666667	2923.93	3052.75666667	5586.78333333
"EG11448"	48.7466666667	52.0066666667	7.44666666667	93.9366666667	24.2866666667
"EG11449"	40.7133333333	38.5366666667	53.42	39.04	72.75
"EG11450"	478.543333333	411.573333333	600.266666667	439.15	272.986666667
"EG11451"	93.1233333333	98.0133333333	84.4933333333	65.8366666667	52.18
"EG11452"	76.1633333333	85.69	92.49	54.3133333333	42.8033333333
"EG11453"	71.0633333333	71.0733333333	112.263333333	51.0833333333	35.8666666667
"EG11454"	54.1533333333	57.9133333333	81.1266666667	38.1433333333	41.4666666667
"EG11455"	34.6766666667	37.71	48.7666666667	25.6366666667	22.3366666667
"EG11456"	60.0433333333	60.2433333333	84.4133333333	55.05	61.7533333333
"EG11457"	12.4933333333	14.32	14.6466666667	12.0633333333	9.25
"EG11458"	37.7966666667	36.45	44.4066666667	32.56	27.13
"EG11459"	69.3033333333	69.8933333333	91.8466666667	28.5333333333	31.5666666667
"EG11460"	11.3966666667	11.07	10.4566666667	9.76333333333	10.0466666667
"EG11462"	5.53333333333	7.36666666667	8.99	5.05333333333	4.58333333333
"EG11463"	45.5466666667	40.4766666667	47.9433333333	50.03	35.9133333333
"EG11464"	4.54	4.65333333333	4.14	5.01666666667	1.97
"EG11465"	1.34666666667	1.01666666667	1.03333333333	0.963333333333	0.273333333333
"EG11466"	26.2966666667	27.81	17.2433333333	20.1966666667	17.65
"EG11467"	88.3066666667	88.1533333333	18.2266666667	66.2166666667	162.653333333
"EG11468"	76.73	88.6333333333	58.61	61.53	138.76
"EG11469"	43.5	43.13	28.85	27.4033333333	42.02
"EG11470"	74.9266666667	79.4666666667	70.28	62.6833333333	83.2266666667
"EG11471"	38.98	39.5066666667	58.58	47.3533333333	82.5533333333
"EG11472"	13.5866666667	15.85	23.1166666667	18.8466666667	10.5566666667
"EG11473"	203.046666667	193.813333333	215.84	167.56	175.083333333
"EG11474"	49.21	52.4333333333	57.3866666667	45.4366666667	51.1733333333
"EG11476"	63.5233333333	71.8066666667	84.6	52.6833333333	37.6366666667
"EG11479"	138.463333333	139.236666667	122.146666667	83.7966666667	101.01
"EG11481"	29.0933333333	30.68	19.7633333333	16.71	13.8466666667
"EG11484"	77.7333333333	79.6333333333	92.51	88.07	81.3833333333
"EG11485"	76.44	77.54	70.6266666667	70.8833333333	92.7966666667
"EG11486"	31.18	38.3733333333	47.2566666667	23.0733333333	25.5666666667
"EG11487"	134.22	135.703333333	100.136666667	113.626666667	206.33
"EG11488"	17.92	17.4333333333	15.34	20.26	44.2566666667
"EG11489"	20.8933333333	19.3633333333	12.6133333333	42.54	46.2366666667
"EG11490"	22.86	26.7633333333	8.36	8.68	369.74
"EG11491"	8.69666666667	9.46666666667	12.16	7.00666666667	6.95
"EG11492"	62.89	49.6566666667	55.8833333333	96.9666666667	317.113333333
"EG11493"	31.7	33.3933333333	26.1133333333	30.05	46.8
"EG11494"	34.51	34.8	22.62	27.23	31.6833333333
"EG11495"	24.3133333333	29.4833333333	30.73	11.6166666667	481.596666667
"EG11496"	1.81666666667	3.48333333333	8.02333333333	2.57666666667	4.27333333333
"EG11497"	71.5166666667	70.5266666667	84.3633333333	77.7766666667	62.8633333333
"EG11498"	7.26	9.26666666667	5.30333333333	3.98	4.30333333333
"EG11499"	55.9033333333	74.7233333333	43.5	38.6766666667	26.34
"EG11500"	49.2	47.9533333333	37.1366666667	40.9566666667	56.0466666667
"EG11501"	4.61333333333	4.90666666667	5.87	4.39	7.44
"EG11502"	209.97	221.606666667	165.823333333	179.396666667	186.423333333
"EG11503"	49.8233333333	46.1633333333	28.99	34.6966666667	31.2666666667
"EG11504"	1202.88666667	1073.87666667	399.363333333	496.296666667	766.716666667
"EG11505"	344.493333333	404.983333333	272.143333333	246.893333333	139.93
"EG11506"	437.85	437.606666667	403.293333333	379.876666667	643.196666667
"EG11507"	346.026666667	376.466666667	391.373333333	380.686666667	616.28
"EG11508"	3529.32666667	2817.47666667	559.41	3611.97666667	29065.6466667
"EG11509"	3.73666666667	3.31666666667	0.32	1.85666666667	0.0966666666667
"EG11510"	96.8033333333	96.46	102.84	101.726666667	127.42
"EG11511"	50.6866666667	44.0533333333	81.61	65.8566666667	76.16
"EG11512"	34.11	33.1333333333	41.4166666667	26.2133333333	42.77
"EG11514"	37.6366666667	46.16	30.63	9.68666666667	5.6
"EG11515"	3.70333333333	5.42333333333	1.77333333333	1.35	1.45333333333
"EG11516"	43.9266666667	47.9166666667	11.4233333333	41.3033333333	341.836666667
"EG11517"	71.02	66.35	65.1666666667	152.446666667	27.8566666667
"EG11519"	56.27	45.5533333333	33.84	56.53	48.6666666667
"EG11520"	1.73666666667	2.64333333333	2.16	4.24	0.98
"EG11521"	60.7866666667	49.8866666667	112.923333333	83.31	116.126666667
"EG11522"	2.48	4.14	2.55333333333	1.15333333333	0.733333333333
"EG11523"	3.21333333333	5.75666666667	3.21	4.53	7.42333333333
"EG11524"	0.743333333333	1.34	1.02666666667	1.80666666667	1.17
"EG11525"	1.87	2.83	2.91333333333	2.1	1.74333333333
"EG11526"	0.59	1.20666666667	0.4	0.82	0.61
"EG11527"	28.42	26.8766666667	27.61	27.4366666667	19.0833333333
"EG11528"	1136.30666667	1045.73333333	1086.84	985.15	1081.29666667
"EG11529"	93.9733333333	83.2266666667	66.3266666667	79.7166666667	76.5066666667
"EG11530"	24.2433333333	28.4066666667	13.3666666667	28.6366666667	15.2566666667
"EG11531"	246.723333333	214.953333333	157.676666667	149.683333333	1481.24666667
"EG11532"	46.4866666667	44.7833333333	48.1833333333	40.2666666667	73.3033333333
"EG11533"	58.2133333333	61.4966666667	102.626666667	217.856666667	171.266666667
"EG11534"	72.5866666667	44.8733333333	71.3966666667	84.5733333333	141.406666667
"EG11535"	13.2133333333	7.63	13.3033333333	12.08	39.9933333333
"EG11536"	20.68	17.96	25.2433333333	28.43	25.6166666667
"EG11537"	121.38	115.273333333	117.15	166.5	187.63
"EG11538"	28.6666666667	31.8033333333	27.4866666667	13.3566666667	10.79
"EG11539"	263.386666667	319.596666667	462.886666667	122.076666667	115.826666667
"EG11540"	179.66	158.686666667	92.35	214.08	2034.89666667
"EG11541"	22.27	22.0666666667	16.6433333333	17.6433333333	26.49
"EG11542"	127.54	117.08	116.076666667	172.92	137.136666667
"EG11543"	103.276666667	94.9	101.716666667	103.61	115.936666667
"EG11544"	5.22	8.87333333333	6.76333333333	3.17333333333	135.576666667
"EG11545"	1186.50333333	1006.36666667	1121.47666667	1480.96	435.036666667
"EG11546"	103.5	104.81	114.306666667	103.7	99.2266666667
"EG11547"	86.97	89.3266666667	41.1066666667	48.3466666667	35.98
"EG11548"	15.42	17.2633333333	10.25	13.41	22.91
"EG11549"	64.95	54.1366666667	131.636666667	95.03	237.033333333
"EG11551"	5.67666666667	5.70666666667	11.72	6.77666666667	7.76333333333
"EG11552"	4.39333333333	4.65333333333	5.76333333333	3.25666666667	5.49
"EG11553"	218.94	219.09	281.026666667	242.35	225.026666667
"EG11554"	1001.50333333	709.566666667	66.28	72.8266666667	25.3833333333
"EG11555"	9.13333333333	7.52	24.89	7.41666666667	10.3533333333
"EG11556"	1649.83666667	1552.33666667	1888.94	2528.90333333	1433.38333333
