b0001	thrL
b0207	dkgB	yafB	
b0208	yafC
b0209	yafD
b0210	yafE
b0211	mltD	dniR	yafG	
b0212	gloB	yafR	
b0213	yafS
b0214	rnhA	cer	dasF	herA	rnh	sdrA	sin	
b0215	dnaQ	mutD	
b0216	aspV
b0217	yafT
b0218	yafU
b0219	yafV
b0220	ivy	ykfE	
b0221	fadE	fadF(S.t.)	yafH	
b0222	lpcA
b0223	yafJ
b0224	yafK
b0225	yafQ
b0226	dinJ	sosA	
b0227	yafL
b0228	rayT	tnpAREP	yafM	
b0229	lfhA
b0230	lafU
b0231	dinB	dinP	
b0232	yafN
b0233	yafO
b0234	yafP
b0235	ykfJ
b0236	prfH
b0237	pepD	pepH	
b0238	gpt	gpp	gxu	
b0239	frsA	yafA	
b0240	crl
b0241	phoE	ompE	
b0242	proB	pro(2)	
b0243	proA	pro(1)	
b0244	thrW
b0245	ykfI
b0246	yafW
b0247	ykfG
b0248	yafX
b0249	ykfF
b0250	ykfB
b0251	yafY
b0252	yafZ
b0253	ykfA
b0254	perR
b0255	insN-1
b0256	insI-1
b0257	insO-1
b0258	ykfC
b0259	insH-1
b0260	mmuP	ykfD	
b0261	mmuM	yagD	
b0262	afuC	fbpC	yagC	
b0263	afuB
b0264	insB-2
b0265	insA-2
b0266	yagB
b0267	yagA
b0268	yagE
b0269	yagF
b0270	yagG
b0271	yagH
b0272	yagI
b0273	argF	Arg5	argD	
b0274	insB-3
b0275	insA-3
b0276	yagJ
b0277	yagK
b0278	yagL
b0279	yagM
b0280	yagN
b0281	intF	yagO	
b0282	yagP
b0283	paoD	yagQ	
b0284	paoC	hsm	yagR	
b0285	paoB	yagS	
b0286	paoA	yagT	
b0287	yagU
b0288	ykgJ
b0289	ecpE	matF	yagV	
b0290	ecpD	matE	yagW	
b0291	ecpC	matD	yagX	
b0292	ecpB	matC	yagY	
b0293	ecpA	matB	yagZ	
b0294	ecpR	matA	ykgK	
b0295	ykgL
b0296	ykgM	rpmE2	
b0297	eaeH
b0298	insE-1
b0299	insF-1
b0300	ykgA
b0301	ykgB
b0302	b0302
b0303	ykgI
b0304	ykgC
b0305	ykgD
b0306	ykgE
b0307	ykgF
b0308	ykgG
b0309	b0309
b0310	ykgH
b0311	betA
b0312	betB
b0313	betI
b0314	betT
b0315	yahA
b0316	yahB
b0317	yahC
b0318	yahD
b0319	yahE
b0320	yahF
b0321	yahG
b0322	yahH
b0323	yahI
b0324	yahJ
b0325	yahK
b0326	yahL
b0327	yahM
b0328	yahN
b0329	yahO
b0330	prpR	yahP	
b0331	prpB	yahQ	
b0332	b0332
b0333	prpC	yahS	yzzD	
b0334	prpD	acnC	yahT	
b0335	prpE	yahU	
b0336	codB
b0337	codA
b0338	cynR
b0339	cynT
b0340	cynS	cnt	
b0341	cynX
b0342	lacA
b0343	lacY
b0344	lacZ
b0345	lacI
b0346	mhpR
b0347	mhpA
b0348	mhpB
b0349	mhpC
b0350	mhpD	mhpS	
b0351	mhpF
b0352	mhpE
b0353	mhpT	yaiK	
b0354	yaiL
b0355	frmB	yaiM	
b0356	frmA	adhC	
b0357	frmR	yaiN	
b0358	yaiO
b0359	yaiX
b0360	insC-1
b0361	insD-1
b0362	yaiF
b0363	yaiP
b0364	yaiS
b0365	tauA	ssiA	yaiR	
b0366	tauB	ssiB	yaiQ	
b0367	tauC	ssiC	yaiJ	
b0368	tauD	ssiD	yaiG	
b0369	hemB	ncf
b0370	ykiB	
b0371	yaiT
b0372	insF-2
b0373	insE-2
b0374	yaiU
b0375	yaiV
b0376	ampH	yaiH	
b0377	sbmA
b0378	yaiW
b0379	yaiY
b0380	yaiZ
b0381	ddlA
b0382	iraP	yaiB	
b0383	phoA	psiA	
b0384	psiF
b0385	adrA
b0386	proC	pro(3)	Pro2	
b0387	yaiI
b0388	aroL
b0389	yaiA
b0390	aroM
b0391	yaiE
b0392	ykiA
b0393	rdgC	yaiD	
b0394	mak	yajF	
b0395	b0395
b0396	araJ
b0397	sbcC	rmuA	
b0398	sbcD	yajA	
b0399	phoB	phoRc	
b0400	phoR	nmpB	phoR1	R1pho	
b0401	brnQ	hrbA	
b0402	proY	hisY	yajM	
b0403	malZ
b0404	acpH	acpD	yajB	
b0405	queA
b0406	tgt	vacC(S.f.)	
b0407	yajC
b0408	secD
b0409	secF
b0410	yajD
b0411	tsx	nupA	T6rec	
b0412	yajI
b0413	nrdR	ribX	ybaD	
b0414	ribD	ribG	ybaE	
b0415	ribE	ribH	ybaF	
b0416	nusB	groNB	ssaD	ssyB	
b0417	thiL
b0418	pgpA	yajN	
b0419	yajO
b0420	dxs	yajP	
b0421	ispA
b0422	xseB	yajE	
b0423	thiI	nuvA	yajJ	yajK	
b0424	yajL	thiJ	
b0425	panE	apbA(S.t.)	
b0426	yajQ
b0427	yajR
b0428	cyoE
b0429	cyoD
b0430	cyoC
b0431	cyoB
b0432	cyoA
b0433	ampG
b0434	yajG
b0435	bolA
b0436	tig
b0437	clpP	lopP	wseA	
b0438	clpX	lopC	
b0439	lon	capR	deg	dir	lonA	lopA	muc	
b0440	hupB	dpeA	hopD	
b0441	ppiD	ybaU	
b0442	ybaV
b0443	fadM	tesC	ybaW	
b0444	queC	ybaX	
b0445	ybaE
b0446	cof
b0447	ybaO	grp?	
b0448	mdlA	mdl	
b0449	mdlB	mdl	
b0450	glnK	ybaI	
b0451	amtB	ybaG	
b0452	tesB
b0453	ybaY
b0454	atl	ybaZ
b0455	ffs
b0456	ybaA
b0457	ylaB
b0458	ylaC
b0459	maa	ylaD	
b0460	hha
b0461	tomB	ybaJ	
b0462	acrB	acrE	
b0463	acrA	lir	Mb	mbl	mtcA	nbsA	sipB	
b0464	acrR	ybaH	
b0465	mscK	aefA	kefA	pnuH(S.t.)	
b0466	ybaM
b0467	priC
b0468	ybaN
b0469	apt
b0470	dnaX	dnaZ	
b0471	ybaB
b0472	recR
b0473	htpG
b0474	adk	dnaW	plsA	
b0475	hemH	popA	visA	
b0476	aes	ybaC	
b0477	gsk
b0478	ybaL	ylaA	
b0479	fsr
b0480	ushA
b0481	ybaK	proX	
b0482	ybaP
b0483	ybaQ
b0484	copA	ybaR	
b0485	ybaS
b0486	ybaT
b0487	cueR	ybbI	
b0488	ybbJ
b0489	qmcA	ybbK	
b0490	ybbL
b0491	ybbM
b0492	ybbN
b0493	ybbO
b0494	tesA	apeA	pldC	
b0495	ybbA
b0496	ybbP
b0497	rhsD
b0498	ybbC
b0499	ylbH
b0500	ybbD
b0501	b0501
b0502	ylbG
b0503	ybbB
b0504	allS	glxA1	ybbS	
b0505	allA	glxA2	ybbT	
b0506	allR	glxA3	ybbU	
b0507	gcl
b0508	hyi	gip	ybbG	
b0509	glxR	glxB1	ybbQ	
b0510	ybbV
b0511	ybbW	allP	glxB2	
b0512	allB	glxB3	ybbX	
b0513	ybbY	glxB4	
b0514	glxK	glxB5	ybbZ	
b0515	allE	ylbA
b0516	allC	glxB7	ylbB	
b0517	allD	glxB8	ylbC	
b0518	fdrA	ylbD	
b0519	ylbE_2
b0520	ylbF
b0521	ybcF	arcC(P.a.)	
b0522	purK	purE2	
b0523	purE	ade(f)	ade3	Pur2	
b0524	lpxH	ybbF	
b0525	ppiB
b0526	cysS
b0527	ybcI
b0528	ybcJ
b0529	folD	ads	
b0530	sfmA	fimA(S.t.)	
b0531	sfmC	fimC(S.t.)	
b0532	sfmD	fimD(S.t.)	
b0533	sfmH	fimH(S.t.)	
b0534	sfmF	fimF(S.t.)	ybcG	
b0535	fimZ	ybcA	
b0536	argU	argW(S.t.)	dnaY	fimU(S.t.)	pin	
b0537	intD	int	
b0538	b0501
b0539	ybcC
b0540	insE-3
b0541	insF-3
b0542	renD
b0543	emrE	eb	mvrC	
b0544	ybcK
b0545	ybcL
b0546	ybcM
b0547	ybcN
b0548	ninE
b0549	ybcO
b0550	rusA	rus	ybcP	
b0551	ybcQ	quuD
b0552	insH-2
b0553	nmpC
b0554	essD	ybcR	
b0555	rrrD	arrD	ybcS	
b0556	rzpD	Rz	ybcT	
b0557	borD	iss	ybcU	
b0558	ybcV
b0559	ybcW
b0560	nohB
b0561	tfaD
b0562	ybcY
b0563	tfaX
b0564	appY
b0565	ompT
b0566	envY
b0567	ybcH
b0568	nfrA
b0569	nfrB
b0570	cusS	silS(S.t.)	ybcZ	
b0571	cusR	silR(S.t.)	ylcA	
b0572	cusC	ibeB	silC(S.t.)	ylcB	
b0573	cusF	cusX	silF(S.t.)	ylcC	
b0574	cusB	silB(S.t.)	ylcD	
b0575	cusA	silA(S.t.)	ybdE	
b0576	pheP
b0577	ybdG	mscM	
b0578	nfsB	dprA	nfnB	nfsI(S.t.)	ntr	
b0579	ybdF
b0580	ybdJ
b0581	ybdK
b0582	insL-2
b0583	entD
b0584	fepA	cbr	cbt	fep	feuB	
b0585	fes
b0586	entF
b0587	fepE
b0588	fepC
b0589	fepG
b0590	fepD
b0591	entS	ybdA	
b0592	fepB
b0593	entC	fepF	
b0594	entE
b0595	entB	entG	
b0596	entA
b0597	entH	ybdB	
b0598	cstA	ybdC	
b0599	ybdH
b0600	ybdL
b0601	ybdM
b0602	ybdN
b0603	ybdO
b0604	dsbG	ybdP	
b0605	ahpC	tpx	
b0606	ahpF
b0607	uspG	UP12	ybdQ	yzzU	
b0608	ybdR
b0609	b0609
b0610	rnk
b0611	rna	rnsA	
b0612	citT	ybdS	
b0613	citG	ybdT	
b0614	citX	ybdU	
b0615	citF	ybdV	
b0616	citE	ybdW	
b0617	citD	ybdX	
b0618	citC	ybeO	
b0619	dpiB	citA	mpdB	ybeP	
b0620	dpiA	citB	criR	mpdA	
b0621	dcuC
b0622	pagP	crcA	ybeG	
b0623	cspE	gicA	msmC	
b0624	crcB	ybeI	
b0625	ybeM_1
b0626	ybeM_2
b0627	tatE	ybeC	
b0628	lipA	lip	
b0629	ybeF
b0630	lipB	cde	
b0631	ybeD
b0632	dacA	pfv	
b0633	rlpA
b0634	mrdB	rodA	
b0635	mrdA	pbpA	
b0636	rlmH	ybeA	
b0637	rsfS	rsfA	slm3	ybeB	
b0638	cobC	phpB	
b0639	nadD	fusB	ybeN	
b0640	holA
b0641	lptE	rlpB	
b0642	leuS
b0643	ybeL
b0644	ybeQ
b0645	ybeR
b0646	djlB	ybeS	
b0647	ybeT
b0648	ybeU
b0649	djlC	hscD	ybeV	
b0650	hscC	ybeW	
b0651	rihA	ybeK	
b0652	gltL
b0653	gltK
b0654	gltJ
b0655	gltI	ybeJ	yzzK	
b0656	insH-3
b0657	lnt	cutE	
b0658	ybeX	corC(S.t.)	
b0659	ybeY
b0660	ybeZ	phoL	
b0661	miaB	yleA	
b0662	ubiF	yleB	
b0663	b0663
b0664	glnX	glnVbeta	supE	
b0665	glnV	glnValpha	Su2	suII	supE	
b0666	metU	metTbeta	
b0667	b0667
b0668	glnW	glnUbeta	
b0669	b0669
b0670	glnU	glnUalpha	supB	
b0671	b0671
b0672	leuW	feeB	
b0673	metT	metTalpha	
b0674	asnB
b0675	nagD
b0676	nagC	nagR	
b0677	nagA
b0678	nagB	glmD	
b0679	nagE	pstN	ptsN	
b0680	glnS
b0681	chiP	ybfM	
b0682	ybfN
b0683	fur
b0684	fldA
b0685	ybfE
b0686	ybfF
b0687	seqA	hsm-1	
b0688	pgm	blu	pgmA	
b0689	ybfP
b0690	ybfG
b0691	ybfH
b0692	potE
b0693	speF
b0694	kdpE
b0695	kdpD	kac	
b0696	kdpC	kac	
b0697	kdpB	kac	
b0698	kdpA	kac	
b0699	ybfA
b0700	rhsC
b0702	ybfB
b0703	ybfO
b0704	ybfC
b0705	ybfL
b0706	ybfD
b0707	ybgA	tkp	
b0708	phr	phrB	
b0709	dtpD	ybgH	
b0710	ybgI
b0711	ybgJ
b0712	ybgK
b0713	ybgL
b0714	nei
b0715	abrB	ybgN	
b0716	ybgO
b0717	ybgP
b0718	ybgQ
b0719	ybgD
b0720	gltA	gluT	icdB	
b0721	sdhC	cybA	
b0722	sdhD
b0723	sdhA
b0724	sdhB
b0725	b0725
b0726	sucA	lys	
b0727	sucB
b0728	sucC
b0729	sucD
b0730	mngR	farR	ybgB	
b0731	mngA	hrsA	
b0732	mngB	ybgG	
b0733	cydA
b0734	cydB
b0735	ybgE
b0736	ybgC
b0737	tolQ	fii	tolP	
b0738	tolR
b0739	tolA	cim	excC	lky	
b0740	tolB
b0741	pal	excC	
b0742	ybgF
b0743	lysT	lysTalpha	sua	supG	supL	
b0744	valT
b0745	lysW	lysTbeta	su	
b0746	valZ
b0747	lysY
b0748	lysZ
b0749	lysQ
b0750	nadA	nicA	
b0751	pnuC
b0752	zitB	ybgR	
b0753	ybgS
b0754	aroG
b0755	gpmA	gpm	
b0756	galM
b0757	galK	galA	
b0758	galT	galB	
b0759	galE	galD	
b0760	modF	chlD	phrA	
b0761	modE	chlD	modR	
b0762	acrZ	ybhT	
b0763	modA
b0764	modB	chlJ	
b0765	modC	chlD	narD	
b0766	ybhA	modD	
b0767	pgl	blu	ybhE	
b0768	ybhD
b0769	ybhH
b0770	ybhI
b0771	ybhJ
b0772	ybhC
b0773	ybhB
b0774	bioA
b0775	bioB
b0776	bioF
b0777	bioC
b0778	bioD
b0779	uvrB	dar-1	dar-6	
b0780	ybhK
b0781	moaA	bisA	chlA	narA	
b0782	moaB
b0783	moaC
b0784	moaD	chlM	
b0785	moaE
b0786	ybhL
b0787	ybhM
b0788	ybhN
b0789	ybhO	clsB
b0790	ybhP
b0791	ybhQ
b0792	ybhR
b0793	ybhS
b0794	ybhF
b0795	ybhG
b0796	ybiH
b0797	rhlE
b0798	ybiA
b0799	dinG	rarB	
b0800	ybiB
b0801	ybiC
b0802	ybiJ
b0803	ybiI
b0804	ybiX
b0805	fiu	ybiL	
b0806	mcbA	ybiM	
b0807	rlmF	ybiN	
b0808	ybiO
b0809	glnQ
b0810	glnP
b0811	glnH
b0812	dps	pexB	vtm	
b0813	rhtA	ybiF	
b0814	ompX	ybiG	
b0815	ybiP
b0816	yliL
b0817	mntR	ybiQ	
b0818	ybiR
b0819	ybiS
b0820	ybiT
b0821	ybiU
b0822	ybiV	supH	
b0823	ybiW	pflF	
b0824	ybiY	pflE	
b0825	fsaA	mipB	ybiZ	
b0826	moeB	chlN	
b0827	moeA	bisB	chlE	narE	
b0828	iaaA	spt	ybiK	
b0829	gsiA	yliA	
b0830	gsiB	yliB	
b0831	gsiC	yliC	
b0832	gsiD	yliD	
b0833	yliE
b0834	yliF
b0835	rimO	yliG	
b0836	bssR	yliH	
b0837	yliI
b0838	gstB	yliJ	
b0839	dacC
b0840	deoR	nucR	
b0841	ybjG	bcrC	
b0842	mdfA	cmlA	cmr	
b0843	ybjH
b0844	ybjI
b0845	ybjJ
b0846	ybjK	rcdA
b0847	ybjL
b0848	ybjM
b0849	grxA	grx	
b0850	ybjC
b0851	nfsA	mda18	mdaA	snrA(S.t.)	ybjB	
b0852	rimK	nek	
b0853	ybjN
b0854	potF
b0855	potG
b0856	potH
b0857	potI
b0858	ybjO
b0859	rlmC	rumB	ybjF	
b0860	artJ
b0861	artM
b0862	artQ
b0863	artI
b0864	artP
b0865	ybjP
b0866	ybjQ
b0867	amiD	ybjR	
b0868	ybjS
b0869	ybjT
b0870	ltaE	ltaA	ybjU	
b0871	poxB
b0872	hcr	ybjV	
b0873	hcp	ybjW	
b0874	ybjE
b0875	aqpZ	bniP	
b0876	ybjD
b0877	ybjX
b0878	macA	ybjY	
b0879	macB	ybjZ	
b0880	cspD	cspH	ybjA	
b0881	clpS	yljA	
b0882	clpA	lopD	
b0883	serW
b0884	infA	bypA1	
b0885	aat	ycaA	
b0886	cydC	mdrA	mdrH	surB	ycaB	
b0887	cydD	htrD	
b0888	trxB
b0889	lrp	alsB	ihb	livR	lrs	lss	lstR	mbf	oppI	rblA	
b0890	ftsK	dinH	
b0891	lolA	lplA	yzzV	
b0892	rarA	mgsA	ycaJ	
b0893	serS
b0894	dmsA
b0895	dmsB
b0896	dmsC
b0897	ycaC
b0898	ycaD
b0899	ycaM
b0900	ycaN
b0901	ycaK
b0902	pflA	act	
b0903	pflB	pfl	
b0904	focA	ycaE	
b0905	ycaO
b0906	ycaP
b0907	serC	pdxC	pdxF	
b0908	aroA
b0909	ycaL
b0910	cmk	mssA	ycaF	ycaG	
b0911	rpsA	ssyF	
b0912	ihfB	himD	hip	
b0913	ycaI
b0914	msbA
b0915	lpxK	ycaH	
b0916	ycaQ
b0917	ycaR
b0918	kdsB
b0919	ycbJ
b0920	ycbC
b0921	smtA	ycbD	
b0922	mukF	kicB	
b0923	mukE	kicA	ycbA	
b0924	mukB
b0925	ycbB
b0926	ycbK
b0927	ycbL
b0928	aspC
b0929	ompF	cmlB	coa	cry	nfxB?	tolF	
b0930	asnS	lcs	tss	
b0931	pncB
b0932	pepN
b0933	ssuB	ycbE	
b0934	ssuC	ycbM	
b0935	ssuD	ssi6	ycbN	
b0936	ssuA	ycbO	
b0937	ssuE	ssi4	ycbP	
b0938	elfA	ycbQ	
b0939	elfD	ycbR	
b0940	elfC	ycbS	
b0941	elfG	ycbT	
b0942	ycbU
b0943	ycbV
b0944	ycbF
b0945	pyrD
b0946	zapC	ycbW	
b0947	ycbX
b0948	rlmL	rlmK	rlmKL	ycbY	
b0949	uup	ycbH	ycbI	
b0950	pqiA	pqi5	
b0951	pqiB	pqi5	
b0952	ymbA
b0953	rmf
b0954	fabA
b0955	ycbZ
b0956	matP	ycbG	
b0957	ompA	con	tolG	tut	
b0958	sulA	sfiA	
b0959	sxy	tfoX	yccR	
b0960	yccS
b0961	yccF
b0962	helD	srjB	
b0963	mgsA	mgs	yccG	
b0964	yccT
b0965	yccU
b0966	hspQ	yccV	
b0967	rlmI	yccW	
b0968	yccX
b0969	tusE	yccK	
b0970	yccA
b0971	serT	divE	
b0972	hyaA
b0973	hyaB
b0974	hyaC
b0975	hyaD
b0976	hyaE
b0977	hyaF
b0978	appC	cbdA	cyxA	
b0979	appB	cbdB	cyxB	
b0980	appA
b0981	etk	yccC	
b0982	etp	yccY	
b0983	gfcE	yccZ	
b0984	gfcD	ymcA	
b0985	gfcC	ymcB	
b0986	gfcB	ymcC	
b0987	gfcA	ymcD	
b0988	insB-4
b0989	cspH	cspK	
b0990	cspG	cspI	
b0991	ymcE	sfa	
b0992	yccM
b0993	torS	yccI	
b0994	torT	yccH	
b0995	torR
b0996	torC
b0997	torA
b0998	torD
b0999	cbpM	yccD	
b1000	cbpA
b1001	yccE
b1002	agp
b1003	yccJ
b1004	wrbA
b1005	ycdF
b1006	rutG	ycdG	
b1007	rutF	ycdH	
b1008	rutE	ycdI	
b1009	rutD	ycdJ	
b1010	rutC	ycdK	
b1011	rutB	ycdL	
b1012	rutA	ycdM	
b1013	rutR	ycdC	
b1014	putA	poaA	putC	
b1015	putP	putC	
b1016	efeU_1
b1017	efeU_2
b1018	efeO	ycdO	
b1019	efeB	ycdB	
b1020	phoH	psiH	
b1021	pgaD	hmsS(Y.p.)	ycdP	
b1022	pgaC	hmsR(Y.p.)	ycdQ	
b1023	pgaB	ycdR	
b1024	pgaA	ycdS	
b1025	ycdT
b1026	insF-4
b1027	insE-4
b1028	ymdE
b1029	ycdU
b1031	ycdV
b1032	serX
b1033	ghrA	ycdW	
b1034	ycdX
b1035	ycdY
b1036	ycdZ
b1037	csgG	agfG(S.t.)	
b1038	csgF	agfF(S.t.)	
b1039	csgE	agfE(S.t.)	
b1040	csgD	agfD(S.t.)	
b1041	csgB	agfB(S.t.)	
b1042	csgA	agfA(S.t.)	
b1043	csgC	agfC(S.t.)	ycdE	
b1044	ymdA
b1045	ymdB
b1046	ymdC	clsC
b1047	mdoC	opgC
b1048	mdoG	opgG
b1049	mdoH	opgH
b1050	yceK
b1051	msyB
b1052	b1052
b1053	mdtG	yceE	
b1054	lpxL
b1055	yceA
b1056	yceI
b1057	yceJ
b1058	yceO
b1059	solA
b1060	bssS	yceP	
b1061	dinI
b1062	pyrC
b1063	yceB
b1064	grxB
b1065	mdtH	yceL	
b1066	rimJ	tcp	
b1067	yceH
b1068	yceM	mviM(S.t.)	mviS(S.t.)	
b1069	murJ	mviN(S.t.)	mviS(S.t.)	yceN	
b1070	flgN
b1071	flgM	mviS	
b1072	flgA	flaU	
b1073	flgB	flbA	
b1074	flgC	flaW	
b1075	flgD	flaV	
b1076	flgE	flaK	
b1077	flgF	flaX	
b1078	flgG	flaL	
b1079	flgH	flaY	
b1080	flgI	flaM	
b1081	flgJ	flaZ	
b1082	flgK	flaS	
b1083	flgL	flaT	
b1084	rne	ams	hmp1	smbB	
b1085	yceQ
b1086	rluC	yceC	
b1087	yceF
b1088	yceD
b1089	rpmF
b1090	plsX
b1091	fabH
b1092	fabD	tfpA	
b1093	fabG
b1094	acpP
b1095	fabF	cvc	fabJ	vtr	
b1096	pabC
b1097	yceG
b1098	tmk	ycfG	
b1099	holB
b1100	ycfH
b1101	ptsG	car	cat	CR	glcA	tgl	umg	umgC	
b1102	fhuE
b1103	hinT	ycfF	
b1104	ycfL
b1105	lpoB	ycfM	
b1106	thiK	ycfN	
b1107	nagZ	ycfO	
b1108	ycfP
b1109	ndh
b1110	ycfJ
b1111	ycfQ	comR
b1112	bhsA	ycfR	
b1113	ycfS
b1114	mfd
b1115	ycfT
b1116	lolC	ycfU	
b1117	lolD	ycfV	
b1118	lolE	ycfW	
b1119	nagK	ycfX	
b1120	cobB	npdA	ycfY	
b1121	ycfZ
b1122	ymfA
b1123	potD
b1124	potC
b1125	potB
b1126	potA
b1127	pepT
b1128	ycfD
b1129	phoQ
b1130	phoP
b1131	purB	ade(h)	
b1132	hflD	hslZ	ycfC	
b1133	mnmA	asuE	trmU	ycfB	
b1134	nudJ	ymfB	
b1135	rluE	ymfC	
b1136	icd	icdA	icdE	
b1137	ymfD
b1138	ymfE
b1139	lit
b1140	intE	int(Lambda)	ycfI	
b1141	xisE	Vxis	ymfG	
b1142	ymfH
b1143	ymfI
b1144	ymfJ
b1145	ymfK
b1146	ymfT
b1147	ymfL
b1148	ymfM
b1149	ymfN
b1150	ymfR
b1151	ymfO
b1152	ymfP
b1153	ymfQ
b1154	ycfK
b1155	ymfS
b1156	tfaE	ycfA	
b1157	stfE
b1158	pinE	pin	
b1159	mcrA	rglA	
b1160	iraM	elb1	elbA	ycgW	
b1161	ycgX
b1162	bluR	ycgE	
b1163	bluF	ycgF	
b1164	ycgZ
b1165	ymgA
b1166	ariR	ymgB	
b1167	ymgC
b1168	ycgG
b1169	ycgH_1
b1170	ycgH_2
b1171	ymgD
b1172	ymgG
