"Object ID"	"Primary Name"	"Synonyms"
"G6550"	"ymdB"	"[ymdB, b1045, ECK1031]"
"EG30035"	"gltW"	"[gltW, b2590, ECK2588]"
"EG10174"	"cydB"	"[cydB, cyd-2, b0734, ECK0722]"
"EG11927"	"yjbI"	"[yjbI, sgdG?, b4038, ECK4030]"
"G6717"	"paaI"	"[paaI, ydbV, b1396, ECK1393]"
"EG11238"	"ybhB"	"[ybhB, b0773, ECK0762]"
"GB4478"	"dgoD"	"[dgoD, b3692 (obsolete), yidU, b4478, ECK3684]"
"EG30017"	"argX"	"[argX, b3796, ECK3789]"
"EG11719"	"yidX"	"[yidX, b3696, ECK3688]"
"G6701"	"ydbK"	"[ydbK, pfo, b1378, ECK1374]"
"EG10069"	"argI"	"[argI, b4254, ECK4247]"
"G6116"	"yafN"	"[yafN, b0232, ECK0233]"
"G7387"	"ileY"	"[ileY, b2652, ECK2648]"
"G6849"	"dmsD"	"[dmsD, ynfI, b1591, ECK1586]"
"EG11467"	"yigI"	"[yigI, b3820, ECK3814]"
"G6580"	"nudJ"	"[nudJ, ymfB, b1134, ECK1120]"
"EG10988"	"tar"	"[tar, cheM, b1886, ECK1887]"
"G7724"	"frlC"	"[frlC, b3373 (obsolete), yhfP, yhfO, b3372 (obsolete), b4474, ECK3360]"
"EG30107"	"tyrU"	"[tyrU, sup15B, supM, supZ, b3977, ECK3968]"
"EG11161"	"yggC"	"[yggC, b2928, ECK2924]"
"G6556"	"solA"	"[solA, b1059, ECK1044]"
"EG11628"	"artJ"	"[artJ, b0860, ECK0851]"
"G0-10473"	"topAI"	"[topAI, yjhX, b4566, ECK4298]"
"EG30065"	"pheV"	"[pheV, pheC, b2967, ECK2962]"
"EG10639"	"narH"	"[narH, chlC, b1225, ECK1219]"
"G7876"	"ytfP"	"[ytfP, b4222, ECK4218]"
"G6539"	"ghrA"	"[ghrA, ycdW, b1033, ECK1019]"
"EG10564"	"malY"	"[malY, b1622, ECK1617]"
"G7128"	"gatZ"	"[gatZ, b2095, ECK2088]"
"EG30048"	"leuQ"	"[leuQ, leuVgamma, b4370, ECK4361]"
"G7734"	"yhfY"	"[yhfY, b3382, ECK3369]"
"G6456"	"hcr"	"[hcr, ybjV, b0872, ECK0863]"
"EG10063"	"argA"	"[argA, Arg2, Arg1, b2818, ECK2814]"
"EG11835"	"yihI"	"[yihI, b3866, ECK3859]"
"EG30032"	"gltT"	"[gltT, tgtB, b3969, ECK3961]"
"EG10332"	"frdC"	"[frdC, b4152, ECK4148]"
"G7613"	"yqjE"	"[yqjE, b3099, ECK3090]"
"G6437"	"yliI"	"[yliI, b0837, ECK0827]"
"EG10170"	"cyaA"	"[cyaA, cya, b3806, ECK3800]"
"G6708"	"paaZ"	"[paaZ, ydbN, maoC, b1387, ECK1384]"
"EG30014"	"argU"	"[argU, dnaY, pin, b0536, ECK0529]"
"G7495"	"yqeC"	"[yqeC, b2876, ECK2872]"
"G6428"	"fsaA"	"[fsaA, ybiZ, fsa, mipB, b0825, ECK0815]"
"EG11624"	"artP"	"[artP, b0864, ECK0855]"
"G6301"	"ybcL"	"[ybcL, b0545, ECK0536]"
"EG30104"	"thrW"	"[thrW, b0244, ECK0245]"
"EG10234"	"dmsC"	"[dmsC, b0896, ECK0887]"
"G7317"	"yfgI"	"[yfgI, b2506, ECK2502]"
"G6326"	"ybdK"	"[ybdK, b0581, ECK0573]"
"EG11018"	"trg"	"[trg, b1421, ECK1415]"
"EG12279"	"yiaK"	"[yiaK, b3575, ECK3564]"
"EG30061"	"metY"	"[metY, b3171, ECK3160]"
"G7109"	"yegI"	"[yegI, b2070, ECK2064]"
"G6261"	"glsA"	"[glsA, ybaS, b0485, ECK0479]"
"EG10067"	"argF"	"[argF, b0273, ECK0274]"
"G0-10617"	"sgrT"	"[sgrT, b4662, ECK4477]"
"EG30045"	"ileV"	"[ileV, b0202, ECK0202]"
"EG11529"	"ftsN"	"[ftsN, msgA, b3933, ECK3925]"
"G6956"	"ynjI"	"[ynjI, b1762, ECK1760]"
"EG12702"	"ycaK"	"[ycaK, b0901, ECK0892]"
"EG12314"	"yacG"	"[yacG, b0101, ECK0101]"
"EG11729"	"yieL"	"[yieL, b3719, ECK3712]"
"EG30029"	"glnV"	"[glnV, Su2, glnValpha, suII, supE, b0665, ECK0656]"
"G6797"	"ydeU"	"[ydeU, yneO, b4696, b1509, ECK1502]"
"EG12633"	"nudF"	"[nudF, trgB, aspP, yqiE, b3034, ECK3025]"
"EG10064"	"argB"	"[argB, b3959, ECK3950]"
"EG10776"	"pspA"	"[pspA, cog, b1304, ECK1299]"
"EG30011"	"alaW"	"[alaW, alaWalpha, b2397, ECK2391]"
"EG10345"	"ftsX"	"[ftsX, ftsS, b3462, ECK3446]"
"G6504"	"gfcE"	"[gfcE, yccZ, b0983, ECK0974]"
"EG12409"	"aegA"	"[aegA, yffG, b2468, ECK2463]"
"EG11859"	"fdhD"	"[fdhD, b3895, ECK3888]"
"EG11288"	"mak"	"[mak, yajF, b0394, ECK0389]"
"G436"	"nanT"	"[nanT, b3224, ECK3213]"
"G6363"	"ybeZ"	"[ybeZ, phoL, b0660, ECK0652]"
"EG12318"	"cueO"	"[cueO, yacK, b0123, ECK0122]"
"EG11598"	"moaE"	"[moaE, chlA5, b0785, ECK0774]"
"EG10632"	"nagA"	"[nagA, b0677, ECK0665]"
"G0-10261"	"ymgF"	"[ymgF, b4520, ECK1156]"
"G0-9541"	"yjdP"	"[yjdP, b4487, ECK4084]"
"EG12298"	"yibQ"	"[yibQ, b3614, ECK3604]"
"EG11595"	"moaA"	"[moaA, bisA, chlA, chlA1, narA, b0781, ECK0770]"
"EG10348"	"fucA"	"[fucA, fucC, prd, b2800, ECK2795]"
"EG10637"	"nanA"	"[nanA, npl, b3225, ECK3214]"
"G0-10441"	"cydX"	"[cydX, ybgT, b4515, ECK0723]"
"EG12293"	"yiaY"	"[yiaY, b3589, ECK3578]"
"EG10153"	"moeA"	"[moeA, bisB, chlE, narE, b0827, ECK0817]"
"EG10633"	"nagB"	"[nagB, glmD, b0678, ECK0666]"
"EG10618"	"mukB"	"[mukB, b0924, ECK0915]"
"EG12336"	"yaeH"	"[yaeH, b0163, ECK0162]"
"EG12172"	"hinT"	"[hinT, ycfF, b1103, ECK1089]"
"G7496"	"mocA"	"[mocA, ygfJ, b2877, ECK2873]"
"EG10114"	"bglB"	"[bglB, blgA, b3721, ECK3714]"
"EG10382"	"glmS"	"[glmS, b3729, ECK3722]"
"EG12106"	"hofB"	"[hofB, hopB, b0107, ECK0106]"
"EG12069"	"mqo"	"[mqo, yojH, b2210, ECK2202]"
"EG11666"	"moaC"	"[moaC, chlA3, b0783, ECK0772]"
"G7676"	"nanK"	"[nanK, yhcI, b3222, ECK3211]"
"EG12855"	"matP"	"[matP, ycbG, b0956, ECK0947]"
"EG12021"	"yohH"	"[yohH, b2139, ECK2132]"
"EG11905"	"fsaB"	"[fsaB, yijG, talC, b3946, ECK3938]"
"EG11596"	"moaB"	"[moaB, chlA2, b0782, ECK0771]"
"G6626"	"dhaL"	"[dhaL, ysgS, ycgS, dhaK2, b1199, ECK1187]"
"EG11553"	"glmM"	"[glmM, yhbF, mrsA, b3176, ECK3165]"
"EG11916"	"yjaG"	"[yjaG, b3999, ECK3991]"
"EG11850"	"yihX"	"[yihX, b3885, ECK3878]"
"EG10154"	"moeB"	"[moeB, chlN, b0826, ECK0816]"
"EG10635"	"nagE"	"[nagE, pstN, ptsN, b0679, ECK0667]"
"EG12297"	"envC"	"[envC, yibP, slm11, b3613, ECK3603]"
"EG11690"	"yicN"	"[yicN, b3663, ECK3654]"
"EG11761"	"pptA"	"[pptA, ydcE, b1461, ECK1455]"
"EG12427"	"modA"	"[modA, b0763, ECK0752]"
"EG20248"	"uxuB"	"[uxuB, b4323, ECK4314]"
"EG10605"	"mrcB"	"[mrcB, pbpF, ponB, b0149, ECK0148]"
"EG11315"	"yhdH"	"[yhdH, acuI, b3253, ECK3241]"
"EG11728"	"yieK"	"[yieK, b3718, ECK3711]"
"EG11829"	"mobA"	"[mobA, chlB, mob, narB, b3857, ECK3849]"
"G7677"	"nanE"	"[nanE, yhcJ, b3223, ECK3212]"
"EG11183"	"damX"	"[damX, yhfB, b3388, ECK3375]"
"EG11139"	"yecA"	"[yecA, b1908, ECK1907]"
"EG11692"	"adeD"	"[adeD, adeC(B.s.), adu, yicP, ade, b3665, ECK3656]"
"EG11597"	"moaD"	"[moaD, chlA4, chlM, b0784, ECK0773]"
"EG12272"	"ghrB"	"[ghrB, tkrA, yiaE, b3553, ECK3540]"
"EG30100"	"ssrA"	"[ssrA, sipB, b2621, ECK2617]"
"G7864"	"ytfB"	"[ytfB, b4206, ECK4202]"
"EG11568"	"kefF"	"[kefF, yabF, b0046, ECK0047]"
"EG10769"	"proC"	"[proC, pro(3), Pro2, pro3, b0386, ECK0381]"
"EG11511"	"mog"	"[mog, yaaG, bisD, chlG, mogA, b0009, ECK0009]"
"EG10856"	"rna"	"[rna, rnsA, b0611, ECK0604]"
"EG10598"	"minE"	"[minE, minB, b1174, ECK1162]"
"G7699"	"yrdD"	"[yrdD, b3283, ECK3270]"
"EG11438"	"yceF"	"[yceF, b1087, ECK1072]"
"EG10152"	"modC"	"[modC, chlD, narD, b0765, ECK0754]"
"EG11893"	"dacD"	"[dacD, phsE, yeeC, b2010, ECK2004]"
"EG11879"	"rraA"	"[rraA, menG, yiiV, b3929, ECK3921]"
"G7605"	"ygjQ"	"[ygjQ, b3086, ECK3076]"
"EG11298"	"yhdE"	"[yhdE, b3248, ECK3236]"
"EG10767"	"proA"	"[proA, pro(1), pro1, b0243, ECK0244]"
"G7836"	"epmB"	"[epmB, yjeK, b4146, ECK4140]"
"EG10743"	"pnp"	"[pnp, bfl, b3164, ECK3152]"
"EG10201"	"dacA"	"[dacA, pfv, b0632, ECK0625]"
"G7443"	"queE"	"[queE, ygcF, b2777, ECK2771]"
"EG11289"	"preA"	"[preA, yeiA, b2147, ECK2140]"
"EG11211"	"epmA"	"[epmA, genX, poxA, yjeA, b4155, ECK4151]"
"G6199"	"prpD"	"[prpD, yahT, acnC, b0334, ECK0331]"
"G7842"	"orn"	"[orn, yjeR, b4162, ECK4158]"
"G7260"	"yfeK"	"[yfeK, b2419, ECK2414]"
"EG11241"	"ycaC"	"[ycaC, b0897, ECK0888]"
"EG10768"	"proB"	"[proB, pro(2), pro2, b0242, ECK0243]"
"EG12312"	"coaE"	"[coaE, yacE, b0103, ECK0103]"
"G7459"	"rppH"	"[rppH, ygdP, nudH, b2830, ECK2826]"
"G7644"	"yraP"	"[yraP, ecfH, b3150, ECK3138]"
"G7058"	"yedX"	"[yedX, hiuH, b1970, ECK1966]"
"EG10995"	"tesB"	"[tesB, b0452, ECK0446]"
"EG11675"	"panB"	"[panB, b0134, ECK0133]"
"G7212"	"fadJ"	"[fadJ, yfcX, b2341, ECK2335]"
"EG11249"	"mazF"	"[mazF, chpAK, chpA, b2782, ECK2776]"
"G6915"	"ydiL"	"[ydiL, b1689, ECK1687]"
"EG10138"	"cdh"	"[cdh, b3918, ECK3910]"
"EG10685"	"panF"	"[panF, b3258, ECK3245]"
"G0-8882"	"omrB"	"[omrB, PAIR2b, t59, rygB, b4445, ECK2834]"
"G7258"	"zipA"	"[zipA, b2412, ECK2407]"
"G6728"	"ynbB"	"[ynbB, b1409, ECK1402]"
"G6239"	"panE"	"[panE, apbA, b0425, ECK0419]"
"EG12432"	"ydiF"	"[ydiF, b1694, ECK1692]"
"EG10861"	"rnhB"	"[rnhB, b0183, ECK0182]"
"G6472"	"ycaR"	"[ycaR, b0917, ECK0908]"
"EG11746"	"panC"	"[panC, b0133, ECK0132]"
"G0-10451"	"hicA"	"[hicA, yncN, b4532, ECK1431]"
"EG10955"	"prlF"	"[prlF, sohA, prlFA, b3129, ECK3117]"
"G6324"	"ybdF"	"[ybdF, b0579, ECK0571]"
"EG10922"	"coaA"	"[coaA, panK, rts, ts-9, b3974, ECK3966]"
"EG11670"	"atoA"	"[atoA, b2222, ECK2215]"
"EG10857"	"rnc"	"[rnc, ranA, b2567, ECK2565]"
"G0-10707"	"pmrR"	"[pmrR, b4703, ECK4515]"
"EG12662"	"gltK"	"[gltK, b0653, ECK0646]"
"EG10004"	"dfp"	"[dfp, coaBC, b3639, ECK3629]"
"EG12096"	"chpB"	"[chpB, yjfE, chpBK, b4225, ECK4221]"
"EG10342"	"ftsQ"	"[ftsQ, b0093, ECK0094]"
"EG12881"	"yfaH"	"[yfaH, b2238, ECK2230]"
"EG11747"	"panD"	"[panD, b0131, ECK0130]"
"G6244"	"fadM"	"[fadM, ybaW, tesC, b0443, ECK0437]"
"G7885"	"rraB"	"[rraB, yjgD, b4255, ECK4248]"
"EG12309"	"yjtD"	"[yjtD, lasT, b4403, ECK4395]"
"EG12663"	"gltL"	"[gltL, b0652, ECK0645]"
"EG11190"	"coaD"	"[coaD, yicA, kdtB, b3634, ECK3624]"
"G7629"	"yhaV"	"[yhaV, b3130, ECK3118]"
"EG12878"	"zapA"	"[zapA, ygfE, b2910, ECK2905]"
"EG11995"	"yehI"	"[yehI, b2118, ECK2109]"
"G7572"	"mqsR"	"[mqsR, ygiU, b3022, ECK3013]"
"G6200"	"prpE"	"[prpE, yahU, b0335, ECK0332]"
"EG11259"	"rnr"	"[rnr, vacB, yjeC, b4179, ECK4175]"
"EG11860"	"yiiG"	"[yiiG, b3896, ECK3889]"
"EG12661"	"gltJ"	"[gltJ, b0654, ECK0647]"
"G7602"	"higB"	"[higB, ygjN, b3083, ECK3073]"
"EG10863"	"rph"	"[rph, b3643, ECK3633]"
"EG10339"	"ftsA"	"[ftsA, divA, b0094, ECK0095]"
"EG11645"	"ydeJ"	"[ydeJ, b1537, ECK1530]"
"G0-10202"	"istR-1"	"[istR-1]"
"G6196"	"prpB"	"[prpB, yahQ, b0331, ECK0329]"
"G0-8785"	"csrB"	"[csrB, b4408, ECK2787]"
"EG11217"	"creA"	"[creA, yjjD, b4397, ECK4389]"
"EG10096"	"aspC"	"[aspC, b0928, ECK0919]"
"G6117"	"yafO"	"[yafO, b0233, ECK0234]"
"EG10859"	"rne"	"[rne, smbB, ams, hmp1, b1084, ECK1069]"
"EG12313"	"zapD"	"[zapD, yacF, b0102, ECK0102]"
"EG11126"	"yciF"	"[yciF, b1258, ECK1252]"
"EG12693"	"nudL"	"[nudL, yeaB, b1813, ECK1811]"
"EG10278"	"fadA"	"[fadA, oldA, b3845, ECK3837]"
"EG10844"	"rhlB"	"[rhlB, mmrA, b3780, ECK3772]"
"G7846"	"yjfI"	"[yjfI, b4181, ECK4177]"
"EG10271"	"exbB"	"[exbB, b3006, ECK2999]"
"EG10691"	"pdxA"	"[pdxA, b0052, ECK0053]"
"G7940"	"symE"	"[symE, yjiW, dinL, sosC, b4347, ECK4337]"
"EG11191"	"slmA"	"[slmA, yicB, ttk, b3641, ECK3631]"
"G7693"	"yhdT"	"[yhdT, b3257, ECK3244]"
"G0-9461"	"pdxB"	"[pdxB, usg-2, b2320, ECK2314]"
"G7213"	"fadI"	"[fadI, yfcY, b2342, ECK2336]"
"EG11620"	"rnb"	"[rnb, b1286, ECK1281]"
"G7585"	"yqiG"	"[yqiG, b3046, ECK3035]"
"EG10272"	"exbD"	"[exbD, b3005, ECK2998]"
"EG10693"	"pdxJ"	"[pdxJ, b2564, ECK2562]"
"EG10438"	"hfq"	"[hfq, b4172, ECK4168]"
"EG10203"	"dacC"	"[dacC, b0839, ECK0829]"
"G7434"	"ygcP"	"[ygcP, b2768, ECK2763]"
"G0-8910"	"glmY"	"[glmY, tke1, sroF, b4441, ECK2554]"
"G6198"	"prpC"	"[prpC, yzzD, yahS, b0333, ECK0330]"
"G7830"	"ghoS"	"[ghoS, yjdK, b4128, ECK4121]"
"G7209"	"yfcU_1"	"[yfcU_1, b4661, yfcU, b2338, ECK2332]"
"EG11012"	"tonB"	"[tonB, T1rec, exbA, b1252, ECK1246]"
"G7923"	"iraD"	"[iraD, yjiD, b4326, ECK4317]"
"G7365"	"rnlA"	"[rnlA, yfjN, std, b2630, ECK2626]"
"EG12111"	"nlpD"	"[nlpD, b2742, ECK2737]"
"G7014"	"yobA"	"[yobA, b1841, ECK1842]"
"G0-10752"	"agrB"	"[agrB, b4713, ECK4570]"
"G0-16649"	"cpxQ"	"[cpxQ, b4716, ECK4573]"
"EG10279"	"fadB"	"[fadB, oldB, b3846, ECK3838]"
"EG11131"	"relE"	"[relE, b1563, ECK1557]"
"G6897"	"ydhT"	"[ydhT, b1669, ECK1665]"
"G0-16600"	"ralA"	"[ralA, b4714, ECK4571]"
"EG10092"	"asnB"	"[asnB, b0674, ECK0662]"
"EG10018"	"csrD"	"[csrD, yhdA, b3252, ECK3240]"
"G0-8868"	"omrA"	"[omrA, psrA12, rygA, PAIR2a, t59, sraE, b4444, ECK2833]"
"EG10596"	"minC"	"[minC, minB, b1176, ECK1164]"
"G6630"	"ychQ"	"[ychQ, sirB2, b1213, ECK1201]"
"G6866"	"uidC"	"[uidC, gusC, b1615, ECK1610]"
"G7063"	"mtfA"	"[mtfA, yeeI, b1976, ECK1972]"
"M011"	"mhpB"	"[mhpB, b0348, ECK0345]"
"EG10095"	"aspA"	"[aspA, b4139, ECK4133]"
"G6454"	"ybjT"	"[ybjT, b0869, ECK0860]"
"G0-10751"	"agrA"	"[agrA, b4712, ECK4569]"
"EG10091"	"asnA"	"[asnA, b3744, ECK3738]"
"G6875"	"rsxG"	"[rsxG, ydgP, b1631, ECK1627]"
"EG12433"	"rluB"	"[rluB, yciL, b1269, ECK1263]"
"G7424"	"ftsB"	"[ftsB, ygbQ, b2748, ECK2743]"
"G6264"	"ybbJ"	"[ybbJ, b0488, ECK0482]"
"G6872"	"rsxB"	"[rsxB, ydgM, b1628, ECK1624]"
"G6105"	"fadE"	"[fadE, yafH, b0221, ECK0222]"
"EG11779"	"trmI"	"[trmI, trmB, yggH, b2960, ECK2955]"
"G0-10651"	"yrbN"	"[yrbN, b4685, ECK4500]"
"G7507"	"uacT"	"[uacT, ygfU, b2888, ECK2883]"
"EG11325"	"acnA"	"[acnA, acn, b1276, ECK1271]"
"EG11085"	"rsmH"	"[rsmH, yabC, mraW, b0082, ECK0083]"
"EG11878"	"zapB"	"[zapB, yiiU, b3928, ECK3920]"
"EG12843"	"ybaN"	"[ybaN, b0468, ECK0462]"
"G6600"	"iraM"	"[iraM, elb1, ycgW, elbA, b1160, ECK1147]"
"EG12357"	"fadK"	"[fadK, ydiD, b1701, ECK1699]"
"EG10343"	"rsmD"	"[rsmD, yhhF, b3465, ECK3449]"
"EG12273"	"yiaF"	"[yiaF, b3554, ECK3541]"
"G7114"	"mdtB"	"[mdtB, yegN, b2075, ECK2071]"
"EG10983"	"suhB"	"[suhB, ssyA, b2533, ECK2530]"
"G7452"	"queF"	"[queF, yqcD, b2794, ECK2789]"
"EG10347"	"ftsZ"	"[ftsZ, sfiB, sulB, b0095, ECK0096]"
"EG11951"	"yjcO"	"[yjcO, b4078, ECK4071]"
"G7610"	"mzrA"	"[mzrA, ecfM, yqjB, b3096, ECK3087]"
"EG11669"	"atoD"	"[atoD, b2221, ECK2214]"
"G6501"	"rlmI"	"[rlmI, yccW, b0967, ECK0958]"
"EG11832"	"yihF"	"[yihF, b3861, ECK3853]"
"G6817"	"ydfJ"	"[ydfJ, b1543, ECK1536]"
"G0-10580"	"uof"	"[uof, b4637, ECK4461]"
"EG12234"	"rlmJ"	"[rlmJ, yhiR, b3499, ECK3484]"
"G6486"	"zapC"	"[zapC, ycbW, b0946, ECK0937]"
"EG11592"	"ybeD"	"[ybeD, b0631, ECK0624]"
"G6876"	"rsxE"	"[rsxE, ydgQ, b1632, ECK1628]"
"EG11186"	"yiaA"	"[yiaA, b3562, ECK3551]"
"EG11538"	"yfiC"	"[yfiC, trmM, b2575, ECK2573]"
"EG11196"	"yidB"	"[yidB, b3698, ECK3690]"
"G6262"	"ybaT"	"[ybaT, b0486, ECK0480]"
"EG12146"	"rapZ"	"[rapZ, yhbJ, b3205, ECK3194]"
"EG10997"	"mnmE"	"[mnmE, trmE, thdF, b3706, ECK3699]"
"EG10344"	"ftsW"	"[ftsW, b0089, ECK0090]"
"EG11108"	"ybgA"	"[ybgA, tkp, b0707, ECK0696]"
"G6873"	"rsxC"	"[rsxC, ydgN, b1629, ECK1625]"
"G6093"	"bamA"	"[bamA, yzzY, yzzN, ecfK, yaeT, b0177, ECK0176]"
"G7422"	"truD"	"[truD, ygbO, b2745, ECK2740]"
"G7835"	"yjeJ"	"[yjeJ, b4145, ECK4139]"
"EG12853"	"abgT"	"[abgT, ydaH, b1336, ECK1332]"
"EG11730"	"viaA"	"[viaA, yieD, yieD_1, yieD_2, yieM, b3745, ECK3739]"
"G6416"	"rlmF"	"[rlmF, ybiN, b0807, ECK0796]"
"EG11376"	"ftsP"	"[ftsP, sui, sufI, b3017, ECK3008]"
"G7681"	"yhcB"	"[yhcB, b3233, ECK3222]"
"G6603"	"bluF"	"[bluF, ycgF, b1163, ECK1150]"
"EG11914"	"eptC"	"[eptC, yijP, b3955, ECK3946]"
"EG12207"	"rlmA"	"[rlmA, rrmA, yebH, b1822, ECK1820]"
"G7550"	"yghR"	"[yghR, b2984, ECK2978]"
"EG12504"	"cycA"	"[cycA, ytfD, dagA, b4208, ECK4204]"
"EG10984"	"sulA"	"[sulA, sfiA, suf, b0958, ECK0949]"
"EG11372"	"tadA"	"[tadA, yfhC, b2559, ECK2557]"
"EG10340"	"ftsE"	"[ftsE, b3463, ECK3447]"
"G7417"	"ygbJ"	"[ygbJ, b2736, ECK2731]"
"G0-10699"	"sdsN"	"[sdsN, b4719, ECK4576]"
"G7028"	"flhB"	"[flhB, yecQ, flaG, b1880, ECK1881]"
"EG10943"	"selD"	"[selD, fdhB, b1764, ECK1762]"
"G7188"	"yfbU"	"[yfbU, b2294, ECK2288]"
"EG12232"	"dtpB"	"[dtpB, yhiP, b3496, ECK3481]"
"G6925"	"ydiV"	"[ydiV, rflP, b1707, ECK1705]"
"G7845"	"rlmB"	"[rlmB, yjfH, b4180, ECK4176]"
"EG12371"	"nlpI"	"[nlpI, yhbM, b3163, ECK3151]"
"G6996"	"pdeD"	"[pdeD, yoaD, b1815, ECK1813]"
"EG12866"	"proQ"	"[proQ, yoeC, yobE, yebJ, b1831, ECK1830]"
"EG10145"	"creD"	"[creD, refII, cet, ref, b4400, ECK4392]"
"G7297"	"tmcA"	"[tmcA, ypfI, b2474, ECK2470]"
"G6888"	"ydhL"	"[ydhL, b1648, ECK1644]"
"EG11961"	"lldP"	"[lldP, lct, lctP, b3603, ECK3593]"
"G6874"	"rsxD"	"[rsxD, ydgO, b1630, ECK1626]"
"G6238"	"thiI"	"[thiI, nuvA, nuvC, yajK, b0423, ECK0417]"
"EG11203"	"yihA"	"[yihA, engB, b3865, ECK3857]"
"G6568"	"ycfP"	"[ycfP, b1108, ECK1094]"
"G6871"	"rsxA"	"[rsxA, ydgL, b1627, ECK1623]"
"EG12017"	"yohD"	"[yohD, b2136, ECK2129]"
"EG12098"	"rluD"	"[rluD, yfiI, sfhB, yfil, b2594, ECK2592]"
"G6433"	"pdeI"	"[pdeI, yliE, b0833, ECK0823]"
"EG11753"	"chaA"	"[chaA, b1216, ECK1210]"
"EG11256"	"iraP"	"[iraP, yaiB, b0382, ECK0377]"
"EG11311"	"dusB"	"[dusB, yhdG, b3260, ECK3247]"
"G7680"	"zapE"	"[zapE, yhcM, b3232, ECK3221]"
"G6240"	"yajQ"	"[yajQ, b0426, ECK0420]"
"EG11798"	"hofC"	"[hofC, yacD, hopC, b0106, ECK0105]"
"EG10812"	"queA"	"[queA, tsaA, b0405, ECK0399]"
"G0-10647"	"ypdK"	"[ypdK, b4680, ECK4495]"
"EG11612"	"proP"	"[proP, b4111, ECK4104]"
"G7714"	"tusD"	"[tusD, yheN, b3345, ECK3332]"
"EG11086"	"ftsL"	"[ftsL, mraR, yabD, b0083, ECK0084]"
"EG12704"	"yggM"	"[yggM, b2956, ECK2951]"
"G7618"	"yhaI"	"[yhaI, b3104, ECK3095]"
"G7021"	"cmoB"	"[cmoB, yecP, b1871, ECK1872]"
"EG12262"	"yhjR"	"[yhjR, b3535, ECK3520]"
"EG11330"	"gabP"	"[gabP, b2663, ECK2657]"
"G6096"	"tilS"	"[tilS, yaeN, mesJ, b0188, ECK0187]"
"EG10597"	"minD"	"[minD, minB, b1175, ECK1163]"
"EG11938"	"pdeC"	"[pdeC, yjcC, b4061, ECK4053]"
"EG11011"	"tolR"	"[tolR, b0738, ECK0727]"
"EG11932"	"dusA"	"[dusA, yjbN, b4049, ECK4041]"
"EG11780"	"ydeK"	"[ydeK, orfT, yneO, b4696, b1510, ECK1503]"
"EG11006"	"tnaB"	"[tnaB, tnaP, trpP, b3709, ECK3702]"
"EG11247"	"rlmD"	"[rlmD, ygcA, rumA, b2785, ECK2779]"
"EG12450"	"norW"	"[norW, ygaL, ygbD, b2711, ECK2706]"
"EG11524"	"ybfD"	"[ybfD, b0706, ECK0695]"
"G7409"	"pncC"	"[pncC, ygaD, b2700, ECK2695]"
"EG10658"	"bamC"	"[bamC, dapX, nlpB, b2477, ECK2473]"
"EG10523"	"rsmA"	"[rsmA, ksgA, b0051, ECK0052]"
"EG11184"	"yhhA"	"[yhhA, b3448, ECK3432]"
"EG10406"	"gltS"	"[gltS, gltC, b3653, ECK3643]"
"EG12192"	"nadK"	"[nadK, yfjE, yfjB, b2615, ECK2611]"
"G7698"	"tsaC"	"[tsaC, yrdC, rimN, b3282, ECK3269]"
"EG11492"	"qorA"	"[qorA, hzc, hcz, qor, b4051, ECK4043]"
"EG11084"	"mraZ"	"[mraZ, yabB, b0081, ECK0082]"
"EG10742"	"pncB"	"[pncB, b0931, ECK0922]"
"EG11739"	"nfrB"	"[nfrB, b0569, ECK0561]"
"G6991"	"tsaB"	"[tsaB, yeaZ, b1807, ECK1805]"
"G7941"	"yjiX"	"[yjiX, b4353, ECK4343]"
"EG10352"	"fucP"	"[fucP, b2801, ECK2796]"
"EG10630"	"nadA"	"[nadA, nicA, b0750, ECK0739]"
"EG12609"	"rluA"	"[rluA, yabO, b0058, ECK0059]"
"G7023"	"torY"	"[torY, yecK, b1873, ECK1874]"
"G7825"	"yjdF"	"[yjdF, b4121, ECK4114]"
"G7961"	"feaB"	"[feaB, ydbG, padA, b1385, ECK1382]"
"G6361"	"ybeX"	"[ybeX, b0658, ECK0650]"
"EG11794"	"rlmM"	"[rlmM, ygdE, b2806, ECK2801]"
"G7650"	"yhbS"	"[yhbS, b3156, ECK3144]"
"G7465"	"yqeG"	"[yqeG, b2845, ECK2843]"
"EG11546"	"nadC"	"[nadC, b0109, ECK0108]"
"EG11118"	"rluC"	"[rluC, yceC, b1086, ECK1071]"
"G6922"	"ydiS"	"[ydiS, b1699, ECK1697]"
"G7524"	"yqgE"	"[yqgE, b2948, ECK2943]"
"EG11135"	"pncA"	"[pncA, nam, ydjB, b1768, ECK1766]"
"EG12217"	"yhhQ"	"[yhhQ, b3471, ECK3455]"
"EG10375"	"mnmG"	"[mnmG, gidA, trmF, b3741, ECK3734]"
"G7384"	"ypjB"	"[ypjB, b2649, ECK2646]"
"G7004"	"yebQ"	"[yebQ, b1828, ECK1827]"
"EG10631"	"nadB"	"[nadB, nic, nicB, b2574, ECK2572]"
"G7456"	"tcdA"	"[tcdA, ygdL, csdL, b2812, ECK2808]"
"EG12697"	"fldB"	"[fldB, b2895, ECK2890]"
"G7165"	"ais"	"[ais, b2252, ECK2245]"
"G6350"	"nadD"	"[nadD, ybeN, fusB, b0639, ECK0632]"
"G7113"	"mdtA"	"[mdtA, yegM, b2074, ECK2070]"
